Orthogroup	BA7	BDBR229	CFB2957	GMI1000_2	K60	MOLK2	GMI1000	PSI07	PSS4	R24	RUN2340	UW551
OG0002792			RSCFB2957_02337	RSGMI1000_02363			RSc2315		RSPSS4_02465	RSR24_00441	RSRUN2340_00212, RSRUN2340_04654	
OG0006223				RSGMI1000_02364			RSc2316		RSPSS4_02466			
OG0006224				RSGMI1000_02365			RSc2318		RSPSS4_02467			
OG0004347	RSBA7_03662		RSCFB2957_04358	RSGMI1000_02366		RSMOLK2_01516	RSc2319		RSPSS4_02468			RSUW551_04481
OG0006225				RSGMI1000_02367			RSc2320		RSPSS4_02469			
OG0004133	RSBA7_03666		RSCFB2957_04356	RSGMI1000_02368		RSMOLK2_01514	RSc2321		RSPSS4_02470		RSRUN2340_01066	RSUW551_04479
OG0003880	RSBA7_03665		RSCFB2957_04357	RSGMI1000_02369		RSMOLK2_01515	RSc2322		RSPSS4_02471		RSRUN2340_01067	RSUW551_04480
OG0005054				RSGMI1000_02370		RSMOLK2_01517	RSc2323		RSPSS4_02472		RSRUN2340_02234	
OG0005579				RSGMI1000_02371			RSc2324		RSPSS4_02473		RSRUN2340_02233	
OG0004759				RSGMI1000_02372			RSc2325		RSPSS4_02474		RSRUN2340_02232	
OG0006226				RSGMI1000_02374			RSc2326		RSPSS4_02476			
OG0003930	RSBA7_02624		RSCFB2957_02729	RSGMI1000_02376		RSMOLK2_02964	RSc2327		RSPSS4_02478		RSRUN2340_02441, RSRUN2340_02444	RSUW551_02126
OG0003724	RSBA7_02623		RSCFB2957_02728	RSGMI1000_02377		RSMOLK2_02963	RSc2328		RSPSS4_02479		RSRUN2340_02445	RSUW551_02127
OG0003899				RSGMI1000_02378		RSMOLK2_02962	RSc2329		RSPSS4_02480			RSUW551_02128
OG0006227				RSGMI1000_02379			RSc2330		RSPSS4_02481			
OG0005511		RSBDBR229_03678		RSGMI1000_02384			RSc2336		RSPSS4_02486			
OG0000461	RSBA7_02104	RSBDBR229_03680	RSCFB2957_02176	RSGMI1000_02386	RSK60_02891	RSMOLK2_02932	RSc2337	RSPSI07_01078	RSPSS4_02488	RSR24_02386	RSRUN2340_02453	RSUW551_02160
OG0000708	RSBA7_02116	RSBDBR229_03681	RSCFB2957_02184	RSGMI1000_02387	RSK60_02890	RSMOLK2_02931	RSc2338	RSPSI07_01077	RSPSS4_02489	RSR24_02387	RSRUN2340_02454	RSUW551_00878, RSUW551_02161
OG0001871	RSBA7_02118	RSBDBR229_03682	RSCFB2957_02186	RSGMI1000_02388	RSK60_02889	RSMOLK2_02930	RSc2339	RSPSI07_01076	RSPSS4_02490	RSR24_02388	RSRUN2340_02455	RSUW551_00876
OG0001870	RSBA7_02119	RSBDBR229_03683	RSCFB2957_02187	RSGMI1000_02389	RSK60_02888	RSMOLK2_02929	RSc2340	RSPSI07_01075	RSPSS4_02491	RSR24_02389	RSRUN2340_02456	RSUW551_00875
OG0000707	RSBA7_02120	RSBDBR229_03684	RSCFB2957_02188	RSGMI1000_02390	RSK60_02887	RSMOLK2_02928	RSc2341	RSPSI07_01074	RSPSS4_02492	RSR24_02390	RSRUN2340_02457	RSUW551_00874
OG0000281	RSBA7_02121	RSBDBR229_03685	RSCFB2957_02189	RSGMI1000_02391	RSK60_02886	RSMOLK2_02927	RSc2342	RSPSI07_01073	RSPSS4_02493	RSR24_02391	RSRUN2340_02458	RSUW551_00873
OG0001869	RSBA7_02122	RSBDBR229_03687	RSCFB2957_02190	RSGMI1000_02392	RSK60_02885	RSMOLK2_02926	RSc2343	RSPSI07_01072	RSPSS4_02494	RSR24_02392	RSRUN2340_02459	RSUW551_00872
OG0001366	RSBA7_02123	RSBDBR229_03688	RSCFB2957_02191	RSGMI1000_02393	RSK60_02884	RSMOLK2_02925	RSc2344	RSPSI07_01071	RSPSS4_02495	RSR24_02393	RSRUN2340_02460	RSUW551_00871
OG0003038	RSBA7_02125	RSBDBR229_03690	RSCFB2957_02193	RSGMI1000_02395	RSK60_02882	RSMOLK2_02923	RSc2346	RSPSI07_01069	RSPSS4_02497	RSR24_02395	RSRUN2340_02462	RSUW551_00869
OG0001280	RSBA7_02126	RSBDBR229_03691	RSCFB2957_02194	RSGMI1000_02396	RSK60_02881	RSMOLK2_02922	RSc2347	RSPSI07_01068	RSPSS4_02498	RSR24_02396	RSRUN2340_02463	RSUW551_00868
OG0000902	RSBA7_02127	RSBDBR229_03692	RSCFB2957_02195	RSGMI1000_02397	RSK60_02880	RSMOLK2_02921	RSc2348	RSPSI07_01067	RSPSS4_02499	RSR24_02397	RSRUN2340_02464	RSUW551_00867
OG0000359	RSBA7_02129	RSBDBR229_03695	RSCFB2957_02197	RSGMI1000_02399	RSK60_02879	RSMOLK2_02919	RSc2349	RSPSI07_01064	RSPSS4_02501	RSR24_02400	RSRUN2340_02465	RSUW551_00866
OG0001365	RSBA7_02130	RSBDBR229_03696	RSCFB2957_02198	RSGMI1000_02400	RSK60_02878	RSMOLK2_02918	RSc2350	RSPSI07_01063	RSPSS4_02502	RSR24_02401	RSRUN2340_02466	RSUW551_00865
OG0001364	RSBA7_02131	RSBDBR229_03697	RSCFB2957_02199	RSGMI1000_02401	RSK60_02877	RSMOLK2_02917	RSc2351	RSPSI07_01062	RSPSS4_02503	RSR24_02402	RSRUN2340_02467	RSUW551_00864
OG0000358	RSBA7_02132	RSBDBR229_03698	RSCFB2957_02200, RSCFB2957_04735	RSGMI1000_02402	RSK60_02876	RSMOLK2_02916	RSc2352	RSPSI07_01061	RSPSS4_02504	RSR24_02403	RSRUN2340_02468	RSUW551_00863
OG0003039	RSBA7_02133	RSBDBR229_03699	RSCFB2957_02201	RSGMI1000_02403	RSK60_02875	RSMOLK2_02915	RSc2353	RSPSI07_01060	RSPSS4_02505	RSR24_02404	RSRUN2340_02469	RSUW551_00862
OG0003040	RSBA7_02134	RSBDBR229_03700	RSCFB2957_02202	RSGMI1000_02404	RSK60_02874	RSMOLK2_02914	RSc2354	RSPSI07_01059	RSPSS4_02506	RSR24_02405	RSRUN2340_02470	RSUW551_00861
OG0002253	RSBA7_02135	RSBDBR229_03701	RSCFB2957_02203	RSGMI1000_02405	RSK60_02873	RSMOLK2_02913	RSc2355	RSPSI07_01058	RSPSS4_02507	RSR24_02406	RSRUN2340_02471	RSUW551_00860
OG0002254	RSBA7_02136	RSBDBR229_03702	RSCFB2957_02204	RSGMI1000_02406	RSK60_02872	RSMOLK2_02912	RSc2356	RSPSI07_01057	RSPSS4_02508	RSR24_02407	RSRUN2340_02472	RSUW551_00859
OG0000293	RSBA7_02137	RSBDBR229_03703	RSCFB2957_02205	RSGMI1000_02407	RSK60_02871	RSMOLK2_02911	RSc2357	RSPSI07_01056	RSPSS4_02509	RSR24_02408	RSRUN2340_02473	RSUW551_00858
OG0002255	RSBA7_02138	RSBDBR229_03704	RSCFB2957_02206	RSGMI1000_02408	RSK60_02870	RSMOLK2_02910	RSc2358	RSPSI07_01055	RSPSS4_02510	RSR24_02409	RSRUN2340_02474	RSUW551_00857
OG0006228				RSGMI1000_02409			RSc2359		RSPSS4_02511			
OG0002256	RSBA7_02141	RSBDBR229_03705	RSCFB2957_02209	RSGMI1000_02410	RSK60_02867	RSMOLK2_02907	RSc2360	RSPSI07_01054	RSPSS4_02512	RSR24_02410	RSRUN2340_02475	RSUW551_00854
OG0001487	RSBA7_02142	RSBDBR229_03706	RSCFB2957_02210	RSGMI1000_02411	RSK60_02866	RSMOLK2_02906	RSc2361	RSPSI07_01053	RSPSS4_02513	RSR24_02411	RSRUN2340_02476	RSUW551_00853
OG0002257	RSBA7_02143	RSBDBR229_03707	RSCFB2957_02211	RSGMI1000_02412	RSK60_02865	RSMOLK2_02905	RSc2362	RSPSI07_01052	RSPSS4_02514	RSR24_02412	RSRUN2340_02477	RSUW551_00852
OG0000442	RSBA7_02144	RSBDBR229_03708	RSCFB2957_02212	RSGMI1000_02413	RSK60_02864	RSMOLK2_02904	RSc2363	RSPSI07_01051	RSPSS4_02515	RSR24_02413	RSRUN2340_02478	RSUW551_00851
OG0006229				RSGMI1000_02414			RSc2364		RSPSS4_02516			
OG0001488	RSBA7_02145	RSBDBR229_03716	RSCFB2957_02222	RSGMI1000_02415	RSK60_02853	RSMOLK2_02903	RSc2365	RSPSI07_01044	RSPSS4_02517	RSR24_02422	RSRUN2340_02488	RSUW551_00850
OG0000754	RSBA7_02146	RSBDBR229_03717	RSCFB2957_02223	RSGMI1000_02416	RSK60_02852	RSMOLK2_02902	RSc2366	RSPSI07_01043	RSPSS4_02518	RSR24_02423	RSRUN2340_02489	RSUW551_00849
OG0002258	RSBA7_02148	RSBDBR229_03718	RSCFB2957_02225	RSGMI1000_02417	RSK60_02850	RSMOLK2_02900	RSc2367	RSPSI07_01042	RSPSS4_02519	RSR24_02424	RSRUN2340_02490	RSUW551_00847
OG0001244	RSBA7_02149	RSBDBR229_03719	RSCFB2957_02226	RSGMI1000_02418	RSK60_02849	RSMOLK2_02899	RSc2368	RSPSI07_01041	RSPSS4_02520	RSR24_02425	RSRUN2340_02491	RSUW551_00846
OG0002259	RSBA7_02150	RSBDBR229_03720	RSCFB2957_02227	RSGMI1000_02419	RSK60_02848	RSMOLK2_02898	RSc2369	RSPSI07_01040	RSPSS4_02521	RSR24_02426	RSRUN2340_02492	RSUW551_00845
OG0002260	RSBA7_02151	RSBDBR229_03721	RSCFB2957_02228	RSGMI1000_02420	RSK60_02847	RSMOLK2_02897	RSc2370	RSPSI07_01039	RSPSS4_02522	RSR24_02427	RSRUN2340_02493	RSUW551_00844
OG0002261	RSBA7_02152	RSBDBR229_03722	RSCFB2957_02229	RSGMI1000_02421	RSK60_02846	RSMOLK2_02896	RSc2371	RSPSI07_01038	RSPSS4_02523	RSR24_02428	RSRUN2340_02494	RSUW551_00843
OG0002262	RSBA7_02153	RSBDBR229_03723	RSCFB2957_02230	RSGMI1000_02422	RSK60_02845	RSMOLK2_02895	RSc2372	RSPSI07_01037	RSPSS4_02524	RSR24_02429	RSRUN2340_02495	RSUW551_00842
OG0002263	RSBA7_02154	RSBDBR229_03724	RSCFB2957_02231	RSGMI1000_02423	RSK60_02844	RSMOLK2_02894	RSc2373	RSPSI07_01036	RSPSS4_02525	RSR24_02430	RSRUN2340_02496	RSUW551_00841
OG0002264	RSBA7_02155	RSBDBR229_03725	RSCFB2957_02232	RSGMI1000_02424	RSK60_02843	RSMOLK2_02893	RSc2374	RSPSI07_01035	RSPSS4_02526	RSR24_02431	RSRUN2340_02497	RSUW551_00840
OG0002265	RSBA7_02156	RSBDBR229_03726	RSCFB2957_02233	RSGMI1000_02425	RSK60_02842	RSMOLK2_02892	RSc2375	RSPSI07_01034	RSPSS4_02527	RSR24_02432	RSRUN2340_02498	RSUW551_00839
OG0002266	RSBA7_02157	RSBDBR229_03727	RSCFB2957_02234	RSGMI1000_02426	RSK60_02841	RSMOLK2_02891	RSc2376	RSPSI07_01033	RSPSS4_02528	RSR24_02433	RSRUN2340_02499	RSUW551_00838
OG0002267	RSBA7_02158	RSBDBR229_03728	RSCFB2957_02235	RSGMI1000_02427	RSK60_02840	RSMOLK2_02890	RSc2377	RSPSI07_01032	RSPSS4_02529	RSR24_02434	RSRUN2340_02500	RSUW551_00837
OG0002268	RSBA7_02159	RSBDBR229_03729	RSCFB2957_02236	RSGMI1000_02428	RSK60_02839	RSMOLK2_02889	RSc2378	RSPSI07_01031	RSPSS4_02530	RSR24_02435	RSRUN2340_02501	RSUW551_00836
OG0000755	RSBA7_02160	RSBDBR229_03730	RSCFB2957_02237	RSGMI1000_02429	RSK60_02838	RSMOLK2_02888	RSc2379	RSPSI07_01030	RSPSS4_02531	RSR24_02436	RSRUN2340_02502	RSUW551_00835
OG0000712	RSBA7_02162	RSBDBR229_03731	RSCFB2957_02238	RSGMI1000_02430	RSK60_02837	RSMOLK2_02887	RSc2380	RSPSI07_01029	RSPSS4_02532	RSR24_02437	RSRUN2340_02503	RSUW551_00834
OG0000480	RSBA7_02163	RSBDBR229_03732	RSCFB2957_02239	RSGMI1000_02431	RSK60_02836	RSMOLK2_02886	RSc2381	RSPSI07_01028	RSPSS4_02533	RSR24_02438	RSRUN2340_02504	RSUW551_00833
OG0002269	RSBA7_02164	RSBDBR229_03733	RSCFB2957_02240	RSGMI1000_02432	RSK60_02835	RSMOLK2_02885	RSc2382	RSPSI07_01027	RSPSS4_02534	RSR24_02439	RSRUN2340_02505	RSUW551_00832
OG0002270	RSBA7_02165	RSBDBR229_03734	RSCFB2957_02241	RSGMI1000_02433	RSK60_02834	RSMOLK2_02884	RSc2383	RSPSI07_01026	RSPSS4_02535	RSR24_02440	RSRUN2340_02506	RSUW551_00831
OG0002271	RSBA7_02166	RSBDBR229_03735	RSCFB2957_02242	RSGMI1000_02434	RSK60_02833	RSMOLK2_02883	RSc2384	RSPSI07_01025	RSPSS4_02536	RSR24_02441	RSRUN2340_02507	RSUW551_00830
OG0002272	RSBA7_02167	RSBDBR229_03736	RSCFB2957_02243	RSGMI1000_02435	RSK60_02832	RSMOLK2_02882	RSc2385	RSPSI07_01024	RSPSS4_02537	RSR24_02442	RSRUN2340_02508	RSUW551_00829
OG0001107	RSBA7_02168	RSBDBR229_03737	RSCFB2957_02244	RSGMI1000_02436	RSK60_02831	RSMOLK2_02881	RSc2386	RSPSI07_01023	RSPSS4_02538	RSR24_02443	RSRUN2340_02509	RSUW551_00828
OG0000271	RSBA7_02169	RSBDBR229_03738	RSCFB2957_02245	RSGMI1000_02437	RSK60_02830	RSMOLK2_02880	RSc2387	RSPSI07_01022	RSPSS4_02539	RSR24_02444	RSRUN2340_02510	RSUW551_00827
OG0000804		RSBDBR229_02116, RSBDBR229_03107	RSCFB2957_02688	RSGMI1000_02438, RSGMI1000_02941	RSK60_02366	RSMOLK2_00230, RSMOLK2_02216	RSc2388, RSc2888	RSPSI07_00580, RSPSI07_01291	RSPSS4_02540, RSPSS4_02997			RSUW551_00282, RSUW551_02234
OG0003041	RSBA7_02170	RSBDBR229_03739	RSCFB2957_02246	RSGMI1000_02440	RSK60_02829	RSMOLK2_02879	RSc2389	RSPSI07_01021	RSPSS4_02542	RSR24_02445	RSRUN2340_02511	RSUW551_00826
OG0000756	RSBA7_02171	RSBDBR229_03740	RSCFB2957_02247	RSGMI1000_02441	RSK60_02828	RSMOLK2_02878	RSc2390	RSPSI07_01020	RSPSS4_02543	RSR24_02446	RSRUN2340_02512	RSUW551_00825
OG0000545	RSBA7_02172	RSBDBR229_03741	RSCFB2957_02248	RSGMI1000_02442	RSK60_02827	RSMOLK2_02877	RSc2391	RSPSI07_01019	RSPSS4_02544	RSR24_02447	RSRUN2340_02513	RSUW551_00824
OG0002273	RSBA7_02173	RSBDBR229_03742	RSCFB2957_02249	RSGMI1000_02443	RSK60_02826		RSc2392	RSPSI07_01018	RSPSS4_02545	RSR24_02448	RSRUN2340_02514	RSUW551_00823
OG0001489	RSBA7_02174	RSBDBR229_03743	RSCFB2957_02250	RSGMI1000_02444	RSK60_02825	RSMOLK2_02875	RSc2393	RSPSI07_01017	RSPSS4_02546	RSR24_02449	RSRUN2340_02515	RSUW551_00822
OG0002274	RSBA7_02175	RSBDBR229_03744	RSCFB2957_02251	RSGMI1000_02445	RSK60_02824	RSMOLK2_02874	RSc2394	RSPSI07_01016	RSPSS4_02547	RSR24_02450	RSRUN2340_02516	RSUW551_00821
OG0001108	RSBA7_02176	RSBDBR229_03745	RSCFB2957_02252	RSGMI1000_02446	RSK60_02823	RSMOLK2_02873	RSc2395	RSPSI07_01015	RSPSS4_02548	RSR24_02451	RSRUN2340_02517	RSUW551_00820
OG0002275	RSBA7_02177	RSBDBR229_03746	RSCFB2957_02253	RSGMI1000_02447	RSK60_02822	RSMOLK2_02872	RSc2396	RSPSI07_01014	RSPSS4_02549	RSR24_02452	RSRUN2340_02518	RSUW551_00819
OG0001109	RSBA7_02178	RSBDBR229_03747	RSCFB2957_02254	RSGMI1000_02448	RSK60_02821	RSMOLK2_02871	RSc2397	RSPSI07_01013	RSPSS4_02550	RSR24_02453	RSRUN2340_02519	RSUW551_00818
OG0002276	RSBA7_02179	RSBDBR229_03748	RSCFB2957_02255	RSGMI1000_02449	RSK60_02820	RSMOLK2_02870	RSc2398	RSPSI07_01012	RSPSS4_02551	RSR24_02454	RSRUN2340_02520	RSUW551_00817
OG0000645	RSBA7_02180	RSBDBR229_03749	RSCFB2957_02256	RSGMI1000_02450	RSK60_02819	RSMOLK2_02869	RSc2399	RSPSI07_01011	RSPSS4_02552	RSR24_02455	RSRUN2340_02521	RSUW551_00816
OG0002277	RSBA7_02181	RSBDBR229_03750	RSCFB2957_02257	RSGMI1000_02451	RSK60_02818	RSMOLK2_02868	RSc2400	RSPSI07_01010	RSPSS4_02553	RSR24_02456	RSRUN2340_02522	RSUW551_00815
OG0002278	RSBA7_02182	RSBDBR229_03751	RSCFB2957_02258	RSGMI1000_02452	RSK60_02817	RSMOLK2_02867	RSc2401	RSPSI07_01009	RSPSS4_02554	RSR24_02457	RSRUN2340_02523	RSUW551_00814
OG0002279	RSBA7_02183	RSBDBR229_03752	RSCFB2957_02259	RSGMI1000_02453	RSK60_02816	RSMOLK2_02866	RSc2402	RSPSI07_01008	RSPSS4_02555	RSR24_02458	RSRUN2340_02524	RSUW551_00813
OG0001110	RSBA7_02184	RSBDBR229_03753	RSCFB2957_02260	RSGMI1000_02454	RSK60_02815	RSMOLK2_02865	RSc2403	RSPSI07_01007	RSPSS4_02556	RSR24_02459	RSRUN2340_02525	RSUW551_00812
OG0002280	RSBA7_02185	RSBDBR229_03754	RSCFB2957_02261	RSGMI1000_02455	RSK60_02814	RSMOLK2_02864	RSc2404	RSPSI07_01006	RSPSS4_02557	RSR24_02460	RSRUN2340_02526	RSUW551_00811
OG0006230				RSGMI1000_02458			RSc2407		RSPSS4_02560			
OG0000757	RSBA7_02186	RSBDBR229_03755	RSCFB2957_02262	RSGMI1000_02461	RSK60_02813	RSMOLK2_02863	RSc2410	RSPSI07_01005	RSPSS4_02563	RSR24_02463	RSRUN2340_02527	RSUW551_00810
OG0001490	RSBA7_02187, RSBA7_02189	RSBDBR229_03756	RSCFB2957_02263	RSGMI1000_02462	RSK60_02812	RSMOLK2_02862	RSc2411	RSPSI07_01004	RSPSS4_02564	RSR24_02464	RSRUN2340_02528	RSUW551_00809
OG0002283	RSBA7_02190	RSBDBR229_03757	RSCFB2957_02264	RSGMI1000_02463	RSK60_02811	RSMOLK2_02861	RSc2412	RSPSI07_01003	RSPSS4_02565	RSR24_02465	RSRUN2340_02529	RSUW551_00808
OG0003042	RSBA7_02191	RSBDBR229_03758	RSCFB2957_02265	RSGMI1000_02464	RSK60_02810	RSMOLK2_02860	RSc2413	RSPSI07_01002	RSPSS4_02566	RSR24_02466	RSRUN2340_02530	RSUW551_00807
OG0002284	RSBA7_02192	RSBDBR229_03759	RSCFB2957_02266	RSGMI1000_02465	RSK60_02809	RSMOLK2_02859	RSc2414	RSPSI07_01001	RSPSS4_02567	RSR24_02467	RSRUN2340_02531	RSUW551_00806
OG0000404	RSBA7_02193	RSBDBR229_03760	RSCFB2957_02267	RSGMI1000_02466	RSK60_02808	RSMOLK2_02858	RSc2415	RSPSI07_01000	RSPSS4_02568	RSR24_02468	RSRUN2340_02532	RSUW551_00805
OG0002285	RSBA7_02194	RSBDBR229_03761	RSCFB2957_02268	RSGMI1000_02467	RSK60_02807	RSMOLK2_02857	RSc2416	RSPSI07_00999	RSPSS4_02569	RSR24_02469	RSRUN2340_02533	RSUW551_00804
OG0002286	RSBA7_02195	RSBDBR229_03762	RSCFB2957_02269	RSGMI1000_02468	RSK60_02806	RSMOLK2_02856	RSc2417	RSPSI07_00998	RSPSS4_02570	RSR24_02470	RSRUN2340_02534	RSUW551_00803
OG0002287	RSBA7_02196	RSBDBR229_03763	RSCFB2957_02270	RSGMI1000_02469	RSK60_02805	RSMOLK2_02855	RSc2418	RSPSI07_00997	RSPSS4_02571	RSR24_02471	RSRUN2340_02535	RSUW551_00802
OG0000896	RSBA7_02197	RSBDBR229_03764	RSCFB2957_02271	RSGMI1000_02470	RSK60_02804	RSMOLK2_02854	RSc2419	RSPSI07_00996	RSPSS4_02572	RSR24_02472	RSRUN2340_02536	RSUW551_00801
OG0000132	RSBA7_02198	RSBDBR229_03765	RSCFB2957_02272	RSGMI1000_02471	RSK60_02803	RSMOLK2_02853	RSc2420	RSPSI07_00995	RSPSS4_02573	RSR24_02473	RSRUN2340_02537	RSUW551_00800
OG0000310	RSBA7_02199	RSBDBR229_03766	RSCFB2957_02273	RSGMI1000_02472	RSK60_02802	RSMOLK2_02852	RSc2421	RSPSI07_00994	RSPSS4_02574	RSR24_02474	RSRUN2340_02538	RSUW551_00799
OG0000311	RSBA7_02200	RSBDBR229_03767	RSCFB2957_02274	RSGMI1000_02473	RSK60_02801	RSMOLK2_02851	RSc2422	RSPSI07_00993	RSPSS4_02575	RSR24_02475	RSRUN2340_02539	RSUW551_00798
OG0001491	RSBA7_02201	RSBDBR229_03768	RSCFB2957_02275	RSGMI1000_02474	RSK60_02800	RSMOLK2_02850	RSc2423	RSPSI07_00992	RSPSS4_02576	RSR24_02476	RSRUN2340_02540	RSUW551_00797
OG0002288	RSBA7_02202	RSBDBR229_03769	RSCFB2957_02276	RSGMI1000_02475	RSK60_02799	RSMOLK2_02849	RSc2424	RSPSI07_00991	RSPSS4_02577	RSR24_02477	RSRUN2340_02541	RSUW551_00796
OG0001492	RSBA7_02203	RSBDBR229_03770	RSCFB2957_02277	RSGMI1000_02476	RSK60_02798	RSMOLK2_02848	RSc2425	RSPSI07_00990	RSPSS4_02578	RSR24_02478	RSRUN2340_02542	RSUW551_00795
OG0002289	RSBA7_02204	RSBDBR229_03771	RSCFB2957_02278	RSGMI1000_02477	RSK60_02797	RSMOLK2_02847	RSc2426	RSPSI07_00989	RSPSS4_02579	RSR24_02479	RSRUN2340_02543	RSUW551_00794
OG0002290	RSBA7_02205	RSBDBR229_03772	RSCFB2957_02279	RSGMI1000_02478	RSK60_02796	RSMOLK2_02846	RSc2427	RSPSI07_00988	RSPSS4_02580	RSR24_02480	RSRUN2340_02544	RSUW551_00793
OG0002291	RSBA7_02206	RSBDBR229_03773	RSCFB2957_02280	RSGMI1000_02479	RSK60_02795	RSMOLK2_02845	RSc2428	RSPSI07_00987	RSPSS4_02581	RSR24_02481	RSRUN2340_02545	RSUW551_00792
OG0002292	RSBA7_02207	RSBDBR229_03774	RSCFB2957_02281	RSGMI1000_02480	RSK60_02794	RSMOLK2_02844	RSc2429	RSPSI07_00986	RSPSS4_02582	RSR24_02482	RSRUN2340_02546	RSUW551_00791
OG0002488	RSBA7_02209	RSBDBR229_03776	RSCFB2957_02283	RSGMI1000_02482	RSK60_02792	RSMOLK2_02842	RSc2430	RSPSI07_00984	RSPSS4_02584	RSR24_02487	RSRUN2340_02548	RSUW551_00789
OG0003043	RSBA7_02210	RSBDBR229_03777	RSCFB2957_02284	RSGMI1000_02483	RSK60_02791	RSMOLK2_02841	RSc2431	RSPSI07_00983	RSPSS4_02585	RSR24_02488	RSRUN2340_02549	RSUW551_00788
OG0001451	RSBA7_02211	RSBDBR229_03778	RSCFB2957_02285	RSGMI1000_02484	RSK60_02790	RSMOLK2_02840	RSc2432	RSPSI07_00982	RSPSS4_02586	RSR24_02489	RSRUN2340_02550	RSUW551_00787
OG0002295	RSBA7_02212	RSBDBR229_03779	RSCFB2957_02286	RSGMI1000_02485	RSK60_02789	RSMOLK2_02839	RSc2433	RSPSI07_00981	RSPSS4_02587	RSR24_02490	RSRUN2340_02551	RSUW551_00786
OG0001111	RSBA7_02213	RSBDBR229_03780	RSCFB2957_02287	RSGMI1000_02486	RSK60_02788	RSMOLK2_02838	RSc2434	RSPSI07_00980	RSPSS4_02588	RSR24_02491	RSRUN2340_02552	RSUW551_00785
OG0000134	RSBA7_02214	RSBDBR229_03781	RSCFB2957_02288	RSGMI1000_02487	RSK60_02787	RSMOLK2_02837	RSc2435	RSPSI07_00979	RSPSS4_02589	RSR24_02492	RSRUN2340_02553	RSUW551_00784
OG0002690	RSBA7_02215	RSBDBR229_03782	RSCFB2957_02289	RSGMI1000_02488	RSK60_02786	RSMOLK2_02836	RSc2436	RSPSI07_00978	RSPSS4_02590	RSR24_02493	RSRUN2340_02554	RSUW551_00783
OG0000043	RSBA7_02216, RSBA7_03146	RSBDBR229_03340, RSBDBR229_03783	RSCFB2957_02290, RSCFB2957_03242	RSGMI1000_02489, RSGMI1000_03510	RSK60_02783, RSK60_03635	RSMOLK2_02718, RSMOLK2_02835	RSc2437, RSp0017	RSPSI07_00977, RSPSI07_03271	RSPSS4_02591, RSPSS4_03603	RSR24_02494, RSR24_03530, RSR24_04750	RSRUN2340_02555, RSRUN2340_03565	RSUW551_00782, RSUW551_03410
OG0000170	RSBA7_02217	RSBDBR229_03784	RSCFB2957_02291	RSGMI1000_02490	RSK60_02782	RSMOLK2_02834	RSc2438	RSPSI07_00976	RSPSS4_02592	RSR24_02495	RSRUN2340_02556	RSUW551_00781
OG0000397	RSBA7_02218	RSBDBR229_03785	RSCFB2957_02292	RSGMI1000_02491	RSK60_02781	RSMOLK2_02833	RSc2439	RSPSI07_00975	RSPSS4_02593	RSR24_02496	RSRUN2340_02557	RSUW551_00780
OG0000308	RSBA7_02219	RSBDBR229_03786	RSCFB2957_02293	RSGMI1000_02492	RSK60_02780	RSMOLK2_02832	RSc2440	RSPSI07_00974	RSPSS4_02594	RSR24_02497	RSRUN2340_02558	RSUW551_00779
OG0002296	RSBA7_02220	RSBDBR229_03787	RSCFB2957_02294	RSGMI1000_02493	RSK60_02779	RSMOLK2_02831	RSc2441	RSPSI07_00973	RSPSS4_02595	RSR24_02498	RSRUN2340_02559	RSUW551_00778
OG0000405	RSBA7_02221	RSBDBR229_03788	RSCFB2957_02295	RSGMI1000_02494	RSK60_02778	RSMOLK2_02830	RSc2442	RSPSI07_00972	RSPSS4_02596	RSR24_02499	RSRUN2340_02560	RSUW551_00777
OG0002297	RSBA7_02222	RSBDBR229_03789	RSCFB2957_02296	RSGMI1000_02495	RSK60_02777	RSMOLK2_02829	RSc2443	RSPSI07_00971	RSPSS4_02597	RSR24_02500	RSRUN2340_02561	RSUW551_00776
OG0001112	RSBA7_02223	RSBDBR229_03790	RSCFB2957_02297	RSGMI1000_02496	RSK60_02776	RSMOLK2_02828	RSc2444	RSPSI07_00970	RSPSS4_02598	RSR24_02501	RSRUN2340_02562	RSUW551_00775
OG0001493	RSBA7_02224	RSBDBR229_03791	RSCFB2957_02298	RSGMI1000_02497	RSK60_02775	RSMOLK2_02827	RSc2445	RSPSI07_00969	RSPSS4_02599	RSR24_02502	RSRUN2340_02563	RSUW551_00774
OG0001113	RSBA7_02225	RSBDBR229_03792	RSCFB2957_02299	RSGMI1000_02498	RSK60_02774	RSMOLK2_02826	RSc2446	RSPSI07_00968	RSPSS4_02600	RSR24_02503	RSRUN2340_02564	RSUW551_00773
OG0000548	RSBA7_02226	RSBDBR229_03793	RSCFB2957_02300	RSGMI1000_02499	RSK60_02773	RSMOLK2_02825	RSc2447	RSPSI07_00967	RSPSS4_02601	RSR24_02504	RSRUN2340_02565	RSUW551_00772
OG0000198	RSBA7_02227	RSBDBR229_03794	RSCFB2957_02301	RSGMI1000_02500	RSK60_02772	RSMOLK2_02824	RSc2448	RSPSI07_00966	RSPSS4_02602	RSR24_02505	RSRUN2340_02566	RSUW551_00771
OG0000549	RSBA7_02228	RSBDBR229_03795	RSCFB2957_02302	RSGMI1000_02501	RSK60_02771	RSMOLK2_02823	RSc2449	RSPSI07_00965	RSPSS4_02603	RSR24_02506	RSRUN2340_02567	RSUW551_00770
