XOO1903	RSc1443
XOO0402	RSc2989
XOO0885	RSc1783
XOO1731	RSp0161
XOO1715	RSc1941
XOO1714	RSc1939
XOO1713	RSc1938
XOO1717	RSc1911
XOO1717	RSc1909
XOO3900	RSc0085
XOO1723	RSc3025
XOO0876	RSc1046
XOO1309	RSc0916
XOO0459	RSc0435
XOO2637	RSp1301
XOO2637	RSp0156
XOO2637	RSp0475
XOO2637	RSp1135
XOO2637	RSp0126
XOO2637	RSp1331
XOO2637	RSp1362
XOO3968	RSc0062
XOO2638	RSp1301
XOO2638	RSp0156
XOO2638	RSp0475
XOO2638	RSp1135
XOO2638	RSp0126
XOO2638	RSp1331
XOO2638	RSp1362
XOO3970	RSc0059
XOO1792	RSc1423
XOO1791	RSp1275
XOO1795	RSc3294
XOO2645	RSc0999
XOO1794	RSc3293
XOO0463	RSc0427
XOO3978	RSp0155
XOO3978	RSp0584
XOO3978	RSc0843
XOO3978	RSc3123
XOO3978	RSc3145
XOO3978	RSc3421
XOO0462	RSc0426
XOO0469	RSc3096
XOO3971	RSc2791
XOO3972	RSp1136
XOO3972	RSp1179
XOO3972	RSp0206
XOO3972	RSc1704
XOO0468	RSp1301
XOO0468	RSp0156
XOO0468	RSp0475
XOO0468	RSp1135
XOO0468	RSp0126
XOO0468	RSp1331
XOO0468	RSp1362
XOO3973	RSp1136
XOO3973	RSp1179
XOO3973	RSp0206
XOO3973	RSc1704
XOO1314	RSp0155
XOO1314	RSp0584
XOO1314	RSc0843
XOO1314	RSc3123
XOO1314	RSc3145
XOO1314	RSc3421
XOO0466	RSc1458
XOO0448	RSc2983
XOO2626	RSp1587
XOO2626	RSp1588
XOO3957	RSc3267
XOO2627	RSp1587
XOO2627	RSp1588
XOO3958	RSc0918
XOO2628	RSp1301
XOO2628	RSp0156
XOO2628	RSp0475
XOO2628	RSp1135
XOO2628	RSp0126
XOO2628	RSp1331
XOO2628	RSp1362
XOO2629	RSp1136
XOO2629	RSp1179
XOO2629	RSp0206
XOO2629	RSc1704
XOO4807	RSc1745
XOO2633	RSp1136
XOO2633	RSp1179
XOO2633	RSp0206
XOO2633	RSc1704
XOO3964	RSp0738
XOO0453	RSc2686
XOO3966	RSp0738
XOO2636	RSp1136
XOO2636	RSp1179
XOO2636	RSp0206
XOO2636	RSc1704
XOO3967	RSc0063
XOO3960	RSp0738
XOO2630	RSp1136
XOO2630	RSp1179
XOO2630	RSp0206
XOO2630	RSc1704
XOO1304	RSc1077
XOO0456	RSc1478
XOO1787	RSc1477
XOO1303	RSc0514
XOO0455	RSc0266
XOO1786	RSc2763
XOO2615	RSc2432
XOO2616	RSc0510
XOO3947	RSp0836
XOO2617	RSp1394
XOO3948	RSp0835
XOO2618	RSp1393
XOO3953	RSc0323
XOO2622	RSp1402
XOO0443	RSc0570
XOO1773	RSp1136
XOO1773	RSp1179
XOO1773	RSp0206
XOO1773	RSc1704
XOO2625	RSp0155
XOO2625	RSp0584
XOO2625	RSc0843
XOO2625	RSc3123
XOO2625	RSc3145
XOO2625	RSc3421
XOO3956	RSc0327
XOO3952	RSc0322
XOO2621	RSp1390
XOO2608	RSp0378
XOO0428	RSc0312
XOO2609	RSp0377
XOO3935	RSc1736
XOO2604	RSp0393
XOO3937	RSc3264
XOO3938	RSp1061
XOO2611	RSp0375
XOO3942	RSp0124
XOO2612	RSp0374
XOO3944	RSc1911
XOO3944	RSc1909
XOO3941	RSc1027
XOO2610	RSp0376
XOO4738	RSc1438
XOO4738	RSc2406
XOO4738	RSp1299
XOO4738	RSc1493
XOO4738	RSp0557
XOO4738	RSc2707
XOO4738	RSp0503
XOO4738	RSp1216
XOO4738	RSc0829
XOO3408	RSc2420
XOO3409	RSc0917
XOO2561	RSp0813
XOO2562	RSc0191
XOO0384	RSp0553
XOO1230	RSc1185
XOO1230	RSp0338
XOO0383	RSc2772
XOO1235	RSc1549
XOO1235	RSc0578
XOO1235	RSc2267
XOO1235	RSp0548
XOO3899	RSp1301
XOO3899	RSp0156
XOO3899	RSp0475
XOO3899	RSp1135
XOO3899	RSp0126
XOO3899	RSp1331
XOO3899	RSp1362
XOO3415	RSc0571
XOO2568	RSc3387
XOO2569	RSp0342
XOO1232	RSc0666
XOO3417	RSc0786
XOO3894	RSp1136
XOO3894	RSp1179
XOO3894	RSp0206
XOO3894	RSc1704
XOO3895	RSc1438
XOO3895	RSc2406
XOO3895	RSp1299
XOO3895	RSc1493
XOO3895	RSp0557
XOO3895	RSc2707
XOO3895	RSp0503
XOO3895	RSp1216
XOO3895	RSc0829
XOO3411	RSc0334
XOO3896	RSp1301
XOO3896	RSp0156
XOO3896	RSp0475
XOO3896	RSp1135
XOO3896	RSp0126
XOO3896	RSp1331
XOO3896	RSp1362
XOO3413	RSc0572
XOO1236	RSc2314
XOO1219	RSc2435
XOO4728	RSp1136
XOO4728	RSp1179
XOO4728	RSp0206
XOO4728	RSc1704
XOO3881	RSc2988
XOO2551	RSc1617
XOO0373	RSp1301
XOO0373	RSp0156
XOO0373	RSp0475
XOO0373	RSp1135
XOO0373	RSp0126
XOO0373	RSp1331
XOO0373	RSp1362
XOO0372	RSp1301
XOO0372	RSp0156
XOO0372	RSp0475
XOO0372	RSp1135
XOO0372	RSp0126
XOO0372	RSp1331
XOO0372	RSp1362
XOO2556	RSc2723
XOO0377	RSc0174
XOO3888	RSc1439
XOO3888	RSc2405
XOO3888	RSc2706
XOO3888	RSc0423
XOO3888	RSp1333
XOO3888	RSp1217
XOO3888	RSc1492
XOO3888	RSp0558
XOO3888	RSp1625
XOO3888	RSp1303
XOO3888	RSp1628
XOO3888	RSc0828
XOO3888	RSp0504
XOO4735	RSp0155
XOO4735	RSp0584
XOO4735	RSc0843
XOO4735	RSc3123
XOO4735	RSc3145
XOO4735	RSc3421
XOO3889	RSc1439
XOO3889	RSc2405
XOO3889	RSc2706
XOO3889	RSc0423
XOO3889	RSp1333
XOO3889	RSp1217
XOO3889	RSc1492
XOO3889	RSp0558
XOO3889	RSp1625
XOO3889	RSp1303
XOO3889	RSp1628
XOO3889	RSc0828
XOO3889	RSp0504
XOO4736	RSc1438
XOO4736	RSc2406
XOO4736	RSp1299
XOO4736	RSc1493
XOO4736	RSp0557
XOO4736	RSc2707
XOO4736	RSp0503
XOO4736	RSp1216
XOO4736	RSc0829
XOO2552	RSc2239
XOO2552	RSc2998
XOO2553	RSc2464
XOO4732	RSc1048
XOO2554	RSc2465
XOO2555	RSc2724
XOO4716	RSc1438
XOO4716	RSc2406
XOO4716	RSp1299
XOO4716	RSc1493
XOO4716	RSp0557
XOO4716	RSc2707
XOO4716	RSp0503
XOO4716	RSp1216
XOO4716	RSc0829
XOO2538	RSc0475
XOO4717	RSc1438
XOO4717	RSc2406
XOO4717	RSp1299
XOO4717	RSc1493
XOO4717	RSp0557
XOO4717	RSc2707
XOO4717	RSp0503
XOO4717	RSp1216
XOO4717	RSc0829
XOO2539	RSc1803
XOO3870	RSc1648
XOO2540	RSc1333
XOO0362	RSc1439
XOO0362	RSc2405
XOO0362	RSc2706
XOO0362	RSc0423
XOO0362	RSp1333
XOO0362	RSp1217
XOO0362	RSc1492
XOO0362	RSp0558
XOO0362	RSp1625
XOO0362	RSp1303
XOO0362	RSp1628
XOO0362	RSc0828
XOO0362	RSp0504
XOO1693	RSc1916
XOO0360	RSc1438
XOO0360	RSc2406
XOO0360	RSp1299
XOO0360	RSc1493
XOO0360	RSp0557
XOO0360	RSc2707
XOO0360	RSp0503
XOO0360	RSp1216
XOO0360	RSc0829
XOO1690	RSc1913
XOO0366	RSp1301
XOO0366	RSp0156
XOO0366	RSp0475
XOO0366	RSp1135
XOO0366	RSp0126
XOO0366	RSp1331
XOO0366	RSp1362
XOO4723	RSc1438
XOO4723	RSc2406
XOO4723	RSp1299
XOO4723	RSc1493
XOO4723	RSp0557
XOO4723	RSc2707
XOO4723	RSp0503
XOO4723	RSp1216
XOO4723	RSc0829
XOO0365	RSc1439
XOO0365	RSc2405
XOO0365	RSc2706
XOO0365	RSc0423
XOO0365	RSp1333
XOO0365	RSp1217
XOO0365	RSc1492
XOO0365	RSp0558
XOO0365	RSp1625
XOO0365	RSp1303
XOO0365	RSp1628
XOO0365	RSc0828
XOO0365	RSp0504
XOO2546	RSc2341
XOO1696	RSc1924
XOO1211	RSp1136
XOO1211	RSp1179
XOO1211	RSp0206
XOO1211	RSc1704
XOO0364	RSc1439
XOO0364	RSc2405
XOO0364	RSc2706
XOO0364	RSc0423
XOO0364	RSp1333
XOO0364	RSp1217
XOO0364	RSc1492
XOO0364	RSp0558
XOO0364	RSp1625
XOO0364	RSp1303
XOO0364	RSp1628
XOO0364	RSc0828
XOO0364	RSp0504
XOO2547	RSc2342
XOO1695	RSc1918
XOO0363	RSc1439
XOO0363	RSc2405
XOO0363	RSc2706
XOO0363	RSc0423
XOO0363	RSp1333
XOO0363	RSp1217
XOO0363	RSc1492
XOO0363	RSp0558
XOO0363	RSp1625
XOO0363	RSp1303
XOO0363	RSp1628
XOO0363	RSc0828
XOO0363	RSp0504
XOO2548	RSc2348
XOO1694	RSc1917
XOO2542	RSc2338
XOO0368	RSp1301
XOO0368	RSp0156
XOO0368	RSp0475
XOO0368	RSp1135
XOO0368	RSp0126
XOO0368	RSp1331
XOO0368	RSp1362
XOO3874	RSp1301
XOO3874	RSp0156
XOO3874	RSp0475
XOO3874	RSp1135
XOO3874	RSp0126
XOO3874	RSp1331
XOO3874	RSp1362
XOO1215	RSc1009
XOO1215	RSp1302
XOO1215	RSc3351
XOO1215	RSp1332
XOO1215	RSc0208
XOO1215	RSp0588
XOO1215	RSp0127
XOO1215	RSp0073
XOO1215	RSc3199
XOO1215	RSc3221
XOO1699	RSc1922
XOO0367	RSp1301
XOO0367	RSp0156
XOO0367	RSp0475
XOO0367	RSp1135
XOO0367	RSp0126
XOO0367	RSp1331
XOO0367	RSp1362
XOO3858	RSc0728
XOO4707	RSc1438
XOO4707	RSc2406
XOO4707	RSp1299
XOO4707	RSc1493
XOO4707	RSp0557
XOO4707	RSc2707
XOO4707	RSp0503
XOO4707	RSp1216
XOO4707	RSc0829
XOO2529	RSc1219
XOO3860	RSc0729
XOO0350	RSc0461
XOO0355	RSp0155
XOO0355	RSp0584
XOO0355	RSc0843
XOO0355	RSc3123
XOO0355	RSc3145
XOO0355	RSc3421
XOO4712	RSc2777
XOO2534	RSc1212
XOO1202	RSc2967
XOO0354	RSp0155
XOO0354	RSp0584
XOO0354	RSc0843
XOO0354	RSc3123
XOO0354	RSc3145
XOO0354	RSc3421
XOO4713	RSc0290
XOO4713	RSp1210
XOO2535	RSc1211
XOO3866	RSc0604
XOO1685	RSc1898
XOO0353	RSp0155
XOO0353	RSp0584
XOO0353	RSc0843
XOO0353	RSc3123
XOO0353	RSc3145
XOO0353	RSc3421
XOO3867	RSp0069
XOO3867	RSc0605
XOO2536	RSc0538
XOO2537	RSc0474
XOO3868	RSp0553
XOO1689	RSc1912
XOO3863	RSc2913
XOO1688	RSc1907
XOO1203	RSc2749
XOO4784	RSp1275
XOO2122	RSp1136
XOO2122	RSp1179
XOO2122	RSp0206
XOO2122	RSc1704
XOO1274	RSp1206
XOO1273	RSp1207
XOO1278	RSc0347
XOO1277	RSc0348
XOO2124	RSp1257
XOO2123	RSp1258
XOO2129	RSc1549
XOO2129	RSc0578
XOO2129	RSc2267
XOO2129	RSp0548
XOO4302	RSc1188
XOO4787	RSc2776
XOO4303	RSc1187
XOO4304	RSc1439
XOO4304	RSc2405
XOO4304	RSc2706
XOO4304	RSc0423
XOO4304	RSp1333
XOO4304	RSp1217
XOO4304	RSc1492
XOO4304	RSp0558
XOO4304	RSp1625
XOO4304	RSp1303
XOO4304	RSp1628
XOO4304	RSc0828
XOO4304	RSp0504
XOO4770	RSp1301
XOO4770	RSp0156
XOO4770	RSp0475
XOO4770	RSp1135
XOO4770	RSp0126
XOO4770	RSp1331
XOO4770	RSp1362
XOO3441	RSp0798
XOO3442	RSc1304
XOO2111	RSp1301
XOO2111	RSp0156
XOO2111	RSp0475
XOO2111	RSp1135
XOO2111	RSp0126
XOO2111	RSp1331
XOO2111	RSp1362
XOO1264	RSc2495
XOO2113	RSc1439
XOO2113	RSc2405
XOO2113	RSc2706
XOO2113	RSc0423
XOO2113	RSp1333
XOO2113	RSp1217
XOO2113	RSc1492
XOO2113	RSp0558
XOO2113	RSp1625
XOO2113	RSp1303
XOO2113	RSp1628
XOO2113	RSc0828
XOO2113	RSp0504
XOO2112	RSp0155
XOO2112	RSp0584
XOO2112	RSc0843
XOO2112	RSc3123
XOO2112	RSc3145
XOO2112	RSc3421
XOO2119	RSp1301
XOO2119	RSp0156
XOO2119	RSp0475
XOO2119	RSp1135
XOO2119	RSp0126
XOO2119	RSp1331
XOO2119	RSp1362
XOO4776	RSc1372
XOO4777	RSc1438
XOO4777	RSc2406
XOO4777	RSp1299
XOO4777	RSc1493
XOO4777	RSp0557
XOO4777	RSc2707
XOO4777	RSp0503
XOO4777	RSp1216
XOO4777	RSc0829
XOO2116	RSc2337
XOO2583	RSp0384
XOO3431	RSp0155
XOO3431	RSp0584
XOO3431	RSc0843
XOO3431	RSc3123
XOO3431	RSc3145
XOO3431	RSc3421
XOO1250	RSp1297
XOO4769	RSp1301
XOO4769	RSp0156
XOO4769	RSp0475
XOO4769	RSp1135
XOO4769	RSp0126
XOO4769	RSp1331
XOO4769	RSp1362
XOO2101	RSp1301
XOO2101	RSp0156
XOO2101	RSp0475
XOO2101	RSp1135
XOO2101	RSp0126
XOO2101	RSp1331
XOO2101	RSp1362
XOO3439	RSp0800
XOO3432	RSp0155
XOO3432	RSp0584
XOO3432	RSc0843
XOO3432	RSc3123
XOO3432	RSc3145
XOO3432	RSc3421
XOO2586	RSp0851
XOO2586	RSp1192
XOO2586	RSp1141
XOO2106	RSp1301
XOO2106	RSp0156
XOO2106	RSp0475
XOO2106	RSp1135
XOO2106	RSp0126
XOO2106	RSp1331
XOO2106	RSp1362
XOO2587	RSp1671
XOO2570	RSp0343
XOO2572	RSp0345
XOO1242	RSc3303
XOO1240	RSp1587
XOO1240	RSp1588
XOO4757	RSc1438
XOO4757	RSc2406
XOO4757	RSp1299
XOO4757	RSc1493
XOO4757	RSp0557
XOO4757	RSc2707
XOO4757	RSp0503
XOO4757	RSp1216
XOO4757	RSc0829
XOO1245	RSp0678
XOO1244	RSc2970
XOO0397	RSc2021
XOO1243	RSc2969
XOO4752	RSc2954
XOO2574	RSp0346
XOO2575	RSp0347
XOO3423	RSp1581
XOO2577	RSp0349
XOO3424	RSp1239
XOO2162	RSc1285
XOO4341	RSp1161
XOO3494	RSp0739
XOO4342	RSc1106
XOO4342	RSp0065
XOO4342	RSc1873
XOO3495	RSp0738
XOO2161	RSc1286
XOO3496	RSp0738
XOO3497	RSp0738
XOO3490	RSp0738
XOO2165	RSc1014
XOO2163	RSc2386
XOO3018	RSp0312
XOO3018	RSc0010
XOO3018	RSp0818
XOO4349	RSc3069
XOO3498	RSp0768
XOO3498	RSp0175
XOO4346	RSc0702
XOO3499	RSp0177
XOO3016	RSp0312
XOO3016	RSc0010
XOO3016	RSp0818
XOO3017	RSp0155
XOO3017	RSp0584
XOO3017	RSc0843
XOO3017	RSc3123
XOO3017	RSc3145
XOO3017	RSc3421
XOO3483	RSp0741
XOO3484	RSp0740
XOO3485	RSp0739
XOO3486	RSp0738
XOO3480	RSp0744
XOO3481	RSp0743
XOO3482	RSp0742
XOO2156	RSc2011
XOO3488	RSp0738
XOO2140	RSc1588
XOO3473	RSp0750
XOO4320	RSc0434
XOO3474	RSp0750
XOO1290	RSc2953
XOO3475	RSp0749
XOO1297	RSc2623
XOO3470	RSp0750
XOO1294	RSc2454
XOO3471	RSp0750
XOO2141	RSc1588
XOO4328	RSp0843
XOO4328	RSc2138
XOO2146	RSc1439
XOO2146	RSc2405
XOO2146	RSc2706
XOO2146	RSc0423
XOO2146	RSp1333
XOO2146	RSp1217
XOO2146	RSc1492
XOO2146	RSp0558
XOO2146	RSp1625
XOO2146	RSp1303
XOO2146	RSp1628
XOO2146	RSc0828
XOO2146	RSp0504
XOO3476	RSp0748
XOO4324	RSc0432
XOO3477	RSp0747
XOO3478	RSp0746
XOO3479	RSp0745
XOO1282	RSc0406
XOO1281	RSc0405
XOO1280	RSc0403
XOO4795	RSp1587
XOO4795	RSp1588
XOO2132	RSp1301
XOO2132	RSp0156
XOO2132	RSp0475
XOO2132	RSp1135
XOO2132	RSp0126
XOO2132	RSp1331
XOO2132	RSp1362
XOO1285	RSc0409
XOO1284	RSc0408
XOO2130	RSp0155
XOO2130	RSp0584
XOO2130	RSc0843
XOO2130	RSc3123
XOO2130	RSc3145
XOO2130	RSc3421
XOO1283	RSc0407
XOO1289	RSc0413
XOO1288	RSc0412
XOO4312	RSc0425
XOO3466	RSp0750
XOO4798	RSp1301
XOO4798	RSp0156
XOO4798	RSp0475
XOO4798	RSp1135
XOO4798	RSp0126
XOO4798	RSp1331
XOO4798	RSp1362
XOO4799	RSc1438
XOO4799	RSc2406
XOO4799	RSp1299
XOO4799	RSc1493
XOO4799	RSp0557
XOO4799	RSc2707
XOO4799	RSp0503
XOO4799	RSp1216
XOO4799	RSc0829
XOO3054	RSp1136
XOO3054	RSp1179
XOO3054	RSp0206
XOO3054	RSc1704
XOO4387	RSp1367
XOO3051	RSp0744
XOO2191	RSp0155
XOO2191	RSp0584
XOO2191	RSc0843
XOO2191	RSc3123
XOO2191	RSc3145
XOO2191	RSc3421
XOO2190	RSp0155
XOO2190	RSp0584
XOO2190	RSc0843
XOO2190	RSc3123
XOO2190	RSc3145
XOO2190	RSc3421
XOO4374	RSp1587
XOO4374	RSp1588
XOO2195	RSc1431
XOO4375	RSp1587
XOO4375	RSp1588
XOO2194	RSc1429
XOO2193	RSc1596
XOO3045	RSp0749
XOO4377	RSc0265
XOO4370	RSc1439
XOO4370	RSc2405
XOO4370	RSc2706
XOO4370	RSc0423
XOO4370	RSp1333
XOO4370	RSp1217
XOO4370	RSc1492
XOO4370	RSp0558
XOO4370	RSp1625
XOO4370	RSp1303
XOO4370	RSp1628
XOO4370	RSc0828
XOO4370	RSp0504
XOO2198	RSc2588
XOO4378	RSc0269
XOO4379	RSc0279
XOO2180	RSc0909
XOO4363	RSc2120
XOO4365	RSc2116
XOO4366	RSp1301
XOO4366	RSp0156
XOO4366	RSp0475
XOO4366	RSp1135
XOO4366	RSp0126
XOO4366	RSp1331
XOO4366	RSp1362
XOO2181	RSc0910
XOO2188	RSc3096
XOO2186	RSp0006
XOO2186	RSc2237
XOO4368	RSc1439
XOO4368	RSc2405
XOO4368	RSc2706
XOO4368	RSc0423
XOO4368	RSp1333
XOO4368	RSp1217
XOO4368	RSc1492
XOO4368	RSp0558
XOO4368	RSp1625
XOO4368	RSp1303
XOO4368	RSp1628
XOO4368	RSc0828
XOO4368	RSp0504
XOO4369	RSc1439
XOO4369	RSc2405
XOO4369	RSc2706
XOO4369	RSc0423
XOO4369	RSp1333
XOO4369	RSp1217
XOO4369	RSc1492
XOO4369	RSp0558
XOO4369	RSp1625
XOO4369	RSp1303
XOO4369	RSp1628
XOO4369	RSc0828
XOO4369	RSp0504
XOO2175	RSp0397
XOO4350	RSp1357
XOO4350	RSp1326
XOO2179	RSc0908
XOO3026	RSc1438
XOO3026	RSc2406
XOO3026	RSp1299
XOO3026	RSc1493
XOO3026	RSp0557
XOO3026	RSc2707
XOO3026	RSp0503
XOO3026	RSp1216
XOO3026	RSc0829
XOO3027	RSc1439
XOO3027	RSc2405
XOO3027	RSc2706
XOO3027	RSc0423
XOO3027	RSp1333
XOO3027	RSp1217
XOO3027	RSc1492
XOO3027	RSp0558
XOO3027	RSp1625
XOO3027	RSp1303
XOO3027	RSp1628
XOO3027	RSc0828
XOO3027	RSp0504
XOO3028	RSp0478
XOO3028	RSc0252
XOO0933	RSc3143
XOO0937	RSc1989
XOO0936	RSc1990
XOO4062	RSp0806
XOO0941	RSc2072
XOO0940	RSc1988
XOO0922	RSc0566
XOO0928	RSc0697
XOO0926	RSc0693
XOO4051	RSc2565
XOO4052	RSc2879
XOO4054	RSc0574
XOO0911	RSc0669
XOO0915	RSc1226
XOO0914	RSc1224
XOO3191	RSc1439
XOO3191	RSc2405
XOO3191	RSc2706
XOO3191	RSc0423
XOO3191	RSp1333
XOO3191	RSp1217
XOO3191	RSc1492
XOO3191	RSp0558
XOO3191	RSp1625
XOO3191	RSp1303
XOO3191	RSp1628
XOO3191	RSc0828
XOO3191	RSp0504
XOO0919	RSp0155
XOO0919	RSp0584
XOO0919	RSc0843
XOO0919	RSc3123
XOO0919	RSc3145
XOO0919	RSc3421
XOO0918	RSp0155
XOO0918	RSp0584
XOO0918	RSc0843
XOO0918	RSc3123
XOO0918	RSc3145
XOO0918	RSc3421
XOO3192	RSp0155
XOO3192	RSp0584
XOO3192	RSc0843
XOO3192	RSc3123
XOO3192	RSc3145
XOO3192	RSc3421
XOO3198	RSp1136
XOO3198	RSp1179
XOO3198	RSp0206
XOO3198	RSc1704
XOO4047	RSc1439
XOO4047	RSc2405
XOO4047	RSc2706
XOO4047	RSc0423
XOO4047	RSp1333
XOO4047	RSp1217
XOO4047	RSc1492
XOO4047	RSp0558
XOO4047	RSp1625
XOO4047	RSp1303
XOO4047	RSp1628
XOO4047	RSc0828
XOO4047	RSp0504
XOO3193	RSc1011
XOO3195	RSc0558
XOO3195	RSc0557
XOO4049	RSc2881
XOO0906	RSp1587
XOO0906	RSp1588
XOO0905	RSp1301
XOO0905	RSp0156
XOO0905	RSp0475
XOO0905	RSp1135
XOO0905	RSp0126
XOO0905	RSp1331
XOO0905	RSp1362
XOO0904	RSp1301
XOO0904	RSp0156
XOO0904	RSp0475
XOO0904	RSp1135
XOO0904	RSp0126
XOO0904	RSp1331
XOO0904	RSp1362
XOO3180	RSc1584
XOO0908	RSc2838
XOO3181	RSc1583
XOO3186	RSc1578
XOO3187	RSc1577
XOO4035	RSp0583
XOO3189	RSc1439
XOO3189	RSc2405
XOO3189	RSc2706
XOO3189	RSc0423
XOO3189	RSp1333
XOO3189	RSp1217
XOO3189	RSc1492
XOO3189	RSp0558
XOO3189	RSp1625
XOO3189	RSp1303
XOO3189	RSp1628
XOO3189	RSc0828
XOO3189	RSp0504
XOO4036	RSc0818
XOO3182	RSc1582
XOO3183	RSc1581
XOO4030	RSp0277
XOO3184	RSc1580
XOO3185	RSc1579
XOO1825	RSc2719
XOO0978	RSc0595
XOO1829	RSc3079
XOO0982	RSp0155
XOO0982	RSp0584
XOO0982	RSc0843
XOO0982	RSc3123
XOO0982	RSc3145
XOO0982	RSc3421
XOO0981	RSc1439
XOO0981	RSc2405
XOO0981	RSc2706
XOO0981	RSc0423
XOO0981	RSp1333
XOO0981	RSp1217
XOO0981	RSc1492
XOO0981	RSp0558
XOO0981	RSp1625
XOO0981	RSp1303
XOO0981	RSp1628
XOO0981	RSc0828
XOO0981	RSp0504
XOO0980	RSp0155
XOO0980	RSp0584
XOO0980	RSc0843
XOO0980	RSc3123
XOO0980	RSc3145
XOO0980	RSc3421
XOO0985	RSp0155
XOO0985	RSp0584
XOO0985	RSc0843
XOO0985	RSc3123
XOO0985	RSc3145
XOO0985	RSc3421
XOO1830	RSp1136
XOO1830	RSp1179
XOO1830	RSp0206
XOO1830	RSc1704
XOO0968	RSc1009
XOO0968	RSp1302
XOO0968	RSc3351
XOO0968	RSp1332
XOO0968	RSc0208
XOO0968	RSp0588
XOO0968	RSp0127
XOO0968	RSp0073
XOO0968	RSc3199
XOO0968	RSc3221
XOO1815	RSp1662
XOO0967	RSp1301
XOO0967	RSp0156
XOO0967	RSp0475
XOO0967	RSp1135
XOO0967	RSp0126
XOO0967	RSp1331
XOO0967	RSp1362
XOO0971	RSc1998
XOO1821	RSc3296
XOO1821	RSp0045
XOO1821	RSc1100
XOO0973	RSc1296
XOO0972	RSc1165
XOO0972	RSc1164
XOO1804	RSp0108
XOO4081	RSc1798
XOO1811	RSc3393
XOO1811	RSp1675
XOO1811	RSp0453
XOO1811	RSp0217
XOO1811	RSc0637
XOO1811	RSc0110
XOO1811	RSc2176
XOO1811	RSc0103
XOO1811	RSp0450
XOO1811	RSp1152
XOO0964	RSc2782
XOO0963	RSc2533
XOO0961	RSp1301
XOO0961	RSp0156
XOO0961	RSp0475
XOO0961	RSp1135
XOO0961	RSp0126
XOO0961	RSp1331
XOO0961	RSp1362
XOO0946	RSc2075
XOO0945	RSc2077
XOO0947	RSc0113
XOO4070	RSp0691
XOO4071	RSc3103
XOO4077	RSc1797
XOO4078	RSc1798
XOO4075	RSc0758
XOO1800	RSp1309
XOO1800	RSp1340
XOO0952	RSc2349
XOO0539	RSc0504
XOO2718	RSc1748
XOO0537	RSc2191
XOO1867	RSc1068
XOO2715	RSc0975
XOO2716	RSc0622
XOO2717	RSc0417
XOO2723	RSc0785
XOO1870	RSp0002
XOO1870	RSp1053
XOO1870	RSc2466
XOO2724	RSc2218
XOO1859	RSc1209
XOO2708	RSp0813
XOO0525	RSc0494
XOO1856	RSc1064
XOO2710	RSc1161
XOO2711	RSc1160
XOO0530	RSc1564
XOO2712	RSc2526
XOO2713	RSc2766
XOO1865	RSc2964
XOO1863	RSp0155
XOO1863	RSp0584
XOO1863	RSc0843
XOO1863	RSc3123
XOO1863	RSc3145
XOO1863	RSc3421
XOO0517	RSc1439
XOO0517	RSc2405
XOO0517	RSc2706
XOO0517	RSc0423
XOO0517	RSp1333
XOO0517	RSp1217
XOO0517	RSc1492
XOO0517	RSp0558
XOO0517	RSp1625
XOO0517	RSp1303
XOO0517	RSp1628
XOO0517	RSc0828
XOO0517	RSp0504
XOO1848	RSc2872
XOO0516	RSc1439
XOO0516	RSc2405
XOO0516	RSc2706
XOO0516	RSc0423
XOO0516	RSp1333
XOO0516	RSp1217
XOO0516	RSc1492
XOO0516	RSp0558
XOO0516	RSp1625
XOO0516	RSp1303
XOO0516	RSp1628
XOO0516	RSc0828
XOO0516	RSp0504
XOO0999	RSc1439
XOO0999	RSc2405
XOO0999	RSc2706
XOO0999	RSc0423
XOO0999	RSp1333
XOO0999	RSp1217
XOO0999	RSc1492
XOO0999	RSp0558
XOO0999	RSp1625
XOO0999	RSp1303
XOO0999	RSp1628
XOO0999	RSc0828
XOO0999	RSp0504
XOO1846	RSp0649
XOO0998	RSc1439
XOO0998	RSc2405
XOO0998	RSc2706
XOO0998	RSc0423
XOO0998	RSp1333
XOO0998	RSp1217
XOO0998	RSc1492
XOO0998	RSp0558
XOO0998	RSp1625
XOO0998	RSp1303
XOO0998	RSp1628
XOO0998	RSc0828
XOO0998	RSp0504
XOO0514	RSc0496
XOO1845	RSp0647
XOO0519	RSp1622
XOO1849	RSc1055
XOO1851	RSc1058
XOO2701	RSc0897
XOO2702	RSc0898
XOO1855	RSc1063
XOO1853	RSc1061
XOO1852	RSc1060
XOO0521	RSc2467
XOO0505	RSc3326
XOO0988	RSp0155
XOO0988	RSp0584
XOO0988	RSc0843
XOO0988	RSc3123
XOO0988	RSc3145
XOO0988	RSc3421
XOO0504	RSc3325
XOO0987	RSc1439
XOO0987	RSc2405
XOO0987	RSc2706
XOO0987	RSc0423
XOO0987	RSp1333
XOO0987	RSp1217
XOO0987	RSc1492
XOO0987	RSp0558
XOO0987	RSp1625
XOO0987	RSp1303
XOO0987	RSp1628
XOO0987	RSc0828
XOO0987	RSp0504
XOO1834	RSc1548
XOO0509	RSc0140
XOO0508	RSc0139
XOO0991	RSp1587
XOO0991	RSp1588
XOO0990	RSp1587
XOO0990	RSp1588
XOO0997	RSp1301
XOO0997	RSp0156
XOO0997	RSp0475
XOO0997	RSp1135
XOO0997	RSp0126
XOO0997	RSp1331
XOO0997	RSp1362
XOO1844	RSp0648
