XOO1903	RSCFB2957_01409
XOO4757	RSCFB2957_02893
XOO4757	RSCFB2957_03213
XOO1245	RSCFB2957_03947
XOO1244	RSCFB2957_02778
XOO0397	RSCFB2957_01932
XOO4758	RSCFB2957_04672
XOO1243	RSCFB2957_02777
XOO4759	RSCFB2957_04671
XOO4752	RSCFB2957_02762
XOO2574	RSCFB2957_03553
XOO2575	RSCFB2957_03554
XOO3423	RSCFB2957_04861
XOO2577	RSCFB2957_03556
XOO3424	RSCFB2957_04345
XOO2162	RSCFB2957_01264
XOO4341	RSCFB2957_04439
XOO3494	RSCFB2957_04003
XOO4342	RSCFB2957_01838
XOO3495	RSCFB2957_04002
XOO3495	RSCFB2957_03999
XOO2161	RSCFB2957_01265
XOO3496	RSCFB2957_04002
XOO3496	RSCFB2957_03999
XOO3497	RSCFB2957_04002
XOO3497	RSCFB2957_03999
XOO3490	RSCFB2957_04002
XOO3490	RSCFB2957_03999
XOO2165	RSCFB2957_00940
XOO3492	RSCFB2957_04000
XOO2163	RSCFB2957_02244
XOO3018	RSCFB2957_04068
XOO3018	RSCFB2957_03519
XOO3018	RSCFB2957_00014
XOO4349	RSCFB2957_02880
XOO3498	RSCFB2957_04036
XOO3498	RSCFB2957_03370
XOO3498	RSCFB2957_04669
XOO4346	RSCFB2957_00701
XOO3499	RSCFB2957_03375
XOO3499	RSCFB2957_03377
XOO3016	RSCFB2957_04068
XOO3016	RSCFB2957_03519
XOO3016	RSCFB2957_00014
XOO3483	RSCFB2957_04005
XOO3484	RSCFB2957_04004
XOO3485	RSCFB2957_04003
XOO3486	RSCFB2957_04002
XOO3486	RSCFB2957_03999
XOO3480	RSCFB2957_04008
XOO3481	RSCFB2957_04007
XOO3482	RSCFB2957_04006
XOO2156	RSCFB2957_01923
XOO3488	RSCFB2957_04002
XOO3488	RSCFB2957_03999
XOO2140	RSCFB2957_01711
XOO3473	RSCFB2957_04014
XOO3473	RSCFB2957_04019
XOO4320	RSCFB2957_00394
XOO3474	RSCFB2957_04014
XOO3474	RSCFB2957_04019
XOO1290	RSCFB2957_02761
XOO3475	RSCFB2957_04013
XOO1297	RSCFB2957_02439
XOO3470	RSCFB2957_04014
XOO3470	RSCFB2957_04019
XOO1294	RSCFB2957_02307
XOO3471	RSCFB2957_04014
XOO3471	RSCFB2957_04019
XOO2141	RSCFB2957_01711
XOO4328	RSCFB2957_04970
XOO4328	RSCFB2957_04097
XOO4328	RSCFB2957_03887
XOO2146	RSCFB2957_02177
XOO2146	RSCFB2957_03220
XOO2146	RSCFB2957_00867
XOO2146	RSCFB2957_01405
XOO2146	RSCFB2957_00203
XOO2146	RSCFB2957_03219
XOO2146	RSCFB2957_02894
XOO2146	RSCFB2957_04895
XOO3476	RSCFB2957_04012
XOO4324	RSCFB2957_00392
XOO3477	RSCFB2957_04011
XOO3478	RSCFB2957_04010
XOO3479	RSCFB2957_04009
XOO1282	RSCFB2957_00362
XOO1281	RSCFB2957_00361
XOO1280	RSCFB2957_00359
XOO2132	RSCFB2957_03861
XOO1285	RSCFB2957_00365
XOO1284	RSCFB2957_00364
XOO1283	RSCFB2957_00363
XOO1289	RSCFB2957_00369
XOO1288	RSCFB2957_00368
XOO4312	RSCFB2957_00385
XOO3466	RSCFB2957_04014
XOO3466	RSCFB2957_04019
XOO4798	RSCFB2957_03861
XOO4799	RSCFB2957_03221
XOO4799	RSCFB2957_00866
XOO4799	RSCFB2957_00202
XOO4799	RSCFB2957_01404
XOO4799	RSCFB2957_02178
XOO4799	RSCFB2957_02893
XOO4799	RSCFB2957_03213
XOO3054	RSCFB2957_03831
XOO3054	RSCFB2957_03830
XOO3051	RSCFB2957_04008
XOO2195	RSCFB2957_01400
XOO2194	RSCFB2957_01398
XOO2193	RSCFB2957_01703
XOO3045	RSCFB2957_04013
XOO4377	RSCFB2957_00219
XOO4370	RSCFB2957_02177
XOO4370	RSCFB2957_03220
XOO4370	RSCFB2957_00867
XOO4370	RSCFB2957_01405
XOO4370	RSCFB2957_00203
XOO4370	RSCFB2957_03219
XOO4370	RSCFB2957_02894
XOO4370	RSCFB2957_04895
XOO4378	RSCFB2957_00223
XOO4379	RSCFB2957_00233
XOO2180	RSCFB2957_00839
XOO4363	RSCFB2957_02022
XOO4365	RSCFB2957_02019
XOO4366	RSCFB2957_03861
XOO2181	RSCFB2957_00840
XOO2188	RSCFB2957_02910
XOO2186	RSCFB2957_03231
XOO2186	RSCFB2957_02138
XOO4368	RSCFB2957_02177
XOO4368	RSCFB2957_03220
XOO4368	RSCFB2957_00867
XOO4368	RSCFB2957_01405
XOO4368	RSCFB2957_00203
XOO4368	RSCFB2957_03219
XOO4368	RSCFB2957_02894
XOO4368	RSCFB2957_04895
XOO4369	RSCFB2957_02177
XOO4369	RSCFB2957_03220
XOO4369	RSCFB2957_00867
XOO4369	RSCFB2957_01405
XOO4369	RSCFB2957_00203
XOO4369	RSCFB2957_03219
XOO4369	RSCFB2957_02894
XOO4369	RSCFB2957_04895
XOO2179	RSCFB2957_00838
XOO4356	RSCFB2957_03732
XOO3026	RSCFB2957_03221
XOO3026	RSCFB2957_00866
XOO3026	RSCFB2957_00202
XOO3026	RSCFB2957_01404
XOO3026	RSCFB2957_02178
XOO3026	RSCFB2957_02893
XOO3026	RSCFB2957_03213
XOO3027	RSCFB2957_02177
XOO3027	RSCFB2957_03220
XOO3027	RSCFB2957_00867
XOO3027	RSCFB2957_01405
XOO3027	RSCFB2957_00203
XOO3027	RSCFB2957_03219
XOO3027	RSCFB2957_02894
XOO3027	RSCFB2957_04895
XOO3028	RSCFB2957_00609
XOO3028	RSCFB2957_01716
XOO3028	RSCFB2957_04717
XOO3028	RSCFB2957_03539
XOO3028	RSCFB2957_00863
XOO3028	RSCFB2957_03192
XOO3028	RSCFB2957_04901
XOO3028	RSCFB2957_04359
XOO3028	RSCFB2957_00176
XOO3028	RSCFB2957_02159
XOO0933	RSCFB2957_02958
XOO0937	RSCFB2957_01900
XOO0936	RSCFB2957_01901
XOO4062	RSCFB2957_04055
XOO0941	RSCFB2957_01980
XOO0940	RSCFB2957_01899
XOO0922	RSCFB2957_00532
XOO0928	RSCFB2957_00696
XOO0926	RSCFB2957_00692
XOO0929	RSCFB2957_00578
XOO4051	RSCFB2957_02430
XOO4052	RSCFB2957_02679
XOO4054	RSCFB2957_00540
XOO0911	RSCFB2957_00668
XOO0915	RSCFB2957_01201
XOO0914	RSCFB2957_01199
XOO3191	RSCFB2957_02177
XOO3191	RSCFB2957_03220
XOO3191	RSCFB2957_00867
XOO3191	RSCFB2957_01405
XOO3191	RSCFB2957_00203
XOO3191	RSCFB2957_03219
XOO3191	RSCFB2957_02894
XOO3191	RSCFB2957_04895
XOO3198	RSCFB2957_03831
XOO3198	RSCFB2957_03830
XOO4047	RSCFB2957_02177
XOO4047	RSCFB2957_03220
XOO4047	RSCFB2957_00867
XOO4047	RSCFB2957_01405
XOO4047	RSCFB2957_00203
XOO4047	RSCFB2957_03219
XOO4047	RSCFB2957_02894
XOO4047	RSCFB2957_04895
XOO3193	RSCFB2957_00937
XOO3195	RSCFB2957_00524
XOO3195	RSCFB2957_00523
XOO4049	RSCFB2957_02681
XOO0905	RSCFB2957_03861
XOO0904	RSCFB2957_03861
XOO3180	RSCFB2957_01725
XOO0908	RSCFB2957_02635
XOO3181	RSCFB2957_01726
XOO3186	RSCFB2957_01731
XOO4034	RSCFB2957_04237
XOO3187	RSCFB2957_01732
XOO4035	RSCFB2957_03753
XOO3189	RSCFB2957_02177
XOO3189	RSCFB2957_03220
XOO3189	RSCFB2957_00867
XOO3189	RSCFB2957_01405
XOO3189	RSCFB2957_00203
XOO3189	RSCFB2957_03219
XOO3189	RSCFB2957_02894
XOO3189	RSCFB2957_04895
XOO4036	RSCFB2957_00815
XOO3182	RSCFB2957_01727
XOO3183	RSCFB2957_01728
XOO4030	RSCFB2957_03484
XOO3184	RSCFB2957_01729
XOO3185	RSCFB2957_01730
XOO1825	RSCFB2957_02529
XOO0978	RSCFB2957_00562
XOO1829	RSCFB2957_02889
XOO0981	RSCFB2957_02177
XOO0981	RSCFB2957_03220
XOO0981	RSCFB2957_00867
XOO0981	RSCFB2957_01405
XOO0981	RSCFB2957_00203
XOO0981	RSCFB2957_03219
XOO0981	RSCFB2957_02894
XOO0981	RSCFB2957_04895
XOO1830	RSCFB2957_03831
XOO1830	RSCFB2957_03830
XOO1815	RSCFB2957_04941
XOO0967	RSCFB2957_03861
XOO0971	RSCFB2957_01909
XOO1821	RSCFB2957_03063
XOO0973	RSCFB2957_01275
XOO0972	RSCFB2957_01131
XOO0972	RSCFB2957_01132
XOO1804	RSCFB2957_03301
XOO4081	RSCFB2957_01502
XOO1809	RSCFB2957_00647
XOO1811	RSCFB2957_04812
XOO0964	RSCFB2957_02580
XOO0963	RSCFB2957_02401
XOO0961	RSCFB2957_03861
XOO0946	RSCFB2957_01983
XOO0945	RSCFB2957_01985
XOO0947	RSCFB2957_00111
XOO4070	RSCFB2957_03960
XOO4071	RSCFB2957_02917
XOO4077	RSCFB2957_01503
XOO4078	RSCFB2957_01502
XOO4075	RSCFB2957_00756
XOO1800	RSCFB2957_04582
XOO0952	RSCFB2957_02197
XOO0539	RSCFB2957_00466
XOO2718	RSCFB2957_01548
XOO0537	RSCFB2957_02090
XOO1867	RSCFB2957_00993
XOO2715	RSCFB2957_00901
XOO2716	RSCFB2957_00275
XOO2717	RSCFB2957_00373
XOO2722	RSCFB2957_04730
XOO2723	RSCFB2957_00779
XOO1870	RSCFB2957_03227
XOO1870	RSCFB2957_02346
XOO2724	RSCFB2957_02119
XOO1859	RSCFB2957_01184
XOO2708	RSCFB2957_04063
XOO0525	RSCFB2957_00455
XOO1856	RSCFB2957_00989
XOO2710	RSCFB2957_01128
XOO2711	RSCFB2957_01127
XOO0530	RSCFB2957_01745
XOO2712	RSCFB2957_02393
XOO2713	RSCFB2957_02565
XOO1865	RSCFB2957_02772
XOO0532	RSCFB2957_01445
XOO0517	RSCFB2957_02177
XOO0517	RSCFB2957_03220
XOO0517	RSCFB2957_00867
XOO0517	RSCFB2957_01405
XOO0517	RSCFB2957_00203
XOO0517	RSCFB2957_03219
XOO0517	RSCFB2957_02894
XOO0517	RSCFB2957_04895
XOO1848	RSCFB2957_02672
XOO0516	RSCFB2957_02177
XOO0516	RSCFB2957_03220
XOO0516	RSCFB2957_00867
XOO0516	RSCFB2957_01405
XOO0516	RSCFB2957_00203
XOO0516	RSCFB2957_03219
XOO0516	RSCFB2957_02894
XOO0516	RSCFB2957_04895
XOO0999	RSCFB2957_02177
XOO0999	RSCFB2957_03220
XOO0999	RSCFB2957_00867
XOO0999	RSCFB2957_01405
XOO0999	RSCFB2957_00203
XOO0999	RSCFB2957_03219
XOO0999	RSCFB2957_02894
XOO0999	RSCFB2957_04895
XOO1846	RSCFB2957_03923
XOO0998	RSCFB2957_02177
XOO0998	RSCFB2957_03220
XOO0998	RSCFB2957_00867
XOO0998	RSCFB2957_01405
XOO0998	RSCFB2957_00203
XOO0998	RSCFB2957_03219
XOO0998	RSCFB2957_02894
XOO0998	RSCFB2957_04895
XOO0514	RSCFB2957_00457
XOO1845	RSCFB2957_03921
XOO1849	RSCFB2957_00980
XOO1851	RSCFB2957_00983
XOO2701	RSCFB2957_00827
XOO2702	RSCFB2957_00828
XOO1855	RSCFB2957_00988
XOO1853	RSCFB2957_00986
XOO1852	RSCFB2957_00985
XOO0521	RSCFB2957_02347
XOO0505	RSCFB2957_03101
XOO0504	RSCFB2957_03100
XOO0987	RSCFB2957_02177
XOO0987	RSCFB2957_03220
XOO0987	RSCFB2957_00867
XOO0987	RSCFB2957_01405
XOO0987	RSCFB2957_00203
XOO0987	RSCFB2957_03219
XOO0987	RSCFB2957_02894
XOO0987	RSCFB2957_04895
XOO0509	RSCFB2957_00136
XOO0508	RSCFB2957_00135
XOO0997	RSCFB2957_03861
XOO1844	RSCFB2957_03922
XOO0996	RSCFB2957_03861
XOO1843	RSCFB2957_03927
XOO1843	RSCFB2957_00228
XOO0512	RSCFB2957_00456
XOO1842	RSCFB2957_03925
XOO1841	RSCFB2957_04145
XOO1427	RSCFB2957_00677
XOO2758	RSCFB2957_02731
XOO4937	RSCFB2957_03221
XOO4937	RSCFB2957_00866
XOO4937	RSCFB2957_00202
XOO4937	RSCFB2957_01404
XOO4937	RSCFB2957_02178
XOO4937	RSCFB2957_02893
XOO4937	RSCFB2957_03213
XOO2759	RSCFB2957_02732
XOO3607	RSCFB2957_02701
XOO4939	RSCFB2957_02023
XOO3608	RSCFB2957_02702
XOO2760	RSCFB2957_02733
XOO0586	RSCFB2957_00077
XOO2765	RSCFB2957_00576
XOO3613	RSCFB2957_03144
XOO3613	RSCFB2957_00178
XOO0585	RSCFB2957_00075
XOO2766	RSCFB2957_00494
XOO3614	RSCFB2957_04240
XOO2767	RSCFB2957_00493
XOO0583	RSCFB2957_00073
XOO2761	RSCFB2957_02734
XOO4940	RSCFB2957_03861
XOO2762	RSCFB2957_02735
XOO2763	RSCFB2957_00904
XOO0587	RSCFB2957_00080
XOO4929	RSCFB2957_00012
XOO1419	RSCFB2957_02495
XOO1418	RSCFB2957_02496
XOO1417	RSCFB2957_02497
XOO1416	RSCFB2957_02498
XOO2747	RSCFB2957_00609
XOO2747	RSCFB2957_01716
XOO2747	RSCFB2957_04717
XOO2747	RSCFB2957_03539
XOO2747	RSCFB2957_00863
XOO2747	RSCFB2957_03192
XOO2747	RSCFB2957_04901
XOO2747	RSCFB2957_04359
XOO2747	RSCFB2957_00176
XOO2747	RSCFB2957_02159
XOO2748	RSCFB2957_03861
XOO4927	RSCFB2957_03221
XOO4927	RSCFB2957_00866
XOO4927	RSCFB2957_00202
XOO4927	RSCFB2957_01404
XOO4927	RSCFB2957_02178
XOO4927	RSCFB2957_02893
XOO4927	RSCFB2957_03213
XOO3601	RSCFB2957_00348
XOO3602	RSCFB2957_00349
XOO3603	RSCFB2957_00350
XOO3604	RSCFB2957_00352
XOO1426	RSCFB2957_00675
XOO1425	RSCFB2957_00674
XOO3600	RSCFB2957_02699
XOO1423	RSCFB2957_03935
XOO1407	RSCFB2957_03133
XOO0558	RSCFB2957_02584
XOO2736	RSCFB2957_02407
XOO2737	RSCFB2957_02394
XOO4917	RSCFB2957_04001
XOO1891	RSCFB2957_03861
XOO0564	RSCFB2957_03861
XOO2744	RSCFB2957_05004
XOO2744	RSCFB2957_03827
XOO2744	RSCFB2957_04393
XOO2744	RSCFB2957_02326
XOO2744	RSCFB2957_03257
XOO2744	RSCFB2957_03542
XOO2745	RSCFB2957_02177
XOO2745	RSCFB2957_03220
XOO2745	RSCFB2957_00867
XOO2745	RSCFB2957_01405
XOO2745	RSCFB2957_00203
XOO2745	RSCFB2957_03219
XOO2745	RSCFB2957_02894
XOO2745	RSCFB2957_04895
XOO0562	RSCFB2957_02799
XOO1415	RSCFB2957_03861
XOO0567	RSCFB2957_03076
XOO1898	RSCFB2957_04589
XOO2729	RSCFB2957_01663
XOO1879	RSCFB2957_03608
XOO1879	RSCFB2957_03605
XOO1879	RSCFB2957_04803
XOO0548	RSCFB2957_00467
XOO0547	RSCFB2957_03861
XOO2727	RSCFB2957_02110
XOO2728	RSCFB2957_02392
XOO2732	RSCFB2957_02428
XOO2733	RSCFB2957_02405
XOO0552	RSCFB2957_02586
XOO4912	RSCFB2957_03221
XOO4912	RSCFB2957_00866
XOO4912	RSCFB2957_00202
XOO4912	RSCFB2957_01404
XOO4912	RSCFB2957_02178
XOO4912	RSCFB2957_02893
XOO4912	RSCFB2957_03213
XOO2734	RSCFB2957_02406
XOO1881	RSCFB2957_00230
XOO2735	RSCFB2957_01624
XOO0556	RSCFB2957_02585
XOO2680	RSCFB2957_04450
XOO2682	RSCFB2957_00051
XOO1352	RSCFB2957_02252
XOO0020	RSCFB2957_03831
XOO0020	RSCFB2957_03830
XOO1351	RSCFB2957_02254
XOO1350	RSCFB2957_02248
XOO2202	RSCFB2957_01019
XOO1354	RSCFB2957_03628
XOO2201	RSCFB2957_03285
XOO2200	RSCFB2957_01020
XOO2684	RSCFB2957_02632
XOO3531	RSCFB2957_03139
XOO3532	RSCFB2957_03140
XOO2685	RSCFB2957_02941
XOO2205	RSCFB2957_03705
XOO2204	RSCFB2957_01325
XOO0009	RSCFB2957_01875
XOO1339	RSCFB2957_02177
XOO1339	RSCFB2957_03220
XOO1339	RSCFB2957_00867
XOO1339	RSCFB2957_01405
XOO1339	RSCFB2957_00203
XOO1339	RSCFB2957_03219
XOO1339	RSCFB2957_02894
XOO1339	RSCFB2957_04895
XOO4848	RSCFB2957_02536
XOO3517	RSCFB2957_04031
XOO3518	RSCFB2957_04034
XOO2671	RSCFB2957_00924
XOO1341	RSCFB2957_03221
XOO1341	RSCFB2957_00866
XOO1341	RSCFB2957_00202
XOO1341	RSCFB2957_01404
XOO1341	RSCFB2957_02178
XOO1341	RSCFB2957_02893
XOO1341	RSCFB2957_03213
XOO0494	RSCFB2957_00241
XOO0010	RSCFB2957_01876
XOO1340	RSCFB2957_02177
XOO1340	RSCFB2957_03220
XOO1340	RSCFB2957_00867
XOO1340	RSCFB2957_01405
XOO1340	RSCFB2957_00203
XOO1340	RSCFB2957_03219
XOO1340	RSCFB2957_02894
XOO1340	RSCFB2957_04895
XOO0491	RSCFB2957_00730
XOO0498	RSCFB2957_00690
XOO3524	RSCFB2957_02435
XOO3524	RSCFB2957_02434
XOO0497	RSCFB2957_02342
XOO0497	RSCFB2957_02316
XOO0497	RSCFB2957_02343
XOO2678	RSCFB2957_01134
XOO0496	RSCFB2957_02314
XOO3527	RSCFB2957_04425
XOO3527	RSCFB2957_04105
XOO3527	RSCFB2957_04466
XOO0495	RSCFB2957_02297
XOO1349	RSCFB2957_03896
XOO2674	RSCFB2957_02289
XOO0016	RSCFB2957_00936
XOO1346	RSCFB2957_03861
XOO0015	RSCFB2957_02028
XOO1329	RSCFB2957_03359
XOO1328	RSCFB2957_00877
XOO3507	RSCFB2957_04036
XOO3507	RSCFB2957_03370
XOO3507	RSCFB2957_04669
XOO3992	RSCFB2957_00047
XOO0483	RSCFB2957_01408
XOO1330	RSCFB2957_02457
XOO0482	RSCFB2957_01407
XOO0481	RSCFB2957_02148
XOO3513	RSCFB2957_04036
XOO3513	RSCFB2957_03370
XOO3513	RSCFB2957_04669
XOO2666	RSCFB2957_02615
XOO3997	RSCFB2957_00133
XOO1333	RSCFB2957_03861
XOO0486	RSCFB2957_02145
XOO0002	RSCFB2957_03224
XOO3514	RSCFB2957_04028
XOO0485	RSCFB2957_02146
XOO0001	RSCFB2957_03225
XOO3515	RSCFB2957_04029
XOO1331	RSCFB2957_03861
XOO0484	RSCFB2957_02147
XOO3516	RSCFB2957_04030
XOO3993	RSCFB2957_00048
XOO3994	RSCFB2957_00057
XOO1337	RSCFB2957_01313
XOO4842	RSCFB2957_03861
XOO3512	RSCFB2957_04036
XOO3512	RSCFB2957_03370
XOO3512	RSCFB2957_04669
XOO2665	RSCFB2957_02551
XOO0488	RSCFB2957_02151
XOO0004	RSCFB2957_03223
XOO1335	RSCFB2957_02881
XOO2649	RSCFB2957_03861
XOO4828	RSCFB2957_03221
XOO4828	RSCFB2957_00866
XOO4828	RSCFB2957_00202
XOO4828	RSCFB2957_01404
XOO4828	RSCFB2957_02178
XOO4828	RSCFB2957_02893
XOO4828	RSCFB2957_03213
XOO2650	RSCFB2957_03831
XOO2650	RSCFB2957_03830
XOO0472	RSCFB2957_04202
XOO3502	RSCFB2957_04036
XOO3502	RSCFB2957_03370
XOO3502	RSCFB2957_04669
XOO1323	RSCFB2957_03514
XOO3503	RSCFB2957_04036
XOO3503	RSCFB2957_03370
XOO3503	RSCFB2957_04669
XOO3987	RSCFB2957_00418
XOO3504	RSCFB2957_04036
XOO3504	RSCFB2957_03370
XOO3504	RSCFB2957_04669
XOO1321	RSCFB2957_02607
XOO2658	RSCFB2957_03831
XOO2658	RSCFB2957_03830
XOO3982	RSCFB2957_04812
XOO1327	RSCFB2957_00876
XOO2652	RSCFB2957_03861
XOO0478	RSCFB2957_02177
XOO0478	RSCFB2957_03220
XOO0478	RSCFB2957_00867
XOO0478	RSCFB2957_01405
XOO0478	RSCFB2957_00203
XOO0478	RSCFB2957_03219
XOO0478	RSCFB2957_02894
XOO0478	RSCFB2957_04895
XOO1325	RSCFB2957_00874
XOO3500	RSCFB2957_03376
XOO3500	RSCFB2957_03373
XOO3500	RSCFB2957_03374
XOO3500	RSCFB2957_03372
XOO1392	RSCFB2957_02177
XOO1392	RSCFB2957_03220
XOO1392	RSCFB2957_00867
XOO1392	RSCFB2957_01405
XOO1392	RSCFB2957_00203
XOO1392	RSCFB2957_03219
XOO1392	RSCFB2957_02894
XOO1392	RSCFB2957_04895
XOO3571	RSCFB2957_02816
XOO1390	RSCFB2957_01747
XOO3573	RSCFB2957_02817
XOO3574	RSCFB2957_02818
XOO1396	RSCFB2957_02177
XOO1396	RSCFB2957_03220
XOO1396	RSCFB2957_00867
XOO1396	RSCFB2957_01405
XOO1396	RSCFB2957_00203
XOO1396	RSCFB2957_03219
XOO1396	RSCFB2957_02894
XOO1396	RSCFB2957_04895
XOO1394	RSCFB2957_02177
XOO1394	RSCFB2957_03220
XOO1394	RSCFB2957_00867
XOO1394	RSCFB2957_01405
XOO1394	RSCFB2957_00203
XOO1394	RSCFB2957_03219
XOO1394	RSCFB2957_02894
XOO1394	RSCFB2957_04895
XOO2240	RSCFB2957_04865
XOO2240	RSCFB2957_00156
XOO3570	RSCFB2957_02815
XOO0069	RSCFB2957_03861
XOO3579	RSCFB2957_02823
XOO0068	RSCFB2957_03831
XOO0068	RSCFB2957_03830
XOO1398	RSCFB2957_03831
XOO1398	RSCFB2957_03830
XOO1397	RSCFB2957_03861
XOO0066	RSCFB2957_04850
XOO3575	RSCFB2957_02819
XOO3576	RSCFB2957_02820
XOO3577	RSCFB2957_02821
XOO3578	RSCFB2957_02822
XOO4408	RSCFB2957_02748
XOO3560	RSCFB2957_02803
XOO3561	RSCFB2957_02804
XOO4893	RSCFB2957_03221
XOO4893	RSCFB2957_00866
XOO4893	RSCFB2957_00202
XOO4893	RSCFB2957_01404
XOO4893	RSCFB2957_02178
XOO4893	RSCFB2957_02893
XOO4893	RSCFB2957_03213
XOO3562	RSCFB2957_02807
XOO4410	RSCFB2957_02458
XOO3563	RSCFB2957_02808
XOO0054	RSCFB2957_03831
XOO0054	RSCFB2957_03830
XOO1384	RSCFB2957_02177
XOO1384	RSCFB2957_03220
XOO1384	RSCFB2957_00867
XOO1384	RSCFB2957_01405
XOO1384	RSCFB2957_00203
XOO1384	RSCFB2957_03219
XOO1384	RSCFB2957_02894
XOO1384	RSCFB2957_04895
XOO2236	RSCFB2957_02415
XOO3568	RSCFB2957_02812
XOO4416	RSCFB2957_00169
XOO3569	RSCFB2957_02814
XOO0057	RSCFB2957_01558
XOO1386	RSCFB2957_00609
XOO1386	RSCFB2957_01716
XOO1386	RSCFB2957_04717
XOO1386	RSCFB2957_03539
XOO1386	RSCFB2957_00863
XOO1386	RSCFB2957_03192
XOO1386	RSCFB2957_04901
XOO1386	RSCFB2957_04359
XOO1386	RSCFB2957_00176
XOO1386	RSCFB2957_02159
XOO4895	RSCFB2957_03221
XOO4895	RSCFB2957_00866
XOO4895	RSCFB2957_00202
XOO4895	RSCFB2957_01404
XOO4895	RSCFB2957_02178
XOO4895	RSCFB2957_02893
XOO4895	RSCFB2957_03213
XOO3564	RSCFB2957_02809
XOO4896	RSCFB2957_02813
XOO3566	RSCFB2957_02810
XOO4897	RSCFB2957_02831
XOO2237	RSCFB2957_01679
XOO0059	RSCFB2957_02738
XOO3567	RSCFB2957_02811
XOO3552	RSCFB2957_02177
XOO3552	RSCFB2957_03220
XOO3552	RSCFB2957_00867
XOO3552	RSCFB2957_01405
XOO3552	RSCFB2957_00203
XOO3552	RSCFB2957_03219
XOO3552	RSCFB2957_02894
XOO3552	RSCFB2957_04895
XOO0043	RSCFB2957_02613
XOO1378	RSCFB2957_03831
XOO1378	RSCFB2957_03830
XOO2225	RSCFB2957_01674
XOO3557	RSCFB2957_02800
XOO3558	RSCFB2957_02801
XOO4406	RSCFB2957_02746
XOO3559	RSCFB2957_02802
XOO2223	RSCFB2957_01637
XOO4407	RSCFB2957_02747
XOO4400	RSCFB2957_02930
XOO2229	RSCFB2957_01190
XOO4884	RSCFB2957_04001
XOO4401	RSCFB2957_04232
XOO4885	RSCFB2957_04001
XOO2227	RSCFB2957_00045
XOO4886	RSCFB2957_04000
XOO1379	RSCFB2957_04271
XOO1379	RSCFB2957_04106
XOO2209	RSCFB2957_00883
XOO2208	RSCFB2957_01417
XOO2691	RSCFB2957_03861
XOO2692	RSCFB2957_03831
XOO2692	RSCFB2957_03830
XOO2694	RSCFB2957_03861
XOO1362	RSCFB2957_04760
XOO0030	RSCFB2957_03831
XOO0030	RSCFB2957_03830
XOO1361	RSCFB2957_02177
XOO1361	RSCFB2957_03220
XOO1361	RSCFB2957_00867
XOO1361	RSCFB2957_01405
XOO1361	RSCFB2957_00203
XOO1361	RSCFB2957_03219
XOO1361	RSCFB2957_02894
XOO1361	RSCFB2957_04895
XOO2690	RSCFB2957_03861
XOO1360	RSCFB2957_03627
XOO2699	RSCFB2957_04136
XOO1367	RSCFB2957_01346
XOO3547	RSCFB2957_03062
XOO2212	RSCFB2957_01389
XOO2211	RSCFB2957_01390
XOO2695	RSCFB2957_03861
XOO2218	RSCFB2957_01737
XOO2696	RSCFB2957_03337
XOO2216	RSCFB2957_03861
XOO2215	RSCFB2957_03831
XOO2215	RSCFB2957_03830
XOO4463	RSCFB2957_03298
XOO4463	RSCFB2957_04033
XOO4463	RSCFB2957_03064
XOO4463	RSCFB2957_04308
XOO4463	RSCFB2957_03700
XOO2280	RSCFB2957_03354
XOO2287	RSCFB2957_00609
XOO2287	RSCFB2957_01716
XOO2287	RSCFB2957_04717
XOO2287	RSCFB2957_03539
XOO2287	RSCFB2957_00863
XOO2287	RSCFB2957_03192
XOO2287	RSCFB2957_04901
XOO2287	RSCFB2957_04359
XOO2287	RSCFB2957_00176
XOO2287	RSCFB2957_02159
XOO2284	RSCFB2957_03831
XOO2284	RSCFB2957_03830
XOO2289	RSCFB2957_03831
XOO2289	RSCFB2957_03830
XOO4466	RSCFB2957_00197
XOO3136	RSCFB2957_04080
XOO0090	RSCFB2957_04123
XOO4451	RSCFB2957_03861
XOO0094	RSCFB2957_04128
XOO0093	RSCFB2957_04126
XOO0091	RSCFB2957_04124
XOO0096	RSCFB2957_02697
XOO2273	RSCFB2957_03861
XOO4455	RSCFB2957_04401
XOO4456	RSCFB2957_04402
XOO2261	RSCFB2957_02753
XOO3593	RSCFB2957_02844
XOO3110	RSCFB2957_03861
XOO3594	RSCFB2957_02845
XOO0081	RSCFB2957_04114
XOO3596	RSCFB2957_02846
XOO0080	RSCFB2957_04113
XOO3590	RSCFB2957_02841
XOO0086	RSCFB2957_04119
XOO3591	RSCFB2957_02842
XOO0085	RSCFB2957_04118
XOO2262	RSCFB2957_02752
XOO3592	RSCFB2957_02843
XOO0084	RSCFB2957_04117
XOO3118	RSCFB2957_00609
XOO3118	RSCFB2957_01716
XOO3118	RSCFB2957_04717
XOO3118	RSCFB2957_03539
XOO3118	RSCFB2957_00863
XOO3118	RSCFB2957_03192
XOO3118	RSCFB2957_04901
XOO3118	RSCFB2957_04359
XOO3118	RSCFB2957_00176
XOO3118	RSCFB2957_02159
XOO2267	RSCFB2957_01489
XOO0088	RSCFB2957_04121
XOO3597	RSCFB2957_02847
XOO4445	RSCFB2957_04063
XOO3599	RSCFB2957_02829
XOO3599	RSCFB2957_02850
XOO0072	RSCFB2957_03831
XOO0072	RSCFB2957_03830
