XOO1903	RSGMI1000_01480
XOO2482	RSGMI1000_02766
XOO1156	RSGMI1000_03033
XOO2486	RSGMI1000_03955
XOO2009	RSGMI1000_05077
XOO2009	RSGMI1000_04793
XOO2009	RSGMI1000_02756
XOO2009	RSGMI1000_00848
XOO2009	RSGMI1000_05074
XOO2009	RSGMI1000_04766
XOO2009	RSGMI1000_02456
XOO2009	RSGMI1000_04677
XOO2009	RSGMI1000_03976
XOO2009	RSGMI1000_04025
XOO2009	RSGMI1000_01476
XOO2009	RSGMI1000_01531
XOO2007	RSGMI1000_05077
XOO2007	RSGMI1000_04793
XOO2007	RSGMI1000_02756
XOO2007	RSGMI1000_00848
XOO2007	RSGMI1000_05074
XOO2007	RSGMI1000_04766
XOO2007	RSGMI1000_02456
XOO2007	RSGMI1000_04677
XOO2007	RSGMI1000_03976
XOO2007	RSGMI1000_04025
XOO2007	RSGMI1000_01476
XOO2007	RSGMI1000_01531
XOO2006	RSGMI1000_05077
XOO2006	RSGMI1000_04793
XOO2006	RSGMI1000_02756
XOO2006	RSGMI1000_00848
XOO2006	RSGMI1000_05074
XOO2006	RSGMI1000_04766
XOO2006	RSGMI1000_02456
XOO2006	RSGMI1000_04677
XOO2006	RSGMI1000_03976
XOO2006	RSGMI1000_04025
XOO2006	RSGMI1000_01476
XOO2006	RSGMI1000_01531
XOO0296	RSGMI1000_05077
XOO0296	RSGMI1000_04793
XOO0296	RSGMI1000_02756
XOO0296	RSGMI1000_00848
XOO0296	RSGMI1000_05074
XOO0296	RSGMI1000_04766
XOO0296	RSGMI1000_02456
XOO0296	RSGMI1000_04677
XOO0296	RSGMI1000_03976
XOO0296	RSGMI1000_04025
XOO0296	RSGMI1000_01476
XOO0296	RSGMI1000_01531
XOO1143	RSGMI1000_02204
XOO0295	RSGMI1000_05077
XOO0295	RSGMI1000_04793
XOO0295	RSGMI1000_02756
XOO0295	RSGMI1000_00848
XOO0295	RSGMI1000_05074
XOO0295	RSGMI1000_04766
XOO0295	RSGMI1000_02456
XOO0295	RSGMI1000_04677
XOO0295	RSGMI1000_03976
XOO0295	RSGMI1000_04025
XOO0295	RSGMI1000_01476
XOO0295	RSGMI1000_01531
XOO2472	RSGMI1000_03629
XOO2472	RSGMI1000_04791
XOO2472	RSGMI1000_04818
XOO2472	RSGMI1000_04594
XOO2472	RSGMI1000_03603
XOO2472	RSGMI1000_03947
XOO2472	RSGMI1000_04764
XOO1141	RSGMI1000_02205
XOO2471	RSGMI1000_00256
XOO2471	RSGMI1000_03950
XOO1140	RSGMI1000_02206
XOO2477	RSGMI1000_04595
XOO2477	RSGMI1000_01755
XOO2477	RSGMI1000_04639
XOO2477	RSGMI1000_03684
XOO0299	RSGMI1000_00406
XOO0298	RSGMI1000_03629
XOO0298	RSGMI1000_04791
XOO0298	RSGMI1000_04818
XOO0298	RSGMI1000_04594
XOO0298	RSGMI1000_03603
XOO0298	RSGMI1000_03947
XOO0298	RSGMI1000_04764
XOO1145	RSGMI1000_02200
XOO3329	RSGMI1000_02796
XOO3322	RSGMI1000_02241
XOO1149	RSGMI1000_02198
XOO1148	RSGMI1000_02199
XOO3791	RSGMI1000_00135
XOO0281	RSGMI1000_03634
XOO0280	RSGMI1000_04583
XOO0280	RSGMI1000_00654
XOO3310	RSGMI1000_03629
XOO3310	RSGMI1000_04791
XOO3310	RSGMI1000_04818
XOO3310	RSGMI1000_04594
XOO3310	RSGMI1000_03603
XOO3310	RSGMI1000_03947
XOO3310	RSGMI1000_04764
XOO3794	RSGMI1000_03629
XOO3794	RSGMI1000_04791
XOO3794	RSGMI1000_04818
XOO3794	RSGMI1000_04594
XOO3794	RSGMI1000_03603
XOO3794	RSGMI1000_03947
XOO3794	RSGMI1000_04764
XOO2463	RSGMI1000_01568
XOO2462	RSGMI1000_01567
XOO2461	RSGMI1000_01567
XOO0283	RSGMI1000_03634
XOO0282	RSGMI1000_03634
XOO3315	RSGMI1000_02243
XOO3316	RSGMI1000_02242
XOO0288	RSGMI1000_04701
XOO2465	RSGMI1000_01570
XOO2464	RSGMI1000_01569
XOO1133	RSGMI1000_00521
XOO0286	RSGMI1000_00275
XOO3795	RSGMI1000_04580
XOO2469	RSGMI1000_03629
XOO2469	RSGMI1000_04791
XOO2469	RSGMI1000_04818
XOO2469	RSGMI1000_04594
XOO2469	RSGMI1000_03603
XOO2469	RSGMI1000_03947
XOO2469	RSGMI1000_04764
XOO3798	RSGMI1000_00096
XOO1119	RSGMI1000_05077
XOO1119	RSGMI1000_04793
XOO1119	RSGMI1000_02756
XOO1119	RSGMI1000_00848
XOO1119	RSGMI1000_05074
XOO1119	RSGMI1000_04766
XOO1119	RSGMI1000_02456
XOO1119	RSGMI1000_04677
XOO1119	RSGMI1000_03976
XOO1119	RSGMI1000_04025
XOO1119	RSGMI1000_01476
XOO1119	RSGMI1000_01531
XOO4628	RSGMI1000_00513
XOO2452	RSGMI1000_02925
XOO0273	RSGMI1000_03481
XOO0273	RSGMI1000_03187
XOO0273	RSGMI1000_04050
XOO0273	RSGMI1000_03209
XOO0273	RSGMI1000_03628
XOO0273	RSGMI1000_00862
XOO0278	RSGMI1000_03629
XOO0278	RSGMI1000_04791
XOO0278	RSGMI1000_04818
XOO0278	RSGMI1000_04594
XOO0278	RSGMI1000_03603
XOO0278	RSGMI1000_03947
XOO0278	RSGMI1000_04764
XOO3304	RSGMI1000_00964
XOO1125	RSGMI1000_02609
XOO0277	RSGMI1000_03629
XOO0277	RSGMI1000_04791
XOO0277	RSGMI1000_04818
XOO0277	RSGMI1000_04594
XOO0277	RSGMI1000_03603
XOO0277	RSGMI1000_03947
XOO0277	RSGMI1000_04764
XOO1124	RSGMI1000_00689
XOO3305	RSGMI1000_02708
XOO2454	RSGMI1000_01023
XOO3307	RSGMI1000_03629
XOO3307	RSGMI1000_04791
XOO3307	RSGMI1000_04818
XOO3307	RSGMI1000_04594
XOO3307	RSGMI1000_03603
XOO3307	RSGMI1000_03947
XOO3307	RSGMI1000_04764
XOO3785	RSGMI1000_01031
XOO1128	RSGMI1000_02454
XOO1127	RSGMI1000_01263
XOO0279	RSGMI1000_03629
XOO0279	RSGMI1000_04791
XOO0279	RSGMI1000_04818
XOO0279	RSGMI1000_04594
XOO0279	RSGMI1000_03603
XOO0279	RSGMI1000_03947
XOO0279	RSGMI1000_04764
XOO4634	RSGMI1000_00006
XOO3303	RSGMI1000_00965
XOO3787	RSGMI1000_00517
XOO4220	RSGMI1000_00611
XOO4220	RSGMI1000_02566
XOO1194	RSGMI1000_04603
XOO3373	RSGMI1000_00725
XOO2041	RSGMI1000_02132
XOO2040	RSGMI1000_03337
XOO1198	RSGMI1000_03629
XOO1198	RSGMI1000_04791
XOO1198	RSGMI1000_04818
XOO1198	RSGMI1000_04594
XOO1198	RSGMI1000_03603
XOO1198	RSGMI1000_03947
XOO1198	RSGMI1000_04764
XOO2044	RSGMI1000_01300
XOO2043	RSGMI1000_01301
XOO1196	RSGMI1000_01583
XOO3372	RSGMI1000_00110
XOO2042	RSGMI1000_01302
XOO2048	RSGMI1000_02771
XOO4229	RSGMI1000_00721
XOO2046	RSGMI1000_01171
XOO3377	RSGMI1000_03481
XOO3377	RSGMI1000_03187
XOO3377	RSGMI1000_04050
XOO3377	RSGMI1000_03209
XOO3377	RSGMI1000_03628
XOO3377	RSGMI1000_00862
XOO3378	RSGMI1000_03481
XOO3378	RSGMI1000_03187
XOO3378	RSGMI1000_04050
XOO3378	RSGMI1000_03209
XOO3378	RSGMI1000_03628
XOO3378	RSGMI1000_00862
XOO3379	RSGMI1000_05038
XOO2030	RSGMI1000_02689
XOO3365	RSGMI1000_03481
XOO3365	RSGMI1000_03187
XOO3365	RSGMI1000_04050
XOO3365	RSGMI1000_03209
XOO3365	RSGMI1000_03628
XOO3365	RSGMI1000_00862
XOO3360	RSGMI1000_05038
XOO2032	RSGMI1000_02684
XOO2031	RSGMI1000_02685
XOO4218	RSGMI1000_03481
XOO4218	RSGMI1000_03187
XOO4218	RSGMI1000_04050
XOO4218	RSGMI1000_03209
XOO4218	RSGMI1000_03628
XOO4218	RSGMI1000_00862
XOO2035	RSGMI1000_03629
XOO2035	RSGMI1000_04791
XOO2035	RSGMI1000_04818
XOO2035	RSGMI1000_04594
XOO2035	RSGMI1000_03603
XOO2035	RSGMI1000_03947
XOO2035	RSGMI1000_04764
XOO1188	RSGMI1000_03466
XOO3366	RSGMI1000_05077
XOO3366	RSGMI1000_04793
XOO3366	RSGMI1000_02756
XOO3366	RSGMI1000_00848
XOO3366	RSGMI1000_05074
XOO3366	RSGMI1000_04766
XOO3366	RSGMI1000_02456
XOO3366	RSGMI1000_04677
XOO3366	RSGMI1000_03976
XOO3366	RSGMI1000_04025
XOO3366	RSGMI1000_01476
XOO3366	RSGMI1000_01531
XOO4699	RSGMI1000_03629
XOO4699	RSGMI1000_04791
XOO4699	RSGMI1000_04818
XOO4699	RSGMI1000_04594
XOO4699	RSGMI1000_03603
XOO4699	RSGMI1000_03947
XOO4699	RSGMI1000_04764
XOO3351	RSGMI1000_04595
XOO3351	RSGMI1000_01755
XOO3351	RSGMI1000_04639
XOO3351	RSGMI1000_03684
XOO3352	RSGMI1000_04595
XOO3352	RSGMI1000_01755
XOO3352	RSGMI1000_04639
XOO3352	RSGMI1000_03684
XOO1176	RSGMI1000_02802
XOO2023	RSGMI1000_01458
XOO3350	RSGMI1000_04595
XOO3350	RSGMI1000_01755
XOO3350	RSGMI1000_04639
XOO3350	RSGMI1000_03684
XOO4206	RSGMI1000_00363
XOO2027	RSGMI1000_02799
XOO2025	RSGMI1000_01460
XOO4202	RSGMI1000_00337
XOO4202	RSGMI1000_03502
XOO3357	RSGMI1000_05038
XOO2029	RSGMI1000_02698
XOO2028	RSGMI1000_02700
XOO2492	RSGMI1000_03481
XOO2492	RSGMI1000_03187
XOO2492	RSGMI1000_04050
XOO2492	RSGMI1000_03209
XOO2492	RSGMI1000_03628
XOO2492	RSGMI1000_00862
XOO3343	RSGMI1000_03629
XOO3343	RSGMI1000_04791
XOO3343	RSGMI1000_04818
XOO3343	RSGMI1000_04594
XOO3343	RSGMI1000_03603
XOO3343	RSGMI1000_03947
XOO3343	RSGMI1000_04764
XOO2496	RSGMI1000_03481
XOO2496	RSGMI1000_03187
XOO2496	RSGMI1000_04050
XOO2496	RSGMI1000_03209
XOO2496	RSGMI1000_03628
XOO2496	RSGMI1000_00862
XOO2012	RSGMI1000_05038
XOO2495	RSGMI1000_04595
XOO2495	RSGMI1000_01755
XOO2495	RSGMI1000_04639
XOO2495	RSGMI1000_03684
XOO2494	RSGMI1000_03629
XOO2494	RSGMI1000_04791
XOO2494	RSGMI1000_04818
XOO2494	RSGMI1000_04594
XOO2494	RSGMI1000_03603
XOO2494	RSGMI1000_03947
XOO2494	RSGMI1000_04764
XOO2493	RSGMI1000_03629
XOO2493	RSGMI1000_04791
XOO2493	RSGMI1000_04818
XOO2493	RSGMI1000_04594
XOO2493	RSGMI1000_03603
XOO2493	RSGMI1000_03947
XOO2493	RSGMI1000_04764
XOO3349	RSGMI1000_03715
XOO2013	RSGMI1000_05038
XOO2019	RSGMI1000_00482
XOO2017	RSGMI1000_02268
XOO2080	RSGMI1000_01259
XOO2085	RSGMI1000_04595
XOO2085	RSGMI1000_01755
XOO2085	RSGMI1000_04639
XOO2085	RSGMI1000_03684
XOO2084	RSGMI1000_01260
XOO4267	RSGMI1000_01022
XOO2089	RSGMI1000_03629
XOO2089	RSGMI1000_04791
XOO2089	RSGMI1000_04818
XOO2089	RSGMI1000_04594
XOO2089	RSGMI1000_03603
XOO2089	RSGMI1000_03947
XOO2089	RSGMI1000_04764
XOO2086	RSGMI1000_03629
XOO2086	RSGMI1000_04791
XOO2086	RSGMI1000_04818
XOO2086	RSGMI1000_04594
XOO2086	RSGMI1000_03603
XOO2086	RSGMI1000_03947
XOO2086	RSGMI1000_04764
XOO2074	RSGMI1000_00300
XOO4254	RSGMI1000_04595
XOO4254	RSGMI1000_01755
XOO4254	RSGMI1000_04639
XOO4254	RSGMI1000_03684
XOO2073	RSGMI1000_00299
XOO2078	RSGMI1000_04116
XOO2078	RSGMI1000_00279
XOO2076	RSGMI1000_04116
XOO2076	RSGMI1000_00279
XOO2075	RSGMI1000_01582
XOO4257	RSGMI1000_03481
XOO4257	RSGMI1000_03187
XOO4257	RSGMI1000_04050
XOO4257	RSGMI1000_03209
XOO4257	RSGMI1000_03628
XOO4257	RSGMI1000_00862
XOO4258	RSGMI1000_03481
XOO4258	RSGMI1000_03187
XOO4258	RSGMI1000_04050
XOO4258	RSGMI1000_03209
XOO4258	RSGMI1000_03628
XOO4258	RSGMI1000_00862
XOO2063	RSGMI1000_02045
XOO3396	RSGMI1000_02472
XOO3397	RSGMI1000_02473
XOO2066	RSGMI1000_00933
XOO2065	RSGMI1000_01608
XOO2065	RSGMI1000_00808
XOO4240	RSGMI1000_02277
XOO2064	RSGMI1000_00312
XOO4248	RSGMI1000_01644
XOO4233	RSGMI1000_03481
XOO4233	RSGMI1000_03187
XOO4233	RSGMI1000_04050
XOO4233	RSGMI1000_03209
XOO4233	RSGMI1000_03628
XOO4233	RSGMI1000_00862
XOO4234	RSGMI1000_03481
XOO4234	RSGMI1000_03187
XOO4234	RSGMI1000_04050
XOO4234	RSGMI1000_03209
XOO4234	RSGMI1000_03628
XOO4234	RSGMI1000_00862
XOO2056	RSGMI1000_05038
XOO3380	RSGMI1000_01106
XOO3380	RSGMI1000_00389
XOO3381	RSGMI1000_02985
XOO4239	RSGMI1000_02238
XOO2057	RSGMI1000_04741
XOO4235	RSGMI1000_04595
XOO4235	RSGMI1000_01755
XOO4235	RSGMI1000_04639
XOO4235	RSGMI1000_03684
XOO0813	RSGMI1000_03629
XOO0813	RSGMI1000_04791
XOO0813	RSGMI1000_04818
XOO0813	RSGMI1000_04594
XOO0813	RSGMI1000_03603
XOO0813	RSGMI1000_03947
XOO0813	RSGMI1000_04764
XOO0812	RSGMI1000_01400
XOO0811	RSGMI1000_02118
XOO0818	RSGMI1000_03629
XOO0818	RSGMI1000_04791
XOO0818	RSGMI1000_04818
XOO0818	RSGMI1000_04594
XOO0818	RSGMI1000_03603
XOO0818	RSGMI1000_03947
XOO0818	RSGMI1000_04764
XOO0817	RSGMI1000_04595
XOO0817	RSGMI1000_01755
XOO0817	RSGMI1000_04639
XOO0817	RSGMI1000_03684
XOO0816	RSGMI1000_03629
XOO0816	RSGMI1000_04791
XOO0816	RSGMI1000_04818
XOO0816	RSGMI1000_04594
XOO0816	RSGMI1000_03603
XOO0816	RSGMI1000_03947
XOO0816	RSGMI1000_04764
XOO0815	RSGMI1000_03629
XOO0815	RSGMI1000_04791
XOO0815	RSGMI1000_04818
XOO0815	RSGMI1000_04594
XOO0815	RSGMI1000_03603
XOO0815	RSGMI1000_03947
XOO0815	RSGMI1000_04764
XOO3090	RSGMI1000_04595
XOO3090	RSGMI1000_01755
XOO3090	RSGMI1000_04639
XOO3090	RSGMI1000_03684
XOO3098	RSGMI1000_00387
XOO0801	RSGMI1000_01610
XOO0805	RSGMI1000_00319
XOO3080	RSGMI1000_01608
XOO3080	RSGMI1000_00808
XOO0809	RSGMI1000_02866
XOO3081	RSGMI1000_03223
XOO0808	RSGMI1000_03807
XOO0808	RSGMI1000_00886
XOO0808	RSGMI1000_03522
XOO0808	RSGMI1000_04557
XOO3087	RSGMI1000_03629
XOO3087	RSGMI1000_04791
XOO3087	RSGMI1000_04818
XOO3087	RSGMI1000_04594
XOO3087	RSGMI1000_03603
XOO3087	RSGMI1000_03947
XOO3087	RSGMI1000_04764
XOO3089	RSGMI1000_04595
XOO3089	RSGMI1000_01755
XOO3089	RSGMI1000_04639
XOO3089	RSGMI1000_03684
XOO3084	RSGMI1000_03629
XOO3084	RSGMI1000_04791
XOO3084	RSGMI1000_04818
XOO3084	RSGMI1000_04594
XOO3084	RSGMI1000_03603
XOO3084	RSGMI1000_03947
XOO3084	RSGMI1000_04764
XOO3078	RSGMI1000_02252
XOO3072	RSGMI1000_01058
XOO3073	RSGMI1000_01057
XOO4390	RSGMI1000_00047
XOO4398	RSGMI1000_00536
XOO4399	RSGMI1000_00538
XOO3063	RSGMI1000_05077
XOO3063	RSGMI1000_04793
XOO3063	RSGMI1000_02756
XOO3063	RSGMI1000_00848
XOO3063	RSGMI1000_05074
XOO3063	RSGMI1000_04766
XOO3063	RSGMI1000_02456
XOO3063	RSGMI1000_04677
XOO3063	RSGMI1000_03976
XOO3063	RSGMI1000_04025
XOO3063	RSGMI1000_01476
XOO3063	RSGMI1000_01531
XOO4394	RSGMI1000_01303
XOO3064	RSGMI1000_04595
XOO3064	RSGMI1000_01755
XOO3064	RSGMI1000_04639
XOO3064	RSGMI1000_03684
XOO1704	RSGMI1000_01979
XOO1703	RSGMI1000_01978
XOO1702	RSGMI1000_01977
XOO1709	RSGMI1000_01984
XOO1708	RSGMI1000_01983
XOO1712	RSGMI1000_01986
XOO0863	RSGMI1000_00710
XOO1710	RSGMI1000_01985
XOO0847	RSGMI1000_03179
XOO1700	RSGMI1000_01973
XOO0834	RSGMI1000_02466
XOO0839	RSGMI1000_02595
XOO0841	RSGMI1000_01775
XOO0825	RSGMI1000_03629
XOO0825	RSGMI1000_04791
XOO0825	RSGMI1000_04818
XOO0825	RSGMI1000_04594
XOO0825	RSGMI1000_03603
XOO0825	RSGMI1000_03947
XOO0825	RSGMI1000_04764
XOO0822	RSGMI1000_03629
XOO0822	RSGMI1000_04791
XOO0822	RSGMI1000_04818
XOO0822	RSGMI1000_04594
XOO0822	RSGMI1000_03603
XOO0822	RSGMI1000_03947
XOO0822	RSGMI1000_04764
XOO0828	RSGMI1000_03481
XOO0828	RSGMI1000_03187
XOO0828	RSGMI1000_04050
XOO0828	RSGMI1000_03209
XOO0828	RSGMI1000_03628
XOO0828	RSGMI1000_00862
XOO0827	RSGMI1000_05077
XOO0827	RSGMI1000_04793
XOO0827	RSGMI1000_02756
XOO0827	RSGMI1000_00848
XOO0827	RSGMI1000_05074
XOO0827	RSGMI1000_04766
XOO0827	RSGMI1000_02456
XOO0827	RSGMI1000_04677
XOO0827	RSGMI1000_03976
XOO0827	RSGMI1000_04025
XOO0827	RSGMI1000_01476
XOO0827	RSGMI1000_01531
XOO0831	RSGMI1000_02283
XOO3929	RSGMI1000_05077
XOO3929	RSGMI1000_04793
XOO3929	RSGMI1000_02756
XOO3929	RSGMI1000_00848
XOO3929	RSGMI1000_05074
XOO3929	RSGMI1000_04766
XOO3929	RSGMI1000_02456
XOO3929	RSGMI1000_04677
XOO3929	RSGMI1000_03976
XOO3929	RSGMI1000_04025
XOO3929	RSGMI1000_01476
XOO3929	RSGMI1000_01531
XOO0417	RSGMI1000_05034
XOO1747	RSGMI1000_00691
XOO1746	RSGMI1000_00690
XOO3926	RSGMI1000_00645
XOO3926	RSGMI1000_00849
XOO3926	RSGMI1000_01475
XOO3926	RSGMI1000_02457
XOO3926	RSGMI1000_03975
XOO3926	RSGMI1000_04762
XOO3926	RSGMI1000_04024
XOO3926	RSGMI1000_01532
XOO3926	RSGMI1000_04676
XOO3926	RSGMI1000_00431
XOO3927	RSGMI1000_05077
XOO3927	RSGMI1000_04793
XOO3927	RSGMI1000_02756
XOO3927	RSGMI1000_00848
XOO3927	RSGMI1000_05074
XOO3927	RSGMI1000_04766
XOO3927	RSGMI1000_02456
XOO3927	RSGMI1000_04677
XOO3927	RSGMI1000_03976
XOO3927	RSGMI1000_04025
XOO3927	RSGMI1000_01476
XOO3927	RSGMI1000_01531
XOO3931	RSGMI1000_00158
XOO0421	RSGMI1000_01330
XOO2602	RSGMI1000_03863
XOO1755	RSGMI1000_00105
XOO1755	RSGMI1000_05122
XOO1755	RSGMI1000_03924
XOO1755	RSGMI1000_00659
XOO1755	RSGMI1000_00111
XOO1755	RSGMI1000_04611
XOO1755	RSGMI1000_03921
XOO1755	RSGMI1000_03694
XOO1755	RSGMI1000_02222
XOO1755	RSGMI1000_03454
XOO0423	RSGMI1000_03962
XOO0423	RSGMI1000_04119
XOO3930	RSGMI1000_05077
XOO3930	RSGMI1000_04793
XOO3930	RSGMI1000_02756
XOO3930	RSGMI1000_00848
XOO3930	RSGMI1000_05074
XOO3930	RSGMI1000_04766
XOO3930	RSGMI1000_02456
XOO3930	RSGMI1000_04677
XOO3930	RSGMI1000_03976
XOO3930	RSGMI1000_04025
XOO3930	RSGMI1000_01476
XOO3930	RSGMI1000_01531
XOO3918	RSGMI1000_05085
XOO1736	RSGMI1000_01618
XOO0405	RSGMI1000_03394
XOO0404	RSGMI1000_03395
XOO3913	RSGMI1000_03764
XOO0894	RSGMI1000_03598
XOO1741	RSGMI1000_01672
XOO0893	RSGMI1000_03599
XOO0892	RSGMI1000_02048
XOO0892	RSGMI1000_03600
XOO1745	RSGMI1000_00350
XOO0896	RSGMI1000_03597
XOO0878	RSGMI1000_01067
XOO1725	RSGMI1000_01282
XOO1724	RSGMI1000_02736
XOO3905	RSGMI1000_04595
XOO3905	RSGMI1000_01755
XOO3905	RSGMI1000_04639
XOO3905	RSGMI1000_03684
XOO0883	RSGMI1000_01071
XOO0882	RSGMI1000_01070
XOO0881	RSGMI1000_01069
XOO0880	RSGMI1000_01068
XOO3912	RSGMI1000_03763
XOO0887	RSGMI1000_01836
XOO0402	RSGMI1000_03046
XOO0885	RSGMI1000_01833
XOO1731	RSGMI1000_03633
XOO1715	RSGMI1000_01990
XOO1714	RSGMI1000_01988
XOO1713	RSGMI1000_01987
XOO3900	RSGMI1000_00088
XOO1723	RSGMI1000_03082
XOO0876	RSGMI1000_01063
XOO1309	RSGMI1000_00936
XOO0459	RSGMI1000_00444
XOO2637	RSGMI1000_03629
XOO2637	RSGMI1000_04791
XOO2637	RSGMI1000_04818
XOO2637	RSGMI1000_04594
XOO2637	RSGMI1000_03603
XOO2637	RSGMI1000_03947
XOO2637	RSGMI1000_04764
XOO3968	RSGMI1000_00064
XOO2638	RSGMI1000_03629
XOO2638	RSGMI1000_04791
XOO2638	RSGMI1000_04818
XOO2638	RSGMI1000_04594
XOO2638	RSGMI1000_03603
XOO2638	RSGMI1000_03947
XOO2638	RSGMI1000_04764
XOO3970	RSGMI1000_00061
XOO1792	RSGMI1000_01457
XOO1791	RSGMI1000_04737
XOO1795	RSGMI1000_03354
XOO2645	RSGMI1000_01017
XOO1794	RSGMI1000_03353
XOO0463	RSGMI1000_00436
XOO3978	RSGMI1000_03481
XOO3978	RSGMI1000_03187
XOO3978	RSGMI1000_04050
XOO3978	RSGMI1000_03209
XOO3978	RSGMI1000_03628
XOO3978	RSGMI1000_00862
XOO0462	RSGMI1000_00435
XOO0469	RSGMI1000_03160
XOO3971	RSGMI1000_02843
XOO3972	RSGMI1000_04595
XOO3972	RSGMI1000_01755
XOO3972	RSGMI1000_04639
XOO3972	RSGMI1000_03684
XOO0468	RSGMI1000_03629
XOO0468	RSGMI1000_04791
XOO0468	RSGMI1000_04818
XOO0468	RSGMI1000_04594
XOO0468	RSGMI1000_03603
XOO0468	RSGMI1000_03947
XOO0468	RSGMI1000_04764
XOO3973	RSGMI1000_04595
XOO3973	RSGMI1000_01755
XOO3973	RSGMI1000_04639
XOO3973	RSGMI1000_03684
XOO1314	RSGMI1000_03481
XOO1314	RSGMI1000_03187
XOO1314	RSGMI1000_04050
XOO1314	RSGMI1000_03209
XOO1314	RSGMI1000_03628
XOO1314	RSGMI1000_00862
XOO0466	RSGMI1000_01496
XOO0448	RSGMI1000_03040
XOO2626	RSGMI1000_05038
XOO3957	RSGMI1000_03326
XOO2627	RSGMI1000_05038
XOO3958	RSGMI1000_00938
XOO2628	RSGMI1000_03629
XOO2628	RSGMI1000_04791
XOO2628	RSGMI1000_04818
XOO2628	RSGMI1000_04594
XOO2628	RSGMI1000_03603
XOO2628	RSGMI1000_03947
XOO2628	RSGMI1000_04764
XOO2629	RSGMI1000_04595
XOO2629	RSGMI1000_01755
XOO2629	RSGMI1000_04639
XOO2629	RSGMI1000_03684
XOO4807	RSGMI1000_01796
XOO2633	RSGMI1000_04595
XOO2633	RSGMI1000_01755
XOO2633	RSGMI1000_04639
XOO2633	RSGMI1000_03684
XOO3964	RSGMI1000_04202
XOO0453	RSGMI1000_02735
XOO3966	RSGMI1000_04202
XOO2636	RSGMI1000_04595
XOO2636	RSGMI1000_01755
XOO2636	RSGMI1000_04639
XOO2636	RSGMI1000_03684
XOO3967	RSGMI1000_00065
XOO3960	RSGMI1000_04202
XOO2630	RSGMI1000_04595
XOO2630	RSGMI1000_01755
XOO2630	RSGMI1000_04639
XOO2630	RSGMI1000_03684
XOO1304	RSGMI1000_01097
XOO0456	RSGMI1000_01516
XOO1787	RSGMI1000_01515
XOO1303	RSGMI1000_00526
XOO0455	RSGMI1000_00271
XOO1786	RSGMI1000_02815
XOO2615	RSGMI1000_02484
XOO2616	RSGMI1000_00522
XOO3947	RSGMI1000_04296
XOO2617	RSGMI1000_04851
XOO3948	RSGMI1000_04295
XOO2618	RSGMI1000_04850
XOO3953	RSGMI1000_00328
XOO2622	RSGMI1000_04859
XOO0443	RSGMI1000_00588
XOO1773	RSGMI1000_04595
XOO1773	RSGMI1000_01755
XOO1773	RSGMI1000_04639
XOO1773	RSGMI1000_03684
XOO2625	RSGMI1000_03481
XOO2625	RSGMI1000_03187
XOO2625	RSGMI1000_04050
XOO2625	RSGMI1000_03209
XOO2625	RSGMI1000_03628
XOO2625	RSGMI1000_00862
XOO3956	RSGMI1000_00332
XOO3952	RSGMI1000_00327
XOO2621	RSGMI1000_04847
XOO2608	RSGMI1000_03850
XOO0428	RSGMI1000_00317
XOO2609	RSGMI1000_03849
XOO3935	RSGMI1000_01787
XOO2604	RSGMI1000_03865
XOO3937	RSGMI1000_03323
XOO3938	RSGMI1000_04522
XOO2611	RSGMI1000_03847
XOO3942	RSGMI1000_03602
XOO2612	RSGMI1000_03846
XOO3941	RSGMI1000_01044
XOO2610	RSGMI1000_03848
XOO4738	RSGMI1000_00645
XOO4738	RSGMI1000_00849
XOO4738	RSGMI1000_01475
XOO4738	RSGMI1000_02457
XOO4738	RSGMI1000_03975
XOO4738	RSGMI1000_04762
XOO4738	RSGMI1000_04024
XOO4738	RSGMI1000_01532
XOO4738	RSGMI1000_04676
XOO4738	RSGMI1000_00431
XOO3408	RSGMI1000_02471
XOO3409	RSGMI1000_00937
XOO2561	RSGMI1000_04273
XOO2562	RSGMI1000_00195
XOO0384	RSGMI1000_04020
XOO1230	RSGMI1000_01216
XOO1230	RSGMI1000_03810
XOO0383	RSGMI1000_02824
XOO1235	RSGMI1000_01590
XOO1235	RSGMI1000_02314
XOO1235	RSGMI1000_00596
XOO1235	RSGMI1000_04015
XOO3899	RSGMI1000_03629
XOO3899	RSGMI1000_04791
XOO3899	RSGMI1000_04818
XOO3899	RSGMI1000_04594
XOO3899	RSGMI1000_03603
XOO3899	RSGMI1000_03947
XOO3899	RSGMI1000_04764
XOO3415	RSGMI1000_00589
XOO2568	RSGMI1000_03448
XOO2569	RSGMI1000_03814
XOO1232	RSGMI1000_00688
XOO3417	RSGMI1000_00810
XOO3894	RSGMI1000_04595
XOO3894	RSGMI1000_01755
XOO3894	RSGMI1000_04639
XOO3894	RSGMI1000_03684
XOO3895	RSGMI1000_00645
XOO3895	RSGMI1000_00849
XOO3895	RSGMI1000_01475
XOO3895	RSGMI1000_02457
XOO3895	RSGMI1000_03975
XOO3895	RSGMI1000_04762
XOO3895	RSGMI1000_04024
XOO3895	RSGMI1000_01532
XOO3895	RSGMI1000_04676
XOO3895	RSGMI1000_00431
XOO3411	RSGMI1000_00339
XOO3896	RSGMI1000_03629
XOO3896	RSGMI1000_04791
XOO3896	RSGMI1000_04818
XOO3896	RSGMI1000_04594
