XOO1903	RSR24_01782
XOO1843	RSR24_00243
XOO0512	RSR24_00553
XOO0995	RSR24_04208
XOO0995	RSR24_04209
XOO1842	RSR24_03958
XOO0994	RSR24_04208
XOO0994	RSR24_04209
XOO1427	RSR24_00735
XOO2758	RSR24_02984
XOO4937	RSR24_01682
XOO4937	RSR24_03234
XOO4937	RSR24_00808
XOO4937	RSR24_02966
XOO4937	RSR24_00436
XOO4937	RSR24_00689
XOO2759	RSR24_02985
XOO3607	RSR24_02928
XOO4939	RSR24_02216
XOO3608	RSR24_02929
XOO2760	RSR24_02986
XOO0586	RSR24_00076
XOO2765	RSR24_00678
XOO3613	RSR24_00197
XOO3613	RSR24_03446
XOO0585	RSR24_00074
XOO2766	RSR24_00592
XOO3614	RSR24_01727
XOO2767	RSR24_00591
XOO0583	RSR24_00072
XOO0106	RSR24_04243
XOO2761	RSR24_02987
XOO4940	RSR24_03885
XOO2762	RSR24_02988
XOO2763	RSR24_00976
XOO2763	RSR24_04219
XOO0587	RSR24_00079
XOO4929	RSR24_00010
XOO1419	RSR24_02679
XOO1418	RSR24_02680
XOO1417	RSR24_02681
XOO1416	RSR24_02682
XOO1416	RSR24_02961
XOO2747	RSR24_02484
XOO2748	RSR24_03885
XOO4927	RSR24_01682
XOO4927	RSR24_03234
XOO4927	RSR24_00808
XOO4927	RSR24_02966
XOO4927	RSR24_00436
XOO4927	RSR24_00689
XOO3601	RSR24_00404
XOO3602	RSR24_00405
XOO3603	RSR24_00406
XOO3604	RSR24_00408
XOO1426	RSR24_00733
XOO1425	RSR24_00732
XOO3600	RSR24_02926
XOO1423	RSR24_03975
XOO1407	RSR24_03434
XOO0558	RSR24_02785
XOO2736	RSR24_02592
XOO2737	RSR24_02580
XOO2739	RSR24_00321
XOO1891	RSR24_03885
XOO0564	RSR24_03885
XOO2744	RSR24_01686
XOO2744	RSR24_03770
XOO2744	RSR24_01013
XOO2744	RSR24_03552
XOO2744	RSR24_04405
XOO2745	RSR24_00809
XOO2745	RSR24_01683
XOO2745	RSR24_03233
XOO2745	RSR24_02965
XOO2745	RSR24_00437
XOO0562	RSR24_03052
XOO2746	RSR24_02839
XOO1415	RSR24_03885
XOO0567	RSR24_03376
XOO1898	RSR24_04593
XOO1414	RSR24_01128
XOO1414	RSR24_00889
XOO2729	RSR24_01505
XOO1879	RSR24_04784
XOO1879	RSR24_03814
XOO1879	RSR24_03817
XOO1879	RSR24_04906
XOO0548	RSR24_00565
XOO0547	RSR24_03885
XOO2727	RSR24_02293
XOO2728	RSR24_02578
XOO2732	RSR24_02613
XOO2733	RSR24_02590
XOO0552	RSR24_02787
XOO4912	RSR24_01682
XOO4912	RSR24_03234
XOO4912	RSR24_00808
XOO4912	RSR24_02966
XOO4912	RSR24_00436
XOO4912	RSR24_00689
XOO2734	RSR24_02591
XOO1881	RSR24_00245
XOO2735	RSR24_01580
XOO0556	RSR24_02786
XOO2680	RSR24_04459
XOO2682	RSR24_00048
XOO1352	RSR24_02451
XOO0020	RSR24_03551
XOO0020	RSR24_03878
XOO1351	RSR24_02453
XOO1350	RSR24_02447
XOO2202	RSR24_01134
XOO1354	RSR24_03836
XOO2201	RSR24_03580
XOO2200	RSR24_01135
XOO0022	RSR24_02227
XOO2684	RSR24_02861
XOO3531	RSR24_03441
XOO3532	RSR24_03442
XOO2685	RSR24_03189
XOO2686	RSR24_04243
XOO2205	RSR24_03870
XOO2687	RSR24_02953
XOO2204	RSR24_01866
XOO0009	RSR24_01271
XOO1339	RSR24_00809
XOO1339	RSR24_01683
XOO1339	RSR24_03233
XOO1339	RSR24_02965
XOO1339	RSR24_00437
XOO4848	RSR24_02726
XOO2671	RSR24_01030
XOO1341	RSR24_01682
XOO1341	RSR24_03234
XOO1341	RSR24_00808
XOO1341	RSR24_02966
XOO1341	RSR24_00436
XOO1341	RSR24_00689
XOO0494	RSR24_00271
XOO0010	RSR24_01270
XOO1340	RSR24_00809
XOO1340	RSR24_01683
XOO1340	RSR24_03233
XOO1340	RSR24_02965
XOO1340	RSR24_00437
XOO0491	RSR24_00796
XOO0498	RSR24_00748
XOO3524	RSR24_02619
XOO0497	RSR24_02520
XOO2678	RSR24_01247
XOO0496	RSR24_02518
XOO3527	RSR24_04425
XOO3527	RSR24_04470
XOO3527	RSR24_04120
XOO0495	RSR24_02501
XOO1349	RSR24_03930
XOO2674	RSR24_02493
XOO0016	RSR24_01042
XOO0016	RSR24_00442
XOO1346	RSR24_03885
XOO0015	RSR24_02221
XOO1329	RSR24_03623
XOO1328	RSR24_00945
XOO3992	RSR24_00044
XOO0483	RSR24_01783
XOO1330	RSR24_02639
XOO0482	RSR24_01784
XOO0481	RSR24_02337
XOO2666	RSR24_02824
XOO3997	RSR24_00136
XOO1333	RSR24_03885
XOO0486	RSR24_02334
XOO0002	RSR24_03512
XOO0485	RSR24_02335
XOO0001	RSR24_03513
XOO3515	RSR24_04060
XOO1331	RSR24_03885
XOO0484	RSR24_02336
XOO3993	RSR24_00045
XOO3994	RSR24_00055
XOO1337	RSR24_01882
XOO4842	RSR24_03885
XOO2665	RSR24_02741
XOO0488	RSR24_02340
XOO0004	RSR24_03511
XOO1335	RSR24_03136
XOO2649	RSR24_03885
XOO4828	RSR24_01682
XOO4828	RSR24_03234
XOO4828	RSR24_00808
XOO4828	RSR24_02966
XOO4828	RSR24_00436
XOO4828	RSR24_00689
XOO2650	RSR24_03551
XOO2650	RSR24_03878
XOO1323	RSR24_03749
XOO3987	RSR24_00514
XOO1321	RSR24_02816
XOO2658	RSR24_03551
XOO2658	RSR24_03878
XOO3982	RSR24_00899
XOO1327	RSR24_00944
XOO2652	RSR24_03885
XOO0478	RSR24_00809
XOO0478	RSR24_01683
XOO0478	RSR24_03233
XOO0478	RSR24_02965
XOO0478	RSR24_00437
XOO1325	RSR24_00942
XOO1392	RSR24_00809
XOO1392	RSR24_01683
XOO1392	RSR24_03233
XOO1392	RSR24_02965
XOO1392	RSR24_00437
XOO3571	RSR24_03069
XOO1390	RSR24_01429
XOO3573	RSR24_03070
XOO3574	RSR24_03071
XOO1396	RSR24_00809
XOO1396	RSR24_01683
XOO1396	RSR24_03233
XOO1396	RSR24_02965
XOO1396	RSR24_00437
XOO0064	RSR24_00321
XOO1394	RSR24_00809
XOO1394	RSR24_01683
XOO1394	RSR24_03233
XOO1394	RSR24_02965
XOO1394	RSR24_00437
XOO2240	RSR24_04862
XOO2240	RSR24_00158
XOO3570	RSR24_03068
XOO0069	RSR24_03885
XOO3579	RSR24_03076
XOO0068	RSR24_03551
XOO0068	RSR24_03878
XOO1398	RSR24_03551
XOO1398	RSR24_03878
XOO1397	RSR24_03885
XOO3575	RSR24_03072
XOO3576	RSR24_03073
XOO3577	RSR24_03074
XOO3578	RSR24_03075
XOO4408	RSR24_03001
XOO3560	RSR24_03056
XOO3561	RSR24_03057
XOO4893	RSR24_01682
XOO4893	RSR24_03234
XOO4893	RSR24_00808
XOO4893	RSR24_02966
XOO4893	RSR24_00436
XOO4893	RSR24_00689
XOO3562	RSR24_03060
XOO4410	RSR24_02640
XOO3563	RSR24_03061
XOO0054	RSR24_03551
XOO0054	RSR24_03878
XOO1385	RSR24_04208
XOO1385	RSR24_04209
XOO1384	RSR24_00809
XOO1384	RSR24_01683
XOO1384	RSR24_03233
XOO1384	RSR24_02965
XOO1384	RSR24_00437
XOO1383	RSR24_04208
XOO1383	RSR24_04209
XOO2236	RSR24_02600
XOO3568	RSR24_03065
XOO4416	RSR24_00173
XOO3569	RSR24_03067
XOO0057	RSR24_01592
XOO1386	RSR24_02484
XOO4895	RSR24_01682
XOO4895	RSR24_03234
XOO4895	RSR24_00808
XOO4895	RSR24_02966
XOO4895	RSR24_00436
XOO4895	RSR24_00689
XOO3564	RSR24_03062
XOO4896	RSR24_03066
XOO3566	RSR24_03063
XOO4897	RSR24_03084
XOO2237	RSR24_01489
XOO0059	RSR24_02991
XOO3567	RSR24_03064
XOO3552	RSR24_00809
XOO3552	RSR24_01683
XOO3552	RSR24_03233
XOO3552	RSR24_02965
XOO3552	RSR24_00437
XOO1374	RSR24_02953
XOO0043	RSR24_02822
XOO1372	RSR24_04208
XOO1372	RSR24_04209
XOO1378	RSR24_03551
XOO1378	RSR24_03878
XOO2225	RSR24_01494
XOO3557	RSR24_03053
XOO3558	RSR24_03054
XOO4406	RSR24_02999
XOO3559	RSR24_03055
XOO2223	RSR24_01566
XOO1375	RSR24_04243
XOO4407	RSR24_03000
XOO4400	RSR24_03180
XOO2229	RSR24_02033
XOO3554	RSR24_04243
XOO4401	RSR24_04212
XOO3555	RSR24_02953
XOO2227	RSR24_00043
XOO0048	RSR24_03256
XOO1379	RSR24_04121
XOO1379	RSR24_04291
XOO2209	RSR24_00951
XOO2208	RSR24_01775
XOO2691	RSR24_03885
XOO2692	RSR24_03551
XOO2692	RSR24_03878
XOO2694	RSR24_03885
XOO1362	RSR24_04695
XOO0030	RSR24_03551
XOO0030	RSR24_03878
XOO1361	RSR24_00809
XOO1361	RSR24_01683
XOO1361	RSR24_03233
XOO1361	RSR24_02965
XOO1361	RSR24_00437
XOO2690	RSR24_03885
XOO1360	RSR24_03835
XOO2699	RSR24_04149
XOO2699	RSR24_04150
XOO1367	RSR24_01844
XOO3547	RSR24_03368
XOO2212	RSR24_01800
XOO2211	RSR24_01799
XOO2695	RSR24_03885
XOO2218	RSR24_00453
XOO2218	RSR24_01439
XOO2696	RSR24_03617
XOO3543	RSR24_04196
XOO2216	RSR24_03885
XOO2215	RSR24_03551
XOO2215	RSR24_03878
XOO4463	RSR24_01233
XOO4463	RSR24_04640
XOO2280	RSR24_02276
XOO2280	RSR24_02362
XOO2280	RSR24_04663
XOO2280	RSR24_01958
XOO2280	RSR24_04679
XOO2280	RSR24_03900
XOO2287	RSR24_02484
XOO2284	RSR24_03551
XOO2284	RSR24_03878
XOO3139	RSR24_01943
XOO2289	RSR24_03551
XOO2289	RSR24_03878
XOO4466	RSR24_00217
XOO3136	RSR24_01927
XOO3136	RSR24_04095
XOO3137	RSR24_04751
XOO3137	RSR24_01951
XOO3138	RSR24_01944
XOO0090	RSR24_04138
XOO4451	RSR24_03885
XOO2272	RSR24_02953
XOO0094	RSR24_04143
XOO2271	RSR24_04243
XOO0093	RSR24_04141
XOO2270	RSR24_02953
XOO0091	RSR24_04139
XOO0096	RSR24_02924
XOO2273	RSR24_03885
XOO2278	RSR24_02953
XOO2277	RSR24_04243
XOO2261	RSR24_03006
XOO3593	RSR24_03097
XOO3110	RSR24_03885
XOO3594	RSR24_03098
XOO3111	RSR24_00321
XOO0081	RSR24_04129
XOO4443	RSR24_04243
XOO3596	RSR24_03099
XOO0080	RSR24_04128
XOO3590	RSR24_03094
XOO0086	RSR24_04134
XOO3591	RSR24_03095
XOO0085	RSR24_04133
XOO2262	RSR24_03005
XOO3592	RSR24_03096
XOO0084	RSR24_04132
XOO2269	RSR24_04243
XOO3118	RSR24_02484
XOO4449	RSR24_00321
XOO2267	RSR24_02379
XOO0088	RSR24_04136
XOO4444	RSR24_02953
XOO3597	RSR24_03100
XOO4445	RSR24_04084
XOO4445	RSR24_04083
XOO3599	RSR24_03103
XOO3599	RSR24_03082
XOO0072	RSR24_03551
XOO0072	RSR24_03878
XOO3582	RSR24_03079
XOO0071	RSR24_03551
XOO0071	RSR24_03878
XOO4430	RSR24_04619
XOO0070	RSR24_03885
XOO3584	RSR24_03080
XOO3585	RSR24_03081
XOO0075	RSR24_04122
XOO2252	RSR24_03663
XOO2252	RSR24_04518
XOO2252	RSR24_00888
XOO3580	RSR24_03077
XOO0073	RSR24_03885
XOO3581	RSR24_03078
XOO2258	RSR24_03010
XOO2256	RSR24_03012
XOO3102	RSR24_02473
XOO3587	RSR24_03103
XOO3587	RSR24_03082
XOO4435	RSR24_00321
XOO3588	RSR24_04074
XOO3588	RSR24_03083
XOO3589	RSR24_03085
XOO4025	RSR24_02953
XOO4026	RSR24_04243
XOO4011	RSR24_02937
XOO3165	RSR24_00899
XOO4012	RSR24_04243
XOO4013	RSR24_02953
XOO3167	RSR24_04029
XOO4493	RSR24_00556
XOO3163	RSR24_04749
XOO3163	RSR24_04516
XOO4000	RSR24_00777
XOO4486	RSR24_00352
XOO4487	RSR24_00351
XOO4487	RSR24_02394
XOO4481	RSR24_02425
XOO4482	RSR24_02425
XOO4483	RSR24_01994
XOO3157	RSR24_00321
XOO4488	RSR24_04156
XOO4488	RSR24_01997
XOO4488	RSR24_04192
XOO4007	RSR24_02408
XOO2290	RSR24_00809
XOO2290	RSR24_01683
XOO2290	RSR24_03233
XOO2290	RSR24_02965
XOO2290	RSR24_00437
XOO3142	RSR24_01945
XOO3143	RSR24_00397
XOO3144	RSR24_00413
XOO2292	RSR24_01102
XOO4475	RSR24_00116
XOO2291	RSR24_01103
XOO3145	RSR24_02007
XOO2297	RSR24_02282
XOO2296	RSR24_02583
XOO3140	RSR24_01942
XOO2295	RSR24_02585
XOO3141	RSR24_01941
XOO2299	RSR24_02581
XOO3148	RSR24_04208
XOO3148	RSR24_04209
XOO3149	RSR24_04208
XOO3149	RSR24_04209
