XOO1903	RSPSI07_01835
XOO1662	RSPSI07_01631
XOO1662	RSPSI07_04242
XOO3603	RSPSI07_02899
XOO3845	RSPSI07_00054
XOO0330	RSPSI07_03482
XOO3604	RSPSI07_02897
XOO3846	RSPSI07_00055
XOO1661	RSPSI07_02766
XOO1426	RSPSI07_02584
XOO2514	RSPSI07_02943
XOO1425	RSPSI07_02585
XOO1666	RSPSI07_02517
XOO3842	RSPSI07_00363
XOO1665	RSPSI07_02518
XOO3600	RSPSI07_00568
XOO1423	RSPSI07_03768
XOO3829	RSPSI07_00623
XOO1649	RSPSI07_01556
XOO1649	RSPSI07_04704
XOO1649	RSPSI07_02634
XOO1649	RSPSI07_00278
XOO1649	RSPSI07_01455
XOO1649	RSPSI07_02408
XOO1649	RSPSI07_01418
XOO1649	RSPSI07_02429
XOO1649	RSPSI07_00766
XOO1649	RSPSI07_01531
XOO1649	RSPSI07_02860
XOO1649	RSPSI07_03244
XOO1407	RSPSI07_00076
XOO0316	RSPSI07_03482
XOO0558	RSPSI07_00684
XOO3825	RSPSI07_00628
XOO2736	RSPSI07_00871
XOO3826	RSPSI07_00627
XOO2737	RSPSI07_00883
XOO3827	RSPSI07_00626
XOO3828	RSPSI07_00624
XOO2980	RSPSI07_01761
XOO2744	RSPSI07_03537
XOO2744	RSPSI07_04293
XOO2744	RSPSI07_00235
XOO2744	RSPSI07_03293
XOO3833	RSPSI07_00619
XOO2745	RSPSI07_01556
XOO2745	RSPSI07_04704
XOO2745	RSPSI07_02634
XOO2745	RSPSI07_00278
XOO2745	RSPSI07_01455
XOO2745	RSPSI07_02408
XOO2745	RSPSI07_01418
XOO2745	RSPSI07_02429
XOO2745	RSPSI07_00766
XOO2745	RSPSI07_01531
XOO2745	RSPSI07_02860
XOO2745	RSPSI07_03244
XOO0562	RSPSI07_00472
XOO1651	RSPSI07_02976
XOO1650	RSPSI07_01556
XOO1650	RSPSI07_04704
XOO1650	RSPSI07_02634
XOO1650	RSPSI07_00278
XOO1650	RSPSI07_01455
XOO1650	RSPSI07_02408
XOO1650	RSPSI07_01418
XOO1650	RSPSI07_02429
XOO1650	RSPSI07_00766
XOO1650	RSPSI07_01531
XOO1650	RSPSI07_02860
XOO1650	RSPSI07_03244
XOO3835	RSPSI07_01733
XOO0326	RSPSI07_04705
XOO0326	RSPSI07_02633
XOO0326	RSPSI07_01555
XOO0326	RSPSI07_01417
XOO0326	RSPSI07_02407
XOO0326	RSPSI07_00277
XOO0326	RSPSI07_01454
XOO0326	RSPSI07_02861
XOO0326	RSPSI07_03245
XOO0326	RSPSI07_02430
XOO2981	RSPSI07_01437
XOO2981	RSPSI07_00605
XOO0325	RSPSI07_01556
XOO0325	RSPSI07_04704
XOO0325	RSPSI07_02634
XOO0325	RSPSI07_00278
XOO0325	RSPSI07_01455
XOO0325	RSPSI07_02408
XOO0325	RSPSI07_01418
XOO0325	RSPSI07_02429
XOO0325	RSPSI07_00766
XOO0325	RSPSI07_01531
XOO0325	RSPSI07_02860
XOO0325	RSPSI07_03244
XOO1656	RSPSI07_02803
XOO0567	RSPSI07_00131
XOO1898	RSPSI07_04490
XOO1414	RSPSI07_02197
XOO2502	RSPSI07_03482
XOO3830	RSPSI07_00622
XOO2501	RSPSI07_01177
XOO3831	RSPSI07_00621
XOO1654	RSPSI07_02805
XOO0308	RSPSI07_00503
XOO3818	RSPSI07_00637
XOO2729	RSPSI07_01645
XOO3819	RSPSI07_00636
XOO1637	RSPSI07_01232
XOO1879	RSPSI07_04714
XOO1879	RSPSI07_04835
XOO1879	RSPSI07_03583
XOO1879	RSPSI07_03586
XOO0548	RSPSI07_02760
XOO0305	RSPSI07_00504
XOO0789	RSPSI07_02417
XOO2967	RSPSI07_02163
XOO2969	RSPSI07_02335
XOO2727	RSPSI07_01154
XOO3816	RSPSI07_04138
XOO0309	RSPSI07_00502
XOO2728	RSPSI07_00885
XOO0791	RSPSI07_02373
XOO0790	RSPSI07_02372
XOO0795	RSPSI07_02577
XOO3821	RSPSI07_00634
XOO2974	RSPSI07_01961
XOO1642	RSPSI07_02138
XOO2732	RSPSI07_00850
XOO0311	RSPSI07_03137
XOO2733	RSPSI07_00873
XOO0794	RSPSI07_02575
XOO0310	RSPSI07_00501
XOO0552	RSPSI07_00682
XOO3822	RSPSI07_00632
XOO1640	RSPSI07_01556
XOO1640	RSPSI07_04704
XOO1640	RSPSI07_02634
XOO1640	RSPSI07_00278
XOO1640	RSPSI07_01455
XOO1640	RSPSI07_02408
XOO1640	RSPSI07_01418
XOO1640	RSPSI07_02429
XOO1640	RSPSI07_00766
XOO1640	RSPSI07_01531
XOO1640	RSPSI07_02860
XOO1640	RSPSI07_03244
XOO4912	RSPSI07_04705
XOO4912	RSPSI07_02633
XOO4912	RSPSI07_01555
XOO4912	RSPSI07_01417
XOO4912	RSPSI07_02407
XOO4912	RSPSI07_00277
XOO4912	RSPSI07_01454
XOO4912	RSPSI07_02861
XOO4912	RSPSI07_03245
XOO4912	RSPSI07_02430
XOO0793	RSPSI07_02576
XOO2734	RSPSI07_00872
XOO3823	RSPSI07_00631
XOO0792	RSPSI07_02578
XOO3824	RSPSI07_00629
XOO1881	RSPSI07_03021
XOO2735	RSPSI07_01682
XOO0799	RSPSI07_01577
XOO0799	RSPSI07_01110
XOO1645	RSPSI07_04705
XOO1645	RSPSI07_02633
XOO1645	RSPSI07_01555
XOO1645	RSPSI07_01417
XOO1645	RSPSI07_02407
XOO1645	RSPSI07_00277
XOO1645	RSPSI07_01454
XOO1645	RSPSI07_02861
XOO1645	RSPSI07_03245
XOO1645	RSPSI07_02430
XOO0798	RSPSI07_01576
XOO0798	RSPSI07_01109
XOO0556	RSPSI07_00683
XOO1644	RSPSI07_01556
XOO1644	RSPSI07_04704
XOO1644	RSPSI07_02634
XOO1644	RSPSI07_00278
XOO1644	RSPSI07_01455
XOO1644	RSPSI07_02408
XOO1644	RSPSI07_01418
XOO1644	RSPSI07_02429
XOO1644	RSPSI07_00766
XOO1644	RSPSI07_01531
XOO1644	RSPSI07_02860
XOO1644	RSPSI07_03244
XOO1643	RSPSI07_01556
XOO1643	RSPSI07_04704
XOO1643	RSPSI07_02634
XOO1643	RSPSI07_00278
XOO1643	RSPSI07_01455
XOO1643	RSPSI07_02408
XOO1643	RSPSI07_01418
XOO1643	RSPSI07_02429
XOO1643	RSPSI07_00766
XOO1643	RSPSI07_01531
XOO1643	RSPSI07_02860
XOO1643	RSPSI07_03244
XOO2973	RSPSI07_03110
XOO0312	RSPSI07_03136
XOO0796	RSPSI07_02414
XOO2680	RSPSI07_04358
XOO2682	RSPSI07_03203
XOO0263	RSPSI07_01556
XOO0263	RSPSI07_04704
XOO0263	RSPSI07_02634
XOO0263	RSPSI07_00278
XOO0263	RSPSI07_01455
XOO0263	RSPSI07_02408
XOO0263	RSPSI07_01418
XOO0263	RSPSI07_02429
XOO0263	RSPSI07_00766
XOO0263	RSPSI07_01531
XOO0263	RSPSI07_02860
XOO0263	RSPSI07_03244
XOO1594	RSPSI07_02703
XOO1352	RSPSI07_01015
XOO0020	RSPSI07_03292
XOO0262	RSPSI07_01556
XOO0262	RSPSI07_04704
XOO0262	RSPSI07_02634
XOO0262	RSPSI07_00278
XOO0262	RSPSI07_01455
XOO0262	RSPSI07_02408
XOO0262	RSPSI07_01418
XOO0262	RSPSI07_02429
XOO0262	RSPSI07_00766
XOO0262	RSPSI07_01531
XOO0262	RSPSI07_02860
XOO0262	RSPSI07_03244
XOO1593	RSPSI07_02704
XOO1351	RSPSI07_01013
XOO1350	RSPSI07_01019
XOO1591	RSPSI07_00665
XOO1114	RSPSI07_00399
XOO1114	RSPSI07_00398
XOO1598	RSPSI07_01640
XOO0267	RSPSI07_00080
XOO1597	RSPSI07_01639
XOO2202	RSPSI07_02181
XOO1113	RSPSI07_03063
XOO3779	RSPSI07_03482
XOO1354	RSPSI07_03611
XOO2201	RSPSI07_03316
XOO1595	RSPSI07_01068
XOO2200	RSPSI07_02180
XOO0022	RSPSI07_01236
XOO1111	RSPSI07_04571
XOO1118	RSPSI07_01246
XOO1118	RSPSI07_00702
XOO1118	RSPSI07_01459
XOO2684	RSPSI07_00636
XOO3531	RSPSI07_00069
XOO1117	RSPSI07_02965
XOO4621	RSPSI07_01061
XOO3532	RSPSI07_00068
XOO2448	RSPSI07_02359
XOO2685	RSPSI07_00327
XOO2686	RSPSI07_03482
XOO2205	RSPSI07_03668
XOO2447	RSPSI07_01137
XOO2204	RSPSI07_01922
XOO0268	RSPSI07_00349
XOO0009	RSPSI07_01402
XOO1339	RSPSI07_01556
XOO1339	RSPSI07_04704
XOO1339	RSPSI07_02634
XOO1339	RSPSI07_00278
XOO1339	RSPSI07_01455
XOO1339	RSPSI07_02408
XOO1339	RSPSI07_01418
XOO1339	RSPSI07_02429
XOO1339	RSPSI07_00766
XOO1339	RSPSI07_01531
XOO1339	RSPSI07_02860
XOO1339	RSPSI07_03244
XOO4848	RSPSI07_00743
XOO3517	RSPSI07_03882
XOO3518	RSPSI07_03885
XOO2671	RSPSI07_02309
XOO1341	RSPSI07_04705
XOO1341	RSPSI07_02633
XOO1341	RSPSI07_01555
XOO1341	RSPSI07_01417
XOO1341	RSPSI07_02407
XOO1341	RSPSI07_00277
XOO1341	RSPSI07_01454
XOO1341	RSPSI07_02861
XOO1341	RSPSI07_03245
XOO1341	RSPSI07_02430
XOO1583	RSPSI07_00643
XOO0494	RSPSI07_03010
XOO0010	RSPSI07_01401
XOO0252	RSPSI07_02293
XOO2430	RSPSI07_00328
XOO1340	RSPSI07_01556
XOO1340	RSPSI07_04704
XOO1340	RSPSI07_02634
XOO1340	RSPSI07_00278
XOO1340	RSPSI07_01455
XOO1340	RSPSI07_02408
XOO1340	RSPSI07_01418
XOO1340	RSPSI07_02429
XOO1340	RSPSI07_00766
XOO1340	RSPSI07_01531
XOO1340	RSPSI07_02860
XOO1340	RSPSI07_03244
XOO0491	RSPSI07_02520
XOO0498	RSPSI07_02568
XOO3524	RSPSI07_00844
XOO1586	RSPSI07_02701
XOO1586	RSPSI07_02699
XOO0497	RSPSI07_00951
XOO2678	RSPSI07_02124
XOO1102	RSPSI07_01644
XOO3767	RSPSI07_02505
XOO4615	RSPSI07_04535
XOO4615	RSPSI07_03884
XOO4615	RSPSI07_03662
XOO0496	RSPSI07_00953
XOO1585	RSPSI07_00645
XOO1101	RSPSI07_01743
XOO3527	RSPSI07_04370
XOO3527	RSPSI07_03986
XOO3527	RSPSI07_04323
XOO0495	RSPSI07_00970
XOO1584	RSPSI07_00644
XOO1349	RSPSI07_03709
XOO3762	RSPSI07_04182
XOO3763	RSPSI07_04550
XOO2674	RSPSI07_00978
XOO0016	RSPSI07_02297
XOO3764	RSPSI07_01679
XOO1589	RSPSI07_00646
XOO0258	RSPSI07_01636
XOO1105	RSPSI07_00044
XOO0015	RSPSI07_01243
XOO3765	RSPSI07_01680
XOO1329	RSPSI07_03355
XOO2417	RSPSI07_02286
XOO1328	RSPSI07_02360
XOO0239	RSPSI07_00401
XOO3748	RSPSI07_02747
XOO3507	RSPSI07_03888
XOO3507	RSPSI07_03887
XOO3507	RSPSI07_03364
XOO3507	RSPSI07_03410
XOO3507	RSPSI07_03365
XOO3749	RSPSI07_00590
XOO3750	RSPSI07_02579
XOO3992	RSPSI07_03207
XOO0483	RSPSI07_01836
XOO1330	RSPSI07_00823
XOO0482	RSPSI07_01837
XOO0481	RSPSI07_01111
XOO3513	RSPSI07_03888
XOO3513	RSPSI07_03887
XOO3513	RSPSI07_03364
XOO3513	RSPSI07_03410
XOO3513	RSPSI07_03365
XOO2666	RSPSI07_00653
XOO3997	RSPSI07_03119
XOO2423	RSPSI07_03020
XOO3755	RSPSI07_02596
XOO1575	RSPSI07_03292
XOO0486	RSPSI07_01114
XOO3756	RSPSI07_02595
XOO0002	RSPSI07_00002
XOO3514	RSPSI07_03874
XOO4604	RSPSI07_03261
XOO4604	RSPSI07_03308
XOO3757	RSPSI07_01279
XOO0485	RSPSI07_01113
XOO0001	RSPSI07_00001
XOO3515	RSPSI07_03880
XOO0242	RSPSI07_00144
XOO0484	RSPSI07_01112
XOO3516	RSPSI07_03881
XOO3751	RSPSI07_02350
XOO3993	RSPSI07_03206
XOO3752	RSPSI07_02349
XOO3994	RSPSI07_03197
XOO1337	RSPSI07_01939
XOO1578	RSPSI07_03292
XOO3753	RSPSI07_01005
XOO3512	RSPSI07_03888
XOO3512	RSPSI07_03887
XOO3512	RSPSI07_03364
XOO3512	RSPSI07_03410
XOO3512	RSPSI07_03365
XOO2665	RSPSI07_00728
XOO0488	RSPSI07_01108
XOO0004	RSPSI07_00003
XOO1335	RSPSI07_00388
XOO0228	RSPSI07_04648
XOO2406	RSPSI07_02395
XOO4828	RSPSI07_04705
XOO4828	RSPSI07_02633
XOO4828	RSPSI07_01555
XOO4828	RSPSI07_01417
XOO4828	RSPSI07_02407
XOO4828	RSPSI07_00277
XOO4828	RSPSI07_01454
XOO4828	RSPSI07_02861
XOO4828	RSPSI07_03245
XOO4828	RSPSI07_02430
XOO2650	RSPSI07_03292
XOO3502	RSPSI07_03888
XOO3502	RSPSI07_03887
XOO3502	RSPSI07_03364
XOO3502	RSPSI07_03410
XOO3502	RSPSI07_03365
XOO1565	RSPSI07_02329
XOO1565	RSPSI07_01165
XOO3744	RSPSI07_02377
XOO0234	RSPSI07_01179
XOO1323	RSPSI07_03519
XOO3503	RSPSI07_03888
XOO3503	RSPSI07_03887
XOO3503	RSPSI07_03364
XOO3503	RSPSI07_03410
XOO3503	RSPSI07_03365
XOO3987	RSPSI07_02811
XOO3504	RSPSI07_03888
XOO3504	RSPSI07_03887
XOO3504	RSPSI07_03364
XOO3504	RSPSI07_03410
XOO3504	RSPSI07_03365
XOO0232	RSPSI07_01445
XOO2410	RSPSI07_01875
XOO1321	RSPSI07_00661
XOO2899	RSPSI07_03455
XOO2658	RSPSI07_03292
XOO3747	RSPSI07_02748
XOO1569	RSPSI07_03482
XOO2893	RSPSI07_03482
XOO1327	RSPSI07_02361
XOO2416	RSPSI07_01967
XOO1568	RSPSI07_01232
XOO2415	RSPSI07_01965
XOO2894	RSPSI07_02134
XOO0236	RSPSI07_01556
XOO0236	RSPSI07_04704
XOO0236	RSPSI07_02634
XOO0236	RSPSI07_00278
XOO0236	RSPSI07_01455
XOO0236	RSPSI07_02408
XOO0236	RSPSI07_01418
XOO0236	RSPSI07_02429
XOO0236	RSPSI07_00766
XOO0236	RSPSI07_01531
XOO0236	RSPSI07_02860
XOO0236	RSPSI07_03244
XOO0478	RSPSI07_01556
XOO0478	RSPSI07_04704
XOO0478	RSPSI07_02634
XOO0478	RSPSI07_00278
XOO0478	RSPSI07_01455
XOO0478	RSPSI07_02408
XOO0478	RSPSI07_01418
XOO0478	RSPSI07_02429
XOO0478	RSPSI07_00766
XOO0478	RSPSI07_01531
XOO0478	RSPSI07_02860
XOO0478	RSPSI07_03244
XOO1567	RSPSI07_03482
XOO1325	RSPSI07_02363
XOO2414	RSPSI07_01964
XOO2895	RSPSI07_02322
XOO3743	RSPSI07_00801
XOO1392	RSPSI07_01556
XOO1392	RSPSI07_04704
XOO1392	RSPSI07_02634
XOO1392	RSPSI07_00278
XOO1392	RSPSI07_01455
XOO1392	RSPSI07_02408
XOO1392	RSPSI07_01418
XOO1392	RSPSI07_02429
XOO1392	RSPSI07_00766
XOO1392	RSPSI07_01531
XOO1392	RSPSI07_02860
XOO1392	RSPSI07_03244
XOO3571	RSPSI07_00455
XOO1390	RSPSI07_01568
XOO3573	RSPSI07_00454
XOO3574	RSPSI07_00453
XOO1396	RSPSI07_01556
XOO1396	RSPSI07_04704
XOO1396	RSPSI07_02634
XOO1396	RSPSI07_00278
XOO1396	RSPSI07_01455
XOO1396	RSPSI07_02408
XOO1396	RSPSI07_01418
XOO1396	RSPSI07_02429
XOO1396	RSPSI07_00766
XOO1396	RSPSI07_01531
XOO1396	RSPSI07_02860
XOO1396	RSPSI07_03244
XOO1154	RSPSI07_01375
XOO2485	RSPSI07_00757
XOO2001	RSPSI07_01981
XOO2484	RSPSI07_00756
XOO1153	RSPSI07_02102
XOO2000	RSPSI07_01980
XOO1394	RSPSI07_01556
XOO1394	RSPSI07_04704
XOO1394	RSPSI07_02634
XOO1394	RSPSI07_00278
XOO1394	RSPSI07_01455
XOO1394	RSPSI07_02408
XOO1394	RSPSI07_01418
XOO1394	RSPSI07_02429
XOO1394	RSPSI07_00766
XOO1394	RSPSI07_01531
XOO1394	RSPSI07_02860
XOO1394	RSPSI07_03244
XOO2483	RSPSI07_00755
XOO2240	RSPSI07_03092
XOO2240	RSPSI07_04776
XOO1151	RSPSI07_00758
XOO2482	RSPSI07_00754
XOO3570	RSPSI07_00456
XOO3337	RSPSI07_03482
XOO3579	RSPSI07_00448
XOO0068	RSPSI07_03292
XOO2004	RSPSI07_03482
XOO1398	RSPSI07_03292
XOO1156	RSPSI07_00487
XOO2486	RSPSI07_03637
XOO2009	RSPSI07_01556
XOO2009	RSPSI07_04704
XOO2009	RSPSI07_02634
XOO2009	RSPSI07_00278
XOO2009	RSPSI07_01455
XOO2009	RSPSI07_02408
XOO2009	RSPSI07_01418
XOO2009	RSPSI07_02429
XOO2009	RSPSI07_00766
XOO2009	RSPSI07_01531
XOO2009	RSPSI07_02860
XOO2009	RSPSI07_03244
XOO3575	RSPSI07_00452
XOO3576	RSPSI07_00451
XOO2007	RSPSI07_01556
XOO2007	RSPSI07_04704
XOO2007	RSPSI07_02634
XOO2007	RSPSI07_00278
XOO2007	RSPSI07_01455
XOO2007	RSPSI07_02408
XOO2007	RSPSI07_01418
XOO2007	RSPSI07_02429
XOO2007	RSPSI07_00766
XOO2007	RSPSI07_01531
XOO2007	RSPSI07_02860
XOO2007	RSPSI07_03244
XOO3577	RSPSI07_00450
XOO2006	RSPSI07_01556
XOO2006	RSPSI07_04704
XOO2006	RSPSI07_02634
XOO2006	RSPSI07_00278
XOO2006	RSPSI07_01455
XOO2006	RSPSI07_02408
XOO2006	RSPSI07_01418
XOO2006	RSPSI07_02429
XOO2006	RSPSI07_00766
XOO2006	RSPSI07_01531
XOO2006	RSPSI07_02860
XOO2006	RSPSI07_03244
XOO3578	RSPSI07_00449
XOO4408	RSPSI07_00523
XOO3560	RSPSI07_00468
XOO3561	RSPSI07_00467
XOO4893	RSPSI07_04705
XOO4893	RSPSI07_02633
XOO4893	RSPSI07_01555
XOO4893	RSPSI07_01417
XOO4893	RSPSI07_02407
XOO4893	RSPSI07_00277
XOO4893	RSPSI07_01454
XOO4893	RSPSI07_02861
XOO4893	RSPSI07_03245
XOO4893	RSPSI07_02430
XOO3562	RSPSI07_00464
XOO4410	RSPSI07_00822
XOO3563	RSPSI07_00463
XOO0054	RSPSI07_03292
XOO0296	RSPSI07_01556
XOO0296	RSPSI07_04704
XOO0296	RSPSI07_02634
XOO0296	RSPSI07_00278
XOO0296	RSPSI07_01455
XOO0296	RSPSI07_02408
XOO0296	RSPSI07_01418
XOO0296	RSPSI07_02429
XOO0296	RSPSI07_00766
XOO0296	RSPSI07_01531
XOO0296	RSPSI07_02860
XOO0296	RSPSI07_03244
XOO1143	RSPSI07_01206
XOO0295	RSPSI07_01556
XOO0295	RSPSI07_04704
XOO0295	RSPSI07_02634
XOO0295	RSPSI07_00278
XOO0295	RSPSI07_01455
XOO0295	RSPSI07_02408
XOO0295	RSPSI07_01418
XOO0295	RSPSI07_02429
XOO0295	RSPSI07_00766
XOO0295	RSPSI07_01531
XOO0295	RSPSI07_02860
XOO0295	RSPSI07_03244
XOO1384	RSPSI07_01556
XOO1384	RSPSI07_04704
XOO1384	RSPSI07_02634
XOO1384	RSPSI07_00278
XOO1384	RSPSI07_01455
XOO1384	RSPSI07_02408
XOO1384	RSPSI07_01418
XOO1384	RSPSI07_02429
XOO1384	RSPSI07_00766
XOO1384	RSPSI07_01531
XOO1384	RSPSI07_02860
XOO1384	RSPSI07_03244
XOO1141	RSPSI07_01205
XOO1140	RSPSI07_01204
XOO2236	RSPSI07_00863
XOO3568	RSPSI07_00459
XOO2477	RSPSI07_03292
XOO0299	RSPSI07_02894
XOO4416	RSPSI07_03085
XOO3569	RSPSI07_00457
XOO0057	RSPSI07_01695
XOO1145	RSPSI07_01210
XOO3329	RSPSI07_00725
XOO4895	RSPSI07_04705
XOO4895	RSPSI07_02633
XOO4895	RSPSI07_01555
XOO4895	RSPSI07_01417
XOO4895	RSPSI07_02407
XOO4895	RSPSI07_00277
XOO4895	RSPSI07_01454
XOO4895	RSPSI07_02861
XOO4895	RSPSI07_03245
XOO4895	RSPSI07_02430
XOO3322	RSPSI07_01170
XOO3564	RSPSI07_00462
XOO4896	RSPSI07_00458
XOO1149	RSPSI07_01212
XOO3566	RSPSI07_00461
XOO4897	RSPSI07_00440
XOO2237	RSPSI07_01629
XOO0059	RSPSI07_00533
XOO1148	RSPSI07_01211
XOO3567	RSPSI07_00460
XOO3791	RSPSI07_03122
XOO0281	RSPSI07_03353
XOO0280	RSPSI07_03613
XOO0280	RSPSI07_04107
XOO0280	RSPSI07_04572
XOO3552	RSPSI07_01556
XOO3552	RSPSI07_04704
XOO3552	RSPSI07_02634
XOO3552	RSPSI07_00278
XOO3552	RSPSI07_01455
XOO3552	RSPSI07_02408
XOO3552	RSPSI07_01418
XOO3552	RSPSI07_02429
XOO3552	RSPSI07_00766
XOO3552	RSPSI07_01531
XOO3552	RSPSI07_02860
XOO3552	RSPSI07_03244
XOO2463	RSPSI07_01500
XOO0043	RSPSI07_00655
XOO2462	RSPSI07_01499
XOO2461	RSPSI07_01499
XOO0283	RSPSI07_03353
XOO0282	RSPSI07_03353
XOO1378	RSPSI07_03292
XOO1136	RSPSI07_03482
XOO3315	RSPSI07_01168
XOO2225	RSPSI07_01634
XOO3557	RSPSI07_00471
XOO3316	RSPSI07_01169
XOO3558	RSPSI07_00470
XOO0288	RSPSI07_04415
XOO2465	RSPSI07_01502
XOO4406	RSPSI07_00525
XOO3559	RSPSI07_00469
XOO2223	RSPSI07_01669
XOO1375	RSPSI07_03482
XOO2464	RSPSI07_01501
XOO1133	RSPSI07_02756
XOO4407	RSPSI07_00524
XOO0286	RSPSI07_03027
XOO4400	RSPSI07_00336
XOO2229	RSPSI07_02069
XOO3795	RSPSI07_04584
XOO3554	RSPSI07_03482
XOO4401	RSPSI07_04209
XOO4401	RSPSI07_04126
XOO2227	RSPSI07_03209
XOO1379	RSPSI07_03987
XOO1379	RSPSI07_04177
XOO3798	RSPSI07_03156
XOO2209	RSPSI07_02354
XOO1119	RSPSI07_01556
XOO1119	RSPSI07_04704
XOO1119	RSPSI07_02634
XOO1119	RSPSI07_00278
XOO1119	RSPSI07_01455
XOO1119	RSPSI07_02408
XOO1119	RSPSI07_01418
XOO1119	RSPSI07_02429
XOO1119	RSPSI07_00766
XOO1119	RSPSI07_01531
XOO1119	RSPSI07_02860
XOO1119	RSPSI07_03244
XOO2208	RSPSI07_01827
XOO4628	RSPSI07_02765
XOO2692	RSPSI07_03292
XOO2452	RSPSI07_00596
XOO1362	RSPSI07_04614
XOO0030	RSPSI07_03292
XOO1361	RSPSI07_01556
XOO1361	RSPSI07_04704
XOO1361	RSPSI07_02634
XOO1361	RSPSI07_00278
XOO1361	RSPSI07_01455
XOO1361	RSPSI07_02408
XOO1361	RSPSI07_01418
XOO1361	RSPSI07_02429
XOO1361	RSPSI07_00766
XOO1361	RSPSI07_01531
XOO1361	RSPSI07_02860
XOO1361	RSPSI07_03244
XOO1360	RSPSI07_03610
XOO2699	RSPSI07_04015
XOO2699	RSPSI07_04016
XOO1367	RSPSI07_01900
XOO3304	RSPSI07_02352
XOO1125	RSPSI07_00855
XOO1124	RSPSI07_02592
XOO3547	RSPSI07_00139
XOO3305	RSPSI07_00806
XOO2454	RSPSI07_02301
XOO2212	RSPSI07_01853
XOO2211	RSPSI07_01852
XOO2218	RSPSI07_01578
XOO2459	RSPSI07_03482
XOO3785	RSPSI07_02294
XOO1128	RSPSI07_01007
XOO2696	RSPSI07_03349
XOO1127	RSPSI07_02051
XOO2215	RSPSI07_03292
XOO4634	RSPSI07_03250
XOO3303	RSPSI07_02351
XOO3787	RSPSI07_02759
XOO4220	RSPSI07_00896
XOO4220	RSPSI07_02663
XOO1194	RSPSI07_04329
XOO3373	RSPSI07_02556
XOO2041	RSPSI07_01277
XOO4463	RSPSI07_04535
XOO4463	RSPSI07_03884
XOO4463	RSPSI07_03662
XOO2040	RSPSI07_00158
XOO4222	RSPSI07_03482
XOO2044	RSPSI07_02004
XOO2043	RSPSI07_02003
XOO1196	RSPSI07_01514
XOO2284	RSPSI07_03292
XOO3372	RSPSI07_03146
XOO2042	RSPSI07_02002
XOO2048	RSPSI07_00749
XOO4229	RSPSI07_02560
XOO2289	RSPSI07_03292
XOO2046	RSPSI07_02141
XOO4466	RSPSI07_03048
XOO4225	RSPSI07_03482
XOO3136	RSPSI07_03962
XOO4227	RSPSI07_01232
XOO0090	RSPSI07_04004
XOO2030	RSPSI07_00825
XOO0094	RSPSI07_04009
XOO2271	RSPSI07_03482
XOO0093	RSPSI07_04007
XOO0091	RSPSI07_04005
XOO2032	RSPSI07_00829
XOO0096	RSPSI07_00570
XOO2031	RSPSI07_00828
XOO2277	RSPSI07_03482
XOO1188	RSPSI07_00034
XOO3366	RSPSI07_01556
XOO3366	RSPSI07_04704
XOO3366	RSPSI07_02634
XOO3366	RSPSI07_00278
XOO3366	RSPSI07_01455
XOO3366	RSPSI07_02408
XOO3366	RSPSI07_01418
XOO3366	RSPSI07_02429
XOO3366	RSPSI07_00766
XOO3366	RSPSI07_01531
XOO3366	RSPSI07_02860
XOO3366	RSPSI07_03244
XOO4455	RSPSI07_04301
XOO4456	RSPSI07_04302
XOO3351	RSPSI07_03292
XOO2261	RSPSI07_00518
XOO3593	RSPSI07_00427
XOO3352	RSPSI07_03292
XOO3594	RSPSI07_00426
XOO0081	RSPSI07_03995
XOO4443	RSPSI07_03482
XOO3596	RSPSI07_00425
XOO0080	RSPSI07_03994
XOO4201	RSPSI07_01238
XOO1176	RSPSI07_00719
XOO2023	RSPSI07_01849
XOO3590	RSPSI07_00430
XOO0086	RSPSI07_04000
XOO3591	RSPSI07_00429
XOO0085	RSPSI07_03999
XOO3350	RSPSI07_03292
XOO2262	RSPSI07_00519
XOO3592	RSPSI07_00428
XOO0084	RSPSI07_03998
XOO2269	RSPSI07_03482
XOO3359	RSPSI07_03482
XOO4206	RSPSI07_02936
XOO2027	RSPSI07_00722
XOO2025	RSPSI07_01847
XOO0088	RSPSI07_04002
XOO4202	RSPSI07_01237
XOO4202	RSPSI07_02963
XOO4202	RSPSI07_03263
XOO3597	RSPSI07_00424
XOO4445	RSPSI07_03940
XOO3599	RSPSI07_00421
XOO3599	RSPSI07_00442
XOO2029	RSPSI07_00816
XOO2028	RSPSI07_00814
XOO0072	RSPSI07_03292
XOO3582	RSPSI07_00445
XOO0071	RSPSI07_03292
XOO4430	RSPSI07_04514
XOO3584	RSPSI07_00444
XOO3585	RSPSI07_00443
XOO2495	RSPSI07_03292
XOO0075	RSPSI07_03988
XOO2252	RSPSI07_01424
XOO3580	RSPSI07_00447
XOO3581	RSPSI07_00446
XOO2258	RSPSI07_00514
XOO3349	RSPSI07_03439
XOO2256	RSPSI07_00512
XOO3102	RSPSI07_00995
XOO3587	RSPSI07_00421
XOO3587	RSPSI07_00442
XOO2019	RSPSI07_02796
XOO3588	RSPSI07_03930
XOO3588	RSPSI07_00441
XOO3347	RSPSI07_03482
XOO2017	RSPSI07_01142
XOO3589	RSPSI07_00439
XOO2080	RSPSI07_02055
XOO2085	RSPSI07_03292
XOO2084	RSPSI07_02054
XOO4267	RSPSI07_03755
XOO4267	RSPSI07_02302
