XOO1903	RSK60_00231
XOO4723	RSK60_04082
XOO0365	RSK60_03257
XOO0365	RSK60_03260
XOO2546	RSK60_02887
XOO1696	RSK60_03421
XOO1211	RSK60_04952
XOO1211	RSK60_00751
XOO0364	RSK60_03257
XOO0364	RSK60_03260
XOO2547	RSK60_02886
XOO1695	RSK60_03414
XOO0363	RSK60_03257
XOO0363	RSK60_03260
XOO2548	RSK60_02880
XOO1694	RSK60_03413
XOO2542	RSK60_02890
XOO0368	RSK60_01291
XOO0368	RSK60_02054
XOO0368	RSK60_02463
XOO0368	RSK60_00841
XOO0368	RSK60_01155
XOO0368	RSK60_03338
XOO0368	RSK60_04184
XOO3874	RSK60_01291
XOO3874	RSK60_02054
XOO3874	RSK60_02463
XOO3874	RSK60_00841
XOO3874	RSK60_01155
XOO3874	RSK60_03338
XOO3874	RSK60_04184
XOO1215	RSK60_01996
XOO1215	RSK60_04172
XOO1699	RSK60_03419
XOO0367	RSK60_01291
XOO0367	RSK60_02054
XOO0367	RSK60_02463
XOO0367	RSK60_00841
XOO0367	RSK60_01155
XOO0367	RSK60_03338
XOO0367	RSK60_04184
XOO2527	RSK60_01735
XOO2527	RSK60_04056
XOO2527	RSK60_00842
XOO2527	RSK60_03731
XOO2527	RSK60_05087
XOO3858	RSK60_00956
XOO4707	RSK60_04082
XOO2529	RSK60_00454
XOO3860	RSK60_00955
XOO0350	RSK60_01236
XOO0355	RSK60_02195
XOO0355	RSK60_04251
XOO0355	RSK60_04250
XOO4712	RSK60_02496
XOO2534	RSK60_00461
XOO1202	RSK60_02275
XOO0354	RSK60_02195
XOO0354	RSK60_04251
XOO0354	RSK60_04250
XOO4713	RSK60_04701
XOO4713	RSK60_01450
XOO2535	RSK60_00462
XOO3866	RSK60_01075
XOO1685	RSK60_03401
XOO0353	RSK60_02195
XOO0353	RSK60_04251
XOO0353	RSK60_04250
XOO3867	RSK60_01074
XOO2536	RSK60_01152
XOO2537	RSK60_01223
XOO0358	RSK60_03014
XOO1689	RSK60_03409
XOO1204	RSK60_03014
XOO3863	RSK60_02340
XOO1688	RSK60_03406
XOO1203	RSK60_02512
XOO4784	RSK60_04770
XOO2122	RSK60_04952
XOO2122	RSK60_00751
XOO1274	RSK60_04697
XOO1273	RSK60_04698
XOO1278	RSK60_01396
XOO1277	RSK60_01395
XOO2124	RSK60_04751
XOO4308	RSK60_01735
XOO4308	RSK60_04056
XOO4308	RSK60_00842
XOO4308	RSK60_03731
XOO4308	RSK60_05087
XOO2123	RSK60_04752
XOO2129	RSK60_05089
XOO2129	RSK60_03271
XOO4302	RSK60_00485
XOO4787	RSK60_02497
XOO4303	RSK60_00486
XOO4304	RSK60_03257
XOO4304	RSK60_03260
XOO4770	RSK60_01291
XOO4770	RSK60_02054
XOO4770	RSK60_02463
XOO4770	RSK60_00841
XOO4770	RSK60_01155
XOO4770	RSK60_03338
XOO4770	RSK60_04184
XOO3441	RSK60_04300
XOO3442	RSK60_00362
XOO2111	RSK60_01291
XOO2111	RSK60_02054
XOO2111	RSK60_02463
XOO2111	RSK60_00841
XOO2111	RSK60_01155
XOO2111	RSK60_03338
XOO2111	RSK60_04184
XOO1264	RSK60_02730
XOO2113	RSK60_03257
XOO2113	RSK60_03260
XOO2112	RSK60_02195
XOO2112	RSK60_04251
XOO2112	RSK60_04250
XOO2119	RSK60_01291
XOO2119	RSK60_02054
XOO2119	RSK60_02463
XOO2119	RSK60_00841
XOO2119	RSK60_01155
XOO2119	RSK60_03338
XOO2119	RSK60_04184
XOO4776	RSK60_00295
XOO4777	RSK60_04082
XOO2116	RSK60_02891
XOO2583	RSK60_03944
XOO3431	RSK60_02195
XOO3431	RSK60_04251
XOO3431	RSK60_04250
XOO1250	RSK60_04788
XOO4769	RSK60_01291
XOO4769	RSK60_02054
XOO4769	RSK60_02463
XOO4769	RSK60_00841
XOO4769	RSK60_01155
XOO4769	RSK60_03338
XOO4769	RSK60_04184
XOO2101	RSK60_01291
XOO2101	RSK60_02054
XOO2101	RSK60_02463
XOO2101	RSK60_00841
XOO2101	RSK60_01155
XOO2101	RSK60_03338
XOO2101	RSK60_04184
XOO3439	RSK60_04302
XOO3432	RSK60_02195
XOO3432	RSK60_04251
XOO3432	RSK60_04250
XOO2108	RSK60_04893
XOO2108	RSK60_00234
XOO2108	RSK60_03712
XOO2108	RSK60_00848
XOO2586	RSK60_04354
XOO2586	RSK60_04684
XOO2586	RSK60_04649
XOO2106	RSK60_01291
XOO2106	RSK60_02054
XOO2106	RSK60_02463
XOO2106	RSK60_00841
XOO2106	RSK60_01155
XOO2106	RSK60_03338
XOO2106	RSK60_04184
XOO2587	RSK60_03610
XOO2587	RSK60_05130
XOO2570	RSK60_03902
XOO2572	RSK60_03904
XOO0395	RSK60_03014
XOO1242	RSK60_01875
XOO4757	RSK60_04082
XOO1245	RSK60_04191
XOO1244	RSK60_02272
XOO0397	RSK60_03155
XOO1243	RSK60_02273
XOO4752	RSK60_02288
XOO2574	RSK60_03905
XOO4753	RSK60_01735
XOO4753	RSK60_04056
XOO4753	RSK60_00842
XOO4753	RSK60_03731
XOO4753	RSK60_05087
XOO2575	RSK60_03906
XOO3423	RSK60_05025
XOO4754	RSK60_00822
XOO4754	RSK60_00844
XOO4754	RSK60_04079
XOO4754	RSK60_03334
XOO4754	RSK60_04590
XOO2577	RSK60_03908
XOO3424	RSK60_04570
XOO2162	RSK60_00382
XOO4341	RSK60_04663
XOO3494	RSK60_04238
XOO4342	RSK60_03251
XOO3495	RSK60_04237
XOO2161	RSK60_00381
XOO3496	RSK60_04237
XOO3497	RSK60_04237
XOO3490	RSK60_04237
XOO2165	RSK60_00705
XOO2163	RSK60_02831
XOO3018	RSK60_04320
XOO3018	RSK60_01710
XOO4349	RSK60_02167
XOO4346	RSK60_00990
XOO3499	RSK60_03750
XOO3016	RSK60_04320
XOO3016	RSK60_01710
XOO3017	RSK60_02195
XOO3017	RSK60_04251
XOO3017	RSK60_04250
XOO3483	RSK60_04240
XOO3484	RSK60_04239
XOO3485	RSK60_04238
XOO3486	RSK60_04237
XOO3480	RSK60_04243
XOO3481	RSK60_04242
XOO3482	RSK60_04241
XOO2156	RSK60_03164
XOO3488	RSK60_04237
XOO2140	RSK60_03394
XOO3473	RSK60_04249
XOO4320	RSK60_01264
XOO3474	RSK60_04249
XOO1290	RSK60_02289
XOO3475	RSK60_04248
XOO1297	RSK60_02636
XOO3470	RSK60_04249
XOO1294	RSK60_02766
XOO3471	RSK60_04249
XOO2141	RSK60_03394
XOO4328	RSK60_04101
XOO4328	RSK60_04346
XOO2146	RSK60_03257
XOO2146	RSK60_03260
XOO3476	RSK60_04247
XOO4324	RSK60_01266
XOO3477	RSK60_04246
XOO3478	RSK60_04245
XOO3479	RSK60_04244
XOO4309	RSK60_01735
XOO4309	RSK60_04056
XOO4309	RSK60_00842
XOO4309	RSK60_03731
XOO4309	RSK60_05087
XOO1282	RSK60_01335
XOO1281	RSK60_01336
XOO4310	RSK60_01735
XOO4310	RSK60_04056
XOO4310	RSK60_00842
XOO4310	RSK60_03731
XOO4310	RSK60_05087
XOO1280	RSK60_01338
XOO4311	RSK60_01735
XOO4311	RSK60_04056
XOO4311	RSK60_00842
XOO4311	RSK60_03731
XOO4311	RSK60_05087
XOO2132	RSK60_01291
XOO2132	RSK60_02054
XOO2132	RSK60_02463
XOO2132	RSK60_00841
XOO2132	RSK60_01155
XOO2132	RSK60_03338
XOO2132	RSK60_04184
XOO1285	RSK60_01332
XOO1284	RSK60_01333
XOO2130	RSK60_02195
XOO2130	RSK60_04251
XOO2130	RSK60_04250
XOO1283	RSK60_01334
XOO1289	RSK60_01328
XOO1288	RSK60_01329
XOO4312	RSK60_01273
XOO3466	RSK60_04249
XOO4798	RSK60_01291
XOO4798	RSK60_02054
XOO4798	RSK60_02463
XOO4798	RSK60_00841
XOO4798	RSK60_01155
XOO4798	RSK60_03338
XOO4798	RSK60_04184
XOO4799	RSK60_04082
XOO3054	RSK60_04952
XOO3054	RSK60_00751
XOO3051	RSK60_04243
XOO2191	RSK60_02195
XOO2191	RSK60_04251
XOO2191	RSK60_04250
XOO2190	RSK60_02195
XOO2190	RSK60_04251
XOO2190	RSK60_04250
XOO2195	RSK60_00238
XOO2194	RSK60_00240
XOO2193	RSK60_03449
XOO3045	RSK60_04248
XOO4377	RSK60_01482
XOO4370	RSK60_03257
XOO4370	RSK60_03260
XOO4378	RSK60_01478
XOO4379	RSK60_01467
XOO2180	RSK60_00796
XOO4363	RSK60_03065
XOO4365	RSK60_03069
XOO4366	RSK60_01291
XOO4366	RSK60_02054
XOO4366	RSK60_02463
XOO4366	RSK60_00841
XOO4366	RSK60_01155
XOO4366	RSK60_03338
XOO4366	RSK60_04184
XOO2181	RSK60_00795
XOO2188	RSK60_02138
XOO2186	RSK60_03624
XOO2186	RSK60_02957
XOO4368	RSK60_03257
XOO4368	RSK60_03260
XOO4369	RSK60_03257
XOO4369	RSK60_03260
XOO2179	RSK60_00797
XOO3026	RSK60_04082
XOO3027	RSK60_03257
XOO3027	RSK60_03260
XOO4359	RSK60_01735
XOO4359	RSK60_04056
XOO4359	RSK60_00842
XOO4359	RSK60_03731
XOO4359	RSK60_05087
XOO0933	RSK60_02089
XOO0937	RSK60_03189
XOO0936	RSK60_03188
XOO4062	RSK60_04308
XOO0941	RSK60_03106
XOO0940	RSK60_03190
XOO0922	RSK60_01117
XOO0928	RSK60_00995
XOO0926	RSK60_00999
XOO0929	RSK60_04890
XOO4057	RSK60_04893
XOO4057	RSK60_00234
XOO4057	RSK60_03712
XOO4057	RSK60_00848
XOO4051	RSK60_02646
XOO4052	RSK60_02375
XOO4054	RSK60_01109
XOO0911	RSK60_01024
XOO0915	RSK60_00447
XOO0914	RSK60_00449
XOO3191	RSK60_03257
XOO3191	RSK60_03260
XOO0919	RSK60_02195
XOO0919	RSK60_04251
XOO0919	RSK60_04250
XOO0918	RSK60_02195
XOO0918	RSK60_04251
XOO0918	RSK60_04250
XOO3192	RSK60_02195
XOO3192	RSK60_04251
XOO3192	RSK60_04250
XOO3198	RSK60_04952
XOO3198	RSK60_00751
XOO4047	RSK60_03257
XOO4047	RSK60_03260
XOO3193	RSK60_00708
XOO3195	RSK60_01128
XOO3195	RSK60_01127
XOO4049	RSK60_02373
XOO0905	RSK60_01291
XOO0905	RSK60_02054
XOO0905	RSK60_02463
XOO0905	RSK60_00841
XOO0905	RSK60_01155
XOO0905	RSK60_03338
XOO0905	RSK60_04184
XOO0904	RSK60_01291
XOO0904	RSK60_02054
XOO0904	RSK60_02463
XOO0904	RSK60_00841
XOO0904	RSK60_01155
XOO0904	RSK60_03338
XOO0904	RSK60_04184
XOO3180	RSK60_03371
XOO0908	RSK60_02419
XOO3181	RSK60_03370
XOO3186	RSK60_03365
XOO4034	RSK60_04458
XOO3187	RSK60_03364
XOO4035	RSK60_04080
XOO3189	RSK60_03257
XOO3189	RSK60_03260
XOO4036	RSK60_00869
XOO3182	RSK60_03369
XOO3183	RSK60_03368
XOO4030	RSK60_03824
XOO3184	RSK60_03367
XOO3185	RSK60_03366
XOO1825	RSK60_02542
XOO0978	RSK60_01087
XOO1829	RSK60_02158
XOO0982	RSK60_02195
XOO0982	RSK60_04251
XOO0982	RSK60_04250
XOO0981	RSK60_03257
XOO0981	RSK60_03260
XOO0980	RSK60_02195
XOO0980	RSK60_04251
XOO0980	RSK60_04250
XOO1833	RSK60_00843
XOO1833	RSK60_04078
XOO1833	RSK60_03333
XOO1833	RSK60_04591
XOO0985	RSK60_02195
XOO0985	RSK60_04251
XOO0985	RSK60_04250
XOO1830	RSK60_04952
XOO1830	RSK60_00751
XOO0968	RSK60_01996
XOO0968	RSK60_04172
XOO1815	RSK60_03600
XOO1815	RSK60_05120
XOO0967	RSK60_01291
XOO0967	RSK60_02054
XOO0967	RSK60_02463
XOO0967	RSK60_00841
XOO0967	RSK60_01155
XOO0967	RSK60_03338
XOO0967	RSK60_04184
XOO0971	RSK60_03180
XOO1821	RSK60_01889
XOO0973	RSK60_00369
XOO0972	RSK60_00516
XOO0972	RSK60_00515
XOO1804	RSK60_03692
XOO4081	RSK60_00141
XOO1809	RSK60_01045
XOO1811	RSK60_03388
XOO1811	RSK60_04465
XOO0964	RSK60_02491
XOO0963	RSK60_02677
XOO0961	RSK60_01291
XOO0961	RSK60_02054
XOO0961	RSK60_02463
XOO0961	RSK60_00841
XOO0961	RSK60_01155
XOO0961	RSK60_03338
XOO0961	RSK60_04184
XOO0946	RSK60_03103
XOO0945	RSK60_03101
XOO0947	RSK60_01610
XOO4070	RSK60_04205
XOO4071	RSK60_02130
XOO4077	RSK60_00140
XOO4078	RSK60_00141
XOO4075	RSK60_00927
XOO1800	RSK60_04797
XOO0952	RSK60_02879
XOO0539	RSK60_01191
XOO2718	RSK60_00095
XOO0537	RSK60_03005
XOO1867	RSK60_00652
XOO2715	RSK60_00743
XOO2717	RSK60_01324
XOO2722	RSK60_04883
XOO2723	RSK60_00905
XOO1870	RSK60_04562
XOO1870	RSK60_03620
XOO1870	RSK60_02753
XOO1870	RSK60_05140
XOO2724	RSK60_02976
XOO1859	RSK60_00464
XOO2708	RSK60_04316
XOO0525	RSK60_01202
XOO1856	RSK60_00656
XOO2710	RSK60_00519
XOO2711	RSK60_00520
XOO0530	RSK60_03349
XOO2712	RSK60_02684
XOO2713	RSK60_02506
XOO1865	RSK60_02278
XOO1863	RSK60_02195
XOO1863	RSK60_04251
XOO1863	RSK60_04250
XOO0532	RSK60_00192
XOO0517	RSK60_03257
XOO0517	RSK60_03260
XOO1848	RSK60_02382
XOO0516	RSK60_03257
XOO0516	RSK60_03260
XOO0999	RSK60_03257
XOO0999	RSK60_03260
XOO1846	RSK60_04143
XOO0998	RSK60_03257
XOO0998	RSK60_03260
XOO0514	RSK60_01200
XOO1845	RSK60_04141
XOO1849	RSK60_00665
XOO1851	RSK60_00662
XOO2701	RSK60_00808
XOO2702	RSK60_00807
XOO1855	RSK60_00657
XOO1853	RSK60_00659
XOO1852	RSK60_00660
XOO0521	RSK60_02752
XOO0505	RSK60_01851
XOO0988	RSK60_02195
XOO0988	RSK60_04251
XOO0988	RSK60_04250
XOO0504	RSK60_01852
XOO0987	RSK60_03257
XOO0987	RSK60_03260
XOO0509	RSK60_01583
XOO0508	RSK60_01584
XOO0997	RSK60_01291
XOO0997	RSK60_02054
XOO0997	RSK60_02463
XOO0997	RSK60_00841
XOO0997	RSK60_01155
XOO0997	RSK60_03338
XOO0997	RSK60_04184
XOO1844	RSK60_04142
XOO0996	RSK60_01291
XOO0996	RSK60_02054
XOO0996	RSK60_02463
XOO0996	RSK60_00841
XOO0996	RSK60_01155
XOO0996	RSK60_03338
XOO0996	RSK60_04184
XOO1843	RSK60_04147
XOO1843	RSK60_01472
XOO0512	RSK60_01201
XOO0995	RSK60_02195
XOO0995	RSK60_04251
XOO0995	RSK60_04250
XOO1842	RSK60_04145
XOO0994	RSK60_02195
XOO0994	RSK60_04251
XOO0994	RSK60_04250
XOO1841	RSK60_04394
XOO1427	RSK60_01015
XOO2758	RSK60_02319
XOO4937	RSK60_04082
XOO2759	RSK60_02318
XOO3607	RSK60_02353
XOO4939	RSK60_03064
XOO3608	RSK60_02352
XOO2760	RSK60_02317
XOO0102	RSK60_01735
XOO0102	RSK60_04056
XOO0102	RSK60_00842
XOO0102	RSK60_03731
XOO0102	RSK60_05087
XOO0586	RSK60_01647
XOO2765	RSK60_01072
XOO2765	RSK60_02695
XOO0101	RSK60_01735
XOO0101	RSK60_04056
XOO0101	RSK60_00842
XOO0101	RSK60_03731
XOO0101	RSK60_05087
XOO3613	RSK60_01517
XOO3613	RSK60_01805
XOO0585	RSK60_01649
XOO2766	RSK60_01159
XOO0100	RSK60_01735
XOO0100	RSK60_04056
XOO0100	RSK60_00842
XOO0100	RSK60_03731
XOO0100	RSK60_05087
XOO3614	RSK60_04461
XOO2767	RSK60_01160
XOO0583	RSK60_01651
XOO0106	RSK60_03014
XOO2761	RSK60_02316
XOO4940	RSK60_01291
XOO4940	RSK60_02054
XOO4940	RSK60_02463
XOO4940	RSK60_00841
XOO4940	RSK60_01155
XOO4940	RSK60_03338
XOO4940	RSK60_04184
XOO2762	RSK60_02315
XOO2763	RSK60_02917
XOO2763	RSK60_00739
XOO0587	RSK60_01644
XOO4929	RSK60_01712
XOO1419	RSK60_02578
XOO1418	RSK60_02577
XOO1417	RSK60_02576
XOO1416	RSK60_02575
XOO2748	RSK60_01291
XOO2748	RSK60_02054
XOO2748	RSK60_02463
XOO2748	RSK60_00841
XOO2748	RSK60_01155
XOO2748	RSK60_03338
XOO2748	RSK60_04184
XOO4927	RSK60_04082
XOO3601	RSK60_01349
XOO3602	RSK60_01348
XOO3603	RSK60_01347
XOO3604	RSK60_01345
XOO1426	RSK60_01017
XOO1425	RSK60_01018
XOO3600	RSK60_02355
XOO1423	RSK60_04176
XOO1407	RSK60_01815
XOO0558	RSK60_02487
XOO2736	RSK60_02671
XOO2737	RSK60_02683
XOO1891	RSK60_01291
XOO1891	RSK60_02054
XOO1891	RSK60_02463
XOO1891	RSK60_00841
XOO1891	RSK60_01155
XOO1891	RSK60_03338
XOO1891	RSK60_04184
XOO0564	RSK60_01291
XOO0564	RSK60_02054
XOO0564	RSK60_02463
XOO0564	RSK60_00841
XOO0564	RSK60_01155
XOO0564	RSK60_03338
XOO0564	RSK60_04184
XOO2744	RSK60_02022
XOO2744	RSK60_03894
XOO2744	RSK60_04621
XOO2744	RSK60_03649
XOO2745	RSK60_03257
XOO2745	RSK60_03260
XOO0562	RSK60_02250
XOO1415	RSK60_01291
XOO1415	RSK60_02054
XOO1415	RSK60_02463
XOO1415	RSK60_00841
XOO1415	RSK60_01155
XOO1415	RSK60_03338
XOO1415	RSK60_04184
XOO0567	RSK60_01876
XOO1898	RSK60_04803
XOO2729	RSK60_03494
XOO1879	RSK60_04970
XOO1879	RSK60_03960
XOO1879	RSK60_03957
XOO0548	RSK60_01190
XOO0547	RSK60_01291
XOO0547	RSK60_02054
XOO0547	RSK60_02463
XOO0547	RSK60_00841
XOO0547	RSK60_01155
XOO0547	RSK60_03338
XOO0547	RSK60_04184
XOO2727	RSK60_02985
XOO2728	RSK60_02685
XOO2732	RSK60_02648
XOO2733	RSK60_02673
XOO0552	RSK60_02485
XOO4912	RSK60_04082
XOO2734	RSK60_02672
XOO1881	RSK60_01470
XOO2735	RSK60_00057
XOO0556	RSK60_02486
XOO2680	RSK60_04674
XOO2682	RSK60_01673
XOO1352	RSK60_02823
XOO0020	RSK60_04952
XOO0020	RSK60_00751
XOO1351	RSK60_02821
XOO1350	RSK60_02827
XOO2202	RSK60_00573
XOO1354	RSK60_03981
XOO2201	RSK60_03676
XOO2200	RSK60_00572
XOO2684	RSK60_02422
XOO3531	RSK60_01810
XOO3532	RSK60_01809
XOO2685	RSK60_02106
XOO2686	RSK60_03014
XOO2205	RSK60_04030
XOO0009	RSK60_03213
XOO1339	RSK60_03257
XOO1339	RSK60_03260
XOO4848	RSK60_02535
XOO3517	RSK60_04257
XOO3518	RSK60_04260
XOO2671	RSK60_00721
XOO1341	RSK60_04082
XOO0494	RSK60_01454
XOO0010	RSK60_03212
XOO1340	RSK60_03257
XOO1340	RSK60_03260
XOO0491	RSK60_00954
XOO0498	RSK60_01001
XOO3524	RSK60_02642
XOO0497	RSK60_02756
XOO2678	RSK60_00513
XOO0496	RSK60_02758
XOO3527	RSK60_04354
XOO3527	RSK60_04684
XOO3527	RSK60_04649
XOO0495	RSK60_02776
XOO1349	RSK60_04108
XOO2674	RSK60_02786
XOO0016	RSK60_00709
XOO1346	RSK60_01291
XOO1346	RSK60_02054
XOO1346	RSK60_02463
XOO1346	RSK60_00841
XOO1346	RSK60_01155
XOO1346	RSK60_03338
XOO1346	RSK60_04184
XOO0015	RSK60_03058
XOO1329	RSK60_03739
XOO1328	RSK60_00769
XOO3992	RSK60_01677
XOO0483	RSK60_00232
XOO1330	RSK60_02618
XOO0481	RSK60_02947
XOO2666	RSK60_02439
XOO3997	RSK60_01586
XOO1333	RSK60_01291
XOO1333	RSK60_02054
XOO1333	RSK60_02463
XOO1333	RSK60_00841
XOO1333	RSK60_01155
XOO1333	RSK60_03338
XOO1333	RSK60_04184
XOO0486	RSK60_02951
XOO0002	RSK60_01725
XOO3514	RSK60_04254
XOO0485	RSK60_02950
XOO0001	RSK60_01724
XOO3515	RSK60_04255
XOO1331	RSK60_01291
XOO1331	RSK60_02054
XOO1331	RSK60_02463
XOO1331	RSK60_00841
XOO1331	RSK60_01155
XOO1331	RSK60_03338
XOO1331	RSK60_04184
XOO0484	RSK60_02948
XOO3516	RSK60_04256
XOO3993	RSK60_01676
XOO3994	RSK60_01667
XOO1337	RSK60_00330
XOO4842	RSK60_01291
XOO4842	RSK60_02054
XOO4842	RSK60_02463
XOO4842	RSK60_00841
XOO4842	RSK60_01155
XOO4842	RSK60_03338
XOO4842	RSK60_04184
XOO2665	RSK60_02520
XOO0488	RSK60_02944
XOO0004	RSK60_01726
XOO1335	RSK60_02166
XOO2649	RSK60_01291
XOO2649	RSK60_02054
XOO2649	RSK60_02463
XOO2649	RSK60_00841
XOO2649	RSK60_01155
XOO2649	RSK60_03338
XOO2649	RSK60_04184
XOO4828	RSK60_04082
XOO2650	RSK60_04952
XOO2650	RSK60_00751
XOO0472	RSK60_04429
XOO1323	RSK60_03871
XOO3987	RSK60_01239
XOO1321	RSK60_02447
XOO2658	RSK60_04952
XOO2658	RSK60_00751
XOO3982	RSK60_03388
XOO3982	RSK60_04465
XOO1327	RSK60_00770
XOO2652	RSK60_01291
XOO2652	RSK60_02054
XOO2652	RSK60_02463
XOO2652	RSK60_00841
XOO2652	RSK60_01155
XOO2652	RSK60_03338
XOO2652	RSK60_04184
XOO0478	RSK60_03257
XOO0478	RSK60_03260
XOO1325	RSK60_00772
XOO1392	RSK60_03257
XOO1392	RSK60_03260
XOO3571	RSK60_02233
XOO1390	RSK60_03347
XOO3573	RSK60_02232
XOO3574	RSK60_02231
XOO1396	RSK60_03257
XOO1396	RSK60_03260
XOO1394	RSK60_03257
XOO1394	RSK60_03260
XOO2240	RSK60_01564
XOO2240	RSK60_05030
XOO3570	RSK60_02234
XOO0069	RSK60_01291
XOO0069	RSK60_02054
XOO0069	RSK60_02463
XOO0069	RSK60_00841
XOO0069	RSK60_01155
XOO0069	RSK60_03338
XOO0069	RSK60_04184
XOO3579	RSK60_02226
XOO0068	RSK60_04952
XOO0068	RSK60_00751
XOO1399	RSK60_04948
XOO1398	RSK60_04952
XOO1398	RSK60_00751
XOO1397	RSK60_01291
XOO1397	RSK60_02054
XOO1397	RSK60_02463
XOO1397	RSK60_00841
XOO1397	RSK60_01155
XOO1397	RSK60_03338
XOO1397	RSK60_04184
XOO0066	RSK60_05012
XOO3575	RSK60_02230
XOO3576	RSK60_02229
XOO3577	RSK60_02228
XOO3578	RSK60_02227
XOO4408	RSK60_02302
XOO3560	RSK60_02246
XOO3561	RSK60_02245
XOO4893	RSK60_04082
XOO3562	RSK60_02242
XOO4410	RSK60_02617
XOO3563	RSK60_02241
XOO0054	RSK60_04952
XOO0054	RSK60_00751
XOO1385	RSK60_02195
XOO1385	RSK60_04251
XOO1385	RSK60_04250
XOO1384	RSK60_03257
XOO1384	RSK60_03260
XOO1383	RSK60_02195
XOO1383	RSK60_04251
XOO1383	RSK60_04250
XOO2236	RSK60_02662
XOO3568	RSK60_02237
XOO4416	RSK60_01552
XOO3569	RSK60_02235
XOO0057	RSK60_00071
XOO4895	RSK60_04082
XOO3564	RSK60_02240
XOO4896	RSK60_02236
XOO3566	RSK60_02239
XOO4897	RSK60_02218
XOO2237	RSK60_03478
XOO0059	RSK60_02312
XOO3567	RSK60_02238
XOO3552	RSK60_03257
XOO3552	RSK60_03260
XOO0043	RSK60_02441
XOO1372	RSK60_02195
XOO1372	RSK60_04251
XOO1372	RSK60_04250
XOO1378	RSK60_04952
XOO1378	RSK60_00751
XOO2225	RSK60_03483
XOO3557	RSK60_02249
XOO3558	RSK60_02248
XOO4406	RSK60_02304
XOO3559	RSK60_02247
XOO2223	RSK60_00044
XOO1375	RSK60_03014
XOO4407	RSK60_02303
XOO4400	RSK60_02117
XOO2229	RSK60_00458
XOO3554	RSK60_03014
XOO4401	RSK60_04455
XOO0049	RSK60_01735
XOO0049	RSK60_04056
XOO0049	RSK60_00842
XOO0049	RSK60_03731
XOO0049	RSK60_05087
XOO2227	RSK60_01679
XOO2226	RSK60_01735
XOO2226	RSK60_04056
XOO2226	RSK60_00842
XOO2226	RSK60_03731
XOO2226	RSK60_05087
XOO3556	RSK60_01735
XOO3556	RSK60_04056
XOO3556	RSK60_00842
XOO3556	RSK60_03731
XOO3556	RSK60_05087
XOO1379	RSK60_04497
XOO1379	RSK60_04355
XOO2209	RSK60_00763
XOO2208	RSK60_00223
XOO2691	RSK60_01291
XOO2691	RSK60_02054
XOO2691	RSK60_02463
XOO2691	RSK60_00841
XOO2691	RSK60_01155
XOO2691	RSK60_03338
XOO2691	RSK60_04184
XOO2692	RSK60_04952
XOO2692	RSK60_00751
XOO2694	RSK60_01291
XOO2694	RSK60_02054
XOO2694	RSK60_02463
XOO2694	RSK60_00841
XOO2694	RSK60_01155
XOO2694	RSK60_03338
XOO2694	RSK60_04184
XOO1362	RSK60_04918
XOO0030	RSK60_04952
XOO0030	RSK60_00751
XOO1361	RSK60_03257
XOO1361	RSK60_03260
XOO2690	RSK60_01291
XOO2690	RSK60_02054
XOO2690	RSK60_02463
XOO2690	RSK60_00841
XOO2690	RSK60_01155
XOO2690	RSK60_03338
XOO2690	RSK60_04184
XOO1360	RSK60_03980
XOO2699	RSK60_04385
XOO1367	RSK60_00292
XOO3547	RSK60_01890
XOO2212	RSK60_00249
XOO2211	RSK60_00248
XOO2695	RSK60_01291
XOO2695	RSK60_02054
XOO2695	RSK60_02463
XOO2695	RSK60_00841
XOO2695	RSK60_01155
XOO2695	RSK60_03338
XOO2695	RSK60_04184
XOO2218	RSK60_03357
XOO2696	RSK60_03717
XOO2216	RSK60_01291
XOO2216	RSK60_02054
XOO2216	RSK60_02463
XOO2216	RSK60_00841
XOO2216	RSK60_01155
XOO2216	RSK60_03338
XOO2216	RSK60_04184
XOO2215	RSK60_04952
XOO2215	RSK60_00751
XOO4463	RSK60_00082
XOO4463	RSK60_00856
XOO4463	RSK60_01888
XOO4463	RSK60_04025
XOO4463	RSK60_04259
XOO4463	RSK60_03689
XOO4463	RSK60_01462
XOO4463	RSK60_03858
XOO2280	RSK60_05089
XOO2280	RSK60_03271
XOO2284	RSK60_04952
XOO2284	RSK60_00751
XOO2289	RSK60_04952
XOO2289	RSK60_00751
XOO4466	RSK60_01499
XOO4466	RSK60_01497
XOO3136	RSK60_04329
XOO0090	RSK60_04372
XOO4451	RSK60_01291
XOO4451	RSK60_02054
XOO4451	RSK60_02463
XOO4451	RSK60_00841
XOO4451	RSK60_01155
XOO4451	RSK60_03338
XOO4451	RSK60_04184
XOO0094	RSK60_04377
XOO2271	RSK60_03014
XOO0093	RSK60_04375
XOO0091	RSK60_04373
XOO0098	RSK60_01735
XOO0098	RSK60_04056
XOO0098	RSK60_00842
XOO0098	RSK60_03731
XOO0098	RSK60_05087
XOO0096	RSK60_02357
XOO2273	RSK60_01291
XOO2273	RSK60_02054
XOO2273	RSK60_02463
XOO2273	RSK60_00841
XOO2273	RSK60_01155
XOO2273	RSK60_03338
XOO2273	RSK60_04184
XOO0099	RSK60_01735
XOO0099	RSK60_04056
XOO0099	RSK60_00842
XOO0099	RSK60_03731
XOO0099	RSK60_05087
XOO2277	RSK60_03014
XOO4455	RSK60_04629
XOO4456	RSK60_04630
XOO2261	RSK60_02297
XOO3593	RSK60_02205
