XOO1903	RSBA7_01419
XOO3263	RSBA7_00373
XOO3264	RSBA7_03288
XOO3260	RSBA7_03849
XOO3260	RSBA7_01006
XOO1086	RSBA7_04629
XOO1086	RSBA7_00559
XOO1086	RSBA7_04815
XOO1086	RSBA7_04903
XOO1086	RSBA7_01938
XOO1086	RSBA7_05040
XOO1086	RSBA7_02161
XOO1086	RSBA7_04494
XOO1086	RSBA7_05074
XOO1086	RSBA7_03162
XOO1086	RSBA7_05031
XOO1086	RSBA7_05048
XOO1086	RSBA7_04421
XOO1086	RSBA7_04420
XOO1086	RSBA7_04961
XOO1086	RSBA7_00201
XOO1086	RSBA7_03228
XOO1086	RSBA7_03315
XOO1086	RSBA7_04813
XOO3261	RSBA7_01677
XOO1085	RSBA7_04629
XOO1085	RSBA7_00559
XOO1085	RSBA7_04815
XOO1085	RSBA7_04903
XOO1085	RSBA7_01938
XOO1085	RSBA7_05040
XOO1085	RSBA7_02161
XOO1085	RSBA7_04494
XOO1085	RSBA7_05074
XOO1085	RSBA7_03162
XOO1085	RSBA7_05031
XOO1085	RSBA7_05048
XOO1085	RSBA7_04421
XOO1085	RSBA7_04420
XOO1085	RSBA7_04961
XOO1085	RSBA7_00201
XOO1085	RSBA7_03228
XOO1085	RSBA7_03315
XOO1085	RSBA7_04813
XOO3262	RSBA7_01347
XOO2179	RSBA7_00887
XOO3267	RSBA7_02008
XOO4114	RSBA7_00139
XOO4356	RSBA7_04291
XOO3026	RSBA7_01407
XOO3026	RSBA7_03661
XOO3026	RSBA7_04625
XOO3026	RSBA7_02106
XOO3026	RSBA7_02108
XOO3026	RSBA7_03603
XOO3027	RSBA7_01408
XOO3027	RSBA7_03660
XOO3027	RSBA7_02105
XOO3027	RSBA7_02107
XOO3027	RSBA7_03604
XOO3027	RSBA7_04626
XOO3028	RSBA7_00713
XOO3028	RSBA7_00590
XOO3028	RSBA7_00204
XOO0933	RSBA7_02911
XOO0937	RSBA7_01831
XOO0936	RSBA7_01832
XOO4062	RSBA7_03987
XOO0941	RSBA7_01916
XOO0940	RSBA7_01830
XOO0922	RSBA7_00609
XOO0928	RSBA7_00750
XOO0926	RSBA7_00746
XOO4055	RSBA7_05054
XOO4055	RSBA7_01619
XOO4297	RSBA7_02587
XOO4056	RSBA7_05053
XOO4056	RSBA7_01620
XOO4051	RSBA7_02327
XOO4052	RSBA7_02579
XOO4295	RSBA7_02123
XOO4296	RSBA7_00374
XOO4054	RSBA7_00617
XOO0911	RSBA7_00717
XOO0915	RSBA7_01191
XOO0914	RSBA7_01189
XOO3191	RSBA7_01408
XOO3191	RSBA7_03660
XOO3191	RSBA7_02105
XOO3191	RSBA7_02107
XOO3191	RSBA7_03604
XOO3191	RSBA7_04626
XOO3198	RSBA7_04629
XOO3198	RSBA7_00559
XOO3198	RSBA7_04815
XOO3198	RSBA7_04903
XOO3198	RSBA7_01938
XOO3198	RSBA7_05040
XOO3198	RSBA7_02161
XOO3198	RSBA7_04494
XOO3198	RSBA7_05074
XOO3198	RSBA7_03162
XOO3198	RSBA7_05031
XOO3198	RSBA7_05048
XOO3198	RSBA7_04421
XOO3198	RSBA7_04420
XOO3198	RSBA7_04961
XOO3198	RSBA7_00201
XOO3198	RSBA7_03228
XOO3198	RSBA7_03315
XOO3198	RSBA7_04813
XOO4288	RSBA7_00670
XOO4047	RSBA7_01408
XOO4047	RSBA7_03660
XOO4047	RSBA7_02105
XOO4047	RSBA7_02107
XOO4047	RSBA7_03604
XOO4047	RSBA7_04626
XOO4289	RSBA7_00669
XOO3193	RSBA7_00984
XOO4284	RSBA7_02371
XOO4284	RSBA7_00794
XOO3195	RSBA7_00580
XOO3195	RSBA7_00581
XOO4049	RSBA7_02581
XOO3180	RSBA7_01659
XOO0908	RSBA7_02533
XOO3181	RSBA7_01660
XOO2090	RSBA7_00713
XOO2090	RSBA7_00590
XOO2090	RSBA7_00204
XOO2096	RSBA7_04629
XOO2096	RSBA7_00559
XOO2096	RSBA7_04815
XOO2096	RSBA7_04903
XOO2096	RSBA7_01938
XOO2096	RSBA7_05040
XOO2096	RSBA7_02161
XOO2096	RSBA7_04494
XOO2096	RSBA7_05074
XOO2096	RSBA7_03162
XOO2096	RSBA7_05031
XOO2096	RSBA7_05048
XOO2096	RSBA7_04421
XOO2096	RSBA7_04420
XOO2096	RSBA7_04961
XOO2096	RSBA7_00201
XOO2096	RSBA7_03228
XOO2096	RSBA7_03315
XOO2096	RSBA7_04813
XOO3186	RSBA7_01665
XOO2095	RSBA7_04629
XOO2095	RSBA7_00559
XOO2095	RSBA7_04815
XOO2095	RSBA7_04903
XOO2095	RSBA7_01938
XOO2095	RSBA7_05040
XOO2095	RSBA7_02161
XOO2095	RSBA7_04494
XOO2095	RSBA7_05074
XOO2095	RSBA7_03162
XOO2095	RSBA7_05031
XOO2095	RSBA7_05048
XOO2095	RSBA7_04421
XOO2095	RSBA7_04420
XOO2095	RSBA7_04961
XOO2095	RSBA7_00201
XOO2095	RSBA7_03228
XOO2095	RSBA7_03315
XOO2095	RSBA7_04813
XOO4034	RSBA7_03784
XOO3187	RSBA7_01666
XOO4035	RSBA7_03452
XOO3189	RSBA7_01408
XOO3189	RSBA7_03660
XOO3189	RSBA7_02105
XOO3189	RSBA7_02107
XOO3189	RSBA7_03604
XOO3189	RSBA7_04626
XOO4036	RSBA7_00866
XOO3182	RSBA7_01661
XOO2099	RSBA7_05053
XOO2099	RSBA7_01620
XOO3183	RSBA7_01662
XOO4030	RSBA7_03306
XOO2098	RSBA7_05054
XOO2098	RSBA7_01619
XOO3184	RSBA7_01663
XOO3185	RSBA7_01664
XOO0737	RSBA7_04875
XOO0736	RSBA7_00170
XOO1825	RSBA7_02427
XOO0978	RSBA7_00639
XOO0734	RSBA7_04745
XOO1829	RSBA7_02843
XOO0981	RSBA7_01408
XOO0981	RSBA7_03660
XOO0981	RSBA7_02105
XOO0981	RSBA7_02107
XOO0981	RSBA7_03604
XOO0981	RSBA7_04626
XOO2921	RSBA7_01071
XOO2921	RSBA7_03986
XOO0744	RSBA7_03468
XOO1830	RSBA7_04629
XOO1830	RSBA7_00559
XOO1830	RSBA7_04815
XOO1830	RSBA7_04903
XOO1830	RSBA7_01938
XOO1830	RSBA7_05040
XOO1830	RSBA7_02161
XOO1830	RSBA7_04494
XOO1830	RSBA7_05074
XOO1830	RSBA7_03162
XOO1830	RSBA7_05031
XOO1830	RSBA7_05048
XOO1830	RSBA7_04421
XOO1830	RSBA7_04420
XOO1830	RSBA7_04961
XOO1830	RSBA7_00201
XOO1830	RSBA7_03228
XOO1830	RSBA7_03315
XOO1830	RSBA7_04813
XOO0726	RSBA7_03019
XOO1815	RSBA7_04979
XOO2901	RSBA7_00225
XOO0728	RSBA7_03017
XOO2903	RSBA7_00219
XOO0969	RSBA7_05053
XOO0969	RSBA7_01620
XOO0727	RSBA7_03018
XOO2904	RSBA7_02299
XOO4091	RSBA7_05053
XOO4091	RSBA7_01620
XOO0971	RSBA7_01840
XOO0733	RSBA7_03012
XOO0733	RSBA7_03982
XOO1821	RSBA7_02976
XOO0732	RSBA7_03013
XOO0731	RSBA7_03014
XOO0973	RSBA7_01265
XOO0972	RSBA7_01121
XOO0972	RSBA7_01122
XOO0730	RSBA7_03015
XOO0715	RSBA7_00901
XOO0715	RSBA7_03080
XOO1804	RSBA7_03206
XOO0714	RSBA7_00900
XOO0713	RSBA7_00899
XOO0718	RSBA7_00967
XOO4081	RSBA7_01485
XOO1809	RSBA7_00695
XOO2900	RSBA7_03269
XOO1811	RSBA7_02084
XOO1811	RSBA7_04818
XOO1811	RSBA7_03230
XOO1811	RSBA7_03893
XOO1811	RSBA7_04786
XOO1811	RSBA7_03124
XOO1811	RSBA7_04785
XOO1811	RSBA7_04678
XOO1811	RSBA7_03720
XOO1811	RSBA7_02081
XOO1811	RSBA7_03834
XOO0964	RSBA7_02478
XOO0722	RSBA7_01639
XOO0963	RSBA7_02298
XOO0720	RSBA7_01641
XOO0946	RSBA7_01919
XOO0945	RSBA7_01921
XOO0703	RSBA7_00722
XOO0707	RSBA7_02821
XOO0947	RSBA7_00113
XOO4070	RSBA7_04102
XOO4071	RSBA7_02873
XOO4077	RSBA7_01486
XOO4078	RSBA7_01485
XOO4075	RSBA7_00809
XOO0711	RSBA7_02311
XOO1800	RSBA7_03543
XOO0952	RSBA7_02129
XOO0539	RSBA7_00511
XOO1628	RSBA7_02221
XOO3807	RSBA7_01910
XOO2718	RSBA7_01540
XOO1627	RSBA7_02238
XOO0537	RSBA7_02010
XOO1626	RSBA7_02237
XOO1625	RSBA7_02236
XOO1867	RSBA7_01040
XOO2956	RSBA7_01169
XOO2715	RSBA7_00949
XOO2716	RSBA7_00281
XOO1629	RSBA7_02616
XOO2717	RSBA7_00417
XOO1631	RSBA7_02614
XOO2963	RSBA7_01086
XOO3810	RSBA7_00100
XOO1630	RSBA7_02615
XOO2723	RSBA7_00834
XOO1870	RSBA7_03131
XOO1870	RSBA7_02245
XOO1870	RSBA7_03687
XOO2966	RSBA7_01084
XOO2724	RSBA7_02039
XOO0787	RSBA7_00713
XOO0787	RSBA7_00590
XOO0787	RSBA7_00204
XOO2960	RSBA7_01590
XOO1634	RSBA7_04243
XOO1634	RSBA7_04498
XOO2961	RSBA7_01591
XOO1632	RSBA7_02613
XOO2962	RSBA7_01087
XOO1859	RSBA7_01174
XOO2949	RSBA7_01742
XOO2708	RSBA7_03973
XOO0767	RSBA7_01464
XOO0525	RSBA7_00500
XOO1856	RSBA7_01036
XOO2945	RSBA7_01186
XOO2946	RSBA7_01185
XOO1619	RSBA7_00421
XOO2947	RSBA7_02326
XOO2948	RSBA7_01741
XOO0773	RSBA7_02391
XOO2710	RSBA7_01118
XOO1620	RSBA7_02516
XOO2711	RSBA7_01117
XOO2953	RSBA7_01171
XOO0772	RSBA7_00384
XOO0530	RSBA7_01679
XOO2712	RSBA7_02291
XOO0771	RSBA7_00260
XOO2955	RSBA7_01170
XOO0770	RSBA7_00549
XOO2713	RSBA7_02463
XOO1624	RSBA7_02319
XOO0777	RSBA7_03305
XOO1865	RSBA7_02725
XOO1623	RSBA7_02318
XOO2950	RSBA7_01743
XOO1622	RSBA7_02514
XOO2951	RSBA7_01744
XOO1621	RSBA7_02515
XOO0532	RSBA7_01454
XOO0517	RSBA7_01408
XOO0517	RSBA7_03660
XOO0517	RSBA7_02105
XOO0517	RSBA7_02107
XOO0517	RSBA7_03604
XOO0517	RSBA7_04626
XOO1848	RSBA7_02572
XOO0759	RSBA7_01646
XOO0516	RSBA7_01408
XOO0516	RSBA7_03660
XOO0516	RSBA7_02105
XOO0516	RSBA7_02107
XOO0516	RSBA7_03604
XOO0516	RSBA7_04626
XOO2939	RSBA7_00845
XOO0999	RSBA7_01408
XOO0999	RSBA7_03660
XOO0999	RSBA7_02105
XOO0999	RSBA7_02107
XOO0999	RSBA7_03604
XOO0999	RSBA7_04626
XOO1846	RSBA7_04139
XOO0998	RSBA7_01408
XOO0998	RSBA7_03660
XOO0998	RSBA7_02105
XOO0998	RSBA7_02107
XOO0998	RSBA7_03604
XOO0998	RSBA7_04626
XOO1603	RSBA7_04465
XOO0514	RSBA7_00502
XOO1845	RSBA7_04142
XOO1849	RSBA7_01027
XOO2941	RSBA7_00574
XOO1851	RSBA7_01030
XOO2942	RSBA7_01272
XOO0761	RSBA7_04708
XOO2701	RSBA7_00876
XOO2702	RSBA7_00877
XOO2944	RSBA7_02467
XOO1855	RSBA7_01035
XOO1612	RSBA7_04009
XOO1853	RSBA7_01033
XOO0764	RSBA7_02580
XOO1852	RSBA7_01032
XOO2940	RSBA7_00575
XOO0763	RSBA7_01654
XOO0521	RSBA7_02246
XOO2927	RSBA7_01284
XOO2928	RSBA7_00106
XOO0505	RSBA7_03023
XOO0746	RSBA7_00171
XOO0504	RSBA7_03022
XOO0987	RSBA7_01408
XOO0987	RSBA7_03660
XOO0987	RSBA7_02105
XOO0987	RSBA7_02107
XOO0987	RSBA7_03604
XOO0987	RSBA7_04626
XOO2923	RSBA7_01102
XOO0509	RSBA7_00138
XOO0508	RSBA7_00137
XOO2926	RSBA7_01285
XOO0750	RSBA7_04629
XOO0750	RSBA7_00559
XOO0750	RSBA7_04815
XOO0750	RSBA7_04903
XOO0750	RSBA7_01938
XOO0750	RSBA7_05040
XOO0750	RSBA7_02161
XOO0750	RSBA7_04494
XOO0750	RSBA7_05074
XOO0750	RSBA7_03162
XOO0750	RSBA7_05031
XOO0750	RSBA7_05048
XOO0750	RSBA7_04421
XOO0750	RSBA7_04420
XOO0750	RSBA7_04961
XOO0750	RSBA7_00201
XOO0750	RSBA7_03228
XOO0750	RSBA7_03315
XOO0750	RSBA7_04813
XOO2931	RSBA7_04667
XOO2932	RSBA7_02029
XOO2933	RSBA7_02028
XOO1844	RSBA7_04141
XOO1843	RSBA7_00232
XOO1843	RSBA7_04136
XOO1601	RSBA7_04069
XOO1601	RSBA7_04464
XOO0512	RSBA7_00501
XOO1842	RSBA7_04138
XOO1600	RSBA7_01093
XOO1841	RSBA7_03888
XOO1427	RSBA7_00726
XOO1669	RSBA7_00789
XOO2758	RSBA7_02684
XOO4937	RSBA7_01407
XOO4937	RSBA7_03661
XOO4937	RSBA7_04625
XOO4937	RSBA7_02106
XOO4937	RSBA7_02108
XOO4937	RSBA7_03603
XOO2759	RSBA7_02685
XOO3607	RSBA7_02599
XOO4939	RSBA7_01961
XOO3608	RSBA7_02600
XOO2760	RSBA7_02686
XOO0586	RSBA7_00077
XOO3854	RSBA7_00768
XOO2765	RSBA7_00653
XOO3613	RSBA7_03067
XOO3613	RSBA7_00177
XOO0585	RSBA7_00075
XOO2766	RSBA7_00539
XOO3856	RSBA7_00769
XOO3614	RSBA7_03781
XOO2767	RSBA7_00538
XOO0583	RSBA7_00073
XOO3850	RSBA7_02465
XOO1679	RSBA7_00791
XOO2761	RSBA7_02687
XOO2762	RSBA7_02688
XOO3851	RSBA7_00765
XOO2763	RSBA7_00952
XOO3852	RSBA7_00766
XOO3853	RSBA7_00767
XOO0587	RSBA7_00080
XOO2508	RSBA7_00389
XOO4929	RSBA7_00012
XOO1419	RSBA7_02391
XOO1418	RSBA7_02392
XOO1659	RSBA7_02009
XOO2506	RSBA7_00390
XOO1417	RSBA7_02393
XOO2505	RSBA7_03300
XOO1416	RSBA7_02394
XOO2747	RSBA7_00713
XOO2747	RSBA7_00590
XOO2747	RSBA7_00204
XOO2989	RSBA7_01101
XOO3837	RSBA7_02940
XOO4927	RSBA7_01407
XOO4927	RSBA7_03661
XOO4927	RSBA7_04625
XOO4927	RSBA7_02106
XOO4927	RSBA7_02108
XOO4927	RSBA7_03603
XOO2509	RSBA7_00388
XOO3839	RSBA7_02939
XOO1660	RSBA7_00510
XOO1664	RSBA7_00784
XOO3843	RSBA7_03079
XOO3601	RSBA7_00392
XOO0332	RSBA7_00445
XOO3844	RSBA7_03078
XOO1663	RSBA7_00507
XOO3602	RSBA7_00393
XOO2510	RSBA7_00966
XOO1662	RSBA7_01616
XOO1662	RSBA7_03688
XOO3603	RSBA7_00394
XOO3845	RSBA7_03077
XOO3604	RSBA7_00396
XOO3846	RSBA7_03076
XOO1661	RSBA7_00508
XOO1426	RSBA7_00724
XOO2514	RSBA7_00351
XOO1425	RSBA7_00723
XOO1666	RSBA7_00786
XOO3842	RSBA7_02856
XOO1665	RSBA7_00785
XOO3600	RSBA7_02597
XOO1423	RSBA7_04128
XOO0319	RSBA7_05053
XOO0319	RSBA7_01620
XOO3829	RSBA7_02543
XOO1649	RSBA7_01408
XOO1649	RSBA7_03660
XOO1649	RSBA7_02105
XOO1649	RSBA7_02107
XOO1649	RSBA7_03604
XOO1649	RSBA7_04626
XOO0318	RSBA7_05054
XOO0318	RSBA7_01619
XOO1407	RSBA7_03056
XOO0558	RSBA7_02482
XOO3825	RSBA7_02538
XOO2736	RSBA7_02304
XOO3826	RSBA7_02539
XOO2737	RSBA7_02292
XOO3827	RSBA7_02540
XOO2739	RSBA7_05054
XOO2739	RSBA7_01619
XOO3828	RSBA7_02542
XOO0322	RSBA7_05054
XOO0322	RSBA7_01619
XOO2744	RSBA7_03161
XOO2744	RSBA7_04473
XOO2744	RSBA7_04731
XOO2744	RSBA7_04424
XOO2744	RSBA7_04427
XOO0321	RSBA7_05053
XOO0321	RSBA7_01620
XOO3833	RSBA7_02547
XOO2745	RSBA7_01408
XOO2745	RSBA7_03660
XOO2745	RSBA7_02105
XOO2745	RSBA7_02107
XOO2745	RSBA7_03604
XOO2745	RSBA7_04626
XOO0562	RSBA7_02752
XOO1650	RSBA7_01408
XOO1650	RSBA7_03660
XOO1650	RSBA7_02105
XOO1650	RSBA7_02107
XOO1650	RSBA7_03604
XOO1650	RSBA7_04626
XOO3835	RSBA7_01513
XOO0326	RSBA7_01407
XOO0326	RSBA7_03661
XOO0326	RSBA7_04625
XOO0326	RSBA7_02106
XOO0326	RSBA7_02108
XOO0326	RSBA7_03603
XOO2981	RSBA7_01780
XOO2981	RSBA7_02561
XOO0325	RSBA7_01408
XOO0325	RSBA7_03660
XOO0325	RSBA7_02105
XOO0325	RSBA7_02107
XOO0325	RSBA7_03604
XOO0325	RSBA7_04626
XOO1656	RSBA7_00471
XOO0567	RSBA7_02994
XOO1898	RSBA7_03536
XOO1414	RSBA7_05032
XOO3830	RSBA7_02544
XOO2501	RSBA7_02007
XOO3831	RSBA7_02545
XOO1654	RSBA7_00469
XOO0308	RSBA7_02721
XOO3818	RSBA7_02529
XOO2729	RSBA7_01602
XOO3819	RSBA7_02530
XOO1879	RSBA7_03376
XOO1879	RSBA7_04663
XOO1879	RSBA7_04666
XOO0548	RSBA7_00512
XOO0305	RSBA7_02720
XOO2967	RSBA7_01083
XOO2969	RSBA7_00951
XOO2727	RSBA7_02030
XOO3816	RSBA7_04871
XOO0309	RSBA7_02722
XOO2728	RSBA7_02290
XOO0791	RSBA7_00902
XOO0790	RSBA7_00903
XOO0795	RSBA7_00731
XOO3821	RSBA7_02532
XOO2974	RSBA7_01281
XOO1642	RSBA7_01108
XOO2732	RSBA7_02325
XOO0311	RSBA7_00119
XOO2733	RSBA7_02302
XOO0794	RSBA7_00733
XOO0310	RSBA7_02723
XOO0552	RSBA7_02484
XOO3822	RSBA7_02534
XOO1640	RSBA7_01408
XOO1640	RSBA7_03660
XOO1640	RSBA7_02105
XOO1640	RSBA7_02107
XOO1640	RSBA7_03604
XOO1640	RSBA7_04626
XOO4912	RSBA7_01407
XOO4912	RSBA7_03661
XOO4912	RSBA7_04625
XOO4912	RSBA7_02106
XOO4912	RSBA7_02108
XOO4912	RSBA7_03603
XOO0793	RSBA7_00732
XOO2734	RSBA7_02303
XOO3823	RSBA7_02535
XOO0792	RSBA7_00730
XOO3824	RSBA7_02537
XOO1881	RSBA7_00234
XOO2735	RSBA7_01563
XOO2970	RSBA7_05054
XOO2970	RSBA7_01619
XOO0799	RSBA7_01672
XOO0799	RSBA7_02069
XOO1645	RSBA7_01407
XOO1645	RSBA7_03661
XOO1645	RSBA7_04625
XOO1645	RSBA7_02106
XOO1645	RSBA7_02108
XOO1645	RSBA7_03603
XOO0798	RSBA7_01673
XOO0798	RSBA7_02070
XOO0556	RSBA7_02483
XOO1887	RSBA7_02653
XOO1644	RSBA7_01408
XOO1644	RSBA7_03660
XOO1644	RSBA7_02105
XOO1644	RSBA7_02107
XOO1644	RSBA7_03604
XOO1644	RSBA7_04626
XOO1643	RSBA7_01408
XOO1643	RSBA7_03660
XOO1643	RSBA7_02105
XOO1643	RSBA7_02107
XOO1643	RSBA7_03604
XOO1643	RSBA7_04626
XOO2973	RSBA7_00142
XOO0312	RSBA7_00120
XOO2680	RSBA7_04525
XOO2682	RSBA7_00051
XOO0263	RSBA7_01408
XOO0263	RSBA7_03660
XOO0263	RSBA7_02105
XOO0263	RSBA7_02107
XOO0263	RSBA7_03604
XOO0263	RSBA7_04626
XOO1594	RSBA7_00578
XOO1352	RSBA7_02176
XOO0020	RSBA7_04629
XOO0020	RSBA7_00559
XOO0020	RSBA7_04815
XOO0020	RSBA7_04903
XOO0020	RSBA7_01938
XOO0020	RSBA7_05040
XOO0020	RSBA7_02161
XOO0020	RSBA7_04494
XOO0020	RSBA7_05074
XOO0020	RSBA7_03162
XOO0020	RSBA7_05031
XOO0020	RSBA7_05048
XOO0020	RSBA7_04421
XOO0020	RSBA7_04420
XOO0020	RSBA7_04961
XOO0020	RSBA7_00201
XOO0020	RSBA7_03228
XOO0020	RSBA7_03315
XOO0020	RSBA7_04813
XOO0262	RSBA7_01408
XOO0262	RSBA7_03660
XOO0262	RSBA7_02105
XOO0262	RSBA7_02107
XOO0262	RSBA7_03604
XOO0262	RSBA7_04626
XOO1593	RSBA7_00577
XOO1351	RSBA7_02178
XOO1350	RSBA7_02172
XOO1591	RSBA7_02501
XOO1114	RSBA7_02825
XOO1114	RSBA7_02824
XOO1598	RSBA7_01607
XOO0267	RSBA7_03051
XOO1597	RSBA7_01608
XOO2202	RSBA7_01065
XOO1354	RSBA7_04644
XOO2201	RSBA7_03194
XOO1595	RSBA7_02126
XOO2200	RSBA7_01066
XOO1111	RSBA7_04365
XOO1118	RSBA7_02464
XOO1118	RSBA7_01963
XOO2684	RSBA7_02530
XOO3531	RSBA7_03062
XOO1117	RSBA7_00292
XOO4621	RSBA7_02132
XOO3532	RSBA7_03063
XOO2448	RSBA7_00926
XOO2685	RSBA7_02895
XOO2205	RSBA7_04324
XOO2447	RSBA7_02047
XOO2204	RSBA7_01314
XOO0268	RSBA7_02872
XOO0009	RSBA7_01806
XOO1339	RSBA7_01408
XOO1339	RSBA7_03660
XOO1339	RSBA7_02105
XOO1339	RSBA7_02107
XOO1339	RSBA7_03604
XOO1339	RSBA7_04626
XOO4848	RSBA7_02434
XOO3517	RSBA7_04027
XOO3518	RSBA7_04024
XOO3760	RSBA7_05053
XOO3760	RSBA7_01620
XOO2671	RSBA7_00971
XOO3761	RSBA7_05054
XOO3761	RSBA7_01619
XOO1341	RSBA7_01407
XOO1341	RSBA7_03661
XOO1341	RSBA7_04625
XOO1341	RSBA7_02106
XOO1341	RSBA7_02108
XOO1341	RSBA7_03603
XOO1583	RSBA7_02523
XOO0494	RSBA7_00246
XOO0010	RSBA7_01807
XOO0252	RSBA7_00987
XOO2430	RSBA7_02894
XOO1340	RSBA7_01408
XOO1340	RSBA7_03660
XOO1340	RSBA7_02105
XOO1340	RSBA7_02107
XOO1340	RSBA7_03604
XOO1340	RSBA7_04626
XOO0491	RSBA7_00783
XOO0498	RSBA7_00744
XOO3524	RSBA7_02331
XOO1586	RSBA7_00580
XOO1586	RSBA7_00581
XOO0497	RSBA7_02242
XOO2678	RSBA7_01124
XOO1102	RSBA7_01603
XOO4615	RSBA7_04330
XOO4615	RSBA7_04025
XOO4615	RSBA7_03203
XOO4615	RSBA7_02977
XOO0496	RSBA7_02240
XOO1585	RSBA7_02521
XOO1101	RSBA7_01507
XOO1101	RSBA7_01494
XOO3527	RSBA7_04500
XOO3527	RSBA7_03931
XOO3527	RSBA7_04539
XOO0495	RSBA7_02223
XOO1584	RSBA7_02522
XOO1349	RSBA7_04167
XOO2437	RSBA7_05054
XOO2437	RSBA7_01619
XOO3763	RSBA7_03491
XOO2674	RSBA7_02215
XOO2436	RSBA7_05053
XOO2436	RSBA7_01620
XOO0016	RSBA7_00983
XOO3764	RSBA7_01566
XOO1589	RSBA7_02520
XOO0258	RSBA7_01611
XOO1105	RSBA7_03088
XOO0015	RSBA7_01966
XOO3765	RSBA7_01565
XOO1329	RSBA7_04780
XOO2417	RSBA7_00994
XOO1328	RSBA7_00925
XOO0239	RSBA7_02822
XOO3748	RSBA7_00525
XOO3507	RSBA7_04022
XOO3507	RSBA7_04769
XOO3749	RSBA7_02578
XOO3750	RSBA7_00729
XOO3992	RSBA7_00047
XOO0483	RSBA7_01418
XOO1330	RSBA7_02353
XOO0482	RSBA7_01417
XOO0481	RSBA7_02068
XOO3513	RSBA7_04022
XOO3513	RSBA7_04769
XOO2666	RSBA7_02513
XOO3997	RSBA7_00135
XOO2423	RSBA7_00235
XOO3755	RSBA7_00710
XOO1575	RSBA7_04629
XOO1575	RSBA7_00559
XOO1575	RSBA7_04815
XOO1575	RSBA7_04903
XOO1575	RSBA7_01938
XOO1575	RSBA7_05040
XOO1575	RSBA7_02161
XOO1575	RSBA7_04494
XOO1575	RSBA7_05074
XOO1575	RSBA7_03162
XOO1575	RSBA7_05031
XOO1575	RSBA7_05048
XOO1575	RSBA7_04421
XOO1575	RSBA7_04420
XOO1575	RSBA7_04961
XOO1575	RSBA7_00201
XOO1575	RSBA7_03228
XOO1575	RSBA7_03315
XOO1575	RSBA7_04813
XOO0486	RSBA7_02065
XOO3756	RSBA7_03808
XOO3756	RSBA7_00711
XOO0002	RSBA7_03128
XOO3514	RSBA7_04031
XOO4604	RSBA7_03186
XOO4604	RSBA7_03136
XOO3757	RSBA7_01929
XOO0485	RSBA7_02066
XOO0001	RSBA7_03129
XOO3515	RSBA7_04029
XOO0242	RSBA7_02968
XOO0484	RSBA7_02067
XOO3516	RSBA7_04028
XOO3751	RSBA7_00935
XOO3993	RSBA7_00048
XOO3752	RSBA7_00936
XOO3994	RSBA7_00057
XOO1337	RSBA7_01303
XOO1578	RSBA7_04629
XOO1578	RSBA7_00559
XOO1578	RSBA7_04815
XOO1578	RSBA7_04903
XOO1578	RSBA7_01938
XOO1578	RSBA7_05040
XOO1578	RSBA7_02161
XOO1578	RSBA7_04494
XOO1578	RSBA7_05074
XOO1578	RSBA7_03162
XOO1578	RSBA7_05031
XOO1578	RSBA7_05048
XOO1578	RSBA7_04421
XOO1578	RSBA7_04420
XOO1578	RSBA7_04961
XOO1578	RSBA7_00201
XOO1578	RSBA7_03228
XOO1578	RSBA7_03315
XOO1578	RSBA7_04813
XOO3753	RSBA7_02186
XOO3512	RSBA7_04022
XOO3512	RSBA7_04769
XOO2665	RSBA7_02449
XOO0488	RSBA7_02071
XOO0004	RSBA7_03127
XOO1335	RSBA7_02835
XOO3754	RSBA7_03810
XOO0228	RSBA7_03384
XOO2406	RSBA7_00880
XOO4828	RSBA7_01407
XOO4828	RSBA7_03661
XOO4828	RSBA7_04625
XOO4828	RSBA7_02106
XOO4828	RSBA7_02108
XOO4828	RSBA7_03603
XOO2650	RSBA7_04629
XOO2650	RSBA7_00559
XOO2650	RSBA7_04815
XOO2650	RSBA7_04903
XOO2650	RSBA7_01938
XOO2650	RSBA7_05040
XOO2650	RSBA7_02161
XOO2650	RSBA7_04494
XOO2650	RSBA7_05074
XOO2650	RSBA7_03162
XOO2650	RSBA7_05031
XOO2650	RSBA7_05048
XOO2650	RSBA7_04421
XOO2650	RSBA7_04420
XOO2650	RSBA7_04961
XOO2650	RSBA7_00201
XOO2650	RSBA7_03228
XOO2650	RSBA7_03315
XOO2650	RSBA7_04813
XOO0472	RSBA7_03821
XOO3502	RSBA7_04022
XOO3502	RSBA7_04769
XOO1565	RSBA7_02019
XOO3744	RSBA7_00898
XOO0234	RSBA7_02005
XOO1323	RSBA7_04851
XOO3503	RSBA7_04022
XOO3503	RSBA7_04769
XOO3987	RSBA7_00463
XOO3504	RSBA7_04022
XOO3504	RSBA7_04769
XOO0232	RSBA7_01772
XOO2410	RSBA7_01358
XOO1321	RSBA7_02505
XOO2899	RSBA7_03268
XOO2658	RSBA7_04629
XOO2658	RSBA7_00559
XOO2658	RSBA7_04815
XOO2658	RSBA7_04903
XOO2658	RSBA7_01938
XOO2658	RSBA7_05040
XOO2658	RSBA7_02161
XOO2658	RSBA7_04494
XOO2658	RSBA7_05074
XOO2658	RSBA7_03162
XOO2658	RSBA7_05031
XOO2658	RSBA7_05048
XOO2658	RSBA7_04421
XOO2658	RSBA7_04420
