XOO1903	RSRUN2340_01701
XOO4254	RSRUN2340_01717
XOO4254	RSRUN2340_00459
XOO4254	RSRUN2340_01647
XOO4254	RSRUN2340_03605
XOO4254	RSRUN2340_00737
XOO4254	RSRUN2340_00730
XOO4254	RSRUN2340_02438
XOO4254	RSRUN2340_03236
XOO4254	RSRUN2340_04106
XOO4254	RSRUN2340_00277
XOO4254	RSRUN2340_04862
XOO4254	RSRUN2340_01575
XOO4254	RSRUN2340_03254
XOO4254	RSRUN2340_00184
XOO4254	RSRUN2340_04175
XOO4254	RSRUN2340_04590
XOO2073	RSRUN2340_00327
XOO2078	RSRUN2340_04157
XOO2078	RSRUN2340_00306
XOO2076	RSRUN2340_04157
XOO2076	RSRUN2340_00306
XOO2075	RSRUN2340_01327
XOO4257	RSRUN2340_01014
XOO4257	RSRUN2340_00181
XOO4257	RSRUN2340_03957
XOO4257	RSRUN2340_04382
XOO4258	RSRUN2340_01014
XOO4258	RSRUN2340_00181
XOO4258	RSRUN2340_03957
XOO4258	RSRUN2340_04382
XOO2063	RSRUN2340_01212
XOO3396	RSRUN2340_02538
XOO3397	RSRUN2340_02539
XOO2066	RSRUN2340_02304
XOO2065	RSRUN2340_01353
XOO2065	RSRUN2340_00818
XOO4240	RSRUN2340_00967
XOO2064	RSRUN2340_00340
XOO4248	RSRUN2340_01389
XOO4233	RSRUN2340_01014
XOO4233	RSRUN2340_00181
XOO4233	RSRUN2340_03957
XOO4233	RSRUN2340_04382
XOO4234	RSRUN2340_01014
XOO4234	RSRUN2340_00181
XOO4234	RSRUN2340_03957
XOO4234	RSRUN2340_04382
XOO2056	RSRUN2340_00297
XOO2056	RSRUN2340_02069
XOO2056	RSRUN2340_04587
XOO2056	RSRUN2340_02605
XOO3380	RSRUN2340_02130
XOO3380	RSRUN2340_00417
XOO3381	RSRUN2340_03025
XOO4239	RSRUN2340_01037
XOO2057	RSRUN2340_04845
XOO4235	RSRUN2340_04082
XOO4235	RSRUN2340_01717
XOO4235	RSRUN2340_00459
XOO4235	RSRUN2340_01647
XOO4235	RSRUN2340_03605
XOO4235	RSRUN2340_00737
XOO4235	RSRUN2340_00730
XOO4235	RSRUN2340_02438
XOO4235	RSRUN2340_03236
XOO4235	RSRUN2340_04106
XOO4235	RSRUN2340_00277
XOO4235	RSRUN2340_04862
XOO4235	RSRUN2340_01575
XOO4235	RSRUN2340_03254
XOO4235	RSRUN2340_00184
XOO4235	RSRUN2340_04175
XOO4235	RSRUN2340_04590
XOO0812	RSRUN2340_01780
XOO0811	RSRUN2340_01139
XOO0817	RSRUN2340_04082
XOO0817	RSRUN2340_01717
XOO0817	RSRUN2340_00459
XOO0817	RSRUN2340_01647
XOO0817	RSRUN2340_03605
XOO0817	RSRUN2340_00737
XOO0817	RSRUN2340_00730
XOO0817	RSRUN2340_02438
XOO0817	RSRUN2340_03236
XOO0817	RSRUN2340_04106
XOO0817	RSRUN2340_00277
XOO0817	RSRUN2340_04862
XOO0817	RSRUN2340_01575
XOO0817	RSRUN2340_03254
XOO0817	RSRUN2340_00184
XOO0817	RSRUN2340_04175
XOO0817	RSRUN2340_04590
XOO3090	RSRUN2340_04082
XOO3090	RSRUN2340_01717
XOO3090	RSRUN2340_00459
XOO3090	RSRUN2340_01647
XOO3090	RSRUN2340_03605
XOO3090	RSRUN2340_00737
XOO3090	RSRUN2340_00730
XOO3090	RSRUN2340_02438
XOO3090	RSRUN2340_03236
XOO3090	RSRUN2340_04106
XOO3090	RSRUN2340_00277
XOO3090	RSRUN2340_04862
XOO3090	RSRUN2340_01575
XOO3090	RSRUN2340_03254
XOO3090	RSRUN2340_00184
XOO3090	RSRUN2340_04175
XOO3090	RSRUN2340_04590
XOO3092	RSRUN2340_03603
XOO3092	RSRUN2340_04588
XOO3092	RSRUN2340_00182
XOO3098	RSRUN2340_00415
XOO0801	RSRUN2340_01355
XOO0805	RSRUN2340_00347
XOO3080	RSRUN2340_01353
XOO3080	RSRUN2340_00818
XOO0809	RSRUN2340_02910
XOO3081	RSRUN2340_03256
XOO0808	RSRUN2340_02349
XOO0808	RSRUN2340_03577
XOO0808	RSRUN2340_04631
XOO0808	RSRUN2340_03312
XOO0808	RSRUN2340_03860
XOO0808	RSRUN2340_02352
XOO0808	RSRUN2340_00219
XOO3089	RSRUN2340_04082
XOO3089	RSRUN2340_01717
XOO3089	RSRUN2340_00459
XOO3089	RSRUN2340_01647
XOO3089	RSRUN2340_03605
XOO3089	RSRUN2340_00737
XOO3089	RSRUN2340_00730
XOO3089	RSRUN2340_02438
XOO3089	RSRUN2340_03236
XOO3089	RSRUN2340_04106
XOO3089	RSRUN2340_00277
XOO3089	RSRUN2340_04862
XOO3089	RSRUN2340_01575
XOO3089	RSRUN2340_03254
XOO3089	RSRUN2340_00184
XOO3089	RSRUN2340_04175
XOO3089	RSRUN2340_04590
XOO3078	RSRUN2340_00992
XOO3072	RSRUN2340_02182
XOO3073	RSRUN2340_02183
XOO4390	RSRUN2340_00069
XOO4398	RSRUN2340_00568
XOO4399	RSRUN2340_00570
XOO3063	RSRUN2340_01001
XOO3063	RSRUN2340_03982
XOO4394	RSRUN2340_01884
XOO3064	RSRUN2340_04082
XOO3064	RSRUN2340_01717
XOO3064	RSRUN2340_00459
XOO3064	RSRUN2340_01647
XOO3064	RSRUN2340_03605
XOO3064	RSRUN2340_00737
XOO3064	RSRUN2340_00730
XOO3064	RSRUN2340_02438
XOO3064	RSRUN2340_03236
XOO3064	RSRUN2340_04106
XOO3064	RSRUN2340_00277
XOO3064	RSRUN2340_04862
XOO3064	RSRUN2340_01575
XOO3064	RSRUN2340_03254
XOO3064	RSRUN2340_00184
XOO3064	RSRUN2340_04175
XOO3064	RSRUN2340_04590
XOO0863	RSRUN2340_00713
XOO0847	RSRUN2340_03211
XOO0834	RSRUN2340_02532
XOO0839	RSRUN2340_02676
XOO0841	RSRUN2340_01518
XOO0824	RSRUN2340_00882
XOO0824	RSRUN2340_00586
XOO0824	RSRUN2340_00076
XOO0828	RSRUN2340_01014
XOO0828	RSRUN2340_00181
XOO0828	RSRUN2340_03957
XOO0828	RSRUN2340_04382
XOO0827	RSRUN2340_01001
XOO0827	RSRUN2340_03982
XOO0826	RSRUN2340_03645
XOO0831	RSRUN2340_00961
XOO3929	RSRUN2340_01001
XOO3929	RSRUN2340_03982
XOO0417	RSRUN2340_05106
XOO1747	RSRUN2340_00694
XOO1746	RSRUN2340_00693
XOO3926	RSRUN2340_03981
XOO3927	RSRUN2340_01001
XOO3927	RSRUN2340_03982
XOO3931	RSRUN2340_00175
XOO0421	RSRUN2340_01857
XOO2602	RSRUN2340_03917
XOO1755	RSRUN2340_01340
XOO1755	RSRUN2340_05186
XOO1755	RSRUN2340_00192
XOO1755	RSRUN2340_03705
XOO0423	RSRUN2340_04160
XOO0423	RSRUN2340_03994
XOO3930	RSRUN2340_01001
XOO3930	RSRUN2340_03982
XOO3918	RSRUN2340_05149
XOO1736	RSRUN2340_01363
XOO0405	RSRUN2340_03444
XOO3913	RSRUN2340_03817
XOO0894	RSRUN2340_03635
XOO1741	RSRUN2340_01418
XOO0893	RSRUN2340_03636
XOO0892	RSRUN2340_03638
XOO0892	RSRUN2340_01209
XOO1745	RSRUN2340_00378
XOO0896	RSRUN2340_03634
XOO0878	RSRUN2340_02173
XOO1725	RSRUN2340_01905
XOO1724	RSRUN2340_02768
XOO3905	RSRUN2340_04082
XOO3905	RSRUN2340_01717
XOO3905	RSRUN2340_00459
XOO3905	RSRUN2340_01647
XOO3905	RSRUN2340_03605
XOO3905	RSRUN2340_00737
XOO3905	RSRUN2340_00730
XOO3905	RSRUN2340_02438
XOO3905	RSRUN2340_03236
XOO3905	RSRUN2340_04106
XOO3905	RSRUN2340_00277
XOO3905	RSRUN2340_04862
XOO3905	RSRUN2340_01575
XOO3905	RSRUN2340_03254
XOO3905	RSRUN2340_00184
XOO3905	RSRUN2340_04175
XOO3905	RSRUN2340_04590
XOO0883	RSRUN2340_02169
XOO0882	RSRUN2340_02170
XOO0881	RSRUN2340_02171
XOO0880	RSRUN2340_02172
XOO3912	RSRUN2340_03816
XOO0887	RSRUN2340_01590
XOO0402	RSRUN2340_03086
XOO0885	RSRUN2340_01587
XOO1715	RSRUN2340_02783
XOO3900	RSRUN2340_00113
XOO1723	RSRUN2340_03122
XOO0876	RSRUN2340_02177
XOO1309	RSRUN2340_02301
XOO0459	RSRUN2340_00477
XOO3968	RSRUN2340_00089
XOO3970	RSRUN2340_00086
XOO1792	RSRUN2340_01723
XOO1791	RSRUN2340_04841
XOO3975	RSRUN2340_00882
XOO3975	RSRUN2340_00586
XOO3975	RSRUN2340_00076
XOO1795	RSRUN2340_03401
XOO2645	RSRUN2340_02223
XOO1794	RSRUN2340_03400
XOO0463	RSRUN2340_00469
XOO3978	RSRUN2340_01014
XOO3978	RSRUN2340_00181
XOO3978	RSRUN2340_03957
XOO3978	RSRUN2340_04382
XOO0462	RSRUN2340_00468
XOO0469	RSRUN2340_03192
XOO3971	RSRUN2340_02886
XOO3972	RSRUN2340_04082
XOO3972	RSRUN2340_01717
XOO3972	RSRUN2340_00459
XOO3972	RSRUN2340_01647
XOO3972	RSRUN2340_03605
XOO3972	RSRUN2340_00737
XOO3972	RSRUN2340_00730
XOO3972	RSRUN2340_02438
XOO3972	RSRUN2340_03236
XOO3972	RSRUN2340_04106
XOO3972	RSRUN2340_00277
XOO3972	RSRUN2340_04862
XOO3972	RSRUN2340_01575
XOO3972	RSRUN2340_03254
XOO3972	RSRUN2340_00184
XOO3972	RSRUN2340_04175
XOO3972	RSRUN2340_04590
XOO3973	RSRUN2340_04082
XOO3973	RSRUN2340_01717
XOO3973	RSRUN2340_00459
XOO3973	RSRUN2340_01647
XOO3973	RSRUN2340_03605
XOO3973	RSRUN2340_00737
XOO3973	RSRUN2340_00730
XOO3973	RSRUN2340_02438
XOO3973	RSRUN2340_03236
XOO3973	RSRUN2340_04106
XOO3973	RSRUN2340_00277
XOO3973	RSRUN2340_04862
XOO3973	RSRUN2340_01575
XOO3973	RSRUN2340_03254
XOO3973	RSRUN2340_00184
XOO3973	RSRUN2340_04175
XOO3973	RSRUN2340_04590
XOO1314	RSRUN2340_01014
XOO1314	RSRUN2340_00181
XOO1314	RSRUN2340_03957
XOO1314	RSRUN2340_04382
XOO3974	RSRUN2340_00587
XOO3974	RSRUN2340_00881
XOO3974	RSRUN2340_00075
XOO0466	RSRUN2340_01685
XOO0448	RSRUN2340_03080
XOO2626	RSRUN2340_00297
XOO2626	RSRUN2340_02069
XOO2626	RSRUN2340_04587
XOO2626	RSRUN2340_02605
XOO3957	RSRUN2340_03378
XOO2627	RSRUN2340_00297
XOO2627	RSRUN2340_02069
XOO2627	RSRUN2340_04587
XOO2627	RSRUN2340_02605
XOO3958	RSRUN2340_02299
XOO2629	RSRUN2340_04082
XOO2629	RSRUN2340_01717
XOO2629	RSRUN2340_00459
XOO2629	RSRUN2340_01647
XOO2629	RSRUN2340_03605
XOO2629	RSRUN2340_00737
XOO2629	RSRUN2340_00730
XOO2629	RSRUN2340_02438
XOO2629	RSRUN2340_03236
XOO2629	RSRUN2340_04106
XOO2629	RSRUN2340_00277
XOO2629	RSRUN2340_04862
XOO2629	RSRUN2340_01575
XOO2629	RSRUN2340_03254
XOO2629	RSRUN2340_00184
XOO2629	RSRUN2340_04175
XOO2629	RSRUN2340_04590
XOO4807	RSRUN2340_01536
XOO2633	RSRUN2340_04082
XOO2633	RSRUN2340_01717
XOO2633	RSRUN2340_00459
XOO2633	RSRUN2340_01647
XOO2633	RSRUN2340_03605
XOO2633	RSRUN2340_00737
XOO2633	RSRUN2340_00730
XOO2633	RSRUN2340_02438
XOO2633	RSRUN2340_03236
XOO2633	RSRUN2340_04106
XOO2633	RSRUN2340_00277
XOO2633	RSRUN2340_04862
XOO2633	RSRUN2340_01575
XOO2633	RSRUN2340_03254
XOO2633	RSRUN2340_00184
XOO2633	RSRUN2340_04175
XOO2633	RSRUN2340_04590
XOO0453	RSRUN2340_02767
XOO2636	RSRUN2340_04082
XOO2636	RSRUN2340_01717
XOO2636	RSRUN2340_00459
XOO2636	RSRUN2340_01647
XOO2636	RSRUN2340_03605
XOO2636	RSRUN2340_00737
XOO2636	RSRUN2340_00730
XOO2636	RSRUN2340_02438
XOO2636	RSRUN2340_03236
XOO2636	RSRUN2340_04106
XOO2636	RSRUN2340_00277
XOO2636	RSRUN2340_04862
XOO2636	RSRUN2340_01575
XOO2636	RSRUN2340_03254
XOO2636	RSRUN2340_00184
XOO2636	RSRUN2340_04175
XOO2636	RSRUN2340_04590
XOO3967	RSRUN2340_00090
XOO2630	RSRUN2340_04082
XOO2630	RSRUN2340_01717
XOO2630	RSRUN2340_00459
XOO2630	RSRUN2340_01647
XOO2630	RSRUN2340_03605
XOO2630	RSRUN2340_00737
XOO2630	RSRUN2340_00730
XOO2630	RSRUN2340_02438
XOO2630	RSRUN2340_03236
XOO2630	RSRUN2340_04106
XOO2630	RSRUN2340_00277
XOO2630	RSRUN2340_04862
XOO2630	RSRUN2340_01575
XOO2630	RSRUN2340_03254
XOO2630	RSRUN2340_00184
XOO2630	RSRUN2340_04175
XOO2630	RSRUN2340_04590
XOO1304	RSRUN2340_02141
XOO0456	RSRUN2340_01664
XOO1787	RSRUN2340_01665
XOO1303	RSRUN2340_00558
XOO0455	RSRUN2340_00298
XOO1786	RSRUN2340_02859
XOO2615	RSRUN2340_02550
XOO2616	RSRUN2340_00554
XOO3947	RSRUN2340_04282
XOO2617	RSRUN2340_04944
XOO3948	RSRUN2340_04281
XOO2618	RSRUN2340_04943
XOO3953	RSRUN2340_00355
XOO2622	RSRUN2340_04946
XOO0443	RSRUN2340_00622
XOO1773	RSRUN2340_04082
XOO1773	RSRUN2340_01717
XOO1773	RSRUN2340_00459
XOO1773	RSRUN2340_01647
XOO1773	RSRUN2340_03605
XOO1773	RSRUN2340_00737
XOO1773	RSRUN2340_00730
XOO1773	RSRUN2340_02438
XOO1773	RSRUN2340_03236
XOO1773	RSRUN2340_04106
XOO1773	RSRUN2340_00277
XOO1773	RSRUN2340_04862
XOO1773	RSRUN2340_01575
XOO1773	RSRUN2340_03254
XOO1773	RSRUN2340_00184
XOO1773	RSRUN2340_04175
XOO1773	RSRUN2340_04590
XOO2625	RSRUN2340_01014
XOO2625	RSRUN2340_00181
XOO2625	RSRUN2340_03957
XOO2625	RSRUN2340_04382
XOO3956	RSRUN2340_00359
XOO3952	RSRUN2340_00354
XOO2621	RSRUN2340_04940
XOO2608	RSRUN2340_03904
XOO0428	RSRUN2340_00345
XOO2609	RSRUN2340_03903
XOO3935	RSRUN2340_01530
XOO2604	RSRUN2340_03919
XOO3937	RSRUN2340_03375
XOO3938	RSRUN2340_04584
XOO2611	RSRUN2340_03901
XOO3942	RSRUN2340_03648
XOO2612	RSRUN2340_03900
XOO3941	RSRUN2340_02196
XOO2610	RSRUN2340_03902
XOO4738	RSRUN2340_03981
XOO3408	RSRUN2340_02537
XOO3409	RSRUN2340_02300
XOO2561	RSRUN2340_04257
XOO2562	RSRUN2340_02417
XOO0384	RSRUN2340_04089
XOO1230	RSRUN2340_01973
XOO1230	RSRUN2340_03863
XOO0383	RSRUN2340_02867
XOO1235	RSRUN2340_04475
XOO1235	RSRUN2340_04373
XOO1235	RSRUN2340_03271
XOO1235	RSRUN2340_04052
XOO3415	RSRUN2340_00623
XOO2568	RSRUN2340_03497
XOO2569	RSRUN2340_03867
XOO1232	RSRUN2340_00691
XOO3417	RSRUN2340_00820
XOO3894	RSRUN2340_04082
XOO3894	RSRUN2340_01717
XOO3894	RSRUN2340_00459
XOO3894	RSRUN2340_01647
XOO3894	RSRUN2340_03605
XOO3894	RSRUN2340_00737
XOO3894	RSRUN2340_00730
XOO3894	RSRUN2340_02438
XOO3894	RSRUN2340_03236
XOO3894	RSRUN2340_04106
XOO3894	RSRUN2340_00277
XOO3894	RSRUN2340_04862
XOO3894	RSRUN2340_01575
XOO3894	RSRUN2340_03254
XOO3894	RSRUN2340_00184
XOO3894	RSRUN2340_04175
XOO3894	RSRUN2340_04590
XOO3895	RSRUN2340_03981
XOO3411	RSRUN2340_00367
XOO3413	RSRUN2340_00624
XOO1219	RSRUN2340_02553
XOO4728	RSRUN2340_04082
XOO4728	RSRUN2340_01717
XOO4728	RSRUN2340_00459
XOO4728	RSRUN2340_01647
XOO4728	RSRUN2340_03605
XOO4728	RSRUN2340_00737
XOO4728	RSRUN2340_00730
XOO4728	RSRUN2340_02438
XOO4728	RSRUN2340_03236
XOO4728	RSRUN2340_04106
XOO4728	RSRUN2340_00277
XOO4728	RSRUN2340_04862
XOO4728	RSRUN2340_01575
XOO4728	RSRUN2340_03254
XOO4728	RSRUN2340_00184
XOO4728	RSRUN2340_04175
XOO4728	RSRUN2340_04590
XOO3880	RSRUN2340_00587
XOO3880	RSRUN2340_00881
XOO3880	RSRUN2340_00075
XOO3881	RSRUN2340_03085
XOO2551	RSRUN2340_01407
XOO2556	RSRUN2340_02823
XOO0377	RSRUN2340_00206
XOO3888	RSRUN2340_01001
XOO3888	RSRUN2340_03982
XOO4735	RSRUN2340_01014
XOO4735	RSRUN2340_00181
XOO4735	RSRUN2340_03957
XOO4735	RSRUN2340_04382
XOO3889	RSRUN2340_01001
XOO3889	RSRUN2340_03982
XOO4736	RSRUN2340_03981
XOO2552	RSRUN2340_00958
XOO2552	RSRUN2340_03252
XOO2552	RSRUN2340_03095
XOO2553	RSRUN2340_02582
XOO4732	RSRUN2340_02175
XOO2554	RSRUN2340_02583
XOO2555	RSRUN2340_02824
XOO4716	RSRUN2340_03981
XOO2538	RSRUN2340_00515
XOO4717	RSRUN2340_03981
XOO2539	RSRUN2340_01606
XOO3870	RSRUN2340_01440
XOO2540	RSRUN2340_01818
XOO0362	RSRUN2340_01001
XOO0362	RSRUN2340_03982
XOO0360	RSRUN2340_03981
XOO4723	RSRUN2340_03981
XOO0365	RSRUN2340_01001
XOO0365	RSRUN2340_03982
XOO2546	RSRUN2340_02457
XOO1211	RSRUN2340_04082
XOO1211	RSRUN2340_01717
XOO1211	RSRUN2340_00459
XOO1211	RSRUN2340_01647
XOO1211	RSRUN2340_03605
XOO1211	RSRUN2340_00737
XOO1211	RSRUN2340_00730
XOO1211	RSRUN2340_02438
XOO1211	RSRUN2340_03236
XOO1211	RSRUN2340_04106
XOO1211	RSRUN2340_00277
XOO1211	RSRUN2340_04862
XOO1211	RSRUN2340_01575
XOO1211	RSRUN2340_03254
XOO1211	RSRUN2340_00184
XOO1211	RSRUN2340_04175
XOO1211	RSRUN2340_04590
XOO0364	RSRUN2340_01001
XOO0364	RSRUN2340_03982
XOO2547	RSRUN2340_02458
XOO0363	RSRUN2340_01001
XOO0363	RSRUN2340_03982
XOO2548	RSRUN2340_02464
XOO2542	RSRUN2340_02454
XOO1215	RSRUN2340_05000
XOO1215	RSRUN2340_05042
XOO3858	RSRUN2340_00766
XOO4707	RSRUN2340_03981
XOO2529	RSRUN2340_01940
XOO3860	RSRUN2340_00767
XOO0350	RSRUN2340_00501
XOO0355	RSRUN2340_01014
XOO0355	RSRUN2340_00181
XOO0355	RSRUN2340_03957
XOO0355	RSRUN2340_04382
XOO4712	RSRUN2340_02872
XOO2534	RSRUN2340_01947
XOO1202	RSRUN2340_03064
XOO0354	RSRUN2340_01014
XOO0354	RSRUN2340_00181
XOO0354	RSRUN2340_03957
XOO0354	RSRUN2340_04382
XOO4713	RSRUN2340_00323
XOO4713	RSRUN2340_04773
XOO2535	RSRUN2340_01948
XOO3866	RSRUN2340_00654
XOO0353	RSRUN2340_01014
XOO0353	RSRUN2340_00181
XOO0353	RSRUN2340_03957
XOO0353	RSRUN2340_04382
XOO3867	RSRUN2340_00655
XOO2536	RSRUN2340_00583
XOO2537	RSRUN2340_00514
XOO3868	RSRUN2340_04089
XOO3863	RSRUN2340_03010
XOO1688	RSRUN2340_04431
XOO0356	RSRUN2340_00882
XOO0356	RSRUN2340_00586
XOO0356	RSRUN2340_00076
XOO1203	RSRUN2340_02850
XOO4784	RSRUN2340_04841
XOO2122	RSRUN2340_04082
XOO2122	RSRUN2340_01717
XOO2122	RSRUN2340_00459
XOO2122	RSRUN2340_01647
XOO2122	RSRUN2340_03605
XOO2122	RSRUN2340_00737
XOO2122	RSRUN2340_00730
XOO2122	RSRUN2340_02438
XOO2122	RSRUN2340_03236
XOO2122	RSRUN2340_04106
XOO2122	RSRUN2340_00277
XOO2122	RSRUN2340_04862
XOO2122	RSRUN2340_01575
XOO2122	RSRUN2340_03254
XOO2122	RSRUN2340_00184
XOO2122	RSRUN2340_04175
XOO2122	RSRUN2340_04590
XOO1274	RSRUN2340_04770
XOO1273	RSRUN2340_04771
XOO1278	RSRUN2340_00380
XOO1277	RSRUN2340_00381
XOO2124	RSRUN2340_04821
XOO2123	RSRUN2340_04822
XOO2129	RSRUN2340_04475
XOO2129	RSRUN2340_04373
XOO2129	RSRUN2340_03271
XOO2129	RSRUN2340_04052
XOO4302	RSRUN2340_01970
XOO4787	RSRUN2340_02871
XOO4303	RSRUN2340_01971
XOO4304	RSRUN2340_01001
XOO4304	RSRUN2340_03982
XOO3441	RSRUN2340_04242
XOO3442	RSRUN2340_01851
XOO1264	RSRUN2340_02612
XOO2113	RSRUN2340_01001
XOO2113	RSRUN2340_03982
XOO2112	RSRUN2340_01014
XOO2112	RSRUN2340_00181
XOO2112	RSRUN2340_03957
XOO2112	RSRUN2340_04382
XOO2118	RSRUN2340_00587
XOO2118	RSRUN2340_00881
XOO2118	RSRUN2340_00075
XOO2117	RSRUN2340_00882
XOO2117	RSRUN2340_00586
XOO2117	RSRUN2340_00076
XOO4776	RSRUN2340_01776
XOO4777	RSRUN2340_03981
XOO3446	RSRUN2340_00882
XOO3446	RSRUN2340_00586
XOO3446	RSRUN2340_00076
XOO2116	RSRUN2340_02453
XOO2583	RSRUN2340_03910
XOO3431	RSRUN2340_01014
XOO3431	RSRUN2340_00181
XOO3431	RSRUN2340_03957
XOO3431	RSRUN2340_04382
XOO1250	RSRUN2340_04876
XOO3439	RSRUN2340_04244
XOO3432	RSRUN2340_01014
XOO3432	RSRUN2340_00181
XOO3432	RSRUN2340_03957
XOO3432	RSRUN2340_04382
XOO2108	RSRUN2340_04861
XOO2586	RSRUN2340_04757
XOO2586	RSRUN2340_04297
XOO2586	RSRUN2340_04716
XOO2587	RSRUN2340_05182
XOO2570	RSRUN2340_03868
XOO2572	RSRUN2340_03870
XOO1242	RSRUN2340_03411
XOO1240	RSRUN2340_00297
XOO1240	RSRUN2340_02069
XOO1240	RSRUN2340_04587
XOO1240	RSRUN2340_02605
XOO4757	RSRUN2340_03981
XOO1245	RSRUN2340_04214
XOO1244	RSRUN2340_03067
XOO0397	RSRUN2340_01188
XOO1243	RSRUN2340_03066
XOO4752	RSRUN2340_03051
XOO2574	RSRUN2340_03871
XOO2575	RSRUN2340_03872
XOO3423	RSRUN2340_05106
XOO2577	RSRUN2340_03874
XOO3424	RSRUN2340_04800
XOO2162	RSRUN2340_01871
XOO4341	RSRUN2340_04730
XOO4342	RSRUN2340_02112
XOO4342	RSRUN2340_01283
XOO2161	RSRUN2340_01870
XOO2165	RSRUN2340_02209
XOO2163	RSRUN2340_02509
XOO3018	RSRUN2340_00012
XOO3018	RSRUN2340_04262
XOO4349	RSRUN2340_03166
XOO4346	RSRUN2340_00727
XOO3016	RSRUN2340_00012
XOO3016	RSRUN2340_04262
XOO3017	RSRUN2340_01014
XOO3017	RSRUN2340_00181
XOO3017	RSRUN2340_03957
XOO3017	RSRUN2340_04382
XOO2156	RSRUN2340_01198
XOO2140	RSRUN2340_01378
XOO4320	RSRUN2340_00476
XOO1290	RSRUN2340_03050
XOO1297	RSRUN2340_02704
XOO1294	RSRUN2340_02572
XOO2141	RSRUN2340_01378
XOO4328	RSRUN2340_04289
XOO2146	RSRUN2340_01001
XOO2146	RSRUN2340_03982
XOO4324	RSRUN2340_00474
XOO1282	RSRUN2340_00441
XOO1281	RSRUN2340_00440
XOO1280	RSRUN2340_00438
XOO4795	RSRUN2340_00297
XOO4795	RSRUN2340_02069
XOO4795	RSRUN2340_04587
XOO4795	RSRUN2340_02605
XOO1285	RSRUN2340_00444
XOO1284	RSRUN2340_00443
XOO2130	RSRUN2340_01014
XOO2130	RSRUN2340_00181
XOO2130	RSRUN2340_03957
XOO2130	RSRUN2340_04382
XOO1283	RSRUN2340_00442
XOO1289	RSRUN2340_00448
XOO1288	RSRUN2340_00447
XOO4312	RSRUN2340_00467
XOO4799	RSRUN2340_03981
XOO3054	RSRUN2340_04082
XOO3054	RSRUN2340_01717
XOO3054	RSRUN2340_00459
XOO3054	RSRUN2340_01647
XOO3054	RSRUN2340_03605
XOO3054	RSRUN2340_00737
XOO3054	RSRUN2340_00730
XOO3054	RSRUN2340_02438
XOO3054	RSRUN2340_03236
XOO3054	RSRUN2340_04106
XOO3054	RSRUN2340_00277
XOO3054	RSRUN2340_04862
XOO3054	RSRUN2340_01575
XOO3054	RSRUN2340_03254
XOO3054	RSRUN2340_00184
XOO3054	RSRUN2340_04175
XOO3054	RSRUN2340_04590
XOO4387	RSRUN2340_04919
XOO2191	RSRUN2340_01014
XOO2191	RSRUN2340_00181
XOO2191	RSRUN2340_03957
XOO2191	RSRUN2340_04382
XOO2190	RSRUN2340_01014
XOO2190	RSRUN2340_00181
XOO2190	RSRUN2340_03957
XOO2190	RSRUN2340_04382
XOO4374	RSRUN2340_00297
XOO4374	RSRUN2340_02069
XOO4374	RSRUN2340_04587
XOO4374	RSRUN2340_02605
XOO2195	RSRUN2340_01714
XOO4375	RSRUN2340_00297
XOO4375	RSRUN2340_02069
XOO4375	RSRUN2340_04587
XOO4375	RSRUN2340_02605
XOO2194	RSRUN2340_01716
XOO2193	RSRUN2340_01386
XOO4377	RSRUN2340_00296
XOO4370	RSRUN2340_01001
XOO4370	RSRUN2340_03982
XOO2198	RSRUN2340_02067
XOO4378	RSRUN2340_00301
XOO4379	RSRUN2340_00311
XOO2180	RSRUN2340_02308
XOO4363	RSRUN2340_01093
XOO4365	RSRUN2340_01096
XOO2181	RSRUN2340_02307
XOO2188	RSRUN2340_03192
XOO2186	RSRUN2340_03553
XOO2186	RSRUN2340_00960
XOO4368	RSRUN2340_01001
XOO4368	RSRUN2340_03982
XOO4369	RSRUN2340_01001
XOO4369	RSRUN2340_03982
XOO2179	RSRUN2340_02309
XOO3026	RSRUN2340_03981
XOO3027	RSRUN2340_01001
XOO3027	RSRUN2340_03982
XOO3028	RSRUN2340_04657
XOO3028	RSRUN2340_04658
XOO3028	RSRUN2340_04889
XOO3028	RSRUN2340_04662
XOO3028	RSRUN2340_05048
XOO3028	RSRUN2340_03591
XOO0933	RSRUN2340_03237
XOO0937	RSRUN2340_01220
XOO0936	RSRUN2340_01219
XOO4062	RSRUN2340_04251
XOO0941	RSRUN2340_01140
XOO0940	RSRUN2340_01221
XOO0922	RSRUN2340_00616
XOO0928	RSRUN2340_00722
XOO0926	RSRUN2340_00718
XOO4055	RSRUN2340_00882
XOO4055	RSRUN2340_00586
XOO4055	RSRUN2340_00076
XOO4056	RSRUN2340_00587
XOO4056	RSRUN2340_00881
XOO4056	RSRUN2340_00075
XOO4057	RSRUN2340_04861
XOO4058	RSRUN2340_00313
XOO4051	RSRUN2340_02697
XOO4052	RSRUN2340_02977
XOO4054	RSRUN2340_00626
XOO0911	RSRUN2340_00694
XOO0915	RSRUN2340_01933
XOO0914	RSRUN2340_01935
XOO3191	RSRUN2340_01001
XOO3191	RSRUN2340_03982
XOO0919	RSRUN2340_01014
XOO0919	RSRUN2340_00181
XOO0919	RSRUN2340_03957
XOO0919	RSRUN2340_04382
XOO0918	RSRUN2340_01014
