XFCFBP8418_010140	XOO2763
XFCFBP8418_012670	XOO2726
XFCFBP8418_011340	XOO3834
XFCFBP8418_024880	XOO1967
XFCFBP8418_023790	XOO3316
XFCFBP8418_020280	XOO2260
XFCFBP8418_003720	XOO1632
XFCFBP8418_022460	XOO2209
XFCFBP8418_002870	XOO3997
XFCFBP8418_000210	XOO0232
XFCFBP8418_002630	XOO1143
XFCFBP8418_021370	XOO1859
XFCFBP8418_026820	XOO1953
XFCFBP8418_023310	XOO3558
XFCFBP8418_025730	XOO3236
XFCFBP8418_021130	XOO0388
XFCFBP8418_023550	XOO3584
XFCFBP8418_024640	XOO2310
XFCFBP8418_022220	XOO2963
XFCFBP8418_025970	XOO0059
