H16_B0626	RSBA7_02199
H16_B0095	RSBA7_04657
H16_B0096	RSBA7_02896
H16_B0093	RSBA7_01630
H16_B0092	RSBA7_01004
H16_B0090	RSBA7_00956
H16_A1140	RSBA7_00975
H16_A2473	RSBA7_04853
H16_A1141	RSBA7_00976
H16_A1142	RSBA7_00978
H16_A1178	RSBA7_04882
H16_A1179	RSBA7_00445
H16_A1170	RSBA7_01171
H16_A1171	RSBA7_01072
H16_A1172	RSBA7_01073
H16_A1173	RSBA7_01074
H16_A1174	RSBA7_01075
H16_A1175	RSBA7_01076
H16_A1176	RSBA7_01077
H16_A1177	RSBA7_04878
H16_A1167	RSBA7_01000
H16_A2499	RSBA7_02817
H16_A1168	RSBA7_01001
H16_A2498	RSBA7_02818
H16_A1169	RSBA7_01002
H16_A1160	RSBA7_00994
H16_A1162	RSBA7_00995
H16_A1163	RSBA7_00996
H16_A1164	RSBA7_00997
H16_A2497	RSBA7_04549
H16_A1165	RSBA7_00998
H16_A1166	RSBA7_00999
H16_A2444	RSBA7_01739
H16_A2443	RSBA7_01738
H16_A2446	RSBA7_01741
H16_A1114	RSBA7_03237
H16_A2445	RSBA7_01740
H16_A2448	RSBA7_01743
H16_A1116	RSBA7_00970
H16_A2447	RSBA7_01742
H16_A1117	RSBA7_00971
H16_A1118	RSBA7_00972
H16_A2449	RSBA7_01744
H16_B0067	RSBA7_02034
H16_B0062	RSBA7_03851
H16_B1391	RSBA7_02579
H16_B0060	RSBA7_00339
H16_B0061	RSBA7_01774
H16_B1390	RSBA7_01966
RALH13826	RSBA7_02828
H16_A2440	RSBA7_01735
H16_A2442	RSBA7_01737
H16_A2441	RSBA7_01736
H16_A2433	RSBA7_02060
H16_A2433	RSBA7_02759
H16_A1101	RSBA7_01857
H16_A1102	RSBA7_01856
H16_A1103	RSBA7_01855
H16_A2435	RSBA7_01730
H16_A1104	RSBA7_01854
H16_A2434	RSBA7_01729
H16_A2437	RSBA7_01732
H16_A1105	RSBA7_01853
H16_A2436	RSBA7_01731
H16_A1106	RSBA7_01852
H16_A2439	RSBA7_01734
H16_A1107	RSBA7_01851
H16_A1108	RSBA7_01850
H16_A2438	RSBA7_01733
H16_B0059	RSBA7_00452
H16_B1388	RSBA7_02458
H16_B0057	RSBA7_00450
H16_B0055	RSBA7_00448
H16_B0056	RSBA7_00449
H16_B1385	RSBA7_00614
H16_B0054	RSBA7_03190
H16_B0050	RSBA7_04643
H16_A2431	RSBA7_04885
H16_A1100	RSBA7_01858
H16_A1100	RSBA7_01859
H16_A1134	RSBA7_02354
H16_A2466	RSBA7_01754
H16_A1135	RSBA7_02353
H16_A2465	RSBA7_01753
H16_A1136	RSBA7_02352
H16_A1137	RSBA7_02351
H16_A2467	RSBA7_01767
H16_A1138	RSBA7_02350
H16_A2469	RSBA7_00602
H16_A2469	RSBA7_00568
H16_B0084	RSBA7_03268
H16_B0085	RSBA7_03269
H16_B0080	RSBA7_02728
H16_B0081	RSBA7_04832
H16_A2460	RSBA7_03174
H16_A2462	RSBA7_01750
H16_A1131	RSBA7_02362
H16_A2461	RSBA7_03173
H16_A2464	RSBA7_01752
H16_A1132	RSBA7_02361
H16_A1133	RSBA7_02360
H16_A2463	RSBA7_01751
H16_A2455	RSBA7_03180
H16_A2454	RSBA7_01749
H16_A1124	RSBA7_02370
H16_A1125	RSBA7_02369
H16_A2457	RSBA7_03178
H16_A2456	RSBA7_03179
H16_A1126	RSBA7_02368
H16_A1127	RSBA7_02367
H16_A2459	RSBA7_03176
H16_A1128	RSBA7_02366
H16_A2458	RSBA7_03177
H16_A1129	RSBA7_02364
H16_B0073	RSBA7_01881
H16_B0070	RSBA7_04820
H16_A2451	RSBA7_01746
H16_A1120	RSBA7_00973
H16_A2450	RSBA7_01745
H16_A2453	RSBA7_01748
H16_A1121	RSBA7_00974
H16_A1122	RSBA7_02371
H16_A1122	RSBA7_00794
H16_A2452	RSBA7_01747
H16_A3731	RSBA7_00013
H16_A3730	RSBA7_03968
H16_A3730	RSBA7_00014
H16_A3730	RSBA7_04846
H16_A3732	RSBA7_00542
H16_A2404	RSBA7_01136
H16_A3735	RSBA7_00543
H16_A2403	RSBA7_01137
H16_A2406	RSBA7_01340
H16_A2406	RSBA7_01134
H16_A2405	RSBA7_01135
H16_A3736	RSBA7_00548
H16_B1359	RSBA7_04183
H16_A2408	RSBA7_01132
H16_A2407	RSBA7_01133
H16_B1357	RSBA7_02575
H16_A2409	RSBA7_01131
H16_B0024	RSBA7_03755
H16_B0022	RSBA7_03757
H16_B0023	RSBA7_03756
H16_B0020	RSBA7_03770
H16_A3720	RSBA7_00841
H16_A0695	RSBA7_02358
H16_A3724	RSBA7_00018
H16_A0699	RSBA7_04148
H16_A3723	RSBA7_00017
H16_B0019	RSBA7_03767
H16_A3726	RSBA7_02694
H16_A3725	RSBA7_02695
H16_A3728	RSBA7_00016
H16_A3727	RSBA7_02693
H16_A3729	RSBA7_00015
H16_A3729	RSBA7_03967
H16_A3729	RSBA7_03966
H16_B1342	RSBA7_03413
H16_B1340	RSBA7_01910
H16_A0691	RSBA7_00294
H16_A0691	RSBA7_03138
H16_A0692	RSBA7_00293
H16_A0693	RSBA7_01801
H16_A2425	RSBA7_03513
H16_A2425	RSBA7_03857
H16_A2428	RSBA7_02211
H16_B1377	RSBA7_04829
H16_B0046	RSBA7_04937
H16_B1378	RSBA7_04830
H16_B1374	RSBA7_03576
H16_B1371	RSBA7_04106
H16_B0040	RSBA7_03770
H16_A2410	RSBA7_01130
H16_A3744	RSBA7_00004
H16_A2413	RSBA7_04268
H16_A3746	RSBA7_00002
H16_A3745	RSBA7_00003
H16_A3747	RSBA7_00001
H16_B0039	RSBA7_03769
H16_B0038	RSBA7_03771
H16_B1366	RSBA7_04144
H16_B0036	RSBA7_03757
H16_B1365	RSBA7_04143
H16_B1362	RSBA7_04186
H16_B0032	RSBA7_03763
H16_B1363	RSBA7_04187
H16_B1360	RSBA7_04184
H16_B1361	RSBA7_04185
H16_A1992	RSBA7_03869
H16_A1992	RSBA7_01756
H16_A1995	RSBA7_03829
H16_A0665	RSBA7_02737
H16_A1998	RSBA7_03871
H16_A1999	RSBA7_04643
H16_A1990	RSBA7_03815
H16_A1981	RSBA7_01725
H16_A1982	RSBA7_00442
H16_A0651	RSBA7_04048
H16_A1983	RSBA7_00441
H16_A0653	RSBA7_04053
H16_A1985	RSBA7_03866
H16_A1985	RSBA7_01711
H16_A1986	RSBA7_00665
H16_A1987	RSBA7_03814
H16_B1306	RSBA7_00676
H16_A0657	RSBA7_02979
H16_A1988	RSBA7_03806
H16_B1304	RSBA7_03805
H16_A1989	RSBA7_03822
H16_B1305	RSBA7_00675
H16_B1300	RSBA7_01642
H16_A1980	RSBA7_01724
H16_A0683	RSBA7_00647
H16_A0684	RSBA7_00648
H16_A3711	RSBA7_00021
H16_A0686	RSBA7_00128
H16_A3710	RSBA7_00025
H16_A0687	RSBA7_04604
H16_A3712	RSBA7_00020
H16_A0689	RSBA7_04359
H16_B1339	RSBA7_02140
H16_A3716	RSBA7_04545
H16_B0004	RSBA7_03133
H16_B0005	RSBA7_05056
H16_B0002	RSBA7_03131
H16_B0002	RSBA7_02245
H16_B0002	RSBA7_03687
H16_B1333	RSBA7_01860
H16_B1334	RSBA7_01675
H16_B0003	RSBA7_03132
H16_B1332	RSBA7_00904
H16_B0001	RSBA7_03130
H16_A0680	RSBA7_00796
H16_A0681	RSBA7_00645
RALH12597	RSBA7_03300
H16_A0682	RSBA7_00646
H16_A0672	RSBA7_04505
H16_A0673	RSBA7_01871
H16_A3700	RSBA7_00075
H16_A0674	RSBA7_01348
H16_A0675	RSBA7_04504
H16_A0676	RSBA7_04503
H16_A3702	RSBA7_00073
H16_A0677	RSBA7_03204
H16_A3701	RSBA7_00074
H16_A3704	RSBA7_00071
H16_A0678	RSBA7_03390
H16_A0679	RSBA7_04340
H16_A3703	RSBA7_00072
H16_A3705	RSBA7_00070
H16_A3708	RSBA7_00027
H16_A3707	RSBA7_00028
H16_A3709	RSBA7_00026
H16_A0670	RSBA7_03791
H16_A0671	RSBA7_03795
H16_A0624	RSBA7_02197
H16_A0625	RSBA7_05027
H16_A0610	RSBA7_02291
H16_B0897	RSBA7_03077
H16_B0898	RSBA7_03076
H16_B0895	RSBA7_03079
H16_B0896	RSBA7_03078
H16_B0893	RSBA7_03073
H16_B0893	RSBA7_00341
H16_B0894	RSBA7_02856
H16_B0891	RSBA7_02263
H16_A1971	RSBA7_00446
H16_A1972	RSBA7_00238
H16_A0641	RSBA7_03813
H16_A1973	RSBA7_00227
H16_A0642	RSBA7_03812
H16_A1974	RSBA7_00223
H16_A0643	RSBA7_03690
H16_A1976	RSBA7_03045
H16_A1960	RSBA7_01461
H16_A1961	RSBA7_01460
H16_A1962	RSBA7_01459
H16_A1963	RSBA7_01458
H16_A1964	RSBA7_01457
H16_A1965	RSBA7_01454
H16_A0635	RSBA7_01331
H16_A1966	RSBA7_01455
H16_A1967	RSBA7_01456
H16_A1968	RSBA7_02066
H16_A0638	RSBA7_01071
H16_A0638	RSBA7_03986
H16_A0829	RSBA7_02530
H16_A3090	RSBA7_02374
H16_A3091	RSBA7_02375
H16_A3094	RSBA7_02376
H16_A3093	RSBA7_03282
H16_A3096	RSBA7_02377
H16_A3098	RSBA7_02379
H16_A3097	RSBA7_02378
H16_A3099	RSBA7_02380
H16_A0811	RSBA7_00899
H16_A0812	RSBA7_00900
H16_A0813	RSBA7_00901
H16_A0813	RSBA7_03080
H16_A0814	RSBA7_00902
H16_A0815	RSBA7_00903
H16_A0816	RSBA7_00904
H16_A0817	RSBA7_00905
H16_A0818	RSBA7_00906
H16_A0819	RSBA7_00907
H16_A0809	RSBA7_00898
H16_A3081	RSBA7_02339
H16_A3080	RSBA7_02338
H16_A3083	RSBA7_02341
H16_A3082	RSBA7_02340
H16_A3085	RSBA7_02343
H16_A3084	RSBA7_02342
H16_A3087	RSBA7_02345
H16_A3086	RSBA7_02344
H16_A3089	RSBA7_02347
H16_A3088	RSBA7_02346
H16_A0848	RSBA7_01860
H16_A0833	RSBA7_04253
H16_A3059	RSBA7_02254
H16_A3052	RSBA7_02243
H16_A3054	RSBA7_03131
H16_A3054	RSBA7_02245
H16_A3054	RSBA7_03687
H16_A3053	RSBA7_02244
H16_A3056	RSBA7_02250
H16_A3058	RSBA7_02251
H16_A3049	RSBA7_02242
H16_A3048	RSBA7_02240
H16_A3041	RSBA7_02232
H16_A3040	RSBA7_02230
H16_A3043	RSBA7_02234
H16_A3042	RSBA7_02233
H16_A3045	RSBA7_02236
H16_A3044	RSBA7_02235
H16_A3047	RSBA7_02238
H16_A3046	RSBA7_02237
H16_A0800	RSBA7_00890
H16_A0801	RSBA7_00891
H16_A0802	RSBA7_00892
H16_A0803	RSBA7_00893
H16_A0804	RSBA7_00894
H16_A0805	RSBA7_00895
H16_A0807	RSBA7_00896
H16_A0808	RSBA7_00897
H16_A3070	RSBA7_02326
H16_A3071	RSBA7_02327
H16_A3076	RSBA7_02551
H16_A3078	RSBA7_02336
H16_A3077	RSBA7_02335
H16_A3079	RSBA7_02337
H16_A3061	RSBA7_02312
H16_A3060	RSBA7_02311
H16_A3063	RSBA7_02316
H16_A3062	RSBA7_02314
H16_A3065	RSBA7_02318
H16_A3064	RSBA7_02317
H16_A3067	RSBA7_02320
H16_A3066	RSBA7_02319
H16_A3069	RSBA7_02325
H16_A3068	RSBA7_02321
H16_A3016	RSBA7_02287
H16_A3015	RSBA7_02355
H16_A3018	RSBA7_02357
H16_A3017	RSBA7_02358
H16_A3019	RSBA7_02359
PHG405	RSBA7_01455
PHG404	RSBA7_01456
H16_A3004	RSBA7_02207
PHG417	RSBA7_00614
PHG414	RSBA7_02050
H16_A3001	RSBA7_02205
PHG412	RSBA7_01695
H16_A3000	RSBA7_02204
H16_A3003	RSBA7_02206
H16_A3038	RSBA7_02228
H16_A3037	RSBA7_02227
H16_A3039	RSBA7_02229
PHG420	RSBA7_02458
H16_A3030	RSBA7_02220
H16_A3032	RSBA7_02222
H16_A3031	RSBA7_02221
H16_A3034	RSBA7_02224
PHG423	RSBA7_02579
H16_A3033	RSBA7_02223
PHG422	RSBA7_01966
H16_A3036	RSBA7_02226
H16_A3035	RSBA7_02225
H16_A3027	RSBA7_02217
H16_A3026	RSBA7_03146
H16_A3026	RSBA7_02216
H16_A3029	RSBA7_02219
H16_A3028	RSBA7_02218
H16_A3020	RSBA7_01164
RALH10864	RSBA7_00327
H16_A3023	RSBA7_02212
H16_A3025	RSBA7_02214
H16_A3024	RSBA7_02213
H16_A1266	RSBA7_02441
H16_A1266	RSBA7_03856
H16_A1267	RSBA7_01675
H16_A1268	RSBA7_01860
H16_A2599	RSBA7_02856
H16_A2591	RSBA7_01071
H16_A2591	RSBA7_03986
H16_A1264	RSBA7_03854
H16_A1264	RSBA7_02438
H16_A1265	RSBA7_02440
H16_A1265	RSBA7_03855
RALH1_K20888	RSBA7_00661
H16_A1285	RSBA7_04548
H16_A1286	RSBA7_00551
H16_A2565	RSBA7_01026
H16_A2567	RSBA7_01024
H16_A1236	RSBA7_01832
H16_A2566	RSBA7_01025
H16_A1237	RSBA7_01831
H16_A2569	RSBA7_01022
H16_A2568	RSBA7_01023
H16_B0189	RSBA7_03645
H16_B0187	RSBA7_03642
H16_B0188	RSBA7_03644
H16_B0188	RSBA7_03643
H16_B0185	RSBA7_03640
H16_B0186	RSBA7_03641
H16_B0183	RSBA7_03638
H16_B0184	RSBA7_03639
H16_B0181	RSBA7_03636
H16_B0182	RSBA7_03637
H16_B0180	RSBA7_03635
H16_A2561	RSBA7_01029
H16_A2560	RSBA7_01030
H16_A2563	RSBA7_01027
H16_A1232	RSBA7_02071
H16_A2562	RSBA7_01028
H16_A2554	RSBA7_01036
H16_A1222	RSBA7_01125
H16_A1223	RSBA7_01126
H16_A2553	RSBA7_01037
H16_A1224	RSBA7_01127
H16_A2556	RSBA7_01034
H16_A1225	RSBA7_01128
H16_A2555	RSBA7_01035
H16_A2558	RSBA7_01032
H16_A2557	RSBA7_01033
H16_A1227	RSBA7_02033
H16_A2559	RSBA7_01031
H16_B0178	RSBA7_03633
H16_B0179	RSBA7_03214
H16_B0179	RSBA7_03634
H16_B0176	RSBA7_02231
H16_B0177	RSBA7_04522
H16_B0172	RSBA7_02209
H16_B0173	RSBA7_04339
H16_B0171	RSBA7_03528
H16_A2550	RSBA7_01040
H16_A2552	RSBA7_01038
H16_A1220	RSBA7_01123
H16_A1221	RSBA7_01124
H16_A2551	RSBA7_01039
H16_A1255	RSBA7_02893
H16_A2587	RSBA7_01005
H16_A2586	RSBA7_03849
H16_A2586	RSBA7_01006
H16_A2589	RSBA7_01003
H16_A2588	RSBA7_01004
RALH1_K21302	RSBA7_00174
RALH13962	RSBA7_00715
H16_A2581	RSBA7_01011
H16_A2580	RSBA7_01012
H16_A2583	RSBA7_01009
H16_A2582	RSBA7_01010
H16_A2585	RSBA7_01007
H16_A2584	RSBA7_01008
H16_A1244	RSBA7_02217
H16_A2576	RSBA7_01015
H16_A1245	RSBA7_03040
H16_A2575	RSBA7_01016
H16_A2578	RSBA7_01013
H16_A2577	RSBA7_01014
H16_A1248	RSBA7_04685
H16_A1248	RSBA7_00631
H16_B0198	RSBA7_01673
H16_B0198	RSBA7_02070
H16_B0199	RSBA7_01672
H16_B0199	RSBA7_02069
H16_B0193	RSBA7_03649
H16_B0190	RSBA7_03646
H16_B0191	RSBA7_03647
H16_A2570	RSBA7_01021
H16_A2572	RSBA7_01019
H16_A2571	RSBA7_01020
H16_A2574	RSBA7_01017
H16_A2573	RSBA7_01018
H16_A2525	RSBA7_01797
H16_A2524	RSBA7_01796
H16_A2527	RSBA7_01798
H16_A2529	RSBA7_01800
H16_A2528	RSBA7_01799
H16_B1479	RSBA7_00901
H16_B1479	RSBA7_03080
H16_B0145	RSBA7_01485
H16_B1477	RSBA7_00900
H16_B0142	RSBA7_02898
H16_B1470	RSBA7_03690
H16_B1471	RSBA7_03692
H16_A2510	RSBA7_01770
H16_A2513	RSBA7_01971
H16_A2518	RSBA7_04549
H16_B1466	RSBA7_01011
H16_B0130	RSBA7_03956
H16_B1461	RSBA7_04553
H16_B1462	RSBA7_04552
H16_B0131	RSBA7_03957
H16_B1460	RSBA7_03693
H16_A2542	RSBA7_03419
H16_A1214	RSBA7_01117
H16_A1215	RSBA7_01118
H16_A2547	RSBA7_01043
H16_A1216	RSBA7_01119
H16_A2546	RSBA7_01044
H16_A1217	RSBA7_01120
H16_A2549	RSBA7_01041
H16_A1218	RSBA7_01121
H16_A1218	RSBA7_01122
H16_A2548	RSBA7_01042
H16_A1219	RSBA7_01121
H16_A1219	RSBA7_01122
H16_B0169	RSBA7_02258
H16_B1498	RSBA7_04940
H16_B1498	RSBA7_01211
H16_B0167	RSBA7_02071
H16_B1499	RSBA7_01212
H16_B0168	RSBA7_02259
H16_B0165	RSBA7_03207
H16_B0166	RSBA7_04823
H16_B0163	RSBA7_03209
H16_B0164	RSBA7_03208
H16_B0160	RSBA7_04868
H16_A2541	RSBA7_01065
H16_A1210	RSBA7_01108
H16_A2540	RSBA7_01066
H16_A1200	RSBA7_01097
H16_A2532	RSBA7_01805
H16_A1201	RSBA7_01098
H16_A2534	RSBA7_01807
H16_A1202	RSBA7_01099
H16_A1203	RSBA7_01101
H16_A2533	RSBA7_01806
H16_A1204	RSBA7_01102
H16_A2536	RSBA7_01809
H16_A1205	RSBA7_01103
H16_A2535	RSBA7_01808
H16_A1206	RSBA7_01104
H16_A1207	RSBA7_01105
H16_A1208	RSBA7_01106
H16_A1209	RSBA7_01107
H16_B1489	RSBA7_04651
H16_B0158	RSBA7_04677
H16_B0159	RSBA7_04874
H16_B0157	RSBA7_04462
H16_B1483	RSBA7_04302
H16_B1482	RSBA7_04303
RALH10027	RSBA7_04629
RALH10027	RSBA7_00559
RALH10027	RSBA7_04815
RALH10027	RSBA7_04903
RALH10027	RSBA7_01938
RALH10027	RSBA7_05040
RALH10027	RSBA7_02161
RALH10027	RSBA7_04494
RALH10027	RSBA7_05074
RALH10027	RSBA7_03162
RALH10027	RSBA7_05031
RALH10027	RSBA7_05048
RALH10027	RSBA7_04421
RALH10027	RSBA7_04420
RALH10027	RSBA7_04961
RALH10027	RSBA7_00201
RALH10027	RSBA7_03228
RALH10027	RSBA7_03315
RALH10027	RSBA7_04813
H16_A2530	RSBA7_01804
RALH10024	RSBA7_04629
RALH10024	RSBA7_00559
RALH10024	RSBA7_04815
RALH10024	RSBA7_04903
RALH10024	RSBA7_01938
RALH10024	RSBA7_05040
RALH10024	RSBA7_02161
RALH10024	RSBA7_04494
RALH10024	RSBA7_05074
RALH10024	RSBA7_03162
RALH10024	RSBA7_05031
RALH10024	RSBA7_05048
RALH10024	RSBA7_04421
RALH10024	RSBA7_04420
RALH10024	RSBA7_04961
RALH10024	RSBA7_00201
RALH10024	RSBA7_03228
RALH10024	RSBA7_03315
RALH10024	RSBA7_04813
H16_A0784	RSBA7_03300
H16_B0109	RSBA7_01551
H16_A0786	RSBA7_00876
H16_A0787	RSBA7_00877
H16_A0788	RSBA7_00879
H16_B0107	RSBA7_03141
H16_B0108	RSBA7_04685
H16_B0108	RSBA7_00631
H16_A0789	RSBA7_00880
H16_B0105	RSBA7_04833
H16_B0106	RSBA7_01469
H16_B0103	RSBA7_03564
H16_B0104	RSBA7_03984
H16_B1432	RSBA7_01718
H16_B1432	RSBA7_01760
H16_B0101	RSBA7_04853
H16_B0102	RSBA7_01273
H16_B1433	RSBA7_01759
H16_B1431	RSBA7_03872
RALH10030	RSBA7_02305
H16_A0780	RSBA7_03866
H16_A0780	RSBA7_01711
H16_A0781	RSBA7_01710
H16_A0781	RSBA7_03865
H16_A0771	RSBA7_02079
H16_A0771	RSBA7_00486
H16_A0773	RSBA7_04606
H16_B1428	RSBA7_04902
RALH10047	RSBA7_00713
RALH10047	RSBA7_00590
RALH10047	RSBA7_00204
H16_A0770	RSBA7_02085
H16_A2501	RSBA7_02815
H16_A2500	RSBA7_02816
H16_A2503	RSBA7_02813
H16_A2502	RSBA7_02814
H16_A2505	RSBA7_01768
H16_A2504	RSBA7_02811
H16_B0127	RSBA7_01055
H16_A2507	RSBA7_02819
H16_B1459	RSBA7_00294
H16_B1459	RSBA7_03138
H16_A2506	RSBA7_01769
H16_A2509	RSBA7_02256
H16_B0126	RSBA7_01054
H16_B0124	RSBA7_02783
H16_B0124	RSBA7_03989
H16_B0122	RSBA7_04909
H16_A0793	RSBA7_00884
H16_A0794	RSBA7_00885
H16_A0795	RSBA7_00886
H16_A0797	RSBA7_00887
H16_A0798	RSBA7_00888
H16_A0799	RSBA7_00889
H16_B0116	RSBA7_03264
H16_B0115	RSBA7_03265
H16_B0113	RSBA7_02269
H16_B1441	RSBA7_03959
H16_B1442	RSBA7_02110
H16_A0790	RSBA7_00881
H16_A0791	RSBA7_00882
H16_A0792	RSBA7_00883
H16_A0740	RSBA7_00720
H16_A0742	RSBA7_02132
H16_A0743	RSBA7_02131
H16_A0745	RSBA7_02130
H16_A0746	RSBA7_02129
H16_A0747	RSBA7_00664
H16_A0748	RSBA7_02127
H16_A0731	RSBA7_00709
H16_A0732	RSBA7_00710
H16_A0733	RSBA7_03808
H16_A0733	RSBA7_00711
H16_A0734	RSBA7_00714
H16_A0735	RSBA7_00715
H16_A0736	RSBA7_00716
H16_A0737	RSBA7_00717
H16_A0738	RSBA7_00718
H16_A0739	RSBA7_00719
H16_A0763	RSBA7_02116
H16_A0764	RSBA7_02104
H16_B1416	RSBA7_01633
H16_A0766	RSBA7_01468
H16_A0768	RSBA7_02093
H16_A0769	RSBA7_02257
H16_A0750	RSBA7_00342
H16_A0750	RSBA7_02124
H16_A0751	RSBA7_02123
H16_A0752	RSBA7_02122
H16_A0753	RSBA7_02121
H16_A0754	RSBA7_02120
H16_A0755	RSBA7_02119
H16_A0756	RSBA7_02118
H16_B1401	RSBA7_04893
H16_A0940	RSBA7_02279
H16_A0942	RSBA7_02279
H16_A0946	RSBA7_00878
H16_A0947	RSBA7_01982
H16_A0948	RSBA7_01981
H16_A0949	RSBA7_01980
H16_A0930	RSBA7_02006
H16_A0931	RSBA7_02005
H16_A0932	RSBA7_02004
H16_A0933	RSBA7_02003
H16_A0934	RSBA7_02002
H16_A0935	RSBA7_01996
H16_A0936	RSBA7_01995
H16_A0937	RSBA7_01994
H16_A0938	RSBA7_01993
H16_A0939	RSBA7_00551
H16_A0963	RSBA7_02892
H16_B1612	RSBA7_02691
H16_A0966	RSBA7_03266
H16_A0967	RSBA7_01772
H16_B1610	RSBA7_01075
H16_A0968	RSBA7_04541
H16_A0950	RSBA7_01979
H16_A0951	RSBA7_01978
H16_A0952	RSBA7_01977
H16_A0953	RSBA7_01976
H16_B1603	RSBA7_01490
H16_A0954	RSBA7_01975
H16_B1604	RSBA7_01489
H16_A0955	RSBA7_01974
H16_B1601	RSBA7_01492
H16_A0956	RSBA7_01972
H16_B1602	RSBA7_01491
H16_A0958	RSBA7_01970
H16_B1600	RSBA7_01493
H16_A0900	RSBA7_02024
H16_A0902	RSBA7_02021
H16_A0904	RSBA7_02019
H16_A0905	RSBA7_04149
H16_A0906	RSBA7_02018
H16_A0907	RSBA7_00061
H16_A3171	RSBA7_02482
H16_A3170	RSBA7_02481
H16_A3173	RSBA7_02484
H16_A3172	RSBA7_02483
H16_A3175	RSBA7_02486
H16_A3174	RSBA7_02485
H16_A3177	RSBA7_02488
H16_A3176	RSBA7_02487
H16_A3169	RSBA7_02480
H16_A3160	RSBA7_02472
H16_A3162	RSBA7_02474
H16_A3161	RSBA7_02473
H16_A3163	RSBA7_02475
H16_A3166	RSBA7_02477
H16_A3165	RSBA7_02476
H16_A3168	RSBA7_02479
H16_A3167	RSBA7_02478
H16_A0921	RSBA7_01785
H16_A0927	RSBA7_00981
H16_A3197	RSBA7_01398
H16_A3198	RSBA7_01397
H16_A0910	RSBA7_02015
H16_A0911	RSBA7_02014
H16_A0912	RSBA7_02013
H16_A0913	RSBA7_02012
H16_A0914	RSBA7_02011
H16_A0915	RSBA7_02010
H16_A0916	RSBA7_02009
H16_A0917	RSBA7_02008
H16_A0918	RSBA7_02007
H16_A0909	RSBA7_02016
H16_A3182	RSBA7_03675
H16_A3181	RSBA7_02492
H16_A3184	RSBA7_04965
H16_A3183	RSBA7_04007
H16_A3183	RSBA7_03997
H16_A3185	RSBA7_02282
RALH10940	RSBA7_00917
H16_A3188	RSBA7_01773
H16_A3189	RSBA7_00660
H16_A3137	RSBA7_02450
H16_A3136	RSBA7_02449
H16_A3139	RSBA7_02452
H16_A3138	RSBA7_02451
H16_B2088	RSBA7_03081
H16_B2087	RSBA7_02842
H16_B2083	RSBA7_04131
H16_B2082	RSBA7_04130
H16_B2081	RSBA7_02842
H16_A3131	RSBA7_02441
H16_A3131	RSBA7_03856
H16_A3130	RSBA7_02440
H16_A3130	RSBA7_03855
H16_A3133	RSBA7_02447
H16_A3132	RSBA7_02442
H16_A3135	RSBA7_02448
H16_A3126	RSBA7_02431
H16_A3125	RSBA7_02429
H16_A3128	RSBA7_03854
H16_A3128	RSBA7_02438
H16_A3127	RSBA7_02432
H16_A3129	RSBA7_02439
H16_B2078	RSBA7_01407
H16_B2078	RSBA7_03661
H16_B2078	RSBA7_04625
H16_B2078	RSBA7_02106
H16_B2078	RSBA7_02108
H16_B2078	RSBA7_03603
H16_B2073	RSBA7_01969
H16_A0090	RSBA7_00484
H16_B2070	RSBA7_00715
H16_A3120	RSBA7_02443
H16_A3122	RSBA7_02426
H16_A0097	RSBA7_03031
H16_A3121	RSBA7_02425
H16_A3124	RSBA7_02428
H16_A3123	RSBA7_02427
H16_A3159	RSBA7_02470
PHG305	RSBA7_02488
H16_A3151	RSBA7_02462
H16_A3150	RSBA7_02461
H16_A3153	RSBA7_02464
H16_A3153	RSBA7_01963
H16_A3152	RSBA7_02463
H16_A3155	RSBA7_02466
H16_A3154	RSBA7_02465
H16_A3157	RSBA7_02469
H16_A3156	RSBA7_02467
H16_A3148	RSBA7_02459
H16_A3147	RSBA7_02458
H16_A3149	RSBA7_02460
H16_B2097	RSBA7_03565
H16_B2096	RSBA7_03306
H16_B2094	RSBA7_03484
H16_A3142	RSBA7_02454
H16_A3141	RSBA7_02453
H16_A3144	RSBA7_02456
H16_A3143	RSBA7_02455
H16_A3146	RSBA7_02457
H16_A3145	RSBA7_01471
H16_A1398	RSBA7_01546
H16_A1399	RSBA7_01545
H16_B2046	RSBA7_04971
H16_B2044	RSBA7_04972
H16_B2043	RSBA7_00517
H16_B2042	RSBA7_03011
H16_B2040	RSBA7_03146
H16_B2040	RSBA7_02216
H16_A1390	RSBA7_01630
H16_A1391	RSBA7_01629
H16_A1392	RSBA7_01628
H16_A0065	RSBA7_00265
H16_A1397	RSBA7_01547
H16_A0066	RSBA7_03001
H16_A1387	RSBA7_01687
H16_A0056	RSBA7_00652
H16_A0057	RSBA7_00950
H16_A1389	RSBA7_01631
H16_A0059	RSBA7_00281
H16_B2039	RSBA7_03548
H16_B2037	RSBA7_02219
H16_B2033	RSBA7_01944
H16_A1381	RSBA7_01637
H16_A1382	RSBA7_01636
H16_A0051	RSBA7_03806
H16_A1383	RSBA7_01635
H16_A1384	RSBA7_01634
H16_A1385	RSBA7_01633
H16_A1386	RSBA7_01632
H16_A0055	RSBA7_02095
H16_A3115	RSBA7_02423
H16_A3114	RSBA7_02422
H16_A3117	RSBA7_02446
H16_A3116	RSBA7_02424
H16_A3119	RSBA7_02444
H16_A3118	RSBA7_02445
H16_B2069	RSBA7_02409
H16_B2067	RSBA7_04872
H16_B2063	RSBA7_04885
H16_B2062	RSBA7_04886
H16_B2061	RSBA7_04887
