ID	Name	Formula_with_ids	Formula_with_Names	EC	Type	Pathways	GPR	Complete_GPR	networks	percentageNetworks
R_PHBD_Ext	poly_3_hydroxybutyrate__depolymerase_like_extracellular	M_h2o_e + M_pbhb_e <==> M_h_e + 2.0 M_r3rhbb_e	H2O + Poly_beta_hydroxybutyrate <==> proton_H_ + 2.0 R__3___R__3_Hydroxybutanoyloxy_butanoate	null	normal	polyhydroxybutanoate_metabolism	( RSBA7_01969 ) OR ( RSBDBR229_01444 ) OR ( RSCFB2957_02031 ) OR ( RSGMI1000_02193 ) OR ( RSK60_03055 ) OR ( RSMOLK2_03127 ) OR ( RSPSI07_01217 ) OR ( RSPSS4_02295 ) OR ( RSR24_02231 ) OR ( RSRUN2340_01085 ) OR ( RSUW551_01989 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_PHCD	L-1-pyrroline-3-hydroxy-5-carboxylate dehydrogenase	M_1p3h5c_c + 2.0 M_h2o_c + M_nad_c --> M_e4hglu_c + M_h_c + M_nadh_c	L_1_Pyrroline_3_hydroxy_5_carboxylate + 2.0 H2O + Nicotinamide_adenine_dinucleotide --> L_erythro_4_Hydroxyglutamate + proton_H_ + Nicotinamide_adenine_dinucleotide___reduced	1.5.1.-;1.5.1.12;1.2.1.88	normal	Proline_degradation	( RSBA7_02993 ) OR ( RSBDBR229_03312 ) OR ( RSCFB2957_03075 ) OR ( RSGMI1000_03361 ) OR ( RSK60_01877 ) OR ( RSMOLK2_02609 ) OR ( RSPSI07_00132 ) OR ( RSPSS4_03457 ) OR ( RSR24_02962 ) OR ( RSR24_03375 ) OR ( RSRUN2340_03409 ) OR ( RSUW551_03099 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_PHEAT1	phenylalanine_aminotransferase_1	M_phe__L_c + M_pyr_c <==> M_ala__L_c + M_phpyr_c	L_Phenylalanine + Pyruvate <==> L_Alanine + Phenylpyruvate	null	normal	Ralfuranone_biosynthesis	( RSGMI1000_04880 ) OR ( RSPSS4_04936 )	complete_gpr	[RSPSS4, RSGMI1000]	18
R_PHEME2abcpp	Protoheme transport via ABC system periplasm to cytosol 	M_atp_c + M_h2o_c + M_pheme_p --> M_adp_c + M_h_c + M_pheme_c + M_pi_c	ATP + H2O + Protoheme C34H30FeN4O4 --> ADP + proton_H_ + Protoheme + Phosphate	null	transport	Cofactor and Prosthetic Group Biosynthesis	( RSBDBR229_01217 AND RSBDBR229_01218 AND no_ortholog AND no_ortholog2 ) OR ( RSMOLK2_04449 AND RSMOLK2_04450 AND no_ortholog AND no_ortholog2 ) OR ( RSPSI07_03444 AND RSPSI07_03445 AND no_ortholog AND no_ortholog2 ) OR ( RSR24_03686 AND RSR24_03687 AND no_ortholog AND no_ortholog2 ) OR ( RSUW551_03759 AND RSUW551_03760 AND no_ortholog AND no_ortholog2 )	incomplete_gpr	[RSMOLK2, RSPSI07, RSR24, RSUW551, RSBDBR229]	45
R_PHEMEAS	putative_hemeA_synthase	M_h2o_c + M_hemeO_c --> 2.0 M_h2_c + M_hemeA__1_c	H2O + Heme_O --> 2.0 H2 + Heme_A	null	normal	Heme_biosynthesis	( RSBA7_00371 ) OR ( RSBDBR229_00338 ) OR ( RSCFB2957_00327 ) OR ( RSGMI1000_00376 ) OR ( RSK60_01371 ) OR ( RSMOLK2_00340 ) OR ( RSPSI07_02924 ) OR ( RSPSS4_00378 ) OR ( RSR24_00382 ) OR ( RSRUN2340_00404 ) OR ( RSUW551_00398 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_PHEODC	L_phenylalanine_oxigenase__decarboxylating_	M_o2_e + M_phe__L_e --> M_co2_e + M_h2o_e + M_pad_e	Dioxygen + L_Phenylalanine --> Carbon_dioxide_CO2 + H2O + 2-Phenylacetamide	null	normal	Phenylalanine_degradation	( RSBDBR229_00250 ) OR ( RSCFB2957_02968 ) OR ( RSGMI1000_03215 ) OR ( RSK60_02080 ) OR ( RSMOLK2_02463 ) OR ( RSPSI07_00298 ) OR ( RSPSS4_03314 ) OR ( RSR24_03217 ) OR ( RSRUN2340_03244 ) OR ( RSUW551_02988 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSRUN2340, RSK60]	91
R_PHETA1	Phenylalanine transaminase	M_akg_c + M_phe__L_c <==> M_glu__L_c + M_phpyr_c	2_Oxoglutarate + L_Phenylalanine <==> L_Glutamate + Phenylpyruvate	2.6.1.1;2.6.1.57;2.6.1.5;2.6.1.9	normal	Phenylalanine_biosynthesis	( RSBA7_00610 ) OR ( RSBA7_00884 ) OR ( RSBA7_00983 ) OR ( RSBDBR229_00753 ) OR ( RSBDBR229_04178 ) OR ( RSBDBR229_04269 ) OR ( RSCFB2957_00533 ) OR ( RSCFB2957_00835 ) OR ( RSCFB2957_00936 ) OR ( RSGMI1000_00585 ) OR ( RSGMI1000_00925 ) OR ( RSGMI1000_01028 ) OR ( RSK60_00709 ) OR ( RSK60_00800 ) OR ( RSK60_01116 ) OR ( RSMOLK2_00558 ) OR ( RSMOLK2_04213 ) OR ( RSMOLK2_04317 ) OR ( RSPSI07_02297 ) OR ( RSPSI07_02391 ) OR ( RSPSI07_02690 ) OR ( RSPSS4_00586 ) OR ( RSPSS4_00929 ) OR ( RSPSS4_01032 ) OR ( RSR24_00442 ) OR ( RSR24_00635 ) OR ( RSR24_00914 ) OR ( RSR24_01042 ) OR ( RSRUN2340_00617 ) OR ( RSRUN2340_02213 ) OR ( RSRUN2340_02312 ) OR ( RSUW551_00609 ) OR ( RSUW551_01867 ) OR ( RSUW551_02195 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_PHETHPTOX2	L-Phenylalanine,tetrahydrobiopterin:oxygen oxidoreductase (4-hydroxylating)	M_o2_c + M_phe__L_c + M_thbpt_c --> M_thbpt4acam_c + M_tyr__L_c	Dioxygen + L_Phenylalanine + Tetrahydrobiopterin --> Tetrahydrobiopterin_4a_carbinolamine + L_Tyrosine	null	normal	Phenylalanine_degradation	( RSBA7_03051 ) OR ( RSBDBR229_00167 ) OR ( RSCFB2957_03129 ) OR ( RSGMI1000_03415 ) OR ( RSK60_01820 ) OR ( RSMOLK2_02554 ) OR ( RSPSI07_00080 ) OR ( RSPSS4_03510 ) OR ( RSR24_03430 ) OR ( RSRUN2340_03462 ) OR ( RSUW551_03153 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_PHETRS	Phenylalanyl-tRNA synthetase	M_atp_c + M_phe__L_c + M_trnaphe_c --> M_amp_c + M_phetrna_c + M_ppi_c	ATP + L_Phenylalanine + tRNA_Phe_ --> AMP + L_Phenylalanyl_tRNA_Phe_ + Diphosphate	6.1.1.20	normal	Phenylalanine_biosynthesis	( RSBA7_01661 AND RSBA7_01662 AND no_ortholog ) OR ( RSBDBR229_01039 AND RSBDBR229_01040 AND no_ortholog ) OR ( RSCFB2957_01727 AND RSCFB2957_01728 AND no_ortholog ) OR ( RSGMI1000_01624 AND RSGMI1000_01625 AND no_ortholog ) OR ( RSK60_03368 AND RSK60_03369 AND no_ortholog ) OR ( RSMOLK2_03395 AND RSMOLK2_03396 AND no_ortholog ) OR ( RSPSI07_01587 AND RSPSI07_01588 AND no_ortholog ) OR ( RSPSS4_01901 AND RSPSS4_01902 AND no_ortholog ) OR ( RSR24_01448 AND RSR24_01449 AND no_ortholog ) OR ( RSRUN2340_01369 AND RSRUN2340_01370 AND no_ortholog ) OR ( RSUW551_01151 AND RSUW551_01152 AND no_ortholog )	incomplete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_PHEt2rpp	L-phenylalanine reversible transport via proton symport (periplasm)	M_h_p + M_phe__L_p <==> M_h_c + M_phe__L_c	proton_H_ + L_Phenylalanine <==> proton_H_ + L_Phenylalanine	null	transport	Cofactor and Prosthetic Group Biosynthesis;Transport, Inner Membrane;Transport_carbon_substrate	( RSBA7_02401 ) OR ( RSBA7_03784 ) OR ( RSCFB2957_02506 ) OR ( RSCFB2957_04237 ) OR ( RSGMI1000_02154 ) OR ( RSK60_04458 ) OR ( RSMOLK2_02032 ) OR ( RSMOLK2_04623 ) OR ( RSPSS4_02256 ) OR ( RSR24_00457 ) OR ( RSRUN2340_04182 ) OR ( RSRUN2340_04951 ) OR ( RSUW551_02525 ) OR ( RSUW551_03836 )	complete_gpr	[RSPSS4, RSMOLK2, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBA7, RSRUN2340, RSK60]	82
R_PHEtex	L-phenylalanine transport via diffusion (extracellular to periplasm)	M_phe__L_e <==> M_phe__L_p	L_Phenylalanine <==> L_Phenylalanine	null	transport	Transport_carbon_substrate		no_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_PHNACH	Phosphonoacetate hydrolase	M_h2o_c + M_phnac_c --> M_ac_c + M_pi_c	H2O + Phosphonoacetate --> Acetate + Phosphate	null	normal	S_Phosphonate_and_phosphinate_metabolism	( RSBA7_03536 ) OR ( RSBDBR229_03628 ) OR ( RSCFB2957_04589 ) OR ( RSGMI1000_04837 ) OR ( RSK60_04803 ) OR ( RSMOLK2_01741 ) OR ( RSPSI07_04490 ) OR ( RSPSS4_04893 ) OR ( RSR24_04593 ) OR ( RSRUN2340_04932 ) OR ( RSUW551_03823 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_PINAt	Phosphate export via facillated diffusion (periplasm)	M_na1_p + M_pi_p --> M_na1_c + M_pi_c	Sodium + Phosphate --> Sodium + Phosphate	null	transport	Inorganic Ion Transport and Metabolism	( RSBA7_00419 ) OR ( RSBDBR229_00289 ) OR ( RSCFB2957_00375 ) OR ( RSK60_01322 ) OR ( RSMOLK2_00388 ) OR ( RSPSI07_02874 ) OR ( RSR24_00431 ) OR ( RSUW551_00446 )	complete_gpr	[RSMOLK2, RSPSI07, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSK60]	73
R_PIt2rpp	Phosphate reversible transport via symport (periplasm)	M_h_p + M_pi_p <==> M_h_c + M_pi_c	proton_H_ + Phosphate <==> proton_H_ + Phosphate	null	transport	Transport_ion_substrate	( RSBA7_01281 ) OR ( RSBDBR229_01804 ) OR ( RSCFB2957_01291 ) OR ( RSGMI1000_01345 ) OR ( RSK60_00352 ) OR ( RSMOLK2_03883 ) OR ( RSPSI07_01961 ) OR ( RSPSS4_01396 ) OR ( RSR24_01904 ) OR ( RSRUN2340_01842 ) OR ( RSUW551_01547 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_PItex	Phosphate transport via diffusion (extracellular to periplasm)	M_pi_e <==> M_pi_p	Phosphate <==> Phosphate	null	transport	Transport_ion_substrate		no_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_PIuabcpp	Phosphate transport via ABC system (uptake, periplasm)	M_atp_c + M_h2o_c + M_pi_p --> M_adp_c + M_h_c + 2.0 M_pi_c	ATP + H2O + Phosphate --> ADP + proton_H_ + 2.0 Phosphate	3.6.3.27	transport	Transport_ion_substrate	( RSBA7_01736 AND RSBA7_01737 AND RSBA7_01738 AND RSBA7_01739 ) OR ( RSBA7_01736 AND RSBA7_01737 AND RSBA7_01738 AND RSBA7_03002 ) OR ( RSBDBR229_00122 AND RSBDBR229_04303 AND RSBDBR229_04304 AND RSBDBR229_04305 ) OR ( RSBDBR229_04303 AND RSBDBR229_04304 AND RSBDBR229_04305 AND RSBDBR229_04306 ) OR ( RSCFB2957_01791 AND RSCFB2957_01792 AND RSCFB2957_01793 AND RSCFB2957_01794 ) OR ( RSCFB2957_01791 AND RSCFB2957_01792 AND RSCFB2957_01793 AND RSCFB2957_03084 ) OR ( RSGMI1000_01567 AND RSGMI1000_01568 AND RSGMI1000_01569 AND RSGMI1000_01570 ) OR ( RSGMI1000_01568 AND RSGMI1000_01569 AND RSGMI1000_01570 AND RSGMI1000_03370 ) OR ( RSK60_01868 AND RSK60_03301 AND RSK60_03302 AND RSK60_03303 ) OR ( RSK60_03300 AND RSK60_03301 AND RSK60_03302 AND RSK60_03303 ) OR ( RSMOLK2_02600 AND RSMOLK2_03329 AND RSMOLK2_03330 AND RSMOLK2_03331 ) OR ( RSMOLK2_03328 AND RSMOLK2_03329 AND RSMOLK2_03330 AND RSMOLK2_03331 ) OR ( RSPSI07_00124 AND RSPSI07_01500 AND RSPSI07_01501 AND RSPSI07_01502 ) OR ( RSPSI07_01499 AND RSPSI07_01500 AND RSPSI07_01501 AND RSPSI07_01502 ) OR ( RSPSS4_01969 AND RSPSS4_01970 AND RSPSS4_01971 AND RSPSS4_01972 ) OR ( RSPSS4_01969 AND RSPSS4_01970 AND RSPSS4_01971 AND RSPSS4_03466 ) OR ( RSR24_01346 AND RSR24_01347 AND RSR24_01348 AND RSR24_01349 ) OR ( RSR24_01347 AND RSR24_01348 AND RSR24_01349 AND RSR24_03386 ) OR ( RSRUN2340_01312 AND RSRUN2340_01313 AND RSRUN2340_01314 AND RSRUN2340_01315 ) OR ( RSRUN2340_01313 AND RSRUN2340_01314 AND RSRUN2340_01315 AND RSRUN2340_03419 ) OR ( RSUW551_01104 AND RSUW551_01105 AND RSUW551_01106 AND RSUW551_01107 ) OR ( RSUW551_01105 AND RSUW551_01106 AND RSUW551_01107 AND RSUW551_03109 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_PMANM	Phosphomannomutase	M_man1p_c <==> M_man6p_c	D_Mannose_1_phosphate <==> D_Mannose_6_phosphate	5.4.2.8	normal	GDP_Mannose_biosynthesis	( RSBA7_00744 ) OR ( RSBDBR229_03190 ) OR ( RSCFB2957_00690 ) OR ( RSGMI1000_00713 ) OR ( RSK60_01001 ) OR ( RSMOLK2_00675 ) OR ( RSPSI07_02568 ) OR ( RSPSS4_00715 ) OR ( RSR24_00748 ) OR ( RSRUN2340_00716 ) OR ( RSUW551_02390 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_PMCOAD	Pimeloyl-CoA dehydrogenase	M_nad_c + M_pmcoa_c --> M_6checoa_c + 2.0 M_h_c + M_nadh_c	Nicotinamide_adenine_dinucleotide + Pimeloyl-CoA --> 6-Carboxyhex-2-enoyl-CoA + 2.0 proton_H_ + Nicotinamide_adenine_dinucleotide___reduced	null	normal	Benzoate degradation via CoA ligation	( RSBA7_01889 AND no_ortholog ) OR ( RSBDBR229_02226 AND no_ortholog ) OR ( RSCFB2957_01953 AND no_ortholog ) OR ( RSGMI1000_02090 AND no_ortholog ) OR ( RSK60_03134 AND no_ortholog ) OR ( RSMOLK2_03206 AND no_ortholog ) OR ( RSPSI07_01321 AND no_ortholog ) OR ( RSPSS4_02192 AND no_ortholog ) OR ( RSR24_02146 AND no_ortholog ) OR ( RSRUN2340_01167 AND no_ortholog ) OR ( RSUW551_00945 AND no_ortholog )	incomplete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_PMDPHT	Pyrimidine phosphatase	M_5aprbu_c + M_h2o_c --> M_4r5au_c + M_pi_c	5_Amino_6__5__phosphoribitylamino_uracil + H2O --> 4__1_D_Ribitylamino__5_aminouracil + Phosphate	3.1.3.104;3.1.3.-	normal	Rivoflavin metabolism;Flavin_biosynthesis	( RSBA7_01729 ) OR ( RSBDBR229_04295 ) OR ( RSCFB2957_01784 ) OR ( RSGMI1000_01577 ) OR ( RSK60_03310 ) OR ( RSMOLK2_03338 ) OR ( RSPSI07_01509 ) OR ( RSPSS4_01962 ) OR ( RSR24_01356 ) OR ( RSRUN2340_01322 ) OR ( RSUW551_01114 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_PME	pectinesterase	M_h2o_e + M_pect_e --> 0.6 M_meoh_e + M_polygalurnxu_e	H2O + pectine --> 0.6 Methanol + poly_1_4_a_D_galacturonate	null	normal	plant_cell_wall_degradation	( RSBA7_04804 ) OR ( RSBDBR229_04572 ) OR ( RSCFB2957_03337 ) OR ( RSGMI1000_03613 ) OR ( RSK60_03717 ) OR ( RSMOLK2_01843 ) OR ( RSPSI07_03349 ) OR ( RSPSS4_03708 ) OR ( RSR24_03617 ) OR ( RSRUN2340_03668 ) OR ( RSUW551_03506 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_PMEACPE	Pimeloyl-[ACP] methyl ester esterase	M_h2o_c + M_pmeACP_c --> M_h_c + M_meoh_c + M_pimACP_c	H2O + Pimeloyl__acyl_carrier_protein__methyl_ester --> proton_H_ + Methanol + Pimeloyl__acyl_carrier_protein_	3.1.1.85	normal	Biotin_biosynthesis		no_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_PMPK	Phosphomethylpyrimidine kinase	M_4ampm_c + M_atp_c --> M_2mahmp_c + M_adp_c	4_Amino_2_methyl_5_phosphomethylpyrimidine + ATP --> 2_Methyl_4_amino_5_hydroxymethylpyrimidine_diphosphate + ADP	2.7.4.7	normal	Thiamin_biosynthesis	( RSBA7_00106 ) OR ( RSBDBR229_00102 ) OR ( RSCFB2957_00104 ) OR ( RSGMI1000_00102 ) OR ( RSK60_01620 ) OR ( RSMOLK2_00111 ) OR ( RSPSI07_03150 ) OR ( RSPSS4_00102 ) OR ( RSR24_00104 ) OR ( RSRUN2340_00125 ) OR ( RSUW551_00154 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_PNTK	Pantothenate kinase	M_atp_c + M_pnto__R_c --> M_4ppan_c + M_adp_c + M_h_c	ATP + R__Pantothenate --> D_4__Phosphopantothenate + ADP + proton_H_	2.7.1.33	normal	Coenzyme_A_biosynthesis	( RSBA7_00269 ) OR ( RSBDBR229_00399 ) OR ( RSCFB2957_00264 ) OR ( RSGMI1000_00316 ) OR ( RSK60_01430 ) OR ( RSMOLK2_00280 ) OR ( RSPSI07_02984 ) OR ( RSPSS4_00318 ) OR ( RSR24_00296 ) OR ( RSRUN2340_00344 ) OR ( RSUW551_00333 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_PNTOt4pp	Pantothenate sodium symporter (periplasm)	M_na1_p + M_pnto__R_p --> M_na1_c + M_pnto__R_c	Sodium + R__Pantothenate --> Sodium + R__Pantothenate	null	transport	Transport_cofactor_substrate	( RSBA7_00468 ) OR ( RSBDBR229_03055 ) OR ( RSCFB2957_00423 ) OR ( RSGMI1000_00472 ) OR ( RSK60_01234 ) OR ( RSMOLK2_00437 ) OR ( RSPSI07_02806 ) OR ( RSPSS4_00474 ) OR ( RSR24_00520 ) OR ( RSRUN2340_00503 ) OR ( RSUW551_00495 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_PNTOtex	Pantothenate transport via diffusion (extracellular to periplasm)	M_pnto__R_e --> M_pnto__R_p	R__Pantothenate --> R__Pantothenate	null	transport	Transport_cofactor_substrate		no_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_POR3	2_oxoacid__ferredoxin_oxidoreductase	M_2obut_c + M_coa_c + 2.0 M_fdox_c --> M_co2_c + 2.0 M_fdred_c + M_h_c + M_ppcoa_c	2_Oxobutanoate + Coenzyme_A + 2.0 ferredoxin__oxidized__2_4Fe_4S_ --> Carbon_dioxide_CO2 + 2.0 ferredoxin__reduced__2_4Fe_4S_ + proton_H_ + Propanoyl_CoA	null	normal	2_oxobutanoate_degradation		no_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_POX	Pyruvate oxidase	M_h2o_c + M_pyr_c + M_q8_c --> M_ac_c + M_co2_c + M_q8h2_c	H2O + Pyruvate + Ubiquinone_8 --> Acetate + Carbon_dioxide_CO2 + Ubiquinol_8	null	normal	Oxidative Phosphorylation	( RSBA7_02427 ) OR ( RSBDBR229_02604 ) OR ( RSCFB2957_02529 ) OR ( RSGMI1000_02770 ) OR ( RSK60_02542 ) OR ( RSMOLK2_02055 ) OR ( RSPSI07_00750 ) OR ( RSPSS4_02826 ) OR ( RSR24_02715 ) OR ( RSRUN2340_02819 ) OR ( RSUW551_02549 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_PPA	Inorganic diphosphatase	M_h2o_c + M_ppi_c --> M_h_c + 2.0 M_pi_c	H2O + Diphosphate --> proton_H_ + 2.0 Phosphate	3.6.1.1	normal	Phosphate_metabolism	( RSBA7_01169 ) OR ( RSBA7_01731 ) OR ( RSBA7_02129 ) OR ( RSBDBR229_01630 ) OR ( RSBDBR229_03695 ) OR ( RSBDBR229_04297 ) OR ( RSBDBR229_04298 ) OR ( RSCFB2957_01179 ) OR ( RSCFB2957_01786 ) OR ( RSCFB2957_02197 ) OR ( RSGMI1000_01234 ) OR ( RSGMI1000_01575 ) OR ( RSGMI1000_02399 ) OR ( RSK60_00469 ) OR ( RSK60_02879 ) OR ( RSK60_03308 ) OR ( RSMOLK2_02919 ) OR ( RSMOLK2_03336 ) OR ( RSMOLK2_04000 ) OR ( RSPSI07_01064 ) OR ( RSPSI07_01507 ) OR ( RSPSI07_02080 ) OR ( RSPSS4_01285 ) OR ( RSPSS4_01964 ) OR ( RSPSS4_02501 ) OR ( RSR24_01354 ) OR ( RSR24_02044 ) OR ( RSR24_02400 ) OR ( RSRUN2340_01320 ) OR ( RSRUN2340_01955 ) OR ( RSRUN2340_02465 ) OR ( RSUW551_00866 ) OR ( RSUW551_01112 ) OR ( RSUW551_01666 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_PPA2	Inorganic triphosphatase	M_h2o_c + M_pppi_c --> M_h_c + M_pi_c + M_ppi_c	H2O + Inorganic_triphosphate --> proton_H_ + Phosphate + Diphosphate	3.6.1.25	normal	Phosphate_metabolism	( RSBA7_01169 ) OR ( RSBA7_01731 ) OR ( RSBDBR229_01630 ) OR ( RSBDBR229_04297 ) OR ( RSBDBR229_04298 ) OR ( RSCFB2957_01179 ) OR ( RSCFB2957_01786 ) OR ( RSGMI1000_01234 ) OR ( RSGMI1000_01575 ) OR ( RSK60_00469 ) OR ( RSK60_03308 ) OR ( RSMOLK2_03336 ) OR ( RSMOLK2_04000 ) OR ( RSPSI07_01507 ) OR ( RSPSI07_02080 ) OR ( RSPSS4_01285 ) OR ( RSPSS4_01964 ) OR ( RSR24_01354 ) OR ( RSR24_02044 ) OR ( RSRUN2340_01320 ) OR ( RSRUN2340_01955 ) OR ( RSUW551_01112 ) OR ( RSUW551_01666 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_PPAKr	Propionate kinase	M_adp_c + M_ppap_c <==> M_atp_c + M_ppa_c	ADP + Propanoyl phosphate <==> ATP + Propionate__n_C3_0_	null	normal	Propanoate metabolism	( RSBA7_03791 ) OR ( RSBDBR229_03635 ) OR ( RSCFB2957_04229 ) OR ( RSK60_04452 ) OR ( RSMOLK2_01380 ) OR ( RSPSI07_04496 ) OR ( RSR24_04600 ) OR ( RSUW551_04324 )	complete_gpr	[RSMOLK2, RSPSI07, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSK60]	73
R_PPAt2pp	propionate_transport_via_proton_symport__reversible__periplasm_	M_h_p + M_ppa_p <==> M_h_c + M_ppa_c	proton_H_ + Propionate__n_C3_0_ <==> proton_H_ + Propionate__n_C3_0_	null	transport	Transport_carbon_substrate		no_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_PPAtex	Propionate transport via diffusion	M_ppa_e <==> M_ppa_p	Propionate__n_C3_0_ <==> Propionate__n_C3_0_	null	transport	Transport_carbon_substrate		no_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_PPBNGS	Porphobilinogen synthase	2.0 M_5aop_c --> 2.0 M_h2o_c + M_h_c + M_ppbng_c	2.0 5_Amino_4_oxopentanoate --> 2.0 H2O + proton_H_ + Porphobilinogen	4.2.1.24	normal	Heme_biosynthesis	( RSBA7_02750 ) OR ( RSBDBR229_02890 ) OR ( RSCFB2957_02797 ) OR ( RSGMI1000_03046 ) OR ( RSK60_02252 ) OR ( RSMOLK2_02322 ) OR ( RSPSI07_00474 ) OR ( RSPSS4_03148 ) OR ( RSR24_03050 ) OR ( RSRUN2340_03086 ) OR ( RSUW551_02811 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
