RSc0338	RSCFB2957_00294
RSp0189	RSCFB2957_03390
RSc1097	RSCFB2957_01012
RSc1095	RSCFB2957_01011
RSc1094	RSCFB2957_01010
RSc1079	RSCFB2957_01008
RSc1078	RSCFB2957_01007
RSc1077	RSCFB2957_01006
RSc1076	RSCFB2957_01005
RSc1080	RSCFB2957_04087
RSc1086	RSCFB2957_00339
RSc1068	RSCFB2957_00993
RSc2399	RSCFB2957_02256
RSp1480	RSCFB2957_04744
RSp0150	RSCFB2957_02920
RSp0150	RSCFB2957_03349
RSp0150	RSCFB2957_03645
RSc1067	RSCFB2957_00992
RSc2398	RSCFB2957_02255
RSp1481	RSCFB2957_04745
RSc1066	RSCFB2957_00991
RSc2397	RSCFB2957_02254
RSc1065	RSCFB2957_00990
RSc2396	RSCFB2957_02253
RSp1484	RSCFB2957_04748
RSp1485	RSCFB2957_04749
RSp1482	RSCFB2957_04746
RSp0151	RSCFB2957_03350
RSc1069	RSCFB2957_00994
RSp1483	RSCFB2957_04747
RSc1071	RSCFB2957_00996
RSp1488	RSCFB2957_04752
RSp0157	RSCFB2957_03351
RSp0157	RSCFB2957_03352
RSc1070	RSCFB2957_00995
RSp1489	RSCFB2957_04753
RSp1486	RSCFB2957_04750
RSp0156	RSCFB2957_03861
RSp1487	RSCFB2957_04751
RSc1075	RSCFB2957_01004
RSc1074	RSCFB2957_01003
RSc1073	RSCFB2957_01002
RSc1072	RSCFB2957_00997
RSc2388	RSCFB2957_02688
RSc1057	RSCFB2957_00982
RSc2387	RSCFB2957_02245
RSc1056	RSCFB2957_00981
RSp1470	RSCFB2957_04673
RSc1055	RSCFB2957_00980
RSc2386	RSCFB2957_02244
RSc1054	RSCFB2957_00979
RSc2385	RSCFB2957_02243
RSp1473	RSCFB2957_04676
RSp0142	RSCFB2957_03341
RSp0143	RSCFB2957_03342
RSp1471	RSCFB2957_04674
RSp1471	RSCFB2957_00626
RSp1471	RSCFB2957_01469
RSp1471	RSCFB2957_03389
RSc1059	RSCFB2957_00984
RSp0140	RSCFB2957_03339
RSc1058	RSCFB2957_00983
RSc2389	RSCFB2957_02246
RSp0141	RSCFB2957_03340
RSp1472	RSCFB2957_04675
RSc2391	RSCFB2957_02248
RSc1060	RSCFB2957_00985
RSp0146	RSCFB2957_03345
RSc2390	RSCFB2957_02247
RSp1478	RSCFB2957_04133
RSp0147	RSCFB2957_03346
RSp1475	RSCFB2957_04678
RSp1475	RSCFB2957_04511
RSp0144	RSCFB2957_03343
RSp0145	RSCFB2957_03344
RSp1476	RSCFB2957_04699
RSc1064	RSCFB2957_00989
RSc2395	RSCFB2957_02252
RSc1063	RSCFB2957_00988
RSc2394	RSCFB2957_02251
RSc2393	RSCFB2957_02250
RSc1062	RSCFB2957_00987
RSp1479	RSCFB2957_04132
RSp0148	RSCFB2957_03347
RSc1061	RSCFB2957_00986
RSc2392	RSCFB2957_02249
RSp0149	RSCFB2957_03348
RSc1046	RSCFB2957_00971
RSc2377	RSCFB2957_02235
RSp0171	RSCFB2957_03366
RSc1045	RSCFB2957_00970
RSc2376	RSCFB2957_02234
RSp0172	RSCFB2957_03367
RSc1044	RSCFB2957_00969
RSc2375	RSCFB2957_02233
RSc1043	RSCFB2957_00968
RSc2374	RSCFB2957_02232
RSp0175	RSCFB2957_04036
RSp0175	RSCFB2957_03370
RSp0175	RSCFB2957_04669
RSc1049	RSCFB2957_00974
RSp0176	RSCFB2957_03371
RSc2379	RSCFB2957_02237
RSc1048	RSCFB2957_00973
RSp0173	RSCFB2957_03368
RSc1047	RSCFB2957_00972
RSc2378	RSCFB2957_02236
RSp0174	RSCFB2957_03369
RSc2380	RSCFB2957_02238
RSp0179	RSCFB2957_03379
RSp0177	RSCFB2957_03375
RSp0177	RSCFB2957_03377
RSp0178	RSCFB2957_03378
RSc1053	RSCFB2957_00978
RSc2384	RSCFB2957_02242
RSc1052	RSCFB2957_00977
RSc2383	RSCFB2957_02241
RSc1051	RSCFB2957_00976
RSc2382	RSCFB2957_02240
RSc1050	RSCFB2957_00975
RSc2381	RSCFB2957_02239
RSc2366	RSCFB2957_02223
RSc1035	RSCFB2957_00960
RSp0160	RSCFB2957_03355
RSp1491	RSCFB2957_04755
RSc1034	RSCFB2957_00959
RSc1034	RSCFB2957_04181
RSc2365	RSCFB2957_02222
RSp0161	RSCFB2957_03356
RSp1492	RSCFB2957_04756
RSc1033	RSCFB2957_00958
RSc2363	RSCFB2957_02212
RSc1032	RSCFB2957_00957
RSp1490	RSCFB2957_04754
RSp1495	RSCFB2957_04759
RSc1039	RSCFB2957_00964
RSp0164	RSCFB2957_03359
RSp1496	RSCFB2957_04760
RSc1038	RSCFB2957_00963
RSc2369	RSCFB2957_02227
RSp0165	RSCFB2957_03360
RSp0162	RSCFB2957_03043
RSp0162	RSCFB2957_03357
RSc2368	RSCFB2957_02226
RSc1037	RSCFB2957_00962
RSc1036	RSCFB2957_00961
RSc2367	RSCFB2957_02225
RSp0163	RSCFB2957_03358
RSp0168	RSCFB2957_03364
RSp1499	RSCFB2957_04818
RSp0169	RSCFB2957_03365
RSp0166	RSCFB2957_03362
RSp0166	RSCFB2957_02989
RSp1497	RSCFB2957_04816
RSp0167	RSCFB2957_03363
RSp1498	RSCFB2957_04817
RSc1042	RSCFB2957_00967
RSc2373	RSCFB2957_02231
RSc1041	RSCFB2957_00966
RSc2372	RSCFB2957_02230
RSc1040	RSCFB2957_00965
RSc2371	RSCFB2957_02229
RSc2370	RSCFB2957_02228
RSc0613	RSCFB2957_00587
RSc1944	RSCFB2957_03293
RSc1944	RSCFB2957_04312
RSc0614	RSCFB2957_04738
RSc0611	RSCFB2957_00585
RSc1942	RSCFB2957_04310
RSc1942	RSCFB2957_03296
RSc0612	RSCFB2957_00586
RSc0617	RSCFB2957_04926
RSc0618	RSCFB2957_00588
RSc0615	RSCFB2957_04739
RSc0616	RSCFB2957_02975
RSp0110	RSCFB2957_03303
RSp1441	RSCFB2957_04633
RSc0610	RSCFB2957_00584
RSp0113	RSCFB2957_03306
RSp0114	RSCFB2957_03307
RSp1442	RSCFB2957_04634
RSp0111	RSCFB2957_03304
RSp1443	RSCFB2957_04635
RSp0112	RSCFB2957_03305
RSp1448	RSCFB2957_03049
RSp1448	RSCFB2957_04698
RSp1449	RSCFB2957_03048
RSp1449	RSCFB2957_04697
RSp0118	RSCFB2957_04072
RSp0115	RSCFB2957_03308
RSp1447	RSCFB2957_04630
RSp1447	RSCFB2957_02661
RSp0116	RSCFB2957_03309
RSp0116	RSCFB2957_04389
RSp0119	RSCFB2957_03310
RSc0602	RSCFB2957_00570
RSc0603	RSCFB2957_00571
RSc0600	RSCFB2957_00568
RSc0601	RSCFB2957_00569
RSc0606	RSCFB2957_00575
RSc0607	RSCFB2957_00576
RSc0604	RSCFB2957_00573
RSc0605	RSCFB2957_00574
RSp0103	RSCFB2957_03293
RSp0103	RSCFB2957_04312
RSp0100	RSCFB2957_03287
RSp0101	RSCFB2957_03288
RSp0106	RSCFB2957_03299
RSp0107	RSCFB2957_03300
RSp0104	RSCFB2957_04311
RSp0104	RSCFB2957_03295
RSp0105	RSCFB2957_04310
RSp0105	RSCFB2957_03296
RSp1439	RSCFB2957_01129
RSp0108	RSCFB2957_03301
RSc0608	RSCFB2957_00582
RSp0109	RSCFB2957_03302
RSc0609	RSCFB2957_00583
RSc1921	RSCFB2957_01566
RSc1920	RSCFB2957_01565
RSp1462	RSCFB2957_04654
RSp0132	RSCFB2957_03330
RSp1463	RSCFB2957_04655
RSp1460	RSCFB2957_04648
RSp1461	RSCFB2957_04653
RSp1466	RSCFB2957_04660
RSp1466	RSCFB2957_04658
RSp0135	RSCFB2957_03333
RSp1467	RSCFB2957_04660
RSp1467	RSCFB2957_04658
RSp0136	RSCFB2957_03335
RSp1464	RSCFB2957_04656
RSp0133	RSCFB2957_03331
RSp1465	RSCFB2957_04657
RSp0134	RSCFB2957_03332
RSp0139	RSCFB2957_03338
RSp0137	RSCFB2957_03336
RSp1468	RSCFB2957_04659
RSp0138	RSCFB2957_03337
RSp1469	RSCFB2957_04662
RSc1914	RSCFB2957_01575
RSp0120	RSCFB2957_03311
RSp1451	RSCFB2957_04637
RSp0121	RSCFB2957_01912
RSp0121	RSCFB2957_03312
RSp0124	RSCFB2957_03319
RSp1455	RSCFB2957_04641
RSp1456	RSCFB2957_04642
RSp0122	RSCFB2957_01911
RSp0122	RSCFB2957_03313
RSp1453	RSCFB2957_04639
RSp0123	RSCFB2957_03314
RSp1454	RSCFB2957_04640
RSp0128	RSCFB2957_03323
RSp1459	RSCFB2957_04646
RSp0126	RSCFB2957_03861
RSp1457	RSCFB2957_04643
RSp1458	RSCFB2957_04644
RSp1458	RSCFB2957_01760
RSc1919	RSCFB2957_01564
RSp1400	RSCFB2957_04613
RSp1401	RSCFB2957_03255
RSp1401	RSCFB2957_04615
RSp1404	RSCFB2957_04618
RSp1405	RSCFB2957_04619
RSp1402	RSCFB2957_04616
RSp1403	RSCFB2957_04617
RSp1408	RSCFB2957_04622
RSp1409	RSCFB2957_04623
RSp1406	RSCFB2957_04620
RSp1407	RSCFB2957_04621
RSp1421	RSCFB2957_04631
RSp1411	RSCFB2957_04625
RSp1412	RSCFB2957_04626
RSp1410	RSCFB2957_04624
RSp1415	RSCFB2957_04628
RSp1416	RSCFB2957_04629
RSp1413	RSCFB2957_04627
RSc0459	RSCFB2957_00419
RSc0457	RSCFB2957_00417
RSc1789	RSCFB2957_01512
RSc0458	RSCFB2957_00418
RSc1788	RSCFB2957_01513
RSc1783	RSCFB2957_01518
RSc1782	RSCFB2957_01519
RSc0452	RSCFB2957_00412
RSc1781	RSCFB2957_01520
RSc1780	RSCFB2957_01521
RSc0450	RSCFB2957_00411
RSc0455	RSCFB2957_00415
RSc1787	RSCFB2957_01514
RSc0456	RSCFB2957_00416
RSc1786	RSCFB2957_01515
RSc0453	RSCFB2957_00413
RSc1785	RSCFB2957_01516
RSc1784	RSCFB2957_01517
RSc0454	RSCFB2957_00414
RSp0872	RSCFB2957_04126
RSp0873	RSCFB2957_04127
RSp0870	RSCFB2957_04124
RSp0871	RSCFB2957_04125
RSc1790	RSCFB2957_01511
RSp0876	RSCFB2957_04130
RSp0877	RSCFB2957_04131
RSp0874	RSCFB2957_04128
RSp0875	RSCFB2957_04129
RSp0878	RSCFB2957_04134
RSp0879	RSCFB2957_04135
RSc0448	RSCFB2957_00409
RSc0449	RSCFB2957_00410
RSc1779	RSCFB2957_04961
RSc0446	RSCFB2957_00407
RSc0447	RSCFB2957_00408
RSc1772	RSCFB2957_01525
RSc0440	RSCFB2957_00400
RSc0441	RSCFB2957_00401
RSc1771	RSCFB2957_01526
RSc1770	RSCFB2957_01527
RSc0444	RSCFB2957_00405
RSc1775	RSCFB2957_04959
RSc0445	RSCFB2957_00406
RSc0442	RSCFB2957_00402
RSc1774	RSCFB2957_01523
RSc1773	RSCFB2957_01524
RSc0443	RSCFB2957_00404
RSp0861	RSCFB2957_04115
RSp0862	RSCFB2957_04116
RSp0860	RSCFB2957_04114
RSp0865	RSCFB2957_04119
RSp0866	RSCFB2957_04120
RSp0863	RSCFB2957_04117
RSp0864	RSCFB2957_04118
RSp0869	RSCFB2957_04123
RSp0867	RSCFB2957_04121
RSp0868	RSCFB2957_04122
RSc0437	RSCFB2957_00397
RSc1769	RSCFB2957_01528
RSc0438	RSCFB2957_00398
RSc1768	RSCFB2957_01529
RSc1767	RSCFB2957_04734
RSc1767	RSCFB2957_01530
RSc0435	RSCFB2957_00395
RSc1766	RSCFB2957_01531
RSc0436	RSCFB2957_00396
RSc0439	RSCFB2957_00399
RSc1761	RSCFB2957_01536
RSc1760	RSCFB2957_01537
RSc0430	RSCFB2957_00390
RSc1765	RSCFB2957_01532
RSc0433	RSCFB2957_00393
RSc0434	RSCFB2957_00394
RSc1764	RSCFB2957_01533
RSc1763	RSCFB2957_01534
RSc0431	RSCFB2957_00391
RSc0432	RSCFB2957_00392
RSc1762	RSCFB2957_01535
RSp0898	RSCFB2957_00239
RSc1758	RSCFB2957_01539
RSc1758	RSCFB2957_01540
RSc0426	RSCFB2957_00386
RSc1757	RSCFB2957_01539
RSc1757	RSCFB2957_01540
RSc0427	RSCFB2957_00387
RSc0424	RSCFB2957_00384
RSc1756	RSCFB2957_01541
RSc0425	RSCFB2957_00385
RSc0428	RSCFB2957_00388
RSc1759	RSCFB2957_01538
RSc0429	RSCFB2957_00389
RSc1750	RSCFB2957_01546
RSc0422	RSCFB2957_00379
RSc1754	RSCFB2957_01542
RSc0423	RSCFB2957_02177
RSc0423	RSCFB2957_03220
RSc0423	RSCFB2957_00867
RSc0423	RSCFB2957_01405
RSc0423	RSCFB2957_00203
RSc0423	RSCFB2957_03219
RSc0423	RSCFB2957_02894
RSc0423	RSCFB2957_04895
RSp0880	RSCFB2957_04136
RSc1753	RSCFB2957_01543
RSc0420	RSCFB2957_00377
RSc1752	RSCFB2957_01544
RSc0421	RSCFB2957_00378
RSc1751	RSCFB2957_01545
RSp0883	RSCFB2957_04139
RSp0884	RSCFB2957_04140
RSp0881	RSCFB2957_04137
RSp0882	RSCFB2957_04138
RSp0885	RSCFB2957_04141
RSp0886	RSCFB2957_04142
RSp0886	RSCFB2957_01237
RSc1747	RSCFB2957_01549
RSc0415	RSCFB2957_00371
RSc0416	RSCFB2957_00372
RSc1746	RSCFB2957_01550
RSc0413	RSCFB2957_00369
RSc1745	RSCFB2957_01551
RSc0414	RSCFB2957_00370
RSc1744	RSCFB2957_01552
RSc0419	RSCFB2957_00376
RSc0417	RSCFB2957_00373
RSc1749	RSCFB2957_01547
RSc1748	RSCFB2957_01548
RSc0418	RSCFB2957_00374
RSc0411	RSCFB2957_00367
RSc0412	RSCFB2957_00368
RSc0410	RSCFB2957_00366
RSc1740	RSCFB2957_01553
RSp0832	RSCFB2957_04085
RSp0833	RSCFB2957_04086
RSp0830	RSCFB2957_04083
RSp0831	RSCFB2957_04084
RSp0836	RSCFB2957_04089
RSp0837	RSCFB2957_04090
RSp0834	RSCFB2957_04087
RSp0835	RSCFB2957_04088
RSp0838	RSCFB2957_04091
RSc1736	RSCFB2957_01557
RSc0404	RSCFB2957_00360
RSc0405	RSCFB2957_00361
RSc1735	RSCFB2957_01558
RSc1734	RSCFB2957_01559
RSc0402	RSCFB2957_00358
RSc0403	RSCFB2957_00359
RSc1733	RSCFB2957_01560
RSc0408	RSCFB2957_00364
RSc0409	RSCFB2957_00365
RSc1739	RSCFB2957_01554
RSc0406	RSCFB2957_00362
RSc1738	RSCFB2957_01555
RSc0407	RSCFB2957_00363
RSc1737	RSCFB2957_01556
RSc1732	RSCFB2957_01561
RSc0400	RSCFB2957_00356
RSc0401	RSCFB2957_00357
RSc1731	RSCFB2957_01562
RSc1730	RSCFB2957_01563
RSp0821	RSCFB2957_04070
RSp0822	RSCFB2957_04073
RSp0825	RSCFB2957_04078
RSp0826	RSCFB2957_04079
RSp0823	RSCFB2957_04074
RSp0824	RSCFB2957_04077
RSp0829	RSCFB2957_04082
RSp0827	RSCFB2957_04080
RSp0828	RSCFB2957_04081
RSc1725	RSCFB2957_01621
RSc1722	RSCFB2957_01622
RSc1729	RSCFB2957_01617
RSc1728	RSCFB2957_01618
RSc1727	RSCFB2957_01619
RSc1726	RSCFB2957_01620
RSc1721	RSCFB2957_01623
RSc1720	RSCFB2957_01624
RSp0850	RSCFB2957_04104
RSp0851	RSCFB2957_04425
RSp0851	RSCFB2957_04105
RSp0851	RSCFB2957_04466
RSp0854	RSCFB2957_04108
RSp0855	RSCFB2957_04109
RSp0852	RSCFB2957_04271
RSp0852	RSCFB2957_04106
RSp0853	RSCFB2957_04107
RSp0858	RSCFB2957_04112
RSp0859	RSCFB2957_04113
RSp0856	RSCFB2957_04110
RSp0857	RSCFB2957_04111
RSc1714	RSCFB2957_01632
RSc1713	RSCFB2957_01633
RSc1712	RSCFB2957_01634
RSc1711	RSCFB2957_01635
RSc1718	RSCFB2957_01626
RSc1717	RSCFB2957_01627
RSc1716	RSCFB2957_01628
RSc1715	RSCFB2957_01629
RSc1710	RSCFB2957_01636
RSp0840	RSCFB2957_04093
RSp0843	RSCFB2957_04970
RSp0843	RSCFB2957_04097
RSp0843	RSCFB2957_03887
RSp0844	RSCFB2957_04098
RSp0841	RSCFB2957_04094
RSp0842	RSCFB2957_04096
RSp0847	RSCFB2957_04101
RSp0848	RSCFB2957_04102
RSp0845	RSCFB2957_04099
RSc1719	RSCFB2957_01625
RSp0846	RSCFB2957_04100
RSp0849	RSCFB2957_04103
RSc2239	RSCFB2957_02806
RSc2239	RSCFB2957_02140
RSc2234	RSCFB2957_02135
RSc2233	RSCFB2957_02134
RSc2232	RSCFB2957_02133
RSc2231	RSCFB2957_02132
RSc2238	RSCFB2957_02139
RSc2237	RSCFB2957_03231
RSc2237	RSCFB2957_02138
RSc2236	RSCFB2957_02137
RSc2235	RSCFB2957_02136
RSc2241	RSCFB2957_02142
RSc2240	RSCFB2957_02141
RSc2229	RSCFB2957_02130
RSc2228	RSCFB2957_02129
RSc2223	RSCFB2957_02124
RSc2222	RSCFB2957_02123
RSc2221	RSCFB2957_02122
RSc2220	RSCFB2957_02121
RSc2227	RSCFB2957_02128
RSc2226	RSCFB2957_02127
RSc2225	RSCFB2957_02126
RSc2224	RSCFB2957_02125
RSc2230	RSCFB2957_02131
RSc2219	RSCFB2957_02120
RSc2218	RSCFB2957_02119
RSp0809	RSCFB2957_04058
RSc2217	RSCFB2957_02118
RSc2212	RSCFB2957_02112
RSc2211	RSCFB2957_02111
RSc2210	RSCFB2957_02110
RSc2216	RSCFB2957_02117
RSc2215	RSCFB2957_02116
RSc2214	RSCFB2957_02114
RSc2213	RSCFB2957_02113
RSp0810	RSCFB2957_04060
RSp0810	RSCFB2957_03090
RSp0811	RSCFB2957_04061
RSp0814	RSCFB2957_04065
RSp0815	RSCFB2957_04066
RSp0812	RSCFB2957_04062
RSp0813	RSCFB2957_04063
RSp0818	RSCFB2957_04068
RSp0818	RSCFB2957_03519
RSp0818	RSCFB2957_00014
RSp0819	RSCFB2957_04069
RSp0819	RSCFB2957_00015
RSp0817	RSCFB2957_04067
RSc2209	RSCFB2957_02109
RSc2208	RSCFB2957_02108
RSc2207	RSCFB2957_02107
RSc2206	RSCFB2957_02105
RSc2201	RSCFB2957_02100
RSc2200	RSCFB2957_02099
RSc2205	RSCFB2957_02104
RSc2204	RSCFB2957_02103
RSc2203	RSCFB2957_02102
RSc2202	RSCFB2957_02101
RSp0800	RSCFB2957_04049
RSp0803	RSCFB2957_04052
RSp0804	RSCFB2957_04053
RSp0804	RSCFB2957_02830
RSp0801	RSCFB2957_04050
RSp0802	RSCFB2957_04051
RSp0807	RSCFB2957_04056
RSp0807	RSCFB2957_01081
RSp0808	RSCFB2957_04057
RSp0805	RSCFB2957_04054
RSp0806	RSCFB2957_04055
RSc0495	RSCFB2957_00456
RSc0496	RSCFB2957_00457
RSc0493	RSCFB2957_00454
RSc0494	RSCFB2957_00455
RSc0499	RSCFB2957_00460
RSc0497	RSCFB2957_00458
RSc0498	RSCFB2957_00459
RSc0484	RSCFB2957_03185
RSc0484	RSCFB2957_04194
RSc0484	RSCFB2957_00444
RSc0484	RSCFB2957_02156
RSc0485	RSCFB2957_00445
RSc0482	RSCFB2957_00442
RSc0483	RSCFB2957_00443
RSc0488	RSCFB2957_00449
RSc0489	RSCFB2957_00450
RSc0486	RSCFB2957_00447
RSc0487	RSCFB2957_00448
RSc0491	RSCFB2957_00452
RSc0492	RSCFB2957_00453
RSc0490	RSCFB2957_00451
RSc0479	RSCFB2957_00439
RSc0473	RSCFB2957_00433
RSc0474	RSCFB2957_00434
RSc0471	RSCFB2957_00431
RSc0472	RSCFB2957_00432
RSc0477	RSCFB2957_00437
RSc0478	RSCFB2957_00438
RSc0475	RSCFB2957_00435
RSc0476	RSCFB2957_00436
RSc0480	RSCFB2957_00440
RSc0481	RSCFB2957_00441
RSc0481	RSCFB2957_02157
RSc0468	RSCFB2957_00428
RSc1799	RSCFB2957_01501
RSc0469	RSCFB2957_00429
RSc0462	RSCFB2957_00422
RSc1794	RSCFB2957_01507
RSc0463	RSCFB2957_00423
RSc1793	RSCFB2957_01508
RSc0460	RSCFB2957_00420
RSc1792	RSCFB2957_01509
RSc0461	RSCFB2957_00421
RSc1791	RSCFB2957_01510
RSc1798	RSCFB2957_01502
RSc0466	RSCFB2957_00426
RSc1797	RSCFB2957_01503
RSc0467	RSCFB2957_00427
RSc0464	RSCFB2957_00424
RSc1796	RSCFB2957_04651
RSc0465	RSCFB2957_00425
RSc1795	RSCFB2957_01506
RSc0470	RSCFB2957_00430
RSp0070	RSCFB2957_04332
RSp0076	RSCFB2957_03278
RSp0077	RSCFB2957_03279
RSp0074	RSCFB2957_04740
RSp0075	RSCFB2957_03232
RSp0075	RSCFB2957_03277
RSp0078	RSCFB2957_03280
RSp0079	RSCFB2957_03281
RSp1392	RSCFB2957_04605
RSp1393	RSCFB2957_04606
RSp1390	RSCFB2957_04603
RSp1391	RSCFB2957_04604
RSp0065	RSCFB2957_01838
RSp1396	RSCFB2957_04609
RSp1397	RSCFB2957_04610
RSp1394	RSCFB2957_04607
RSp1395	RSCFB2957_04608
RSp0069	RSCFB2957_00574
RSp1398	RSCFB2957_04611
RSp1399	RSCFB2957_04174
RSp1399	RSCFB2957_04612
RSp0093	RSCFB2957_04709
RSp0099	RSCFB2957_03286
RSp0096	RSCFB2957_03661
RSp0096	RSCFB2957_03660
RSp0096	RSCFB2957_03637
RSp0096	RSCFB2957_03965
RSp0096	RSCFB2957_01721
RSp0096	RSCFB2957_03327
RSp0096	RSCFB2957_00154
RSp0096	RSCFB2957_03654
RSp0096	RSCFB2957_03003
RSp0097	RSCFB2957_03666
RSp0080	RSCFB2957_03282
RSc2288	RSCFB2957_04241
RSc2287	RSCFB2957_04240
RSp0081	RSCFB2957_03283
RSc2286	RSCFB2957_02173
RSp0088	RSCFB2957_03001
RSp0088	RSCFB2957_03638
RSp0088	RSCFB2957_03656
RSp0085	RSCFB2957_03636
RSp0085	RSCFB2957_01720
RSp0085	RSCFB2957_03635
RSp0085	RSCFB2957_03325
RSp0085	RSCFB2957_03004
RSp0085	RSCFB2957_03652
RSp0086	RSCFB2957_03661
RSp0086	RSCFB2957_03660
RSp0086	RSCFB2957_03637
RSp0086	RSCFB2957_03965
RSp0086	RSCFB2957_01721
RSp0086	RSCFB2957_03327
RSp0086	RSCFB2957_00154
RSp0086	RSCFB2957_03654
RSp0086	RSCFB2957_03003
RSc2291	RSCFB2957_00904
RSc2278	RSCFB2957_02168
RSc2277	RSCFB2957_02167
RSc2276	RSCFB2957_02166
RSc2275	RSCFB2957_02165
RSp0032	RSCFB2957_03269
RSp0033	RSCFB2957_03270
RSp0030	RSCFB2957_03265
RSp1362	RSCFB2957_03861
RSc2279	RSCFB2957_02169
RSp0031	RSCFB2957_03266
RSp0036	RSCFB2957_03273
RSp0037	RSCFB2957_03274
RSc2280	RSCFB2957_02170
RSp0034	RSCFB2957_03271
RSp1365	RSCFB2957_04765
RSp0035	RSCFB2957_03272
RSc2285	RSCFB2957_02172
RSc2284	RSCFB2957_02171
RSp0038	RSCFB2957_03275
RSc2283	RSCFB2957_04815
RSp0039	RSCFB2957_03276
RSc2282	RSCFB2957_04814
RSc2267	RSCFB2957_03354
RSc2264	RSCFB2957_00589
RSp0021	RSCFB2957_03247
RSp1350	RSCFB2957_00824
RSc2269	RSCFB2957_00590
RSp0020	RSCFB2957_03245
RSc2270	RSCFB2957_02160
RSp0026	RSCFB2957_03251
RSp0023	RSCFB2957_03248
RSp0024	RSCFB2957_03249
RSp0029	RSCFB2957_05004
RSp0029	RSCFB2957_03827
RSp0029	RSCFB2957_04393
RSp0029	RSCFB2957_02326
RSp0029	RSCFB2957_03257
RSp0029	RSCFB2957_03542
RSc2274	RSCFB2957_02164
RSc2273	RSCFB2957_02163
RSp1358	RSCFB2957_04743
RSc2272	RSCFB2957_02162
RSp0027	RSCFB2957_03252
RSc2271	RSCFB2957_02161
RSp0028	RSCFB2957_03254
RSp1381	RSCFB2957_04589
RSc2256	RSCFB2957_02152
RSc2255	RSCFB2957_02151
RSp0051	RSCFB2957_02505
RSp1382	RSCFB2957_04594
RSc2254	RSCFB2957_01739
RSc2254	RSCFB2957_02150
RSc2253	RSCFB2957_01738
RSc2253	RSCFB2957_02149
RSp1380	RSCFB2957_04588
RSp1385	RSCFB2957_04597
RSc2259	RSCFB2957_02155
RSc2259	RSCFB2957_04193
RSp1386	RSCFB2957_04599
RSc2258	RSCFB2957_02154
RSp1384	RSCFB2957_04596
RSc2257	RSCFB2957_02153
RSp1389	RSCFB2957_04602
RSp1388	RSCFB2957_04601
RSc2263	RSCFB2957_00902
RSc2262	RSCFB2957_02158
RSc2261	RSCFB2957_00441
RSc2261	RSCFB2957_02157
RSc2260	RSCFB2957_03185
RSc2260	RSCFB2957_04194
RSc2260	RSCFB2957_00444
RSc2260	RSCFB2957_02156
RSc2243	RSCFB2957_02144
RSc2242	RSCFB2957_02143
RSc2249	RSCFB2957_02145
RSp1374	RSCFB2957_04584
RSp1375	RSCFB2957_03750
RSp0042	RSCFB2957_04709
RSp1379	RSCFB2957_04585
RSp0045	RSCFB2957_03063
RSp1376	RSCFB2957_03751
RSp1377	RSCFB2957_03752
RSc2252	RSCFB2957_02148
RSc2251	RSCFB2957_02147
RSc2250	RSCFB2957_02146
RSc1823	RSCFB2957_01467
RSc1827	RSCFB2957_03275
RSp1327	RSCFB2957_04743
RSc1817	RSCFB2957_04890
RSc1816	RSCFB2957_04891
RSp1310	RSCFB2957_04742
RSp1316	RSCFB2957_04713
RSp1317	RSCFB2957_04712
RSp1315	RSCFB2957_04714
RSp1318	RSCFB2957_00823
RSc1819	RSCFB2957_04888
RSp1319	RSCFB2957_00824
RSc1818	RSCFB2957_04889
RSc1802	RSCFB2957_01497
RSc1801	RSCFB2957_01499
RSc1800	RSCFB2957_01500
RSc1806	RSCFB2957_04280
RSc1805	RSCFB2957_04283
RSc1803	RSCFB2957_04239
RSp0010	RSCFB2957_03235
RSp1341	RSCFB2957_04742
RSp0011	RSCFB2957_03236
RSp1340	RSCFB2957_04582
RSp0014	RSCFB2957_03239
RSp1346	RSCFB2957_04714
RSp0015	RSCFB2957_03240
RSp0012	RSCFB2957_03237
RSp0013	RSCFB2957_03238
RSp0018	RSCFB2957_03243
RSp1349	RSCFB2957_00823
RSp0019	RSCFB2957_03244
RSp0016	RSCFB2957_03241
RSp1347	RSCFB2957_04713
RSp0017	RSCFB2957_03242
RSp0017	RSCFB2957_02290
RSp1348	RSCFB2957_04712
RSc1809	RSCFB2957_04276
RSp1331	RSCFB2957_03861
RSp0003	RSCFB2957_03228
RSp1335	RSCFB2957_03661
RSp1335	RSCFB2957_03660
RSp1335	RSCFB2957_03637
RSp1335	RSCFB2957_03965
RSp1335	RSCFB2957_01721
RSp1335	RSCFB2957_03327
RSp1335	RSCFB2957_00154
RSp1335	RSCFB2957_03654
RSp1335	RSCFB2957_03003
RSp0004	RSCFB2957_03229
RSp0001	RSCFB2957_03226
RSp1333	RSCFB2957_02177
RSp1333	RSCFB2957_03220
RSp1333	RSCFB2957_00867
RSp1333	RSCFB2957_01405
RSp1333	RSCFB2957_00203
RSp1333	RSCFB2957_03219
RSp1333	RSCFB2957_02894
RSp1333	RSCFB2957_04895
RSp0002	RSCFB2957_03227
RSp0002	RSCFB2957_02346
RSp0007	RSCFB2957_03232
RSp0007	RSCFB2957_03277
RSp1338	RSCFB2957_04580
RSp1339	RSCFB2957_04581
RSp0008	RSCFB2957_03233
RSp0005	RSCFB2957_03230
RSp0006	RSCFB2957_03231
RSp0006	RSCFB2957_02138
