RSc0338	RSBA7_00338
RSp0928	RSBA7_04956
RSp0929	RSBA7_04957
RSp0926	RSBA7_04954
RSp0927	RSBA7_04955
RSc2319	RSBA7_03662
RSc2310	RSBA7_04790
RSc2310	RSBA7_04620
RSc2310	RSBA7_02876
RSc0594	RSBA7_00638
RSc0595	RSBA7_00639
RSc0592	RSBA7_00636
RSc0592	RSBA7_02278
RSc0593	RSBA7_00637
RSc0598	RSBA7_00643
RSc0599	RSBA7_00644
RSc0596	RSBA7_00641
RSc0597	RSBA7_00642
RSc0589	RSBA7_00632
RSc0583	RSBA7_00622
RSc0584	RSBA7_00623
RSc0587	RSBA7_00628
RSc0588	RSBA7_04685
RSc0588	RSBA7_00631
RSc0585	RSBA7_00626
RSc0586	RSBA7_00627
RSc0590	RSBA7_00634
RSc0591	RSBA7_00635
RSp0190	RSBA7_04749
RSp0194	RSBA7_04748
RSp0192	RSBA7_03542
RSp0197	RSBA7_04745
RSp0198	RSBA7_04744
RSp0195	RSBA7_04747
RSp0196	RSBA7_04746
RSp0199	RSBA7_04743
RSp0182	RSBA7_04759
RSp0183	RSBA7_04758
RSp0181	RSBA7_04760
RSp0186	RSBA7_04755
RSp0187	RSBA7_04754
RSp0185	RSBA7_04756
RSp0189	RSBA7_04750
RSc1089	RSBA7_05022
RSc1088	RSBA7_05023
RSc1087	RSBA7_05024
RSc1093	RSBA7_05018
RSc1092	RSBA7_05019
RSc1091	RSBA7_05020
RSc1090	RSBA7_05021
RSc1097	RSBA7_01059
RSc1095	RSBA7_01058
RSc1094	RSBA7_01057
RSc1079	RSBA7_01055
RSc1078	RSBA7_01054
RSc1077	RSBA7_01053
RSc1076	RSBA7_01052
RSc1080	RSBA7_03949
RSc1086	RSBA7_05025
RSc1086	RSBA7_00383
RSc1085	RSBA7_05026
RSc1084	RSBA7_05027
RSc1068	RSBA7_01040
RSc2399	RSBA7_02180
RSp1480	RSBA7_03435
RSp0150	RSBA7_04790
RSp0150	RSBA7_04620
RSp0150	RSBA7_02876
RSc1067	RSBA7_01039
RSc2398	RSBA7_02179
RSp1481	RSBA7_03434
RSc1066	RSBA7_01038
RSc2397	RSBA7_02178
RSc1065	RSBA7_01037
RSc2396	RSBA7_02177
RSp1484	RSBA7_03431
RSp1485	RSBA7_03430
RSp1482	RSBA7_03433
RSp0151	RSBA7_04789
RSc1069	RSBA7_01041
RSp1483	RSBA7_03432
RSc1071	RSBA7_01043
RSp1488	RSBA7_03427
RSc1070	RSBA7_01042
RSp1489	RSBA7_03426
RSp1486	RSBA7_03429
RSp1487	RSBA7_03428
RSc1075	RSBA7_01051
RSc1074	RSBA7_01050
RSc1073	RSBA7_01049
RSc1072	RSBA7_01044
RSc1057	RSBA7_01029
RSc2387	RSBA7_02169
RSc1056	RSBA7_01028
RSp1470	RSBA7_04362
RSc1055	RSBA7_01027
RSc2386	RSBA7_02168
RSc1054	RSBA7_01026
RSc2385	RSBA7_02167
RSp1473	RSBA7_04365
RSp0142	RSBA7_04798
RSp0143	RSBA7_04797
RSp1471	RSBA7_04363
RSp1471	RSBA7_04751
RSc1059	RSBA7_01031
RSp0140	RSBA7_04800
RSc1058	RSBA7_01030
RSc2389	RSBA7_02170
RSp0141	RSBA7_04799
RSp1472	RSBA7_04364
RSc2391	RSBA7_02172
RSc1060	RSBA7_01032
RSp0146	RSBA7_04794
RSc2390	RSBA7_02171
RSp1478	RSBA7_03903
RSp1478	RSBA7_03904
RSp0147	RSBA7_04793
RSp1475	RSBA7_03617
RSp1475	RSBA7_04367
RSp0144	RSBA7_04796
RSp0145	RSBA7_04795
RSp1476	RSBA7_04389
RSc1064	RSBA7_01036
RSc2395	RSBA7_02176
RSc1063	RSBA7_01035
RSc2394	RSBA7_02175
RSc2393	RSBA7_02174
RSc1062	RSBA7_01034
RSp1479	RSBA7_03905
RSp0148	RSBA7_04792
RSc1061	RSBA7_01033
RSc2392	RSBA7_02173
RSp0149	RSBA7_04791
RSc1046	RSBA7_01018
RSc2377	RSBA7_02158
RSp0171	RSBA7_04773
RSc1045	RSBA7_01017
RSc2376	RSBA7_02157
RSp0172	RSBA7_04772
RSc1044	RSBA7_01016
RSc2375	RSBA7_02156
RSc1043	RSBA7_01015
RSc2374	RSBA7_02155
RSp0175	RSBA7_04022
RSp0175	RSBA7_04769
RSc1049	RSBA7_01021
RSp0176	RSBA7_04768
RSc2379	RSBA7_02160
RSc1048	RSBA7_01020
RSp0173	RSBA7_04771
RSc1047	RSBA7_01019
RSc2378	RSBA7_02159
RSp0174	RSBA7_04770
RSc2380	RSBA7_02162
RSp0179	RSBA7_04761
RSp0177	RSBA7_04763
RSp0178	RSBA7_04762
RSc1053	RSBA7_01025
RSc2384	RSBA7_02166
RSc1052	RSBA7_01024
RSc2383	RSBA7_02165
RSc1051	RSBA7_01023
RSc2382	RSBA7_02164
RSc1050	RSBA7_01022
RSc2381	RSBA7_02163
RSc2366	RSBA7_02146
RSc1035	RSBA7_01007
RSp0160	RSBA7_04784
RSp1491	RSBA7_03424
RSc1034	RSBA7_03849
RSc1034	RSBA7_01006
RSc2365	RSBA7_02145
RSp0161	RSBA7_04783
RSp1492	RSBA7_03423
RSc1033	RSBA7_01005
RSc2363	RSBA7_02144
RSc1032	RSBA7_01004
RSp1490	RSBA7_03425
RSp1495	RSBA7_03420
RSc1039	RSBA7_01011
RSp0164	RSBA7_04780
RSp1496	RSBA7_03419
RSc1038	RSBA7_01010
RSc2369	RSBA7_02150
RSp0165	RSBA7_04779
RSp0162	RSBA7_04782
RSp0162	RSBA7_02953
RSc2368	RSBA7_02149
RSc1037	RSBA7_01009
RSc1036	RSBA7_01008
RSc2367	RSBA7_02148
RSp0163	RSBA7_04781
RSp0168	RSBA7_04775
RSp1499	RSBA7_03366
RSp0169	RSBA7_04774
RSp0166	RSBA7_04777
RSp1497	RSBA7_03368
RSp0167	RSBA7_04776
RSp1498	RSBA7_03367
RSc1042	RSBA7_01014
RSc2373	RSBA7_02154
RSc1041	RSBA7_01013
RSc2372	RSBA7_02153
RSc1040	RSBA7_01012
RSc2371	RSBA7_02152
RSc2370	RSBA7_02151
RSc0613	RSBA7_00659
RSc0611	RSBA7_00657
RSc0612	RSBA7_00658
RSc0617	RSBA7_04963
RSc0618	RSBA7_00660
RSp0110	RSBA7_03208
RSp1441	RSBA7_03492
RSc0610	RSBA7_00656
RSp0113	RSBA7_03211
RSp0114	RSBA7_03212
RSp1442	RSBA7_03491
RSp0111	RSBA7_03209
RSp1443	RSBA7_03490
RSp0112	RSBA7_03210
RSp1448	RSBA7_02959
RSp1448	RSBA7_04388
RSp1449	RSBA7_02958
RSp1449	RSBA7_04387
RSp0118	RSBA7_03963
RSp0115	RSBA7_03213
RSp1447	RSBA7_03495
RSp1447	RSBA7_02559
RSp0116	RSBA7_03214
RSp0116	RSBA7_03634
RSp0119	RSBA7_03215
RSc0602	RSBA7_00647
RSc0603	RSBA7_00648
RSc0600	RSBA7_00645
RSc0601	RSBA7_00646
RSc0606	RSBA7_00652
RSc0607	RSBA7_00653
RSc0604	RSBA7_00650
RSc0605	RSBA7_00651
RSp0100	RSBA7_03197
RSp0101	RSBA7_03198
RSp0106	RSBA7_03204
RSp0107	RSBA7_03205
RSp1439	RSBA7_01119
RSp0108	RSBA7_03206
RSc0608	RSBA7_00654
RSp0109	RSBA7_03207
RSc0609	RSBA7_00655
RSp1462	RSBA7_03470
RSp0132	RSBA7_04812
RSp1463	RSBA7_03469
RSp1460	RSBA7_03477
RSp1461	RSBA7_03471
RSp1466	RSBA7_03464
RSp1466	RSBA7_03466
RSp0135	RSBA7_04809
RSp0135	RSBA7_04808
RSp1467	RSBA7_03464
RSp1467	RSBA7_03466
RSp0136	RSBA7_04806
RSp1464	RSBA7_03468
RSp0133	RSBA7_04811
RSp1465	RSBA7_03467
RSp0134	RSBA7_04810
RSp0139	RSBA7_04801
RSp0137	RSBA7_04805
RSp1468	RSBA7_03465
RSp0138	RSBA7_04804
RSp1469	RSBA7_03462
RSp0120	RSBA7_03216
RSp1451	RSBA7_03488
RSp0121	RSBA7_03217
RSp0121	RSBA7_01843
RSp0124	RSBA7_03224
RSp1455	RSBA7_03484
RSp1456	RSBA7_03483
RSp0122	RSBA7_01842
RSp0122	RSBA7_03218
RSp1453	RSBA7_03486
RSp0123	RSBA7_03219
RSp1454	RSBA7_03485
RSp0128	RSBA7_04816
RSp1459	RSBA7_03479
RSp1457	RSBA7_03482
RSp1458	RSBA7_03481
RSp1458	RSBA7_01700
RSp1400	RSBA7_03512
RSp1401	RSBA7_03159
RSp1401	RSBA7_03511
RSp1404	RSBA7_03508
RSp1405	RSBA7_03507
RSp1402	RSBA7_03510
RSp1403	RSBA7_03509
RSp1408	RSBA7_03504
RSp1409	RSBA7_03503
RSp1406	RSBA7_03506
RSp1407	RSBA7_03505
RSp1421	RSBA7_03494
RSp1411	RSBA7_03501
RSp1412	RSBA7_03500
RSp1410	RSBA7_03502
RSp1415	RSBA7_03497
RSp1416	RSBA7_03496
RSp1413	RSBA7_03499
RSc0459	RSBA7_00464
RSc0457	RSBA7_00462
RSc1789	RSBA7_01506
RSc0458	RSBA7_00463
RSc1788	RSBA7_01505
RSc1783	RSBA7_01500
RSc1782	RSBA7_01499
RSc0452	RSBA7_00456
RSc1781	RSBA7_01512
RSc1780	RSBA7_01513
RSc0450	RSBA7_00455
RSc0455	RSBA7_00459
RSc1787	RSBA7_01504
RSc0456	RSBA7_00460
RSc0456	RSBA7_00461
RSc1786	RSBA7_01503
RSc0453	RSBA7_00457
RSc1785	RSBA7_01502
RSc1784	RSBA7_01501
RSc0454	RSBA7_00458
RSp0872	RSBA7_03910
RSp0873	RSBA7_03909
RSp0870	RSBA7_03912
RSp0871	RSBA7_03911
RSc1790	RSBA7_01507
RSc1790	RSBA7_01494
RSp0876	RSBA7_03906
RSp0874	RSBA7_03908
RSp0875	RSBA7_03907
RSp0878	RSBA7_03902
RSp0879	RSBA7_03901
RSc0448	RSBA7_00453
RSc0449	RSBA7_00454
RSc1779	RSBA7_04400
RSc0446	RSBA7_00451
RSc0447	RSBA7_00452
RSc1772	RSBA7_01517
RSc0440	RSBA7_00444
RSc0441	RSBA7_00445
RSc1771	RSBA7_01518
RSc1770	RSBA7_01519
RSc0444	RSBA7_00449
RSc1775	RSBA7_04402
RSc0445	RSBA7_00450
RSc0442	RSBA7_00446
RSc1774	RSBA7_01515
RSc1773	RSBA7_01516
RSc0443	RSBA7_00448
RSp0861	RSBA7_03921
RSp0862	RSBA7_03920
RSp0860	RSBA7_03922
RSp0865	RSBA7_03917
RSp0866	RSBA7_03916
RSp0863	RSBA7_03919
RSp0864	RSBA7_03918
RSp0869	RSBA7_03913
RSp0867	RSBA7_03915
RSp0868	RSBA7_03914
RSc0437	RSBA7_00441
RSc1769	RSBA7_01520
RSc0438	RSBA7_00442
RSc1768	RSBA7_01521
RSc1767	RSBA7_01522
RSc0435	RSBA7_00439
RSc1766	RSBA7_01523
RSc0436	RSBA7_00440
RSc0439	RSBA7_00443
RSc1761	RSBA7_01528
RSc1760	RSBA7_01529
RSc0430	RSBA7_00434
RSc1765	RSBA7_01524
RSc0433	RSBA7_00437
RSc0434	RSBA7_00438
RSc1764	RSBA7_01525
RSc1763	RSBA7_01526
RSc0431	RSBA7_00435
RSc0432	RSBA7_00436
RSc1762	RSBA7_01527
RSp0898	RSBA7_00244
RSc1758	RSBA7_01531
RSc1758	RSBA7_01532
RSc0426	RSBA7_00430
RSc1757	RSBA7_01531
RSc1757	RSBA7_01532
RSc0427	RSBA7_00431
RSc0424	RSBA7_00428
RSc1756	RSBA7_01533
RSc0425	RSBA7_00429
RSc0428	RSBA7_00432
RSc1759	RSBA7_01530
RSc0429	RSBA7_00433
RSc1750	RSBA7_01538
RSc0422	RSBA7_00423
RSc1754	RSBA7_01534
RSc0423	RSBA7_01408
RSc0423	RSBA7_03660
RSc0423	RSBA7_02105
RSc0423	RSBA7_02107
RSc0423	RSBA7_03604
RSc0423	RSBA7_04626
RSp0880	RSBA7_03900
RSc1753	RSBA7_01535
RSc0420	RSBA7_00421
RSc1752	RSBA7_01536
RSc0421	RSBA7_00422
RSc1751	RSBA7_01537
RSp0883	RSBA7_03897
RSp0884	RSBA7_03896
RSp0881	RSBA7_03899
RSp0882	RSBA7_03898
RSp0885	RSBA7_03892
RSp0886	RSBA7_03891
RSp0886	RSBA7_01227
RSc1747	RSBA7_01541
RSc0415	RSBA7_00415
RSc0416	RSBA7_00416
RSc1746	RSBA7_01542
RSc0413	RSBA7_00413
RSc1745	RSBA7_01543
RSc0414	RSBA7_00414
RSc1744	RSBA7_01544
RSc0419	RSBA7_00420
RSc0417	RSBA7_00417
RSc1749	RSBA7_01539
RSc1748	RSBA7_01540
RSc0418	RSBA7_00418
RSc0411	RSBA7_00411
RSc0412	RSBA7_00412
RSc0410	RSBA7_00410
RSc1740	RSBA7_01545
RSp0832	RSBA7_03951
RSp0833	RSBA7_03950
RSp0830	RSBA7_03953
RSp0831	RSBA7_03952
RSp0836	RSBA7_03947
RSp0837	RSBA7_03946
RSp0834	RSBA7_03949
RSp0835	RSBA7_03948
RSp0838	RSBA7_03945
RSc1736	RSBA7_01549
RSc0404	RSBA7_00404
RSc0405	RSBA7_00405
RSc1735	RSBA7_01550
RSc1734	RSBA7_01551
RSc0402	RSBA7_00402
RSc0403	RSBA7_00403
RSc1733	RSBA7_01552
RSc0408	RSBA7_00408
RSc0409	RSBA7_00409
RSc1739	RSBA7_01546
RSc0406	RSBA7_00406
RSc1738	RSBA7_01547
RSc0407	RSBA7_00407
RSc1737	RSBA7_01548
RSc1732	RSBA7_01553
RSc0400	RSBA7_00400
RSc0401	RSBA7_00401
RSc1731	RSBA7_01554
RSc1730	RSBA7_01555
RSp0821	RSBA7_03965
RSp0825	RSBA7_03958
RSp0826	RSBA7_03957
RSp0823	RSBA7_03962
RSp0824	RSBA7_03959
RSp0829	RSBA7_03954
RSp0827	RSBA7_03956
RSp0828	RSBA7_03955
RSc1725	RSBA7_01560
RSc1722	RSBA7_01561
RSc1729	RSBA7_01556
RSc1728	RSBA7_01557
RSc1727	RSBA7_01558
RSc1726	RSBA7_01559
RSc1721	RSBA7_01562
RSc1720	RSBA7_01563
RSp0850	RSBA7_03932
RSp0851	RSBA7_04500
RSp0851	RSBA7_03931
RSp0851	RSBA7_04539
RSp0854	RSBA7_03928
RSp0855	RSBA7_03927
RSp0852	RSBA7_03750
RSp0852	RSBA7_03930
RSp0853	RSBA7_03929
RSp0858	RSBA7_03924
RSp0859	RSBA7_03923
RSp0856	RSBA7_03926
RSp0857	RSBA7_03925
RSc1714	RSBA7_01571
RSc1713	RSBA7_01572
RSc1712	RSBA7_01573
RSc1711	RSBA7_01574
RSc1718	RSBA7_01565
RSc1717	RSBA7_01566
RSc1715	RSBA7_01568
RSc1710	RSBA7_01575
RSp0840	RSBA7_03943
RSp0843	RSBA7_04176
RSp0843	RSBA7_03940
RSp0844	RSBA7_03939
RSp0841	RSBA7_03942
RSp0842	RSBA7_03941
RSp0847	RSBA7_03936
RSp0847	RSBA7_03935
RSp0848	RSBA7_03934
RSp0845	RSBA7_03938
RSc1719	RSBA7_01564
RSp0846	RSBA7_03937
RSp0849	RSBA7_03933
RSc2239	RSBA7_02060
RSc2239	RSBA7_02759
RSc2234	RSBA7_02055
RSc2233	RSBA7_02054
RSc2232	RSBA7_02053
RSc2231	RSBA7_02052
RSc2238	RSBA7_02059
RSc2237	RSBA7_02058
RSc2237	RSBA7_03135
RSc2236	RSBA7_02057
RSc2235	RSBA7_02056
RSc2241	RSBA7_02062
RSc2240	RSBA7_02061
RSc2229	RSBA7_02050
RSc2228	RSBA7_02049
RSc2223	RSBA7_02044
RSc2222	RSBA7_02043
RSc2221	RSBA7_02042
RSc2220	RSBA7_02041
RSc2227	RSBA7_02048
RSc2226	RSBA7_02047
RSc2225	RSBA7_02046
RSc2224	RSBA7_02045
RSc2230	RSBA7_02051
RSc2219	RSBA7_02040
RSc2218	RSBA7_02039
RSp0809	RSBA7_03984
RSc2217	RSBA7_02038
RSc2212	RSBA7_02032
RSc2211	RSBA7_02031
RSc2210	RSBA7_02030
RSc2216	RSBA7_02037
RSc2215	RSBA7_02036
RSc2214	RSBA7_02034
RSc2213	RSBA7_02033
RSp0810	RSBA7_03012
RSp0810	RSBA7_03982
RSp0811	RSBA7_03975
RSp0814	RSBA7_03971
RSp0815	RSBA7_03970
RSp0812	RSBA7_03974
RSp0813	RSBA7_03973
RSp0818	RSBA7_03968
RSp0818	RSBA7_00014
RSp0818	RSBA7_04846
RSp0819	RSBA7_00015
RSp0819	RSBA7_03967
RSp0819	RSBA7_03966
RSp0817	RSBA7_03969
RSc2209	RSBA7_02029
RSc2208	RSBA7_02028
RSc2207	RSBA7_02027
RSc2206	RSBA7_02025
RSc2201	RSBA7_02020
RSc2200	RSBA7_02019
RSc2205	RSBA7_02024
RSc2204	RSBA7_02023
RSc2203	RSBA7_02022
RSc2202	RSBA7_02021
RSp0800	RSBA7_03993
RSp0803	RSBA7_03990
RSp0804	RSBA7_02783
RSp0804	RSBA7_03989
RSp0801	RSBA7_03992
RSp0802	RSBA7_03991
RSp0807	RSBA7_01071
RSp0807	RSBA7_03986
RSp0808	RSBA7_03985
RSp0805	RSBA7_03988
RSp0806	RSBA7_03987
RSc0495	RSBA7_00501
RSc0496	RSBA7_00502
RSc0493	RSBA7_00499
RSc0494	RSBA7_00500
RSc0499	RSBA7_00505
RSc0497	RSBA7_00503
RSc0498	RSBA7_00504
RSc0484	RSBA7_03836
RSc0484	RSBA7_02076
RSc0484	RSBA7_00489
RSc0484	RSBA7_03106
RSc0485	RSBA7_00490
RSc0482	RSBA7_00487
RSc0483	RSBA7_00488
RSc0488	RSBA7_00494
RSc0489	RSBA7_00495
RSc0486	RSBA7_00492
RSc0487	RSBA7_00493
RSc0491	RSBA7_00497
RSc0492	RSBA7_00498
RSc0490	RSBA7_00496
RSc0479	RSBA7_00484
RSc0473	RSBA7_00478
RSc0474	RSBA7_00479
RSc0471	RSBA7_00476
RSc0472	RSBA7_00477
RSc0477	RSBA7_00482
RSc0478	RSBA7_00483
RSc0475	RSBA7_00480
RSc0476	RSBA7_00481
RSc0480	RSBA7_00485
RSc0481	RSBA7_02079
RSc0481	RSBA7_00486
RSc0468	RSBA7_00473
RSc1799	RSBA7_01484
RSc0469	RSBA7_00474
RSc0462	RSBA7_00467
RSc1794	RSBA7_01490
RSc0463	RSBA7_00468
RSc1793	RSBA7_01491
RSc0460	RSBA7_00465
RSc1792	RSBA7_01492
RSc0461	RSBA7_00466
RSc1791	RSBA7_01493
RSc1798	RSBA7_01485
RSc0466	RSBA7_00471
RSc1797	RSBA7_01486
RSc0467	RSBA7_00472
RSc0464	RSBA7_00469
RSc1796	RSBA7_03473
RSc0465	RSBA7_00470
RSc1795	RSBA7_01489
RSc0470	RSBA7_00475
RSp0070	RSBA7_03692
RSp0076	RSBA7_03187
RSp0077	RSBA7_03188
RSp0074	RSBA7_03439
RSp0075	RSBA7_03186
RSp0075	RSBA7_03136
RSp0078	RSBA7_03189
RSp0079	RSBA7_03190
RSp1392	RSBA7_03520
RSp1393	RSBA7_03519
RSp1390	RSBA7_03522
RSp1391	RSBA7_03521
RSp0065	RSBA7_01768
RSp1396	RSBA7_03516
RSp1397	RSBA7_03515
RSp1394	RSBA7_03518
RSp1395	RSBA7_03517
RSp0069	RSBA7_00651
RSp1398	RSBA7_03514
RSp1399	RSBA7_03513
RSp1399	RSBA7_03857
RSp0099	RSBA7_03195
RSp0096	RSBA7_04609
RSp0096	RSBA7_04630
RSp0096	RSBA7_04611
RSp0097	RSBA7_04608
RSp0080	RSBA7_03191
RSc2288	RSBA7_03780
RSc2287	RSBA7_03781
RSp0081	RSBA7_03192
RSc2286	RSBA7_02100
RSp0085	RSBA7_04631
RSp0085	RSBA7_04634
RSp0085	RSBA7_04635
RSp0086	RSBA7_04609
RSp0086	RSBA7_04630
RSp0086	RSBA7_04611
RSc2291	RSBA7_00952
RSc2278	RSBA7_02094
RSc2277	RSBA7_02093
RSc2276	RSBA7_02092
RSc2275	RSBA7_02091
RSp0032	RSBA7_03173
RSp0033	RSBA7_03174
RSp0030	RSBA7_03171
RSc2279	RSBA7_02096
RSp0031	RSBA7_03172
RSp0036	RSBA7_03177
RSp0037	RSBA7_03178
RSc2280	RSBA7_02097
RSp0034	RSBA7_03175
RSp1365	RSBA7_03414
RSp0035	RSBA7_03176
RSc2285	RSBA7_02099
RSc2284	RSBA7_02098
RSp0038	RSBA7_03179
RSp0039	RSBA7_03180
RSc2267	RSBA7_01714
RSc2267	RSBA7_04070
RSc2267	RSBA7_02082
RSc2267	RSBA7_04260
RSc2267	RSBA7_05030
RSc2267	RSBA7_04583
RSc2267	RSBA7_04861
RSc2267	RSBA7_04189
RSc2267	RSBA7_00584
RSc2267	RSBA7_03333
RSc2267	RSBA7_03457
RSc2267	RSBA7_05038
RSc2267	RSBA7_02920
RSc2267	RSBA7_04306
RSc2267	RSBA7_00302
RSc2267	RSBA7_02567
RSc2267	RSBA7_00217
RSc2267	RSBA7_00737
RSc2267	RSBA7_05065
RSc2267	RSBA7_04570
RSc2267	RSBA7_03440
RSc2267	RSBA7_04014
RSc2267	RSBA7_02078
RSc2267	RSBA7_04255
RSc2267	RSBA7_05068
RSc2267	RSBA7_00330
RSc2267	RSBA7_02112
RSc2267	RSBA7_02114
RSc2267	RSBA7_04018
RSc2267	RSBA7_00335
RSc2267	RSBA7_00337
RSc2267	RSBA7_02679
RSc2267	RSBA7_02628
RSc2267	RSBA7_05098
RSc2267	RSBA7_04042
RSc2267	RSBA7_05097
RSc2267	RSBA7_03792
RSc2267	RSBA7_00086
RSc2267	RSBA7_04245
RSc2267	RSBA7_05012
RSc2267	RSBA7_00681
RSc2267	RSBA7_05013
RSc2267	RSBA7_05057
RSc2267	RSBA7_01694
RSc2267	RSBA7_03630
RSc2267	RSBA7_03831
RSc2267	RSBA7_04205
RSc2267	RSBA7_00564
RSc2267	RSBA7_04248
RSc2267	RSBA7_00203
RSc2267	RSBA7_00566
RSc2267	RSBA7_03117
RSc2267	RSBA7_04802
RSc2267	RSBA7_03825
RSc2267	RSBA7_04639
RSc2267	RSBA7_00912
RSc2267	RSBA7_05051
RSc2267	RSBA7_05044
RSc2267	RSBA7_04273
RSc2267	RSBA7_04394
RSc2267	RSBA7_00591
RSc2267	RSBA7_04475
RSc2267	RSBA7_04038
RSc2267	RSBA7_04632
RSc2267	RSBA7_00672
RSc2267	RSBA7_03663
RSc2267	RSBA7_04598
RSc2267	RSBA7_01401
RSc2267	RSBA7_02413
RSc2267	RSBA7_04239
RSc2267	RSBA7_01404
RSc2264	RSBA7_00661
RSp0021	RSBA7_03151
RSp1350	RSBA7_00873
RSc2269	RSBA7_00662
RSc2268	RSBA7_01713
RSc2268	RSBA7_04071
RSc2268	RSBA7_04261
RSc2268	RSBA7_02083
RSc2268	RSBA7_04020
RSc2268	RSBA7_04188
RSc2268	RSBA7_04584
RSc2268	RSBA7_02680
RSc2268	RSBA7_04860
RSc2268	RSBA7_00583
RSc2268	RSBA7_03334
RSc2268	RSBA7_02566
RSc2268	RSBA7_00301
RSc2268	RSBA7_03458
RSc2268	RSBA7_02921
RSc2268	RSBA7_04307
RSc2268	RSBA7_00738
RSc2268	RSBA7_05066
RSc2268	RSBA7_04571
RSc2268	RSBA7_05069
RSc2268	RSBA7_02077
RSc2268	RSBA7_04256
RSc2268	RSBA7_02111
RSc2268	RSBA7_03441
RSc2268	RSBA7_05029
RSc2268	RSBA7_00331
RSc2268	RSBA7_02113
RSc2268	RSBA7_04015
RSc2268	RSBA7_00334
RSc2268	RSBA7_00336
RSc2268	RSBA7_00216
RSc2268	RSBA7_02629
RSc2268	RSBA7_05011
RSc2268	RSBA7_04043
RSc2268	RSBA7_05096
RSc2268	RSBA7_04240
RSc2268	RSBA7_05014
RSc2268	RSBA7_05058
RSc2268	RSBA7_00087
RSc2268	RSBA7_01693
RSc2268	RSBA7_03793
RSc2268	RSBA7_00682
RSc2268	RSBA7_04246
RSc2268	RSBA7_00563
RSc2268	RSBA7_04249
RSc2268	RSBA7_00202
RSc2268	RSBA7_00565
RSc2268	RSBA7_03118
RSc2268	RSBA7_03832
RSc2268	RSBA7_04206
RSc2268	RSBA7_04803
RSc2268	RSBA7_03826
RSc2268	RSBA7_00913
RSc2268	RSBA7_03629
RSc2268	RSBA7_05050
RSc2268	RSBA7_04272
RSc2268	RSBA7_04393
RSc2268	RSBA7_05043
RSc2268	RSBA7_04474
RSc2268	RSBA7_00592
RSc2268	RSBA7_04597
RSc2268	RSBA7_03664
RSc2268	RSBA7_04037
RSc2268	RSBA7_00673
RSc2268	RSBA7_01400
RSc2268	RSBA7_04633
RSc2268	RSBA7_02414
RSc2268	RSBA7_01403
RSc2268	RSBA7_04638
RSp0020	RSBA7_03149
RSc2270	RSBA7_02086
RSp0026	RSBA7_03156
RSp0023	RSBA7_03152
RSp0024	RSBA7_03154
RSp0029	RSBA7_03161
RSp0029	RSBA7_04473
RSp0029	RSBA7_04731
RSp0029	RSBA7_04424
RSp0029	RSBA7_04427
RSc2274	RSBA7_02090
RSc2273	RSBA7_02089
RSp1358	RSBA7_03436
RSc2272	RSBA7_02088
RSp0027	RSBA7_03157
RSc2271	RSBA7_02087
RSp0028	RSBA7_03158
RSp1381	RSBA7_03536
RSc2256	RSBA7_02072
RSc2255	RSBA7_02071
RSp0051	RSBA7_02400
RSp1382	RSBA7_03530
RSc2254	RSBA7_01673
RSc2254	RSBA7_02070
RSc2253	RSBA7_01672
RSc2253	RSBA7_02069
RSp1380	RSBA7_03537
RSp1385	RSBA7_03528
RSc2259	RSBA7_03837
RSc2259	RSBA7_02075
RSp1386	RSBA7_03526
RSc2258	RSBA7_02074
RSp1384	RSBA7_03529
RSc2257	RSBA7_02073
RSp1389	RSBA7_03523
RSp1388	RSBA7_03524
RSc2263	RSBA7_00950
RSc2262	RSBA7_02085
RSc2261	RSBA7_02079
RSc2261	RSBA7_00486
RSc2260	RSBA7_03836
RSc2260	RSBA7_02076
RSc2260	RSBA7_00489
RSc2260	RSBA7_03106
RSc2243	RSBA7_02064
RSc2242	RSBA7_02063
RSc2249	RSBA7_02065
RSp1374	RSBA7_03541
RSp1375	RSBA7_03449
RSp1379	RSBA7_03540
RSp0045	RSBA7_02976
RSp1376	RSBA7_03450
RSp1377	RSBA7_03451
RSc2252	RSBA7_02068
RSc2251	RSBA7_02067
RSc2250	RSBA7_02066
RSc1827	RSBA7_03179
RSp1327	RSBA7_03436
RSc1817	RSBA7_04932
RSc1816	RSBA7_04933
RSc1815	RSBA7_04934
RSp1310	RSBA7_03437
RSp1316	RSBA7_04252
RSp1317	RSBA7_04251
RSp1315	RSBA7_04253
RSp1318	RSBA7_00872
RSc1819	RSBA7_04930
RSp1319	RSBA7_00873
RSc1818	RSBA7_04931
RSc1802	RSBA7_01480
RSc1801	RSBA7_01482
RSc1800	RSBA7_01483
RSc1806	RSBA7_03741
RSc1805	RSBA7_03738
RSc1803	RSBA7_03782
RSp0010	RSBA7_03139
RSp1341	RSBA7_03437
RSp0011	RSBA7_03140
RSp1340	RSBA7_03543
RSp0014	RSBA7_03143
RSp1346	RSBA7_04253
RSp0015	RSBA7_03144
RSp0012	RSBA7_03141
RSp0013	RSBA7_03142
RSp0018	RSBA7_03147
RSp1349	RSBA7_00872
RSp0019	RSBA7_03148
RSp0016	RSBA7_03145
RSp1347	RSBA7_04252
RSp0017	RSBA7_03146
RSp0017	RSBA7_02216
RSp1348	RSBA7_04251
RSc1809	RSBA7_03745
RSp0003	RSBA7_03132
RSp1335	RSBA7_04609
RSp1335	RSBA7_04630
