RSc0338	RSK60_01405
RSp0867	RSK60_04370
RSp0868	RSK60_04371
RSc0437	RSK60_01260
RSc1769	RSK60_00115
RSc0438	RSK60_01259
RSc1768	RSK60_00114
RSc1767	RSK60_00113
RSc0435	RSK60_01263
RSc1766	RSK60_00112
RSc0436	RSK60_01262
RSc0439	RSK60_01258
RSc1761	RSK60_00107
RSc1760	RSK60_00106
RSc0430	RSK60_01268
RSc1765	RSK60_00111
RSc0433	RSK60_01265
RSc0434	RSK60_01264
RSc1764	RSK60_00110
RSc1763	RSK60_00109
RSc0431	RSK60_01267
RSc0432	RSK60_01266
RSc1762	RSK60_00108
RSp0898	RSK60_01456
RSc1758	RSK60_00104
RSc1758	RSK60_00103
RSc0426	RSK60_01272
RSc1757	RSK60_00104
RSc1757	RSK60_00103
RSc0427	RSK60_01271
RSc0424	RSK60_01274
RSc1756	RSK60_00102
RSc0425	RSK60_01273
RSc0428	RSK60_01270
RSc1759	RSK60_00105
RSc0429	RSK60_01269
RSc1750	RSK60_00097
RSc0422	RSK60_01288
RSc1754	RSK60_00101
RSc0423	RSK60_03257
RSc0423	RSK60_03260
RSp0880	RSK60_04385
RSc1753	RSK60_00100
RSc0420	RSK60_01290
RSc1752	RSK60_00099
RSc0421	RSK60_01289
RSc1751	RSK60_00098
RSp0883	RSK60_04388
RSp0884	RSK60_04389
RSp0881	RSK60_04386
RSp0882	RSK60_04387
RSp0885	RSK60_04390
RSp0886	RSK60_00409
RSp0886	RSK60_04391
RSc1747	RSK60_00094
RSc0415	RSK60_01326
RSc0416	RSK60_01325
RSc1746	RSK60_00093
RSc0413	RSK60_01328
RSc1745	RSK60_00092
RSc0414	RSK60_01327
RSc1744	RSK60_00091
RSc0419	RSK60_01321
RSc0417	RSK60_01324
RSc1749	RSK60_00096
RSc1748	RSK60_00095
RSc0418	RSK60_01323
RSc0411	RSK60_01330
RSc0412	RSK60_01329
RSc0410	RSK60_01331
RSc1740	RSK60_00089
RSp0832	RSK60_04334
RSp0833	RSK60_04335
RSp0830	RSK60_04332
RSp0831	RSK60_04333
RSp0836	RSK60_04338
RSp0837	RSK60_04339
RSp0834	RSK60_04336
RSp0835	RSK60_04337
RSp0838	RSK60_04340
RSc1736	RSK60_00072
RSc0404	RSK60_01337
RSc0405	RSK60_01336
RSc1735	RSK60_00071
RSc1734	RSK60_00070
RSc0402	RSK60_01339
RSc0403	RSK60_01338
RSc1733	RSK60_00069
RSc0408	RSK60_01333
RSc0409	RSK60_01332
RSc1739	RSK60_00088
RSc0406	RSK60_01335
RSc1738	RSK60_00087
RSc0407	RSK60_01334
RSc1737	RSK60_00086
RSc1732	RSK60_00068
RSc0400	RSK60_01341
RSc0401	RSK60_01340
RSc1731	RSK60_00067
RSc1730	RSK60_00066
RSp0821	RSK60_04322
RSp0825	RSK60_04327
RSp0826	RSK60_04328
RSp0823	RSK60_04325
RSp0824	RSK60_04326
RSp0829	RSK60_04331
RSp0827	RSK60_04329
RSp0828	RSK60_04330
RSc1725	RSK60_00060
RSc1722	RSK60_00059
RSc1729	RSK60_00065
RSc1728	RSK60_00064
RSc1727	RSK60_00063
RSc1726	RSK60_00061
RSc1721	RSK60_00058
RSc1720	RSK60_00057
RSp0850	RSK60_04353
RSp0851	RSK60_04354
RSp0851	RSK60_04684
RSp0851	RSK60_04649
RSp0854	RSK60_04357
RSp0855	RSK60_04358
RSp0852	RSK60_04497
RSp0852	RSK60_04355
RSp0853	RSK60_04356
RSp0858	RSK60_04361
RSp0859	RSK60_04362
RSp0856	RSK60_04359
RSp0857	RSK60_04360
RSc1714	RSK60_00049
RSc1713	RSK60_00048
RSc1712	RSK60_00047
RSc1711	RSK60_00046
RSc1718	RSK60_00055
RSc1717	RSK60_00054
RSc1716	RSK60_00053
RSc1715	RSK60_00052
RSc1710	RSK60_00045
RSp0840	RSK60_04342
RSp0843	RSK60_04101
RSp0843	RSK60_04346
RSp0844	RSK60_04347
RSp0841	RSK60_04343
RSp0842	RSK60_04345
RSp0847	RSK60_04350
RSp0848	RSK60_04351
RSp0845	RSK60_04348
RSc1719	RSK60_00056
RSp0846	RSK60_04349
RSp0849	RSK60_04352
RSc2239	RSK60_02243
RSc2239	RSK60_04885
RSc2239	RSK60_02955
RSc2234	RSK60_02960
RSc2233	RSK60_02961
RSc2232	RSK60_02962
RSc2231	RSK60_02963
RSc2238	RSK60_02956
RSc2237	RSK60_03624
RSc2237	RSK60_02957
RSc2236	RSK60_02958
RSc2235	RSK60_02959
RSc2241	RSK60_02953
RSc2240	RSK60_02954
RSc2229	RSK60_02965
RSc2228	RSK60_02966
RSc2223	RSK60_02971
RSc2222	RSK60_02972
RSc2221	RSK60_02973
RSc2220	RSK60_02974
RSc2227	RSK60_02967
RSc2226	RSK60_02968
RSc2225	RSK60_02969
RSc2224	RSK60_02970
RSc2230	RSK60_02964
RSc2219	RSK60_02975
RSc2218	RSK60_02976
RSp0809	RSK60_04311
RSc2217	RSK60_02977
RSc2212	RSK60_02983
RSc2211	RSK60_02984
RSc2210	RSK60_02985
RSc2216	RSK60_02978
RSc2215	RSK60_02979
RSc2214	RSK60_01280
RSc2214	RSK60_02981
RSc2213	RSK60_02982
RSp0810	RSK60_01862
RSp0810	RSK60_04313
RSp0811	RSK60_04314
RSp0814	RSK60_04317
RSp0815	RSK60_04318
RSp0812	RSK60_04315
RSp0813	RSK60_04316
RSp0818	RSK60_04320
RSp0818	RSK60_01710
RSp0819	RSK60_04321
RSp0819	RSK60_01709
RSp0817	RSK60_04319
RSc2209	RSK60_02986
RSc2208	RSK60_02987
RSc2207	RSK60_02988
RSc2206	RSK60_02990
RSc2201	RSK60_02995
RSc2200	RSK60_02996
RSc2205	RSK60_02991
RSc2204	RSK60_02992
RSc2203	RSK60_02993
RSc2202	RSK60_02994
RSp0800	RSK60_04302
RSp0803	RSK60_04305
RSp0804	RSK60_04306
RSp0804	RSK60_02219
RSp0801	RSK60_04303
RSp0802	RSK60_04304
RSp0807	RSK60_00567
RSp0807	RSK60_04309
RSp0808	RSK60_04310
RSp0805	RSK60_04307
RSp0806	RSK60_04308
RSc0495	RSK60_01201
RSc0496	RSK60_01200
RSc0493	RSK60_01203
RSc0494	RSK60_01202
RSc0499	RSK60_01197
RSc0497	RSK60_01199
RSc0498	RSK60_01198
RSc0484	RSK60_02939
RSc0484	RSK60_01766
RSc0484	RSK60_01213
RSc0485	RSK60_01212
RSc0482	RSK60_01215
RSc0483	RSK60_01214
RSc0488	RSK60_01208
RSc0489	RSK60_01207
RSc0486	RSK60_01210
RSc0487	RSK60_01209
RSc0491	RSK60_01205
RSc0492	RSK60_01204
RSc0490	RSK60_01206
RSc0479	RSK60_01218
RSc0473	RSK60_01224
RSc0474	RSK60_01223
RSc0471	RSK60_01226
RSc0472	RSK60_01225
RSc0477	RSK60_01220
RSc0478	RSK60_01219
RSc0475	RSK60_01222
RSc0476	RSK60_01221
RSc0480	RSK60_01217
RSc0481	RSK60_02938
RSc0481	RSK60_01216
RSc0468	RSK60_01229
RSc1799	RSK60_00142
RSc0469	RSK60_01228
RSc0462	RSK60_01235
RSc1794	RSK60_00136
RSc0463	RSK60_01234
RSc1793	RSK60_00135
RSc0460	RSK60_01237
RSc1792	RSK60_00134
RSc0461	RSK60_01236
RSc1791	RSK60_00133
RSc1798	RSK60_00141
RSc0466	RSK60_01231
RSc1797	RSK60_00140
RSc0467	RSK60_01230
RSc0464	RSK60_01233
RSc1796	RSK60_04853
RSc0465	RSK60_01232
RSc1795	RSK60_00137
RSc0470	RSK60_01227
RSp0073	RSK60_01996
RSp0073	RSK60_04172
RSp0070	RSK60_04554
RSp0076	RSK60_03667
RSp0077	RSK60_03668
RSp0074	RSK60_03016
RSp0075	RSK60_03666
RSp0075	RSK60_03625
RSp0078	RSK60_03671
RSp0079	RSK60_03672
RSp1392	RSK60_04819
RSp1393	RSK60_04820
RSp1390	RSK60_04817
RSp1391	RSK60_04818
RSp0065	RSK60_03251
RSp1394	RSK60_04821
RSp0069	RSK60_01074
RSp0090	RSK60_01965
RSp0090	RSK60_04279
RSp0090	RSK60_05082
RSp0090	RSK60_04271
RSc2299	RSK60_02908
RSc2298	RSK60_02909
RSc2297	RSK60_02911
RSp0099	RSK60_03677
RSp0096	RSK60_01319
RSp0096	RSK60_01954
RSp0096	RSK60_01998
RSp0096	RSK60_01304
RSp0096	RSK60_01534
RSp0096	RSK60_01941
RSp0096	RSK60_05074
RSp0096	RSK60_05085
RSp0096	RSK60_05084
RSp0096	RSK60_04273
RSp0096	RSK60_03384
RSp0096	RSK60_04267
RSp0096	RSK60_01959
RSp0096	RSK60_01309
RSp0097	RSK60_04284
RSp0080	RSK60_03673
RSc2289	RSK60_02919
RSc2288	RSK60_04462
RSc2287	RSK60_04461
RSp0081	RSK60_03674
RSc2286	RSK60_02922
RSp0088	RSK60_01956
RSp0088	RSK60_04274
RSp0088	RSK60_01999
RSp0088	RSK60_01960
RSp0088	RSK60_05076
RSp0085	RSK60_01536
RSp0085	RSK60_03386
RSp0085	RSK60_04265
RSp0085	RSK60_01997
RSp0085	RSK60_01940
RSp0085	RSK60_01310
RSp0085	RSK60_05073
RSp0086	RSK60_01319
RSp0086	RSK60_01954
RSp0086	RSK60_01998
RSp0086	RSK60_01304
RSp0086	RSK60_01534
RSp0086	RSK60_01941
RSp0086	RSK60_05074
RSp0086	RSK60_05085
RSp0086	RSK60_05084
RSp0086	RSK60_04273
RSp0086	RSK60_03384
RSp0086	RSK60_04267
RSp0086	RSK60_01959
RSp0086	RSK60_01309
RSc2292	RSK60_02916
RSc2291	RSK60_02917
RSc2291	RSK60_00739
RSc2290	RSK60_02918
RSp0089	RSK60_01964
RSp0089	RSK60_04278
RSp0089	RSK60_05081
RSp0089	RSK60_04270
RSc2296	RSK60_02912
RSc2295	RSK60_02913
RSc2294	RSK60_02914
RSc2293	RSK60_02915
RSc2278	RSK60_02928
RSc2277	RSK60_02929
RSc2276	RSK60_02930
RSc2275	RSK60_02931
RSp0032	RSK60_03658
RSp0033	RSK60_03659
RSp0030	RSK60_03656
RSp1362	RSK60_01291
RSp1362	RSK60_02054
RSp1362	RSK60_02463
RSp1362	RSK60_00841
RSp1362	RSK60_01155
RSp1362	RSK60_03338
RSp1362	RSK60_04184
RSc2279	RSK60_02926
RSp0031	RSK60_03657
RSp0036	RSK60_03662
RSp0037	RSK60_03663
RSc2280	RSK60_02925
RSp0034	RSK60_03660
RSp1365	RSK60_04923
RSp0035	RSK60_03661
RSc2285	RSK60_02923
RSc2284	RSK60_02924
RSp0038	RSK60_03664
RSp0039	RSK60_03665
RSc2267	RSK60_05089
RSc2267	RSK60_03271
RSp0021	RSK60_03640
RSp1350	RSK60_00864
RSp0020	RSK60_03638
RSc2270	RSK60_02936
RSp0026	RSK60_03644
RSp0023	RSK60_03641
RSp0024	RSK60_03642
RSp0029	RSK60_02022
RSp0029	RSK60_03894
RSp0029	RSK60_04621
RSp0029	RSK60_03649
RSc2274	RSK60_02932
RSc2273	RSK60_02933
RSp1358	RSK60_04900
RSc2272	RSK60_02934
RSp0027	RSK60_03645
RSc2271	RSK60_02935
RSp0028	RSK60_03646
RSp1381	RSK60_04803
RSc2256	RSK60_02943
RSc2255	RSK60_02944
RSp1382	RSK60_04806
RSc2254	RSK60_03355
RSc2254	RSK60_02945
RSc2253	RSK60_03356
RSc2253	RSK60_02946
RSp1380	RSK60_04802
RSp1385	RSK60_04809
RSc2259	RSK60_02940
RSp1386	RSK60_04811
RSp1383	RSK60_00327
RSc2258	RSK60_02941
RSp1384	RSK60_04808
RSc2257	RSK60_02942
RSp1389	RSK60_04816
RSp1388	RSK60_04815
RSc2263	RSK60_00742
RSc2262	RSK60_02937
RSc2261	RSK60_02938
RSc2261	RSK60_01216
RSc2260	RSK60_02939
RSc2260	RSK60_01766
RSc2260	RSK60_01213
RSc2243	RSK60_02952
RSc2249	RSK60_02951
RSp1374	RSK60_04800
RSp1379	RSK60_04801
RSp0045	RSK60_01889
RSc2252	RSK60_02947
RSc2251	RSK60_02948
RSc2250	RSK60_02950
RSc1827	RSK60_03664
RSc1820	RSK60_01284
RSp1327	RSK60_04900
RSc1817	RSK60_05048
RSc1816	RSK60_05049
RSc1815	RSK60_05050
RSp1310	RSK60_04899
RSp1318	RSK60_00865
RSc1819	RSK60_05046
RSp1319	RSK60_00864
RSc1818	RSK60_05047
RSc1802	RSK60_00146
RSc1801	RSK60_00144
RSc1800	RSK60_00143
RSc1806	RSK60_04506
RSc1805	RSK60_04509
RSc1803	RSK60_04460
RSp0010	RSK60_03628
RSp1341	RSK60_04899
RSp0011	RSK60_03629
RSp1340	RSK60_04797
RSp0014	RSK60_03632
RSp0015	RSK60_03633
RSp0012	RSK60_03630
RSp0013	RSK60_03631
RSp0018	RSK60_03636
RSp1349	RSK60_00865
RSp0019	RSK60_03637
RSp0016	RSK60_03634
RSp0017	RSK60_02783
RSp0017	RSK60_03635
RSc1809	RSK60_04502
RSp1331	RSK60_01291
RSp1331	RSK60_02054
RSp1331	RSK60_02463
RSp1331	RSK60_00841
RSp1331	RSK60_01155
RSp1331	RSK60_03338
RSp1331	RSK60_04184
RSp0003	RSK60_03621
RSp0003	RSK60_05141
RSp1335	RSK60_01319
RSp1335	RSK60_01954
RSp1335	RSK60_01998
RSp1335	RSK60_01304
RSp1335	RSK60_01534
RSp1335	RSK60_01941
RSp1335	RSK60_05074
RSp1335	RSK60_05085
RSp1335	RSK60_05084
RSp1335	RSK60_04273
RSp1335	RSK60_03384
RSp1335	RSK60_04267
RSp1335	RSK60_01959
RSp1335	RSK60_01309
RSp0004	RSK60_03622
RSp0004	RSK60_05142
RSp1332	RSK60_01996
RSp1332	RSK60_04172
RSp0001	RSK60_05138
RSp0001	RSK60_03618
RSp1333	RSK60_03257
RSp1333	RSK60_03260
RSp0002	RSK60_04562
RSp0002	RSK60_03620
RSp0002	RSK60_02753
RSp0002	RSK60_05140
RSp0007	RSK60_03666
RSp0007	RSK60_03625
RSp1338	RSK60_04795
RSp1339	RSK60_04796
RSp0008	RSK60_03626
RSp0005	RSK60_05143
RSp0005	RSK60_03623
RSp0006	RSK60_03624
RSp0006	RSK60_02957
RSp1337	RSK60_04794
RSp0009	RSK60_01411
RSp0009	RSK60_03627
RSp1301	RSK60_01291
RSp1301	RSK60_02054
RSp1301	RSK60_02463
RSp1301	RSK60_00841
RSp1301	RSK60_01155
RSp1301	RSK60_03338
RSp1301	RSK60_04184
RSp1302	RSK60_01996
RSp1302	RSK60_04172
RSp1305	RSK60_01319
RSp1305	RSK60_01954
RSp1305	RSK60_01998
RSp1305	RSK60_01304
RSp1305	RSK60_01534
RSp1305	RSK60_01941
RSp1305	RSK60_05074
RSp1305	RSK60_05085
RSp1305	RSK60_05084
RSp1305	RSK60_04273
RSp1305	RSK60_03384
RSp1305	RSK60_04267
RSp1305	RSK60_01959
RSp1305	RSK60_01309
RSp1306	RSK60_04794
RSp1303	RSK60_03257
RSp1303	RSK60_03260
RSp1309	RSK60_04797
RSp1307	RSK60_04795
RSp1308	RSK60_04796
RSc2517	RSK60_02705
RSc2516	RSK60_02706
RSc2515	RSK60_02707
RSc2515	RSK60_01090
RSc2514	RSK60_02708
RSc2519	RSK60_02691
RSc2518	RSK60_02692
RSc2513	RSK60_02710
RSc2512	RSK60_02711
RSc2510	RSK60_02712
RSp1600	RSK60_05036
RSp1601	RSK60_05037
RSc2506	RSK60_02716
RSc2505	RSK60_02717
RSc2504	RSK60_02718
RSc2503	RSK60_02719
RSc2509	RSK60_02713
RSc2508	RSK60_02714
RSc2507	RSK60_02715
RSc2502	RSK60_02720
RSc2501	RSK60_02723
RSc2500	RSK60_02724
RSc0798	RSK60_00889
RSc0799	RSK60_00888
RSc0793	RSK60_00898
RSc0790	RSK60_00900
RSc0791	RSK60_00899
RSc0796	RSK60_00895
RSc0797	RSK60_00894
RSc0794	RSK60_00897
RSc0795	RSK60_00896
RSp1625	RSK60_03257
RSp1625	RSK60_03260
RSp1628	RSK60_03257
RSp1628	RSK60_03260
RSc0789	RSK60_00901
RSc0787	RSK60_00903
RSc0788	RSK60_00902
RSc0781	RSK60_00909
RSc0782	RSK60_00908
RSc0780	RSK60_00910
RSc0785	RSK60_00905
RSc0786	RSK60_00904
RSc0784	RSK60_03350
RSc0784	RSK60_00906
RSp1610	RSK60_03481
RSp1613	RSK60_03397
RSp1613	RSK60_05042
RSp1614	RSK60_05043
RSp1611	RSK60_00977
RSp1611	RSK60_04518
RSp1611	RSK60_01691
RSp1611	RSK60_05040
RSp1612	RSK60_05041
RSp1612	RSK60_04519
RSp1615	RSK60_05044
RSp1616	RSK60_05045
RSc0778	RSK60_00912
RSc0779	RSK60_00911
RSc0777	RSK60_00913
RSc0774	RSK60_00915
RSc0775	RSK60_00914
RSc0773	RSK60_00916
RSc0767	RSK60_00918
RSc0765	RSK60_00920
RSc0766	RSK60_00919
RSc0769	RSK60_00917
RSc0760	RSK60_00925
RSc0763	RSK60_00922
RSc0764	RSK60_00921
RSc0761	RSK60_00924
RSc0762	RSK60_00923
RSc0756	RSK60_00929
RSc0757	RSK60_00928
RSc0754	RSK60_00931
RSc0755	RSK60_00930
RSc0758	RSK60_00927
RSc0759	RSK60_00926
RSc0752	RSK60_00933
RSc0753	RSK60_00932
RSc0750	RSK60_00935
RSc0751	RSK60_00934
RSc0745	RSK60_00941
RSc0746	RSK60_00939
RSc0743	RSK60_00943
RSc0743	RSK60_02600
RSc0744	RSK60_00942
RSc0749	RSK60_00936
RSc0747	RSK60_00938
RSc0748	RSK60_00937
RSc0741	RSK60_03648
RSc0742	RSK60_04822
RSc0742	RSK60_03647
RSc1266	RSK60_00401
RSc2597	RSK60_00066
RSc1265	RSK60_00402
RSc1264	RSK60_00403
RSc1263	RSK60_00404
RSc1269	RSK60_00398
RSc1268	RSK60_00399
RSc1267	RSK60_00400
RSc1273	RSK60_00394
RSc1272	RSK60_00395
RSc1271	RSK60_00396
RSc1270	RSK60_00397
RSc1255	RSK60_00412
RSc1254	RSK60_00413
RSc1253	RSK60_00414
RSc1252	RSK60_00415
RSc1259	RSK60_00408
RSc1258	RSK60_00409
RSc1258	RSK60_04391
RSc1257	RSK60_00410
RSc1256	RSK60_00411
RSc1262	RSK60_00405
RSc1261	RSK60_00406
RSc1260	RSK60_00407
RSc1249	RSK60_00435
RSc1243	RSK60_00424
RSc1242	RSK60_00425
RSc1242	RSK60_05093
RSc2572	RSK60_02639
RSc1241	RSK60_00426
RSc1245	RSK60_00432
RSc1251	RSK60_00416
RSc1250	RSK60_00417
RSc1239	RSK60_00422
RSc2569	RSK60_02642
RSc1238	RSK60_00421
RSc2564	RSK60_02647
RSc1233	RSK60_00439
RSc1232	RSK60_00440
RSc2563	RSK60_02648
RSc1231	RSK60_00441
RSc2562	RSK60_02649
RSc2561	RSK60_02650
RSc2561	RSK60_03324
RSc1230	RSK60_00442
RSc1237	RSK60_00420
RSc2568	RSK60_02643
RSc2567	RSK60_02644
RSc2566	RSK60_02641
RSc2566	RSK60_02645
RSc1235	RSK60_00437
RSc1234	RSK60_00438
RSc2565	RSK60_02646
RSc1240	RSK60_00423
RSc2571	RSK60_02640
RSc2570	RSK60_02641
RSc2570	RSK60_02645
RSc1229	RSK60_00443
RSc1228	RSK60_00444
RSc2559	RSK60_02652
RSc2558	RSK60_02653
RSc1227	RSK60_00446
RSc2553	RSK60_02659
RSc1222	RSK60_00451
RSc1221	RSK60_00452
RSc2552	RSK60_02660
RSc1220	RSK60_00453
RSc2551	RSK60_02661
RSc2550	RSK60_02662
RSc1226	RSK60_00447
RSc2557	RSK60_02654
RSc2556	RSK60_02655
RSc1225	RSK60_00448
RSc1224	RSK60_00449
RSc2555	RSK60_02657
RSc2554	RSK60_02658
RSc1223	RSK60_00450
RSc2560	RSK60_02651
RSc1219	RSK60_00454
RSc2549	RSK60_02663
RSc1218	RSK60_00455
RSc1217	RSK60_00456
RSc1216	RSK60_00457
RSc2547	RSK60_02664
RSc1211	RSK60_00462
RSc2542	RSK60_02669
RSc2541	RSK60_02671
RSc1210	RSK60_00463
RSc2540	RSK60_02672
RSc2546	RSK60_02665
RSc1215	RSK60_00458
RSc2545	RSK60_02666
RSc1214	RSK60_00459
RSc2544	RSK60_02667
RSc1213	RSK60_00460
RSc1212	RSK60_00461
RSc2543	RSK60_02668
RSc2539	RSK60_02673
RSc1208	RSK60_00465
RSc2538	RSK60_02674
RSc1207	RSK60_00466
RSc1206	RSK60_00467
RSc2537	RSK60_02675
RSc2536	RSK60_04564
RSc1205	RSK60_00468
RSc1209	RSK60_00464
RSc2531	RSK60_02679
RSc1200	RSK60_00473
RSc2530	RSK60_02680
RSc1204	RSK60_00469
RSc2534	RSK60_02676
RSc1203	RSK60_00470
RSc1202	RSK60_00831
RSc1202	RSK60_00471
RSc2533	RSK60_02677
RSc2532	RSK60_02678
RSc1201	RSK60_00472
RSc2528	RSK60_02682
RSc2527	RSK60_02683
RSc2526	RSK60_02684
RSc2529	RSK60_02681
RSc2520	RSK60_02690
RSc2524	RSK60_02686
RSc2523	RSK60_02687
RSc2522	RSK60_02688
RSc2521	RSK60_02689
RSc3049	RSK60_02185
RSc3045	RSK60_02189
RSc3046	RSK60_02188
RSc3047	RSK60_02187
RSc3048	RSK60_02186
RSc3052	RSK60_02182
RSc3053	RSK60_02181
RSc3054	RSK60_02180
RSc3050	RSK60_02184
RSc3051	RSK60_02183
RSc3038	RSK60_02203
RSc3039	RSK60_02202
RSc3034	RSK60_02207
RSc3035	RSK60_02206
RSc3036	RSK60_02205
RSc3037	RSK60_02204
RSc3041	RSK60_02220
RSc3041	RSK60_02199
RSc3043	RSK60_02191
RSc3044	RSK60_02190
RSc3040	RSK60_02201
RSc3027	RSK60_02214
RSc3028	RSK60_02213
RSc3029	RSK60_02212
RSc3023	RSK60_02218
RSc3024	RSK60_02217
RSc3025	RSK60_02216
RSc3026	RSK60_02215
RSc3030	RSK60_02211
RSc3031	RSK60_02210
RSc3032	RSK60_02209
RSc3033	RSK60_02208
RSc3016	RSK60_02225
RSc3017	RSK60_02224
RSc3018	RSK60_02223
RSc3019	RSK60_02222
RSc3012	RSK60_02229
RSc3013	RSK60_02228
RSc3014	RSK60_02227
RSc3015	RSK60_02226
RSc3020	RSK60_02221
RSc3021	RSK60_02220
RSc3021	RSK60_02199
RSc3022	RSK60_04306
RSc3022	RSK60_02219
RSc3009	RSK60_02232
RSc3005	RSK60_02236
RSp0391	RSK60_03951
RSc3006	RSK60_02235
RSp0392	RSK60_03952
RSc3007	RSK60_02234
RSc3008	RSK60_02233
RSp0390	RSK60_03950
RSc3001	RSK60_02240
RSp0395	RSK60_03955
RSc3002	RSK60_02239
RSp0396	RSK60_03956
RSc3003	RSK60_02238
RSp0393	RSK60_03953
RSc3004	RSK60_02237
RSp0394	RSK60_03954
RSc3010	RSK60_02231
RSp0398	RSK60_04970
RSp0398	RSK60_03960
RSp0398	RSK60_03957
RSc3011	RSK60_02230
RSp0380	RSK60_03940
RSp0380	RSK60_01095
RSc1299	RSK60_00367
RSc1298	RSK60_00368
RSp0381	RSK60_03941
RSc1296	RSK60_00369
RSp0384	RSK60_03944
RSp0385	RSK60_03945
RSp0382	RSK60_03942
RSp0383	RSK60_03943
RSp0388	RSK60_03948
RSp0389	RSK60_03949
RSp0386	RSK60_03946
RSc3000	RSK60_02241
RSp0387	RSK60_03947
RSc1288	RSK60_00379
RSc1287	RSK60_00380
RSc1286	RSK60_00381
RSc1285	RSK60_00382
RSc1289	RSK60_00378
RSc1291	RSK60_00376
RSc1290	RSK60_00377
RSc1295	RSK60_00370
RSc1294	RSK60_00371
RSc1293	RSK60_00372
RSc1292	RSK60_00373
RSc1277	RSK60_00390
RSc1276	RSK60_00391
RSc1275	RSK60_00392
RSc1274	RSK60_00393
RSc1279	RSK60_00388
RSc1278	RSK60_00389
RSc1280	RSK60_00387
RSc1284	RSK60_00383
RSc1283	RSK60_00384
RSc1282	RSK60_00385
RSc1281	RSK60_00386
RSc0855	RSK60_02007
RSc0856	RSK60_02008
RSc0853	RSK60_02005
RSc0854	RSK60_02006
RSc0859	RSK60_02011
RSc0857	RSK60_02009
RSc0858	RSK60_02010
RSp1682	RSK60_04748
RSp0351	RSK60_03910
RSc0852	RSK60_02004
RSp0352	RSK60_03911
RSp1680	RSK60_04748
RSc0850	RSK60_02001
RSc0850	RSK60_01970
RSp0350	RSK60_03909
RSp0355	RSK60_03914
RSp0356	RSK60_03916
RSp0353	RSK60_03912
RSp0354	RSK60_03913
RSp0359	RSK60_03919
RSp0357	RSK60_03917
RSp0358	RSK60_03918
RSc0843	RSK60_02195
RSc0843	RSK60_04251
RSc0843	RSK60_04250
RSc0849	RSK60_01969
RSc0840	RSK60_01991
RSp1671	RSK60_03610
RSp1671	RSK60_05130
RSp0340	RSK60_03899
RSc0841	RSK60_01992
RSp1672	RSK60_03611
RSp1672	RSK60_05131
RSp0341	RSK60_03900
RSp1670	RSK60_03609
RSp1670	RSK60_05129
RSp1675	RSK60_03388
RSp1675	RSK60_04465
RSp0344	RSK60_03903
RSp0345	RSK60_03904
RSp1676	RSK60_05135
RSp1676	RSK60_03615
RSp0342	RSK60_03901
RSp1673	RSK60_05133
RSp1673	RSK60_03613
RSp0343	RSK60_03902
RSp1674	RSK60_05134
RSp1674	RSK60_03614
RSp1679	RSK60_04748
RSp0348	RSK60_03907
RSp0349	RSK60_03908
RSp0346	RSK60_03905
RSp1677	RSK60_05136
RSp1677	RSK60_03616
RSp1678	RSK60_05137
RSp1678	RSK60_03617
RSp0347	RSK60_03906
RSc0837	RSK60_01986
RSc0835	RSK60_01984
RSc0836	RSK60_01985
RSp0370	RSK60_03930
RSp0373	RSK60_03933
RSp0374	RSK60_03934
RSp0371	RSK60_03931
RSp0372	RSK60_03932
RSp0377	RSK60_03937
RSp0378	RSK60_03938
RSp0375	RSK60_03935
RSp0376	RSK60_03936
RSp0379	RSK60_03939
RSc0839	RSK60_01989
RSc0821	RSK60_00195
RSp0362	RSK60_03922
RSp0363	RSK60_03923
RSp0360	RSK60_03920
RSp0361	RSK60_03921
RSp0366	RSK60_03926
RSp0367	RSK60_03927
RSp0364	RSK60_03924
RSp0365	RSK60_03925
RSp0368	RSK60_03928
RSp0369	RSK60_03929
RSc0828	RSK60_03257
RSc0828	RSK60_03260
RSc0829	RSK60_04082
RSc0811	RSK60_00876
RSc0810	RSK60_00877
RSc0815	RSK60_00872
RSc0816	RSK60_00871
RSc0813	RSK60_00875
RSc0814	RSK60_00874
RSc3096	RSK60_02138
RSp1642	RSK60_05103
RSp0312	RSK60_04320
RSp0312	RSK60_01710
RSc3097	RSK60_02137
RSp1640	RSK60_05101
RSc3098	RSK60_02136
RSp1641	RSK60_05102
RSc3099	RSK60_02134
RSp0310	RSK60_03874
RSc3092	RSK60_02143
RSp1646	RSK60_05107
RSc3093	RSK60_02142
RSp1647	RSK60_05112
RSp0316	RSK60_03877
RSc3094	RSK60_02141
RSp1644	RSK60_05105
RSp1645	RSK60_05106
RSp0319	RSK60_03881
RSp0317	RSK60_03878
RSc0817	RSK60_00870
RSc3091	RSK60_02144
RSc0818	RSK60_00869
RSp1649	RSK60_05113
RSp0318	RSK60_03879
RSc0800	RSK60_00887
RSc0801	RSK60_00886
RSc0804	RSK60_00883
RSc0805	RSK60_00882
RSc0802	RSK60_00885
RSc0803	RSK60_00884
RSc3078	RSK60_02159
RSc3079	RSK60_02158
RSc3085	RSK60_01967
RSc3085	RSK60_05066
RSc3085	RSK60_00854
RSc3085	RSK60_02045
RSc3085	RSK60_02149
RSp0300	RSK60_03865
RSc3086	RSK60_02147
RSp1632	RSK60_05091
RSc3087	RSK60_02146
RSc3088	RSK60_02145
RSp1630	RSK60_05090
