RSc0338	RSRUN2340_00371
RSp0926	RSRUN2340_04913
RSp0927	RSRUN2340_04914
RSc2311	RSRUN2340_00891
RSc2310	RSRUN2340_00892
RSc2310	RSRUN2340_03974
RSc2310	RSRUN2340_03202
RSc2310	RSRUN2340_03680
RSc2315	RSRUN2340_00212
RSc2315	RSRUN2340_04654
RSc2312	RSRUN2340_00890
RSc2308	RSRUN2340_00894
RSc2307	RSRUN2340_00895
RSc2306	RSRUN2340_00896
RSc2305	RSRUN2340_00897
RSc2309	RSRUN2340_00893
RSc2300	RSRUN2340_00902
RSc2304	RSRUN2340_00898
RSc2303	RSRUN2340_00899
RSc2302	RSRUN2340_00900
RSc2301	RSRUN2340_00901
RSc0594	RSRUN2340_00643
RSc0595	RSRUN2340_00644
RSc0592	RSRUN2340_02634
RSc0592	RSRUN2340_00641
RSc0593	RSRUN2340_00642
RSc0598	RSRUN2340_00647
RSc0599	RSRUN2340_00648
RSc0596	RSRUN2340_00645
RSc0597	RSRUN2340_00646
RSc0589	RSRUN2340_00638
RSc0583	RSRUN2340_00631
RSc0584	RSRUN2340_00632
RSc0587	RSRUN2340_00635
RSc0588	RSRUN2340_03906
RSc0588	RSRUN2340_00637
RSc0585	RSRUN2340_00633
RSc0586	RSRUN2340_00634
RSc0590	RSRUN2340_00639
RSc0591	RSRUN2340_00640
RSp0190	RSRUN2340_03709
RSp0194	RSRUN2340_03718
RSp0197	RSRUN2340_03721
RSp0198	RSRUN2340_03722
RSp0195	RSRUN2340_03719
RSp0196	RSRUN2340_03720
RSp0199	RSRUN2340_03723
RSp0181	RSRUN2340_03703
RSc1098	RSRUN2340_02119
RSp0186	RSRUN2340_03706
RSp0185	RSRUN2340_03855
RSp0188	RSRUN2340_03707
RSp0189	RSRUN2340_03708
RSc1089	RSRUN2340_02127
RSc1088	RSRUN2340_02128
RSc1087	RSRUN2340_02129
RSc1093	RSRUN2340_02123
RSc1092	RSRUN2340_02124
RSc1091	RSRUN2340_02125
RSc1090	RSRUN2340_02126
RSc1097	RSRUN2340_02120
RSc1095	RSRUN2340_02121
RSc1094	RSRUN2340_02122
RSc1079	RSRUN2340_02139
RSc1078	RSRUN2340_02140
RSc1077	RSRUN2340_02141
RSc1076	RSRUN2340_02142
RSc1082	RSRUN2340_02134
RSc1081	RSRUN2340_02137
RSc1080	RSRUN2340_04280
RSc1080	RSRUN2340_02138
RSc1086	RSRUN2340_02130
RSc1086	RSRUN2340_00417
RSc1085	RSRUN2340_02131
RSc1084	RSRUN2340_02132
RSc1083	RSRUN2340_02133
RSc1068	RSRUN2340_02155
RSc2399	RSRUN2340_02521
RSp1480	RSRUN2340_05014
RSp0150	RSRUN2340_00892
RSp0150	RSRUN2340_03974
RSp0150	RSRUN2340_03202
RSp0150	RSRUN2340_03680
RSc1067	RSRUN2340_02156
RSc2398	RSRUN2340_02520
RSp1481	RSRUN2340_05015
RSc1066	RSRUN2340_02157
RSc2397	RSRUN2340_02519
RSc1065	RSRUN2340_02158
RSc2396	RSRUN2340_02518
RSp1484	RSRUN2340_03576
RSp1482	RSRUN2340_05016
RSp0151	RSRUN2340_03681
RSc1069	RSRUN2340_02154
RSp1483	RSRUN2340_05017
RSc1071	RSRUN2340_02150
RSp0157	RSRUN2340_03682
RSc1070	RSRUN2340_02151
RSp0155	RSRUN2340_01014
RSp0155	RSRUN2340_00181
RSp0155	RSRUN2340_03957
RSp0155	RSRUN2340_04382
RSc1075	RSRUN2340_02143
RSc1074	RSRUN2340_02144
RSc1073	RSRUN2340_02145
RSc1072	RSRUN2340_02149
RSc1057	RSRUN2340_02166
RSc2387	RSRUN2340_02510
RSc1056	RSRUN2340_02167
RSp1470	RSRUN2340_05006
RSc1055	RSRUN2340_02168
RSc2386	RSRUN2340_02509
RSc1054	RSRUN2340_02169
RSc2385	RSRUN2340_02508
RSp1473	RSRUN2340_05009
RSp0142	RSRUN2340_03672
RSp0143	RSRUN2340_03673
RSp1471	RSRUN2340_04181
RSp1471	RSRUN2340_05007
RSp1471	RSRUN2340_02075
RSc1059	RSRUN2340_02164
RSp0140	RSRUN2340_03670
RSc1058	RSRUN2340_02165
RSc2389	RSRUN2340_02511
RSp0141	RSRUN2340_03671
RSp1472	RSRUN2340_05008
RSc2391	RSRUN2340_02513
RSc1060	RSRUN2340_02163
RSp0146	RSRUN2340_03676
RSc2390	RSRUN2340_02512
RSp1478	RSRUN2340_05012
RSp0147	RSRUN2340_03677
RSp1475	RSRUN2340_04797
RSp1475	RSRUN2340_05011
RSp0144	RSRUN2340_03674
RSp0145	RSRUN2340_03675
RSc1064	RSRUN2340_02159
RSc2395	RSRUN2340_02517
RSc1063	RSRUN2340_02160
RSc2394	RSRUN2340_02516
RSc2393	RSRUN2340_02515
RSc1062	RSRUN2340_02161
RSp1479	RSRUN2340_05013
RSp0148	RSRUN2340_03678
RSc1061	RSRUN2340_02162
RSc2392	RSRUN2340_02514
RSp0149	RSRUN2340_03679
RSc1046	RSRUN2340_02177
RSc2377	RSRUN2340_02500
RSp0171	RSRUN2340_03700
RSc1045	RSRUN2340_02178
RSc2376	RSRUN2340_02499
RSc1044	RSRUN2340_02179
RSc2375	RSRUN2340_02498
RSc1043	RSRUN2340_02180
RSc2374	RSRUN2340_02497
RSp0170	RSRUN2340_03699
RSc1049	RSRUN2340_02174
RSc2379	RSRUN2340_02502
RSc1048	RSRUN2340_02175
RSc1047	RSRUN2340_02176
RSc2378	RSRUN2340_02501
RSc2380	RSRUN2340_02503
RSc1053	RSRUN2340_02170
RSc2384	RSRUN2340_02507
RSc1052	RSRUN2340_02171
RSc2383	RSRUN2340_02506
RSc1051	RSRUN2340_02172
RSc2382	RSRUN2340_02505
RSc1050	RSRUN2340_02173
RSc2381	RSRUN2340_02504
RSc2366	RSRUN2340_02489
RSc1035	RSRUN2340_02188
RSc1034	RSRUN2340_02189
RSc1034	RSRUN2340_04464
RSc2365	RSRUN2340_02488
RSc1033	RSRUN2340_02190
RSc2363	RSRUN2340_02478
RSc1032	RSRUN2340_02191
RSp1495	RSRUN2340_05019
RSc1039	RSRUN2340_02184
RSp0164	RSRUN2340_03690
RSp1496	RSRUN2340_05020
RSc1038	RSRUN2340_02185
RSc2369	RSRUN2340_02492
RSp0165	RSRUN2340_03691
RSp0162	RSRUN2340_03687
RSc2368	RSRUN2340_02491
RSc1037	RSRUN2340_02186
RSc1036	RSRUN2340_02187
RSc2367	RSRUN2340_02490
RSp0163	RSRUN2340_03689
RSp0168	RSRUN2340_03695
RSp0169	RSRUN2340_03696
RSp0166	RSRUN2340_03264
RSp0166	RSRUN2340_03693
RSp1497	RSRUN2340_05021
RSp0167	RSRUN2340_03694
RSc1042	RSRUN2340_02181
RSc2373	RSRUN2340_02496
RSc1041	RSRUN2340_02182
RSc2372	RSRUN2340_02495
RSc1040	RSRUN2340_02183
RSc2371	RSRUN2340_02494
RSc2370	RSRUN2340_02493
RSc0614	RSRUN2340_00663
RSc0611	RSRUN2340_00661
RSc0612	RSRUN2340_00662
RSc0617	RSRUN2340_05159
RSc0618	RSRUN2340_00666
RSc0615	RSRUN2340_00664
RSc0616	RSRUN2340_00665
RSc1941	RSRUN2340_02783
RSp0110	RSRUN2340_03623
RSp1441	RSRUN2340_04968
RSc0610	RSRUN2340_00660
RSp0113	RSRUN2340_03626
RSp0114	RSRUN2340_03629
RSp1442	RSRUN2340_04969
RSp0111	RSRUN2340_03624
RSp1443	RSRUN2340_04970
RSp0112	RSRUN2340_03625
RSp1448	RSRUN2340_04974
RSp0117	RSRUN2340_03632
RSp1449	RSRUN2340_04975
RSp0118	RSRUN2340_03633
RSp1446	RSRUN2340_04972
RSp0115	RSRUN2340_03630
RSp1447	RSRUN2340_02961
RSp1447	RSRUN2340_04973
RSp0116	RSRUN2340_04627
RSp0116	RSRUN2340_03631
RSp0119	RSRUN2340_03634
RSc0602	RSRUN2340_00651
RSc0603	RSRUN2340_00652
RSc0600	RSRUN2340_00649
RSc0601	RSRUN2340_00650
RSc0606	RSRUN2340_00656
RSc0607	RSRUN2340_00657
RSc0604	RSRUN2340_00654
RSc0605	RSRUN2340_00655
RSp0100	RSRUN2340_03617
RSp0101	RSRUN2340_03618
RSp0106	RSRUN2340_03619
RSp0107	RSRUN2340_03620
RSp1439	RSRUN2340_02003
RSp0108	RSRUN2340_03621
RSc0608	RSRUN2340_00658
RSp0109	RSRUN2340_03622
RSc0609	RSRUN2340_00659
RSc1921	RSRUN2340_04392
RSc1920	RSRUN2340_04391
RSp1462	RSRUN2340_04994
RSp0132	RSRUN2340_03662
RSp1463	RSRUN2340_04995
RSp1460	RSRUN2340_04991
RSp1461	RSRUN2340_04992
RSp0135	RSRUN2340_03665
RSp0136	RSRUN2340_03666
RSp1464	RSRUN2340_04996
RSp0133	RSRUN2340_03663
RSp1465	RSRUN2340_04997
RSp0134	RSRUN2340_03664
RSp0139	RSRUN2340_03669
RSp0137	RSRUN2340_03667
RSp1468	RSRUN2340_04998
RSp0138	RSRUN2340_03668
RSp1469	RSRUN2340_04999
RSc1914	RSRUN2340_04401
RSp0120	RSRUN2340_03635
RSp0121	RSRUN2340_03636
RSp1452	RSRUN2340_04982
RSp1450	RSRUN2340_04976
RSp0124	RSRUN2340_03648
RSp1455	RSRUN2340_04985
RSp1456	RSRUN2340_04986
RSp0122	RSRUN2340_03638
RSp0122	RSRUN2340_01209
RSp1453	RSRUN2340_04983
RSp0123	RSRUN2340_03639
RSp1454	RSRUN2340_04984
RSp0128	RSRUN2340_03655
RSp1459	RSRUN2340_04989
RSp1457	RSRUN2340_04987
RSp0127	RSRUN2340_05000
RSp0127	RSRUN2340_05042
RSp1458	RSRUN2340_01016
RSp1458	RSRUN2340_04206
RSp1458	RSRUN2340_04988
RSc1919	RSRUN2340_04390
RSp1401	RSRUN2340_04945
RSp1401	RSRUN2340_00781
RSp1404	RSRUN2340_04948
RSp1405	RSRUN2340_04949
RSp1402	RSRUN2340_04946
RSp1403	RSRUN2340_04947
RSp1408	RSRUN2340_04954
RSp1409	RSRUN2340_04955
RSp1406	RSRUN2340_04952
RSc1907	RSRUN2340_04431
RSp1407	RSRUN2340_04953
RSp1421	RSRUN2340_04966
RSp1411	RSRUN2340_04957
RSp1412	RSRUN2340_04958
RSp1410	RSRUN2340_04956
RSp1415	RSRUN2340_04960
RSp1416	RSRUN2340_04962
RSp1413	RSRUN2340_04959
RSc0459	RSRUN2340_00499
RSc0457	RSRUN2340_00497
RSc1789	RSRUN2340_01593
RSc0458	RSRUN2340_00498
RSc1788	RSRUN2340_01592
RSc1783	RSRUN2340_01587
RSc1782	RSRUN2340_01586
RSc0452	RSRUN2340_00492
RSc1781	RSRUN2340_01585
RSc1780	RSRUN2340_01584
RSc0455	RSRUN2340_00495
RSc1787	RSRUN2340_01591
RSc0456	RSRUN2340_00496
RSc1786	RSRUN2340_01590
RSc0453	RSRUN2340_00493
RSc1785	RSRUN2340_01589
RSc1784	RSRUN2340_01588
RSc0454	RSRUN2340_00494
RSp0872	RSRUN2340_04318
RSp0873	RSRUN2340_04319
RSp0870	RSRUN2340_04316
RSp0871	RSRUN2340_04317
RSc1790	RSRUN2340_01594
RSp0876	RSRUN2340_04322
RSp0877	RSRUN2340_04323
RSp0874	RSRUN2340_04320
RSp0878	RSRUN2340_04324
RSp0879	RSRUN2340_04325
RSc0448	RSRUN2340_00490
RSc0449	RSRUN2340_00491
RSc1779	RSRUN2340_00214
RSc1779	RSRUN2340_03287
RSc1779	RSRUN2340_01583
RSc0446	RSRUN2340_00488
RSc1778	RSRUN2340_00215
RSc1778	RSRUN2340_01581
RSc0447	RSRUN2340_00489
RSc1777	RSRUN2340_01580
RSc1772	RSRUN2340_01567
RSc0440	RSRUN2340_00482
RSc0441	RSRUN2340_00483
RSc1771	RSRUN2340_01566
RSc1770	RSRUN2340_01565
RSc0444	RSRUN2340_00486
RSc1775	RSRUN2340_03291
RSc1775	RSRUN2340_00216
RSc1775	RSRUN2340_01002
RSc1775	RSRUN2340_01574
RSc1775	RSRUN2340_01570
RSc0445	RSRUN2340_00487
RSc0442	RSRUN2340_00484
RSc1774	RSRUN2340_01569
RSc1773	RSRUN2340_01568
RSc0443	RSRUN2340_00485
RSp0861	RSRUN2340_04307
RSp0862	RSRUN2340_04308
RSp0860	RSRUN2340_04306
RSp0865	RSRUN2340_04311
RSp0866	RSRUN2340_04312
RSp0863	RSRUN2340_04309
RSp0864	RSRUN2340_04310
RSp0869	RSRUN2340_04315
RSp0867	RSRUN2340_04313
RSp0868	RSRUN2340_04314
RSc0437	RSRUN2340_00479
RSc1769	RSRUN2340_01564
RSc0438	RSRUN2340_00480
RSc1768	RSRUN2340_01563
RSc1767	RSRUN2340_01562
RSc0435	RSRUN2340_00477
RSc1766	RSRUN2340_01561
RSc0436	RSRUN2340_00478
RSc0439	RSRUN2340_00481
RSc1761	RSRUN2340_01556
RSc1760	RSRUN2340_01555
RSc0430	RSRUN2340_00472
RSc1765	RSRUN2340_01560
RSc0433	RSRUN2340_00475
RSc0434	RSRUN2340_00476
RSc1764	RSRUN2340_01559
RSc1763	RSRUN2340_01558
RSc0431	RSRUN2340_00473
RSc0432	RSRUN2340_00474
RSc1762	RSRUN2340_01557
RSp0898	RSRUN2340_00318
RSc1758	RSRUN2340_01552
RSc1758	RSRUN2340_01553
RSc0426	RSRUN2340_00468
RSc1757	RSRUN2340_01552
RSc1757	RSRUN2340_01553
RSc0427	RSRUN2340_00469
RSc0424	RSRUN2340_00466
RSc1756	RSRUN2340_01551
RSc0425	RSRUN2340_00467
RSc0428	RSRUN2340_00470
RSc1759	RSRUN2340_01554
RSc0429	RSRUN2340_00471
RSc1750	RSRUN2340_01545
RSc0422	RSRUN2340_00457
RSc1754	RSRUN2340_01549
RSc0423	RSRUN2340_01001
RSc0423	RSRUN2340_03982
RSp0880	RSRUN2340_04326
RSc1753	RSRUN2340_01548
RSc0420	RSRUN2340_00455
RSc1752	RSRUN2340_01547
RSc0421	RSRUN2340_00456
RSc1751	RSRUN2340_01546
RSp0883	RSRUN2340_04330
RSp0884	RSRUN2340_04331
RSp0881	RSRUN2340_04327
RSp0882	RSRUN2340_04329
RSp0885	RSRUN2340_04332
RSp0886	RSRUN2340_01898
RSp0886	RSRUN2340_04333
RSc1747	RSRUN2340_01538
RSc0415	RSRUN2340_00450
RSc0416	RSRUN2340_00451
RSc1746	RSRUN2340_01537
RSc0413	RSRUN2340_00448
RSc1745	RSRUN2340_01536
RSc0414	RSRUN2340_00449
RSc1744	RSRUN2340_01535
RSc0419	RSRUN2340_00454
RSc0417	RSRUN2340_00452
RSc1749	RSRUN2340_01544
RSc1748	RSRUN2340_01543
RSc0418	RSRUN2340_00453
RSc0411	RSRUN2340_00446
RSc0412	RSRUN2340_00447
RSc0410	RSRUN2340_00445
RSc1740	RSRUN2340_01534
RSp0832	RSRUN2340_04278
RSp0833	RSRUN2340_04279
RSp0830	RSRUN2340_04276
RSp0831	RSRUN2340_04277
RSp0836	RSRUN2340_04282
RSp0837	RSRUN2340_04283
RSp0834	RSRUN2340_04280
RSp0834	RSRUN2340_02138
RSp0835	RSRUN2340_04281
RSp0838	RSRUN2340_04284
RSc1736	RSRUN2340_01530
RSc0404	RSRUN2340_00439
RSc0405	RSRUN2340_00440
RSc1735	RSRUN2340_01529
RSc1734	RSRUN2340_01528
RSc0402	RSRUN2340_00437
RSc0403	RSRUN2340_00438
RSc1733	RSRUN2340_01527
RSc0408	RSRUN2340_00443
RSc0409	RSRUN2340_00444
RSc1739	RSRUN2340_01533
RSc0406	RSRUN2340_00441
RSc1738	RSRUN2340_01532
RSc0407	RSRUN2340_00442
RSc1737	RSRUN2340_01531
RSc1732	RSRUN2340_01526
RSc0400	RSRUN2340_00435
RSc0401	RSRUN2340_00436
RSc1731	RSRUN2340_01525
RSc1730	RSRUN2340_01524
RSp0821	RSRUN2340_04264
RSp0825	RSRUN2340_04271
RSp0826	RSRUN2340_04272
RSp0823	RSRUN2340_04265
RSp0829	RSRUN2340_04275
RSp0827	RSRUN2340_04273
RSp0828	RSRUN2340_04274
RSc1725	RSRUN2340_01519
RSc1722	RSRUN2340_01518
RSc1729	RSRUN2340_01523
RSc1728	RSRUN2340_01522
RSc1727	RSRUN2340_01521
RSc1726	RSRUN2340_01520
RSc1721	RSRUN2340_01517
RSc1720	RSRUN2340_01516
RSp0850	RSRUN2340_04296
RSp0851	RSRUN2340_04757
RSp0851	RSRUN2340_04297
RSp0851	RSRUN2340_04716
RSp0854	RSRUN2340_04300
RSp0855	RSRUN2340_04301
RSp0852	RSRUN2340_04544
RSp0852	RSRUN2340_04298
RSp0853	RSRUN2340_04299
RSp0858	RSRUN2340_04304
RSp0859	RSRUN2340_04305
RSp0856	RSRUN2340_04302
RSp0857	RSRUN2340_04303
RSc1714	RSRUN2340_01506
RSc1713	RSRUN2340_01505
RSc1712	RSRUN2340_01504
RSc1711	RSRUN2340_01503
RSc1718	RSRUN2340_01514
RSc1717	RSRUN2340_01513
RSc1716	RSRUN2340_01512
RSc1715	RSRUN2340_01511
RSc1710	RSRUN2340_01502
RSp0840	RSRUN2340_04286
RSp0843	RSRUN2340_04289
RSp0844	RSRUN2340_04290
RSp0841	RSRUN2340_04287
RSp0842	RSRUN2340_04288
RSp0847	RSRUN2340_04293
RSp0848	RSRUN2340_04294
RSp0845	RSRUN2340_04291
RSc1719	RSRUN2340_01515
RSp0846	RSRUN2340_04292
RSp0849	RSRUN2340_04295
RSc2239	RSRUN2340_00958
RSc2239	RSRUN2340_03252
RSc2239	RSRUN2340_03095
RSc2234	RSRUN2340_00963
RSc2233	RSRUN2340_00964
RSc2232	RSRUN2340_00965
RSc2231	RSRUN2340_00966
RSc2238	RSRUN2340_00959
RSc2237	RSRUN2340_03553
RSc2237	RSRUN2340_00960
RSc2236	RSRUN2340_00961
RSc2235	RSRUN2340_00962
RSc2241	RSRUN2340_00956
RSc2240	RSRUN2340_00957
RSc2229	RSRUN2340_00968
RSc2228	RSRUN2340_00969
RSc2223	RSRUN2340_00974
RSc2222	RSRUN2340_00975
RSc2221	RSRUN2340_00976
RSc2220	RSRUN2340_00977
RSc2227	RSRUN2340_00970
RSc2226	RSRUN2340_00971
RSc2225	RSRUN2340_00972
RSc2224	RSRUN2340_00973
RSc2230	RSRUN2340_00967
RSc2219	RSRUN2340_00978
RSc2218	RSRUN2340_00979
RSc2217	RSRUN2340_00980
RSc2212	RSRUN2340_00986
RSc2211	RSRUN2340_00987
RSc2210	RSRUN2340_00988
RSc2216	RSRUN2340_00981
RSc2215	RSRUN2340_00982
RSc2214	RSRUN2340_00984
RSc2213	RSRUN2340_00985
RSp0810	RSRUN2340_03425
RSp0810	RSRUN2340_04254
RSp0811	RSRUN2340_04255
RSp0814	RSRUN2340_04258
RSp0815	RSRUN2340_04259
RSp0812	RSRUN2340_04256
RSp0813	RSRUN2340_04257
RSp0818	RSRUN2340_00012
RSp0818	RSRUN2340_04262
RSp0819	RSRUN2340_00013
RSp0819	RSRUN2340_04263
RSp0816	RSRUN2340_04260
RSp0817	RSRUN2340_04261
RSc2209	RSRUN2340_00989
RSc2208	RSRUN2340_00990
RSc2207	RSRUN2340_00991
RSc2206	RSRUN2340_00992
RSc2201	RSRUN2340_00997
RSc2200	RSRUN2340_00998
RSc2205	RSRUN2340_00993
RSc2204	RSRUN2340_00994
RSc2203	RSRUN2340_00995
RSc2202	RSRUN2340_00996
RSp0800	RSRUN2340_04244
RSp0803	RSRUN2340_04247
RSp0804	RSRUN2340_03119
RSp0804	RSRUN2340_04249
RSp0801	RSRUN2340_04245
RSp0802	RSRUN2340_04246
RSp0807	RSRUN2340_04252
RSp0807	RSRUN2340_02052
RSp0808	RSRUN2340_04253
RSp0805	RSRUN2340_04250
RSp0806	RSRUN2340_04251
RSc0495	RSRUN2340_00538
RSc0496	RSRUN2340_00539
RSc0493	RSRUN2340_00534
RSc0494	RSRUN2340_00535
RSc0499	RSRUN2340_00542
RSc0497	RSRUN2340_00540
RSc0498	RSRUN2340_00541
RSc0484	RSRUN2340_00524
RSc0484	RSRUN2340_01106
RSc0484	RSRUN2340_03525
RSc0484	RSRUN2340_00937
RSc0484	RSRUN2340_04451
RSc0485	RSRUN2340_00525
RSc0482	RSRUN2340_00522
RSc0483	RSRUN2340_00523
RSc0488	RSRUN2340_00529
RSc0489	RSRUN2340_00530
RSc0486	RSRUN2340_00527
RSc0487	RSRUN2340_00528
RSc0491	RSRUN2340_00532
RSc0492	RSRUN2340_00533
RSc0490	RSRUN2340_00531
RSc0479	RSRUN2340_00519
RSc0473	RSRUN2340_00513
RSc0474	RSRUN2340_00514
RSc0471	RSRUN2340_00511
RSc0472	RSRUN2340_00512
RSc0477	RSRUN2340_00517
RSc0478	RSRUN2340_00518
RSc0475	RSRUN2340_00515
RSc0476	RSRUN2340_00516
RSc0480	RSRUN2340_00520
RSc0481	RSRUN2340_00521
RSc0481	RSRUN2340_00936
RSc0468	RSRUN2340_00508
RSc1799	RSRUN2340_01602
RSc0469	RSRUN2340_00509
RSc0462	RSRUN2340_00502
RSc1794	RSRUN2340_01598
RSc0463	RSRUN2340_00503
RSc1793	RSRUN2340_01597
RSc0460	RSRUN2340_00500
RSc1792	RSRUN2340_01596
RSc0461	RSRUN2340_00501
RSc1791	RSRUN2340_01595
RSc1798	RSRUN2340_01601
RSc0466	RSRUN2340_00506
RSc1797	RSRUN2340_01600
RSc0467	RSRUN2340_00507
RSc0464	RSRUN2340_00504
RSc0465	RSRUN2340_00505
RSc1795	RSRUN2340_01599
RSc0470	RSRUN2340_00510
RSp0072	RSRUN2340_03601
RSp0073	RSRUN2340_05000
RSp0073	RSRUN2340_05042
RSp0070	RSRUN2340_04571
RSp0071	RSRUN2340_03600
RSp0076	RSRUN2340_03610
RSp0077	RSRUN2340_03611
RSp0074	RSRUN2340_03602
RSp0075	RSRUN2340_03554
RSp0075	RSRUN2340_03609
RSp0078	RSRUN2340_03612
RSp0079	RSRUN2340_03613
RSp1392	RSRUN2340_04942
RSp1393	RSRUN2340_04943
RSp1390	RSRUN2340_04940
RSp1391	RSRUN2340_04941
RSp0065	RSRUN2340_02112
RSp0065	RSRUN2340_01283
RSp1394	RSRUN2340_04944
RSp0069	RSRUN2340_00655
RSp1399	RSRUN2340_03851
RSp1399	RSRUN2340_04471
RSc2299	RSRUN2340_00903
RSc2298	RSRUN2340_00904
RSp0092	RSRUN2340_03958
RSc2297	RSRUN2340_00905
RSp0099	RSRUN2340_03616
RSp0096	RSRUN2340_03965
RSp0096	RSRUN2340_00189
RSp0096	RSRUN2340_00186
RSp0096	RSRUN2340_03959
RSp0097	RSRUN2340_00185
RSp0080	RSRUN2340_03614
RSc2289	RSRUN2340_00915
RSp0083	RSRUN2340_02446
RSc2288	RSRUN2340_00916
RSc2287	RSRUN2340_04651
RSc2287	RSRUN2340_00917
RSp0081	RSRUN2340_03615
RSc2286	RSRUN2340_00918
RSp0088	RSRUN2340_03963
RSp0088	RSRUN2340_03683
RSp0085	RSRUN2340_03967
RSp0085	RSRUN2340_04869
RSp0085	RSRUN2340_04404
RSp0085	RSRUN2340_00188
RSp0085	RSRUN2340_00191
RSp0086	RSRUN2340_03965
RSp0086	RSRUN2340_00189
RSp0086	RSRUN2340_00186
RSp0086	RSRUN2340_03959
RSc2292	RSRUN2340_00912
RSc2291	RSRUN2340_00039
RSc2291	RSRUN2340_02251
RSc2291	RSRUN2340_00913
RSc2290	RSRUN2340_00914
RSc2296	RSRUN2340_00906
RSc2295	RSRUN2340_00907
RSc2294	RSRUN2340_00908
RSc2293	RSRUN2340_00909
RSc2277	RSRUN2340_00924
RSc2276	RSRUN2340_00925
RSc2275	RSRUN2340_00926
RSp0032	RSRUN2340_03582
RSp0033	RSRUN2340_03583
RSp0030	RSRUN2340_03578
RSc2279	RSRUN2340_00923
RSp0031	RSRUN2340_03579
RSp0036	RSRUN2340_03586
RSp1367	RSRUN2340_04919
RSp0037	RSRUN2340_03587
RSc2280	RSRUN2340_00921
RSp1368	RSRUN2340_04920
RSp0034	RSRUN2340_03584
RSp1365	RSRUN2340_04917
RSp0035	RSRUN2340_03585
RSp1366	RSRUN2340_04918
RSc2285	RSRUN2340_00919
RSc2284	RSRUN2340_00920
RSp0038	RSRUN2340_01632
RSp0038	RSRUN2340_03588
RSp1369	RSRUN2340_04921
RSp0039	RSRUN2340_03589
RSc2267	RSRUN2340_04475
RSc2267	RSRUN2340_04373
RSc2267	RSRUN2340_03271
RSc2267	RSRUN2340_04052
RSc2264	RSRUN2340_00933
RSp0021	RSRUN2340_03569
RSp1352	RSRUN2340_04908
RSp1353	RSRUN2340_04909
RSp1350	RSRUN2340_04906
RSc2269	RSRUN2340_00932
RSc2268	RSRUN2340_04374
RSp0020	RSRUN2340_03568
RSp1351	RSRUN2340_04907
RSc2270	RSRUN2340_00931
RSp0025	RSRUN2340_03572
RSp0026	RSRUN2340_03573
RSp0023	RSRUN2340_03570
RSp0024	RSRUN2340_03571
RSp1355	RSRUN2340_04910
RSp0029	RSRUN2340_02349
RSp0029	RSRUN2340_03577
RSp0029	RSRUN2340_04631
RSp0029	RSRUN2340_03312
RSp0029	RSRUN2340_03860
RSp0029	RSRUN2340_02352
RSp0029	RSRUN2340_00219
RSc2274	RSRUN2340_00927
RSc2273	RSRUN2340_00928
RSc2272	RSRUN2340_00929
RSp0027	RSRUN2340_03574
RSc2271	RSRUN2340_00930
RSp0028	RSRUN2340_03575
RSp1381	RSRUN2340_04932
RSc2256	RSRUN2340_00941
RSc2255	RSRUN2340_00942
RSp1382	RSRUN2340_04933
RSc2254	RSRUN2340_01358
RSc2254	RSRUN2340_00943
RSc2253	RSRUN2340_01359
RSc2253	RSRUN2340_00944
RSp1380	RSRUN2340_04931
RSp1385	RSRUN2340_04937
RSc2259	RSRUN2340_00938
RSc2259	RSRUN2340_04452
RSp1386	RSRUN2340_04938
RSp1383	RSRUN2340_04935
RSc2258	RSRUN2340_00939
RSp1384	RSRUN2340_04936
RSc2257	RSRUN2340_00940
RSp1389	RSRUN2340_04939
RSc2263	RSRUN2340_00934
RSc2262	RSRUN2340_00935
RSc2261	RSRUN2340_00521
RSc2261	RSRUN2340_00936
RSc2260	RSRUN2340_00524
RSc2260	RSRUN2340_01106
RSc2260	RSRUN2340_03525
RSc2260	RSRUN2340_00937
RSc2260	RSRUN2340_04451
RSc2245	RSRUN2340_00952
RSp1370	RSRUN2340_04922
RSc2244	RSRUN2340_00953
RSp1371	RSRUN2340_04923
RSc2243	RSRUN2340_00954
RSc2242	RSRUN2340_00955
RSc2249	RSRUN2340_00948
RSp1374	RSRUN2340_04926
RSc2248	RSRUN2340_00949
RSp1375	RSRUN2340_04927
RSc2247	RSRUN2340_00950
RSp1372	RSRUN2340_04924
RSc2246	RSRUN2340_00951
RSp1373	RSRUN2340_04925
RSp0047	RSRUN2340_02116
RSp0048	RSRUN2340_02115
RSp1379	RSRUN2340_04930
RSp0045	RSRUN2340_03403
RSp0045	RSRUN2340_02118
RSp1376	RSRUN2340_04928
RSp1377	RSRUN2340_04929
RSp0046	RSRUN2340_02117
RSc2252	RSRUN2340_00945
RSc2251	RSRUN2340_00946
RSc2250	RSRUN2340_00947
RSc1824	RSRUN2340_01629
RSc1823	RSRUN2340_01628
RSc1822	RSRUN2340_01627
RSc1821	RSRUN2340_01626
RSc1828	RSRUN2340_01633
RSc1827	RSRUN2340_01632
RSc1827	RSRUN2340_03588
RSc1826	RSRUN2340_01631
RSc1825	RSRUN2340_01630
RSc1820	RSRUN2340_01625
RSp1320	RSRUN2340_04907
RSp1324	RSRUN2340_04910
RSp1321	RSRUN2340_04908
RSp1322	RSRUN2340_04909
RSc1829	RSRUN2340_01634
RSc1813	RSRUN2340_01616
