RSc0338	RSR24_00347
RSp0845	RSR24_04114
RSc1719	RSR24_01579
RSp0846	RSR24_04115
RSp0849	RSR24_04118
RSc2239	RSR24_04686
RSc2239	RSR24_02323
RSc2239	RSR24_03059
RSc2234	RSR24_02318
RSc2233	RSR24_02317
RSc2232	RSR24_02316
RSc2231	RSR24_02315
RSc2238	RSR24_02322
RSc2237	RSR24_02321
RSc2237	RSR24_03519
RSc2236	RSR24_02320
RSc2235	RSR24_02319
RSc2241	RSR24_02326
RSc2240	RSR24_02324
RSc2229	RSR24_02313
RSc2228	RSR24_02312
RSc2223	RSR24_02307
RSc2222	RSR24_02306
RSc2221	RSR24_02305
RSc2220	RSR24_02304
RSc2227	RSR24_02311
RSc2226	RSR24_02310
RSc2225	RSR24_02309
RSc2224	RSR24_02308
RSc2230	RSR24_02314
RSc2219	RSR24_02303
RSc2218	RSR24_02302
RSc2217	RSR24_02301
RSc2212	RSR24_02295
RSc2211	RSR24_02294
RSc2210	RSR24_02293
RSc2216	RSR24_02300
RSc2215	RSR24_02299
RSc2214	RSR24_02297
RSc2213	RSR24_02296
RSp0810	RSR24_03392
RSp0810	RSR24_04080
RSp0811	RSR24_04081
RSp0814	RSR24_04086
RSp0815	RSR24_04087
RSp0812	RSR24_04082
RSp0813	RSR24_04084
RSp0813	RSR24_04083
RSp0818	RSR24_00012
RSp0819	RSR24_00013
RSp0816	RSR24_00451
RSc2209	RSR24_02292
RSc2208	RSR24_02291
RSc2207	RSR24_02290
RSc2206	RSR24_02288
RSc2201	RSR24_02283
RSc2200	RSR24_02282
RSc2205	RSR24_02287
RSc2204	RSR24_02286
RSc2203	RSR24_02285
RSc2202	RSR24_02284
RSp0800	RSR24_04071
RSp0804	RSR24_04074
RSp0804	RSR24_03083
RSp0801	RSR24_04072
RSp0802	RSR24_04073
RSp0807	RSR24_01140
RSp0807	RSR24_04076
RSp0808	RSR24_04077
RSp0806	RSR24_04075
RSc0495	RSR24_00553
RSc0496	RSR24_00554
RSc0493	RSR24_00551
RSc0494	RSR24_00552
RSc0499	RSR24_00557
RSc0497	RSR24_00555
RSc0498	RSR24_00556
RSc0484	RSR24_02342
RSc0484	RSR24_00475
RSc0484	RSR24_00541
RSc0484	RSR24_03890
RSc0484	RSR24_02207
RSc0484	RSR24_04052
RSc0484	RSR24_03481
RSc0484	RSR24_01955
RSc0485	RSR24_00542
RSc0482	RSR24_00539
RSc0483	RSR24_00540
RSc0488	RSR24_00546
RSc0489	RSR24_00547
RSc0486	RSR24_00544
RSc0487	RSR24_00545
RSc0491	RSR24_00549
RSc0492	RSR24_00550
RSc0490	RSR24_00548
RSc0479	RSR24_00536
RSc0473	RSR24_00530
RSc0474	RSR24_00531
RSc0471	RSR24_00452
RSc0471	RSR24_00528
RSc0472	RSR24_00529
RSc0477	RSR24_00534
RSc0478	RSR24_00535
RSc0475	RSR24_00532
RSc0476	RSR24_00533
RSc0480	RSR24_00537
RSc0481	RSR24_02343
RSc0481	RSR24_00538
RSc0468	RSR24_00525
RSc1799	RSR24_01648
RSc0469	RSR24_00526
RSc0462	RSR24_00519
RSc1794	RSR24_01642
RSc0463	RSR24_00520
RSc1793	RSR24_01641
RSc0460	RSR24_00517
RSc1792	RSR24_01640
RSc0461	RSR24_00518
RSc1791	RSR24_01639
RSc1798	RSR24_01553
RSc1798	RSR24_01647
RSc0466	RSR24_00523
RSc1797	RSR24_01646
RSc0467	RSR24_00524
RSc0464	RSR24_00521
RSc1796	RSR24_04325
RSc0465	RSR24_00522
RSc1795	RSR24_01643
RSc0470	RSR24_00527
RSp0073	RSR24_03663
RSp0073	RSR24_04518
RSp0073	RSR24_00888
RSp0070	RSR24_04352
RSp0076	RSR24_03573
RSp0077	RSR24_03574
RSp0075	RSR24_03520
RSp0075	RSR24_03572
RSp0078	RSR24_03575
RSp0079	RSR24_03576
RSp1392	RSR24_04615
RSp1393	RSR24_04616
RSp1390	RSR24_04613
RSp1391	RSR24_04614
RSp0065	RSR24_00450
RSp0065	RSR24_01307
RSp1396	RSR24_04619
RSp1397	RSR24_04620
RSp1394	RSR24_04617
RSp1395	RSR24_04618
RSp0069	RSR24_00676
RSp1398	RSR24_04621
RSp1399	RSR24_01372
RSp1399	RSR24_04622
RSp1399	RSR24_04032
RSp0090	RSR24_04843
RSp0090	RSR24_01414
RSp0094	RSR24_04489
RSp0094	RSR24_01002
RSp0094	RSR24_00886
RSp0094	RSR24_01931
RSp0094	RSR24_03505
RSc2299	RSR24_04228
RSc2298	RSR24_04227
RSc2297	RSR24_04226
RSp0099	RSR24_03581
RSp0080	RSR24_03577
RSc2289	RSR24_04218
RSp0083	RSR24_00263
RSp0083	RSR24_02383
RSc2288	RSR24_01728
RSc2287	RSR24_01727
RSp0081	RSR24_03578
RSc2286	RSR24_02359
RSp0088	RSR24_04838
RSc2292	RSR24_04220
RSc2291	RSR24_00976
RSc2291	RSR24_04219
RSc2290	RSR24_04217
RSp0089	RSR24_04842
RSc2296	RSR24_04225
RSc2295	RSR24_04224
RSc2294	RSR24_04223
RSc2293	RSR24_04222
RSc2278	RSR24_02353
RSc2277	RSR24_02352
RSc2276	RSR24_02351
RSc2275	RSR24_02350
RSp0032	RSR24_03558
RSp0033	RSR24_03559
RSp0030	RSR24_03555
RSp1362	RSR24_03885
RSc2279	RSR24_02354
RSp0036	RSR24_03562
RSp0037	RSR24_03563
RSc2280	RSR24_02355
RSp0034	RSR24_03560
RSp1365	RSR24_04698
RSp0035	RSR24_03561
RSc2285	RSR24_02358
RSc2284	RSR24_02357
RSp0038	RSR24_03564
RSp0039	RSR24_03565
RSc2267	RSR24_02276
RSc2267	RSR24_02362
RSc2267	RSR24_04663
RSc2267	RSR24_01958
RSc2267	RSR24_04679
RSc2267	RSR24_03900
RSp0021	RSR24_03535
RSc2269	RSR24_04596
RSc2268	RSR24_04374
RSp0020	RSR24_03534
RSp0020	RSR24_00468
RSc2270	RSR24_02345
RSp0026	RSR24_03541
RSp0023	RSR24_03536
RSp0024	RSR24_03539
RSp0029	RSR24_01686
RSp0029	RSR24_03770
RSp0029	RSR24_01013
RSp0029	RSR24_03552
RSp0029	RSR24_04405
RSc2274	RSR24_02349
RSc2273	RSR24_02348
RSc2272	RSR24_02347
RSp0027	RSR24_03542
RSc2271	RSR24_02346
RSp1381	RSR24_04593
RSc2256	RSR24_02341
RSc2255	RSR24_02340
RSp0051	RSR24_00469
RSp1382	RSR24_04604
RSc2254	RSR24_01437
RSc2254	RSR24_02339
RSc2253	RSR24_02338
RSc2253	RSR24_01438
RSp1380	RSR24_04592
RSp1385	RSR24_04608
RSc2259	RSR24_04051
RSp1386	RSR24_04609
RSp1383	RSR24_04605
RSp1384	RSR24_04606
RSp1389	RSR24_04612
RSp1387	RSR24_04610
RSp1388	RSR24_04611
RSc2262	RSR24_02344
RSc2261	RSR24_02343
RSc2261	RSR24_00538
RSc2260	RSR24_02342
RSc2260	RSR24_00475
RSc2260	RSR24_00541
RSc2260	RSR24_03890
RSc2260	RSR24_02207
RSc2260	RSR24_04052
RSc2260	RSR24_03481
RSc2260	RSR24_01955
RSc2245	RSR24_02330
RSc2244	RSR24_02329
RSc2243	RSR24_02328
RSc2242	RSR24_02327
RSc2249	RSR24_02334
RSc2248	RSR24_02333
RSp0041	RSR24_04489
RSp0041	RSR24_01002
RSp0041	RSR24_00886
RSp0041	RSR24_01931
RSp0041	RSR24_03505
RSc2247	RSR24_02332
RSc2246	RSR24_02331
RSp0047	RSR24_00448
RSp0048	RSR24_00447
RSp0045	RSR24_03369
RSp0046	RSR24_00449
RSc2252	RSR24_02337
RSc2251	RSR24_02336
RSc2250	RSR24_02335
RSc1824	RSR24_00492
RSc1827	RSR24_03564
RSc1817	RSR24_04744
RSc1816	RSR24_04743
RSp1312	RSR24_01126
RSp1313	RSR24_01127
RSp1316	RSR24_02204
RSp1314	RSR24_02202
RSp1315	RSR24_02203
RSc1819	RSR24_04746
RSc1818	RSR24_04745
RSc1802	RSR24_01652
RSc1801	RSR24_01650
RSc1800	RSR24_01649
RSc1803	RSR24_04162
RSp0010	RSR24_03523
RSp0011	RSR24_03524
RSp1340	RSR24_04591
RSp0014	RSR24_03527
RSp1345	RSR24_02202
RSp1346	RSR24_02203
RSp0015	RSR24_03528
RSp0012	RSR24_03525
RSp1343	RSR24_01126
RSp0013	RSR24_03526
RSp1344	RSR24_01127
RSp0018	RSR24_03531
RSp0019	RSR24_03533
RSp0016	RSR24_03529
RSp1347	RSR24_02204
RSp0017	RSR24_02494
RSp0017	RSR24_04750
RSp0017	RSR24_03530
RSp1331	RSR24_03885
RSp0003	RSR24_03516
RSp0004	RSR24_03517
RSp1332	RSR24_03663
RSp1332	RSR24_04518
RSp1332	RSR24_00888
RSp0001	RSR24_03514
RSp1333	RSR24_00809
RSp1333	RSR24_01683
RSp1333	RSR24_03233
RSp1333	RSR24_02965
RSp1333	RSR24_00437
RSp0002	RSR24_02523
RSp0002	RSR24_03515
RSp0007	RSR24_03520
RSp0007	RSR24_03572
RSp1338	RSR24_04589
RSp1339	RSR24_04590
RSp0008	RSR24_03521
RSp0005	RSR24_03518
RSp0006	RSR24_02321
RSp0006	RSR24_03519
RSp1337	RSR24_04588
RSp0009	RSR24_00340
RSp0009	RSR24_03522
RSp1301	RSR24_03885
RSp1302	RSR24_03663
RSp1302	RSR24_04518
RSp1302	RSR24_00888
RSp1306	RSR24_04588
RSp1303	RSR24_00809
RSp1303	RSR24_01683
RSp1303	RSR24_03233
RSp1303	RSR24_02965
RSp1303	RSR24_00437
RSp1309	RSR24_04591
RSp1307	RSR24_04589
RSp1308	RSR24_04590
RSc2517	RSR24_02567
RSc2516	RSR24_02566
RSc2515	RSR24_02565
RSc2515	RSR24_00661
RSc2514	RSR24_02564
RSc2519	RSR24_02569
RSc2518	RSR24_02568
RSc2513	RSR24_02563
RSc2512	RSR24_02562
RSc2511	RSR24_02561
RSc2510	RSR24_02560
RSp1600	RSR24_04869
RSp1601	RSR24_04870
RSp1609	RSR24_04873
RSc2506	RSR24_02556
RSc2505	RSR24_02555
RSc2504	RSR24_02554
RSc2503	RSR24_02553
RSc2509	RSR24_02559
RSc2508	RSR24_02558
RSc2507	RSR24_02557
RSc2502	RSR24_02552
RSc2501	RSR24_03894
RSc2500	RSR24_02549
RSc0798	RSR24_00860
RSc0799	RSR24_00861
RSc0793	RSR24_03887
RSc0793	RSR24_00855
RSc0790	RSR24_00853
RSc0791	RSR24_00854
RSc0796	RSR24_00858
RSc0797	RSR24_00859
RSc0794	RSR24_00856
RSc0795	RSR24_00857
RSp1620	RSR24_04882
RSp1621	RSR24_04883
RSp1625	RSR24_00809
RSp1625	RSR24_01683
RSp1625	RSR24_03233
RSp1625	RSR24_02965
RSp1625	RSR24_00437
RSp1622	RSR24_04884
RSp1623	RSR24_04885
RSp1628	RSR24_00809
RSp1628	RSR24_01683
RSp1628	RSR24_03233
RSp1628	RSR24_02965
RSp1628	RSR24_00437
RSc0789	RSR24_00852
RSc0787	RSR24_00850
RSc0788	RSR24_00851
RSc0781	RSR24_00844
RSc0782	RSR24_00845
RSc0780	RSR24_00843
RSc0785	RSR24_00848
RSc0786	RSR24_00849
RSc0784	RSR24_01432
RSc0784	RSR24_00847
RSp1610	RSR24_01492
RSp1613	RSR24_01461
RSp1613	RSR24_04876
RSp1614	RSR24_04877
RSp1611	RSR24_00031
RSp1611	RSR24_04874
RSp1611	RSR24_00771
RSp1611	RSR24_04309
RSp1611	RSR24_03898
RSp1612	RSR24_04875
RSp1612	RSR24_04310
RSp1617	RSR24_04880
RSp1615	RSR24_04878
RSp1616	RSR24_04879
RSp1619	RSR24_04881
RSc0778	RSR24_00841
RSc0779	RSR24_00842
RSc0777	RSR24_00840
RSc0770	RSR24_00836
RSc0774	RSR24_00838
RSc0775	RSR24_00839
RSc0773	RSR24_00837
RSc0767	RSR24_00834
RSc0765	RSR24_00832
RSc0766	RSR24_00833
RSc0769	RSR24_00835
RSc0760	RSR24_00827
RSc0763	RSR24_00830
RSc0764	RSR24_00831
RSc0761	RSR24_00828
RSc0762	RSR24_00829
RSc0756	RSR24_00823
RSc0757	RSR24_00824
RSc0754	RSR24_00821
RSc0755	RSR24_00822
RSc0758	RSR24_00825
RSc0759	RSR24_00826
RSc0752	RSR24_00819
RSc0753	RSR24_00820
RSc0750	RSR24_00817
RSc0751	RSR24_00818
RSc0745	RSR24_00811
RSc0746	RSR24_00813
RSc0743	RSR24_00807
RSc0743	RSR24_02657
RSc0744	RSR24_00810
RSc0749	RSR24_00816
RSc0747	RSR24_00814
RSc0748	RSR24_00815
RSc0741	RSR24_03550
RSc0742	RSR24_04624
RSc0742	RSR24_03549
RSc1266	RSR24_01989
RSc2597	RSR24_01587
RSc1265	RSR24_01990
RSc1264	RSR24_01991
RSc1263	RSR24_01992
RSc1269	RSR24_01986
RSc1268	RSR24_01987
RSc1267	RSR24_01988
RSc1273	RSR24_01982
RSc1272	RSR24_01983
RSc1271	RSR24_01984
RSc1270	RSR24_01985
RSc1255	RSR24_02000
RSc1254	RSR24_02001
RSc1253	RSR24_02002
RSc1252	RSR24_02003
RSc1259	RSR24_01996
RSc1258	RSR24_04156
RSc1258	RSR24_01997
RSc1258	RSR24_04192
RSc1257	RSR24_01998
RSc1256	RSR24_01999
RSc1262	RSR24_01993
RSc1261	RSR24_01994
RSc1260	RSR24_01995
RSc1242	RSR24_02757
RSc1242	RSR24_04889
RSc2573	RSR24_03994
RSc2573	RSR24_01547
RSc2573	RSR24_00774
RSc2573	RSR24_02979
RSc2572	RSR24_02622
RSc1251	RSR24_02004
RSc1250	RSR24_02005
RSc2569	RSR24_02619
RSc2564	RSR24_02614
RSc1233	RSR24_02010
RSc1232	RSR24_02015
RSc2563	RSR24_02613
RSc1231	RSR24_02016
RSc2562	RSR24_02612
RSc2561	RSR24_02611
RSc1230	RSR24_02017
RSc2568	RSR24_02618
RSc2567	RSR24_02617
RSc2566	RSR24_02620
RSc2566	RSR24_02616
RSc1235	RSR24_02007
RSc1234	RSR24_00462
RSc1234	RSR24_01546
RSc1234	RSR24_02008
RSc1234	RSR24_01545
RSc2565	RSR24_02615
RSc2571	RSR24_02621
RSc2570	RSR24_02620
RSc2570	RSR24_02616
RSc1229	RSR24_02018
RSc1228	RSR24_02019
RSc2559	RSR24_02609
RSc2558	RSR24_02608
RSc1227	RSR24_02021
RSc2553	RSR24_02603
RSc1222	RSR24_02026
RSc1221	RSR24_02027
RSc2552	RSR24_02602
RSc1220	RSR24_02028
RSc2551	RSR24_02601
RSc2550	RSR24_02600
RSc1226	RSR24_02022
RSc2557	RSR24_02607
RSc2556	RSR24_02606
RSc1225	RSR24_02023
RSc1224	RSR24_02024
RSc2555	RSR24_02605
RSc2554	RSR24_02604
RSc1223	RSR24_02025
RSc2560	RSR24_02610
RSc1219	RSR24_02029
RSc2549	RSR24_02599
RSc1218	RSR24_02030
RSc1217	RSR24_02031
RSc2548	RSR24_02598
RSc1216	RSR24_02032
RSc1211	RSR24_02037
RSc2542	RSR24_02593
RSc2541	RSR24_02592
RSc1210	RSR24_02038
RSc2540	RSR24_02591
RSc2546	RSR24_02597
RSc1215	RSR24_02033
RSc2545	RSR24_02596
RSc1214	RSR24_02034
RSc2544	RSR24_02595
RSc1213	RSR24_02035
RSc1212	RSR24_02036
RSc2543	RSR24_02594
RSc2539	RSR24_02590
RSc1208	RSR24_02040
RSc2538	RSR24_02589
RSc1207	RSR24_02041
RSc1206	RSR24_02042
RSc2537	RSR24_02588
RSc2536	RSR24_04359
RSc1205	RSR24_02043
RSc1209	RSR24_02039
RSc2531	RSR24_02584
RSc1200	RSR24_02048
RSc2530	RSR24_02583
RSc1204	RSR24_02044
RSc2534	RSR24_02587
RSc1203	RSR24_02045
RSc1202	RSR24_02046
RSc2533	RSR24_02586
RSc2532	RSR24_02585
RSc1201	RSR24_01543
RSc1201	RSR24_02047
RSc2528	RSR24_02581
RSc2527	RSR24_02580
RSc2526	RSR24_02579
RSc2525	RSR24_02690
RSc2529	RSR24_02582
RSc2520	RSR24_02571
RSc2524	RSR24_02577
RSc2523	RSR24_02576
RSc2522	RSR24_02574
RSc2521	RSR24_02573
RSc3049	RSR24_03120
RSc3045	RSR24_03116
RSc3046	RSR24_03117
RSc3047	RSR24_03118
RSc3048	RSR24_03119
RSc3052	RSR24_03123
RSc3053	RSR24_03124
RSc3054	RSR24_03125
RSc3050	RSR24_03121
RSc3051	RSR24_03122
RSc3038	RSR24_03099
RSc3039	RSR24_03100
RSc3034	RSR24_03095
RSc3035	RSR24_03096
RSc3036	RSR24_03097
RSc3037	RSR24_03098
RSc3041	RSR24_03103
RSc3041	RSR24_03082
RSc3043	RSR24_03114
RSc3044	RSR24_03115
RSc3040	RSR24_03101
RSc3027	RSR24_03088
RSc3028	RSR24_03089
RSc3029	RSR24_03090
RSc3023	RSR24_03084
RSc3024	RSR24_03085
RSc3025	RSR24_03086
RSc3026	RSR24_03087
RSc3030	RSR24_03091
RSc3031	RSR24_03092
RSc3032	RSR24_03093
RSc3033	RSR24_03094
RSc3016	RSR24_03077
RSc3017	RSR24_03078
RSc3018	RSR24_03079
RSc3019	RSR24_03080
RSc3012	RSR24_03073
RSc3013	RSR24_03074
RSc3014	RSR24_03075
RSc3015	RSR24_03076
RSc3020	RSR24_03081
RSc3021	RSR24_03103
RSc3021	RSR24_03082
RSc3022	RSR24_04074
RSc3022	RSR24_03083
RSc3009	RSR24_03070
RSc3005	RSR24_03066
RSp0391	RSR24_03807
RSc3006	RSR24_03067
RSp0392	RSR24_03808
RSc3007	RSR24_03068
RSc3008	RSR24_03069
RSp0390	RSR24_03806
RSc3001	RSR24_03062
RSp0395	RSR24_03811
RSc3002	RSR24_03063
RSp0396	RSR24_03812
RSc3003	RSR24_03064
RSp0393	RSR24_03809
RSc3004	RSR24_03065
RSp0394	RSR24_03810
RSp0399	RSR24_03816
RSc3010	RSR24_03071
RSp0397	RSR24_03813
RSp0398	RSR24_04784
RSp0398	RSR24_03814
RSp0398	RSR24_03817
RSp0398	RSR24_04906
RSc3011	RSR24_03072
RSp0380	RSR24_03796
RSp0380	RSR24_00655
RSc1299	RSR24_01919
RSp0381	RSR24_03797
RSc1297	RSR24_03385
RSc1296	RSR24_01959
RSp0384	RSR24_03800
RSp0385	RSR24_03801
RSp0382	RSR24_03798
RSp0383	RSR24_03799
RSp0388	RSR24_03804
RSp0389	RSR24_03805
RSp0386	RSR24_03802
RSc3000	RSR24_03061
RSp0387	RSR24_03803
RSc1288	RSR24_01967
RSc1287	RSR24_01968
RSc1286	RSR24_01969
RSc1285	RSR24_01970
RSc1289	RSR24_01966
RSc1291	RSR24_01964
RSc1290	RSR24_01965
RSc1295	RSR24_01960
RSc1294	RSR24_01961
RSc1293	RSR24_01962
RSc1292	RSR24_01963
RSc1277	RSR24_01978
RSc1276	RSR24_01979
RSc1275	RSR24_01980
RSc1274	RSR24_01981
RSc1279	RSR24_01976
RSc1278	RSR24_01977
RSc1280	RSR24_01975
RSc1284	RSR24_01971
RSc1283	RSR24_01972
RSc1282	RSR24_01973
RSc1281	RSR24_01974
RSc0855	RSR24_03286
RSc0856	RSR24_03285
RSc0853	RSR24_03288
RSc0854	RSR24_03287
RSc0859	RSR24_03282
RSc0857	RSR24_03284
RSc0858	RSR24_03283
RSp1682	RSR24_04532
RSp0351	RSR24_03786
RSc0852	RSR24_03289
RSp0352	RSR24_03787
RSp1680	RSR24_04532
RSc0850	RSR24_03292
RSp0350	RSR24_03785
RSp0353	RSR24_03788
RSc0844	RSR24_03299
RSc0845	RSR24_04770
RSc0845	RSR24_03298
RSc0842	RSR24_04770
RSc0842	RSR24_03298
RSc0843	RSR24_04208
RSc0843	RSR24_04209
RSc0849	RSR24_03293
RSc0846	RSR24_03297
RSc0847	RSR24_03296
RSc0847	RSR24_03294
RSc0847	RSR24_03229
RSc0840	RSR24_03303
RSp1671	RSR24_04934
RSp0340	RSR24_03775
RSc0841	RSR24_03302
RSp1672	RSR24_04935
RSp0341	RSR24_03776
RSp1670	RSR24_04933
RSp1675	RSR24_00899
RSp0344	RSR24_03779
RSp0345	RSR24_03780
RSp1676	RSR24_04939
RSp0342	RSR24_03777
RSp1673	RSR24_04936
RSp0343	RSR24_03778
RSp1674	RSR24_04938
RSp1679	RSR24_04532
RSp0348	RSR24_03783
RSp0349	RSR24_03784
RSp0349	RSR24_01386
RSp0346	RSR24_03781
RSp1677	RSR24_04940
RSp1678	RSR24_04941
RSp0347	RSR24_03782
RSc0833	RSR24_04773
RSc0834	RSR24_04772
RSc0837	RSR24_03308
RSc0835	RSR24_03310
RSc0836	RSR24_03309
RSp0373	RSR24_03789
RSp0374	RSR24_03790
RSc0830	RSR24_04776
RSp0377	RSR24_03793
RSp0378	RSR24_03794
RSp0375	RSR24_03791
RSp0376	RSR24_03792
RSp0379	RSR24_03795
RSc0839	RSR24_03305
RSc0828	RSR24_00809
RSc0828	RSR24_01683
RSc0828	RSR24_03233
RSc0828	RSR24_02965
RSc0828	RSR24_00437
RSc0829	RSR24_01682
RSc0829	RSR24_03234
RSc0829	RSR24_00808
RSc0829	RSR24_02966
RSc0829	RSR24_00436
RSc0829	RSR24_00689
RSc0811	RSR24_00873
RSc0810	RSR24_00872
RSc0815	RSR24_00877
RSc0816	RSR24_00878
RSc0813	RSR24_00874
RSc0814	RSR24_00875
RSc3096	RSR24_03161
RSp1642	RSR24_04901
RSp0312	RSR24_00012
RSc3097	RSR24_03162
RSp1643	RSR24_04902
RSp1640	RSR24_04899
RSc3098	RSR24_03163
RSp1641	RSR24_04900
RSc3099	RSR24_03164
RSc3092	RSR24_03157
RSp1646	RSR24_04905
RSc3093	RSR24_03158
RSp1647	RSR24_04910
RSp0316	RSR24_03752
RSc3094	RSR24_03159
RSp1644	RSR24_04903
RSp1645	RSR24_04904
RSc3095	RSR24_03160
RSp0319	RSR24_03759
RSp0317	RSR24_03753
RSc0817	RSR24_00879
RSp1648	RSR24_04911
RSc3091	RSR24_03156
RSc0818	RSR24_00881
RSp1649	RSR24_04912
RSp0318	RSR24_03754
RSc0800	RSR24_00862
RSc0801	RSR24_00863
RSc0804	RSR24_00866
RSc0805	RSR24_00867
RSc0802	RSR24_00864
RSc0803	RSR24_00865
RSc3078	RSR24_03143
RSc3079	RSR24_03144
RSc3085	RSR24_03258
RSc3085	RSR24_02530
RSc3085	RSR24_03150
RSp0300	RSR24_03743
RSc3086	RSR24_03153
RSp1632	RSR24_04887
RSc3087	RSR24_03154
RSc3088	RSR24_03155
RSp1630	RSR24_04886
RSp1635	RSR24_04890
RSp0304	RSR24_03745
RSp0305	RSR24_03747
RSp1636	RSR24_04891
RSp0302	RSR24_04489
RSp0302	RSR24_01002
RSp0302	RSR24_00886
RSp0302	RSR24_01931
RSp0302	RSR24_03505
RSp1633	RSR24_04888
RSc3083	RSR24_03146
RSp1634	RSR24_02757
RSp1634	RSR24_04889
RSp0303	RSR24_01765
RSp0303	RSR24_03744
RSc3084	RSR24_03147
RSc0808	RSR24_00870
RSp0308	RSR24_03750
RSp1639	RSR24_04894
RSc0809	RSR24_00871
RSp0309	RSR24_03751
RSp1637	RSR24_04892
RSc0806	RSR24_00868
RSp0306	RSR24_03748
RSp0307	RSR24_03749
RSc0807	RSR24_00869
RSp1638	RSR24_04893
RSc3067	RSR24_03133
RSp1660	RSR24_04923
RSc3068	RSR24_03134
RSp1661	RSR24_04925
RSc3069	RSR24_03135
RSp1664	RSR24_04928
RSc3074	RSR24_03140
RSp0333	RSR24_03767
RSc3075	RSR24_03141
RSp1665	RSR24_04929
RSp0334	RSR24_03769
RSp1662	RSR24_04926
RSc3076	RSR24_03141
RSc3077	RSR24_01671
RSc3077	RSR24_03142
RSp1663	RSR24_04927
RSp0337	RSR24_03772
RSp0337	RSR24_02217
RSp1668	RSR24_04932
RSc3070	RSR24_03136
RSp0338	RSR24_03773
RSp0338	RSR24_02063
RSc3071	RSR24_03137
RSp0335	RSR24_01686
RSp0335	RSR24_03770
RSp0335	RSR24_01013
RSp0335	RSR24_03552
RSp0335	RSR24_04405
RSp1666	RSR24_04930
RSc3072	RSR24_03138
RSp1667	RSR24_04931
RSc3073	RSR24_03139
RSp0336	RSR24_03771
RSp0339	RSR24_03774
RSc3057	RSR24_03126
RSp1650	RSR24_04913
RSc3058	RSR24_03127
RSc3059	RSR24_03128
RSc3059	RSR24_03129
RSc3063	RSR24_03132
RSp0322	RSR24_03762
RSp1653	RSR24_04916
RSp1654	RSR24_04917
RSp0323	RSR24_04517
RSp0320	RSR24_03760
RSp1651	RSR24_04914
RSp0321	RSR24_03761
RSp1652	RSR24_04915
RSp0326	RSR24_03765
RSp1657	RSR24_04920
RSc3060	RSR24_03128
RSc3060	RSR24_03129
RSp0327	RSR24_03766
RSp1658	RSR24_04921
RSp0324	RSR24_03763
RSc3061	RSR24_03130
RSp1655	RSR24_04918
RSp0325	RSR24_03764
RSc3062	RSR24_03131
RSp1656	RSR24_04919
RSp1659	RSR24_04922
RSc0699	RSR24_00756
RSc0693	RSR24_00750
RSc0694	RSR24_00751
RSc0691	RSR24_00748
RSc0692	RSR24_00749
RSc0697	RSR24_00754
RSc0698	RSR24_00755
RSc0695	RSR24_00752
RSc0696	RSR24_00753
RSc0688	RSR24_00745
RSc0689	RSR24_00746
RSc0682	RSR24_00739
RSc0683	RSR24_00740
RSc0680	RSR24_00737
RSc0681	RSR24_00738
RSc0686	RSR24_00743
RSc0687	RSR24_00744
RSc0684	RSR24_00741
RSc0685	RSR24_00742
RSc0690	RSR24_00747
RSc0679	RSR24_00736
RSc0677	RSR24_00734
RSc0678	RSR24_00735
RSc0671	RSR24_00728
RSc0672	RSR24_00729
RSc0670	RSR24_00727
RSc0675	RSR24_00732
RSc0676	RSR24_00733
RSc0674	RSR24_00731
RSp1500	RSR24_04248
RSp1507	RSR24_04713
RSp1508	RSR24_04714
RSp1506	RSR24_04711
RSp1509	RSR24_04715
RSc0668	RSR24_00725
RSc0669	RSR24_00726
RSc1999	RSR24_02100
RSc0666	RSR24_00723
RSc1998	RSR24_02099
RSc0667	RSR24_00724
RSc1997	RSR24_02098
RSc0660	RSR24_00717
RSc1992	RSR24_02093
RSc1991	RSR24_02092
RSc0661	RSR24_00717
RSc1990	RSR24_02091
RSc0664	RSR24_00721
RSc1996	RSR24_02097
RSc1995	RSR24_02096
RSc0665	RSR24_00722
RSc1994	RSR24_02095
RSc0662	RSR24_00719
RSc1993	RSR24_02094
RSc0663	RSR24_00720
RSc1989	RSR24_02090
RSc0657	RSR24_00716
RSc1988	RSR24_02089
RSc1987	RSR24_02087
RSc0655	RSR24_00714
RSc0656	RSR24_00715
RSc1986	RSR24_02086
RSc1981	RSR24_02081
RSc1980	RSR24_02080
RSc0650	RSR24_00709
RSc1985	RSR24_02085
RSc0653	RSR24_00712
RSc1984	RSR24_02084
RSc0654	RSR24_00713
RSc1983	RSR24_02083
RSc0651	RSR24_00710
RSc0652	RSR24_00711
RSc1982	RSR24_02082
RSc1978	RSR24_02078
RSc0646	RSR24_00702
RSc1977	RSR24_02077
RSc0647	RSR24_00703
RSc1976	RSR24_02076
RSc0644	RSR24_00698
RSc1975	RSR24_02075
RSc0645	RSR24_00701
RSc0648	RSR24_00707
RSc1979	RSR24_02079
RSc0649	RSR24_00708
RSc1970	RSR24_02070
RSc0642	RSR24_00696
RSc1974	RSR24_02074
RSc0643	RSR24_00697
RSc1973	RSR24_02073
RSc1972	RSR24_02072
RSc0641	RSR24_00695
RSc1967	RSR24_02067
RSc1966	RSR24_01269
RSc1965	RSR24_01270
RSc1964	RSR24_01271
RSc0637	RSR24_00899
RSc1969	RSR24_02069
RSc1968	RSR24_02068
RSc1963	RSR24_01272
RSc0632	RSR24_04670
