RSc0338	RSPSS4_00345
RSp0943	RSPSS4_04103
RSp0940	RSPSS4_04106
RSp0941	RSPSS4_04105
RSp0946	RSPSS4_04100
RSp0947	RSPSS4_04099
RSp0944	RSPSS4_04102
RSp0945	RSPSS4_01055
RSp0945	RSPSS4_04101
RSp0948	RSPSS4_04098
RSp0949	RSPSS4_02837
RSp0949	RSPSS4_04097
RSc0514	RSPSS4_00527
RSc1846	RSPSS4_04125
RSc1846	RSPSS4_01591
RSc0515	RSPSS4_00528
RSc1845	RSPSS4_04126
RSc1845	RSPSS4_01592
RSc0512	RSPSS4_00525
RSc1844	RSPSS4_04127
RSc1844	RSPSS4_01593
RSc1843	RSPSS4_04128
RSc1843	RSPSS4_01594
RSc1843	RSPSS4_01595
RSc0513	RSPSS4_00526
RSc0518	RSPSS4_00531
RSc0519	RSPSS4_00532
RSc1849	RSPSS4_01588
RSc0516	RSPSS4_00529
RSc1848	RSPSS4_01589
RSc0517	RSPSS4_00530
RSc1847	RSPSS4_04124
RSc1847	RSPSS4_01590
RSc1842	RSPSS4_04128
RSc1842	RSPSS4_01594
RSc1842	RSPSS4_01595
RSc0510	RSPSS4_00523
RSc0511	RSPSS4_00524
RSc1841	RSPSS4_01597
RSc1840	RSPSS4_01598
RSp0971	RSPSS4_04074
RSp0972	RSPSS4_04073
RSp0970	RSPSS4_04075
RSp0975	RSPSS4_04070
RSp0976	RSPSS4_04069
RSp0973	RSPSS4_04072
RSp0974	RSPSS4_04071
RSp0979	RSPSS4_04066
RSp0977	RSPSS4_04068
RSp0978	RSPSS4_04067
RSc0503	RSPSS4_00515
RSc1835	RSPSS4_01603
RSc0504	RSPSS4_00516
RSc1834	RSPSS4_01604
RSc0501	RSPSS4_00513
RSc1833	RSPSS4_01605
RSc0502	RSPSS4_00514
RSc1832	RSPSS4_01606
RSc1839	RSPSS4_01599
RSc0507	RSPSS4_00520
RSc0508	RSPSS4_00521
RSc1838	RSPSS4_01600
RSc0505	RSPSS4_00517
RSc1837	RSPSS4_01601
RSc0506	RSPSS4_00518
RSc1836	RSPSS4_01602
RSc1831	RSPSS4_01170
RSc1831	RSPSS4_01523
RSc1831	RSPSS4_04477
RSc1831	RSPSS4_04575
RSc1831	RSPSS4_02483
RSc1831	RSPSS4_01608
RSc1831	RSPSS4_01948
RSc1830	RSPSS4_01524
RSc1830	RSPSS4_01609
RSc1830	RSPSS4_04576
RSc1830	RSPSS4_04476
RSc1830	RSPSS4_01947
RSc1830	RSPSS4_02482
RSc1830	RSPSS4_01171
RSc0500	RSPSS4_00512
RSp0960	RSPSS4_04085
RSp0961	RSPSS4_04084
RSp0964	RSPSS4_04081
RSp0965	RSPSS4_04080
RSp0962	RSPSS4_04083
RSp0963	RSPSS4_04082
RSp0968	RSPSS4_04077
RSp0969	RSPSS4_04076
RSc0509	RSPSS4_00522
RSp0966	RSPSS4_04079
RSp0967	RSPSS4_04078
RSp0908	RSPSS4_04137
RSc1029	RSPSS4_01050
RSp0909	RSPSS4_04136
RSc1024	RSPSS4_01045
RSc2355	RSPSS4_02507
RSc1023	RSPSS4_01044
RSc2354	RSPSS4_02506
RSc2353	RSPSS4_02505
RSc2352	RSPSS4_02504
RSc1021	RSPSS4_01043
RSc1028	RSPSS4_01049
RSc2359	RSPSS4_02511
RSc1027	RSPSS4_01048
RSc2358	RSPSS4_02510
RSc2357	RSPSS4_02509
RSc1026	RSPSS4_01047
RSc1025	RSPSS4_01046
RSc2356	RSPSS4_02508
RSc1031	RSPSS4_01052
RSc2362	RSPSS4_02514
RSc1030	RSPSS4_01051
RSc2361	RSPSS4_02513
RSp0910	RSPSS4_04135
RSc2360	RSPSS4_02512
RSp0913	RSPSS4_04132
RSp0914	RSPSS4_04131
RSp0911	RSPSS4_04134
RSp0912	RSPSS4_04133
RSp0917	RSPSS4_04129
RSp0918	RSPSS4_04128
RSp0918	RSPSS4_01594
RSp0918	RSPSS4_01595
RSp0916	RSPSS4_04130
RSc1019	RSPSS4_01041
RSc2349	RSPSS4_02501
RSc1018	RSPSS4_01040
RSc1013	RSPSS4_01035
RSc2344	RSPSS4_02495
RSc2343	RSPSS4_02494
RSc1012	RSPSS4_01034
RSc2342	RSPSS4_02493
RSc1011	RSPSS4_01033
RSc1010	RSPSS4_01032
RSc2341	RSPSS4_02492
RSc2348	RSPSS4_02499
RSc1017	RSPSS4_01039
RSc2347	RSPSS4_02498
RSc1016	RSPSS4_01038
RSc1015	RSPSS4_01037
RSc2346	RSPSS4_02497
RSc2345	RSPSS4_00349
RSc2345	RSPSS4_02496
RSc1014	RSPSS4_01036
RSc1020	RSPSS4_01042
RSc2351	RSPSS4_02503
RSc2350	RSPSS4_02502
RSp0902	RSPSS4_04143
RSp0903	RSPSS4_04142
RSp0900	RSPSS4_05064
RSp0900	RSPSS4_04144
RSp0906	RSPSS4_04139
RSp0907	RSPSS4_04138
RSp0904	RSPSS4_04141
RSp0905	RSPSS4_04140
RSc1009	RSPSS4_03748
RSc1009	RSPSS4_00214
RSc1009	RSPSS4_03699
RSc1009	RSPSS4_03356
RSc1009	RSPSS4_03378
RSc1009	RSPSS4_01031
RSc1008	RSPSS4_01030
RSc2339	RSPSS4_02490
RSc2338	RSPSS4_02489
RSc1007	RSPSS4_01029
RSc2333	RSPSS4_02625
RSc2333	RSPSS4_01522
RSc2333	RSPSS4_00254
RSc2333	RSPSS4_02484
RSc2333	RSPSS4_04585
RSc1002	RSPSS4_01024
RSc2332	RSPSS4_01170
RSc2332	RSPSS4_01523
RSc2332	RSPSS4_04477
RSc2332	RSPSS4_04575
RSc2332	RSPSS4_02483
RSc2332	RSPSS4_01608
RSc2332	RSPSS4_01948
RSc1001	RSPSS4_01023
RSc2331	RSPSS4_01524
RSc2331	RSPSS4_01609
RSc2331	RSPSS4_04576
RSc2331	RSPSS4_04476
RSc2331	RSPSS4_01947
RSc2331	RSPSS4_02482
RSc2331	RSPSS4_01171
RSc1000	RSPSS4_01022
RSc2330	RSPSS4_02481
RSc2337	RSPSS4_02488
RSc1006	RSPSS4_01028
RSc1005	RSPSS4_01027
RSc2336	RSPSS4_02486
RSc2335	RSPSS4_01170
RSc2335	RSPSS4_01523
RSc2335	RSPSS4_04477
RSc2335	RSPSS4_04575
RSc2335	RSPSS4_02483
RSc2335	RSPSS4_01608
RSc2335	RSPSS4_01948
RSc1004	RSPSS4_01026
RSc2334	RSPSS4_02626
RSc2334	RSPSS4_01521
RSc2334	RSPSS4_00255
RSc2334	RSPSS4_02485
RSc2334	RSPSS4_04584
RSc1003	RSPSS4_01025
RSc2340	RSPSS4_02491
RSp0931	RSPSS4_04115
RSp0932	RSPSS4_03564
RSp0932	RSPSS4_04114
RSp0932	RSPSS4_02253
RSp0932	RSPSS4_00495
RSp0932	RSPSS4_02409
RSp0930	RSPSS4_04117
RSp0935	RSPSS4_04111
RSp0936	RSPSS4_04110
RSp0933	RSPSS4_04113
RSp0933	RSPSS4_02408
RSp0934	RSPSS4_04112
RSp0939	RSPSS4_04107
RSp0937	RSPSS4_04109
RSp0938	RSPSS4_04108
RSc2329	RSPSS4_02480
RSc2328	RSPSS4_02479
RSp0919	RSPSS4_04127
RSp0919	RSPSS4_01593
RSc2327	RSPSS4_02478
RSc2322	RSPSS4_02471
RSc2321	RSPSS4_02470
RSc2320	RSPSS4_02469
RSc2326	RSPSS4_02476
RSc2325	RSPSS4_02474
RSc2324	RSPSS4_02473
RSc2323	RSPSS4_02472
RSp0920	RSPSS4_04126
RSp0920	RSPSS4_01592
RSp0921	RSPSS4_04125
RSp0921	RSPSS4_01591
RSp0924	RSPSS4_04123
RSp0925	RSPSS4_04122
RSp0922	RSPSS4_04124
RSp0922	RSPSS4_01590
RSp0928	RSPSS4_04119
RSp0929	RSPSS4_04118
RSp0926	RSPSS4_04121
RSp0927	RSPSS4_04120
RSc2319	RSPSS4_02468
RSc2318	RSPSS4_02467
RSc2316	RSPSS4_02466
RSc2311	RSPSS4_02460
RSc2310	RSPSS4_03270
RSc2310	RSPSS4_02459
RSc2310	RSPSS4_03720
RSc2310	RSPSS4_04567
RSc2315	RSPSS4_02465
RSc2314	RSPSS4_02464
RSc2313	RSPSS4_02463
RSc2312	RSPSS4_02461
RSc2308	RSPSS4_02457
RSc2307	RSPSS4_02456
RSc2306	RSPSS4_02455
RSc2305	RSPSS4_02454
RSc2309	RSPSS4_02458
RSc2300	RSPSS4_02449
RSc2304	RSPSS4_02453
RSc2303	RSPSS4_02452
RSc2302	RSPSS4_02451
RSc2301	RSPSS4_02450
RSc0594	RSPSS4_00614
RSc0595	RSPSS4_00615
RSc0592	RSPSS4_00612
RSc0592	RSPSS4_02670
RSc0593	RSPSS4_00613
RSc0598	RSPSS4_00618
RSc0599	RSPSS4_00619
RSc0596	RSPSS4_00616
RSc0597	RSPSS4_00617
RSc0589	RSPSS4_00609
RSc0583	RSPSS4_00603
RSc0584	RSPSS4_00604
RSc0581	RSPSS4_00600
RSc0582	RSPSS4_00602
RSc0587	RSPSS4_00607
RSc0588	RSPSS4_04654
RSc0588	RSPSS4_00608
RSc0585	RSPSS4_00605
RSc0586	RSPSS4_00606
RSc0590	RSPSS4_00610
RSc0591	RSPSS4_00611
RSp0190	RSPSS4_04840
RSp0193	RSPSS4_04836
RSp0194	RSPSS4_04835
RSp0191	RSPSS4_04839
RSp0192	RSPSS4_04838
RSp0197	RSPSS4_04832
RSp0198	RSPSS4_04831
RSp0195	RSPSS4_04834
RSp0196	RSPSS4_04833
RSp0199	RSPSS4_04830
RSp0182	RSPSS4_04847
RSp0183	RSPSS4_04846
RSp0180	RSPSS4_04849
RSp0181	RSPSS4_04848
RSc1098	RSPSS4_01122
RSp0186	RSPSS4_04843
RSp0185	RSPSS4_04703
RSp0185	RSPSS4_04844
RSp0188	RSPSS4_04842
RSp0189	RSPSS4_04841
RSc1089	RSPSS4_01113
RSc1088	RSPSS4_01112
RSc1087	RSPSS4_01111
RSc1093	RSPSS4_01117
RSc1092	RSPSS4_01116
RSc1091	RSPSS4_01115
RSc1090	RSPSS4_01114
RSc1097	RSPSS4_01121
RSc1096	RSPSS4_01120
RSc1095	RSPSS4_01119
RSc1094	RSPSS4_01118
RSc1079	RSPSS4_01103
RSc1078	RSPSS4_01102
RSc1077	RSPSS4_01101
RSc1076	RSPSS4_01100
RSc1082	RSPSS4_01106
RSc1081	RSPSS4_01105
RSc1080	RSPSS4_01104
RSc1080	RSPSS4_04211
RSc1086	RSPSS4_01110
RSc1086	RSPSS4_00391
RSc1085	RSPSS4_01109
RSc1084	RSPSS4_01108
RSc1083	RSPSS4_01107
RSc1068	RSPSS4_01089
RSc2399	RSPSS4_02552
RSp1480	RSPSS4_04993
RSp0150	RSPSS4_03270
RSp0150	RSPSS4_02459
RSp0150	RSPSS4_03720
RSp0150	RSPSS4_04567
RSc1067	RSPSS4_01088
RSc2398	RSPSS4_02551
RSp1481	RSPSS4_04994
RSc1066	RSPSS4_01087
RSc2397	RSPSS4_02550
RSc1065	RSPSS4_01086
RSc2396	RSPSS4_02549
RSp1484	RSPSS4_04997
RSp1485	RSPSS4_04998
RSp1482	RSPSS4_04995
RSp0151	RSPSS4_03721
RSc1069	RSPSS4_01090
RSp1483	RSPSS4_04996
RSp0152	RSPSS4_03722
RSc1071	RSPSS4_01092
RSp1488	RSPSS4_05001
RSp0157	RSPSS4_04873
RSc1070	RSPSS4_01091
RSp1489	RSPSS4_05002
RSp0155	RSPSS4_00911
RSp0155	RSPSS4_04457
RSp0155	RSPSS4_03287
RSp1486	RSPSS4_04999
RSp0156	RSPSS4_03914
RSp0156	RSPSS4_03723
RSp0156	RSPSS4_03698
RSp0156	RSPSS4_04874
RSp1487	RSPSS4_05000
RSc1075	RSPSS4_01099
RSc1074	RSPSS4_01098
RSc1073	RSPSS4_01097
RSp0159	RSPSS4_04872
RSc1072	RSPSS4_01093
RSc2388	RSPSS4_02997
RSc2388	RSPSS4_02540
RSc1057	RSPSS4_01078
RSc2387	RSPSS4_02539
RSc1056	RSPSS4_01077
RSp1470	RSPSS4_04982
RSc1055	RSPSS4_01076
RSc2386	RSPSS4_02538
RSc1054	RSPSS4_01075
RSc2385	RSPSS4_02537
RSp1473	RSPSS4_04986
RSp0142	RSPSS4_03712
RSp0143	RSPSS4_03713
RSp1471	RSPSS4_00211
RSp1471	RSPSS4_04984
RSp1471	RSPSS4_01160
RSc1059	RSPSS4_01080
RSp0140	RSPSS4_03710
RSc1058	RSPSS4_01079
RSc2389	RSPSS4_02542
RSp0141	RSPSS4_03711
RSp1472	RSPSS4_04985
RSc2391	RSPSS4_02544
RSc1060	RSPSS4_01081
RSp0146	RSPSS4_03716
RSp1477	RSPSS4_04990
RSc2390	RSPSS4_02543
RSp1478	RSPSS4_04991
RSp0147	RSPSS4_03717
RSp1475	RSPSS4_03813
RSp1475	RSPSS4_04988
RSp0144	RSPSS4_03714
RSp0145	RSPSS4_03715
RSp1476	RSPSS4_04989
RSc1064	RSPSS4_01085
RSc2395	RSPSS4_02548
RSc1063	RSPSS4_01084
RSc2394	RSPSS4_02547
RSc2393	RSPSS4_02546
RSc1062	RSPSS4_01083
RSp1479	RSPSS4_04992
RSp0148	RSPSS4_03718
RSc1061	RSPSS4_01082
RSc2392	RSPSS4_02545
RSp0149	RSPSS4_03719
RSc1046	RSPSS4_01067
RSc2377	RSPSS4_02529
RSp0171	RSPSS4_04859
RSc1045	RSPSS4_01066
RSc2376	RSPSS4_02528
RSp0172	RSPSS4_04858
RSc1044	RSPSS4_01065
RSc2375	RSPSS4_02527
RSc1043	RSPSS4_01064
RSc2374	RSPSS4_02526
RSp0170	RSPSS4_04860
RSp0175	RSPSS4_04855
RSp0175	RSPSS4_04273
RSc1049	RSPSS4_01070
RSp0176	RSPSS4_04854
RSc2379	RSPSS4_02531
RSc1048	RSPSS4_01069
RSp0173	RSPSS4_04857
RSc1047	RSPSS4_01068
RSc2378	RSPSS4_02530
RSp0174	RSPSS4_04856
RSc2380	RSPSS4_02532
RSp0179	RSPSS4_04850
RSp0177	RSPSS4_04852
RSp0178	RSPSS4_04851
RSc1053	RSPSS4_01074
RSc2384	RSPSS4_02536
RSc1052	RSPSS4_01073
RSc2383	RSPSS4_02535
RSc1051	RSPSS4_01072
RSc2382	RSPSS4_02534
RSc1050	RSPSS4_01071
RSc2381	RSPSS4_02533
RSc2366	RSPSS4_02518
RSc1035	RSPSS4_01056
RSp0160	RSPSS4_04871
RSp1491	RSPSS4_05004
RSc1034	RSPSS4_01055
RSc1034	RSPSS4_04101
RSc2365	RSPSS4_02517
RSp0161	RSPSS4_04870
RSp1492	RSPSS4_05005
RSc1033	RSPSS4_01054
RSc2364	RSPSS4_02516
RSc2363	RSPSS4_02515
RSc1032	RSPSS4_01053
RSp1490	RSPSS4_05003
RSp1495	RSPSS4_05007
RSc1039	RSPSS4_01060
RSp0164	RSPSS4_04867
RSp1496	RSPSS4_05008
RSc1038	RSPSS4_01059
RSc2369	RSPSS4_02521
RSp0165	RSPSS4_04866
RSp0162	RSPSS4_04869
RSc2368	RSPSS4_02520
RSc1037	RSPSS4_01058
RSc1036	RSPSS4_01057
RSc2367	RSPSS4_02519
RSp0163	RSPSS4_04868
RSp0168	RSPSS4_04862
RSp1499	RSPSS4_05011
RSp0169	RSPSS4_04861
RSp0166	RSPSS4_04864
RSp0166	RSPSS4_03330
RSp1497	RSPSS4_05009
RSp0167	RSPSS4_04863
RSp1498	RSPSS4_05010
RSc1042	RSPSS4_01063
RSc2373	RSPSS4_02525
RSc1041	RSPSS4_01062
RSc2372	RSPSS4_02524
RSc1040	RSPSS4_01061
RSc2371	RSPSS4_02523
RSc2370	RSPSS4_02522
RSc0613	RSPSS4_00636
RSc1945	RSPSS4_02096
RSc1944	RSPSS4_03080
RSc1944	RSPSS4_03676
RSc1944	RSPSS4_00979
RSc1944	RSPSS4_02095
RSc0614	RSPSS4_00637
RSc0611	RSPSS4_00634
RSc1943	RSPSS4_02094
RSc1942	RSPSS4_02093
RSc1942	RSPSS4_03678
RSc1942	RSPSS4_00981
RSc1942	RSPSS4_03078
RSc0612	RSPSS4_00635
RSc0617	RSPSS4_00640
RSc0618	RSPSS4_00641
RSc0615	RSPSS4_00638
RSc1947	RSPSS4_02098
RSc0616	RSPSS4_00639
RSc1946	RSPSS4_02097
RSc1941	RSPSS4_02092
RSc1941	RSPSS4_03077
RSp0110	RSPSS4_03683
RSp1441	RSPSS4_04953
RSc0610	RSPSS4_00633
RSp0113	RSPSS4_03686
RSp1444	RSPSS4_04956
RSp0114	RSPSS4_03687
RSp1445	RSPSS4_04957
RSp1442	RSPSS4_04954
RSp0111	RSPSS4_03684
RSp1443	RSPSS4_04955
RSp0112	RSPSS4_03685
RSp1448	RSPSS4_04960
RSp0117	RSPSS4_03690
RSp1449	RSPSS4_04961
RSp0118	RSPSS4_03691
RSp1446	RSPSS4_04958
RSp0115	RSPSS4_03688
RSp1447	RSPSS4_04959
RSp1447	RSPSS4_02971
RSp0116	RSPSS4_03955
RSp0116	RSPSS4_03689
RSp0119	RSPSS4_03692
RSc0619	RSPSS4_00642
RSc0602	RSPSS4_00622
RSc1934	RSPSS4_03071
RSc1934	RSPSS4_02086
RSc0603	RSPSS4_00623
RSc1933	RSPSS4_03070
RSc1933	RSPSS4_02085
RSc0600	RSPSS4_00620
RSc1932	RSPSS4_03069
RSc1932	RSPSS4_02084
RSc0601	RSPSS4_00621
RSc1931	RSPSS4_02083
RSc1931	RSPSS4_03068
RSc0606	RSPSS4_00627
RSc1938	RSPSS4_02090
RSc1938	RSPSS4_03075
RSc0607	RSPSS4_00628
RSc1937	RSPSS4_02089
RSc1937	RSPSS4_03074
RSc0604	RSPSS4_00625
RSc1936	RSPSS4_03073
RSc1936	RSPSS4_02088
RSc0605	RSPSS4_03653
RSc0605	RSPSS4_00626
RSc1935	RSPSS4_03072
RSc1935	RSPSS4_02087
RSc1930	RSPSS4_02082
RSc1930	RSPSS4_03067
RSp1430	RSPSS4_04942
RSp1433	RSPSS4_04945
RSp0103	RSPSS4_03080
RSp0103	RSPSS4_03676
RSp0103	RSPSS4_00979
RSp0103	RSPSS4_02095
RSp1434	RSPSS4_04946
RSp0100	RSPSS4_03674
RSp1431	RSPSS4_04943
RSp0101	RSPSS4_03675
RSp1432	RSPSS4_04944
RSp0106	RSPSS4_03679
RSp1437	RSPSS4_04950
RSp0107	RSPSS4_03680
RSp1438	RSPSS4_04951
RSp0104	RSPSS4_03677
RSp0104	RSPSS4_00980
RSp0104	RSPSS4_03079
RSp1435	RSPSS4_04947
RSp0105	RSPSS4_02093
RSp0105	RSPSS4_03678
RSp0105	RSPSS4_00981
RSp0105	RSPSS4_03078
RSp1436	RSPSS4_04949
RSp1439	RSPSS4_01236
RSp1439	RSPSS4_04952
RSp0108	RSPSS4_03681
RSc0608	RSPSS4_00631
RSp0109	RSPSS4_03682
RSc0609	RSPSS4_00632
RSc1939	RSPSS4_02091
RSc1939	RSPSS4_03076
RSc1923	RSPSS4_03062
RSc1923	RSPSS4_02076
RSc1922	RSPSS4_03061
RSc1922	RSPSS4_02075
RSc1921	RSPSS4_03060
RSc1921	RSPSS4_02074
RSc1920	RSPSS4_03059
RSc1920	RSPSS4_02073
RSc1926	RSPSS4_02079
RSc1925	RSPSS4_02078
RSc1925	RSPSS4_03064
RSc1924	RSPSS4_02077
RSc1924	RSPSS4_03063
RSp1462	RSPSS4_04973
RSp0132	RSPSS4_03702
RSp1463	RSPSS4_04974
RSp1460	RSPSS4_04971
RSp1461	RSPSS4_04972
RSp0130	RSPSS4_03701
RSp1466	RSPSS4_04978
RSp1466	RSPSS4_04977
RSp0135	RSPSS4_03705
RSp1467	RSPSS4_04978
RSp1467	RSPSS4_04977
RSp0136	RSPSS4_03706
RSp1464	RSPSS4_04975
RSp0133	RSPSS4_03703
RSp1465	RSPSS4_04976
RSp0134	RSPSS4_03704
RSp0139	RSPSS4_03709
RSp0137	RSPSS4_03707
RSp1468	RSPSS4_04979
RSp0138	RSPSS4_03708
RSp1469	RSPSS4_04981
RSc1929	RSPSS4_02081
RSc1929	RSPSS4_03066
RSc1928	RSPSS4_02080
RSc1928	RSPSS4_03065
RSc1912	RSPSS4_02066
RSc1912	RSPSS4_03052
RSc1911	RSPSS4_03050
RSc1910	RSPSS4_02065
RSc1916	RSPSS4_02069
RSc1916	RSPSS4_03055
RSc1914	RSPSS4_02068
RSc1914	RSPSS4_03054
RSc1913	RSPSS4_02067
RSc1913	RSPSS4_03053
RSp0120	RSPSS4_03693
RSp0121	RSPSS4_03694
RSp1452	RSPSS4_04963
RSp1450	RSPSS4_04962
RSp0124	RSPSS4_03697
RSp1455	RSPSS4_04966
RSp1456	RSPSS4_04967
RSp0122	RSPSS4_03695
RSp0122	RSPSS4_02150
RSp1453	RSPSS4_04964
RSp0123	RSPSS4_03696
RSp1454	RSPSS4_04965
RSp0128	RSPSS4_03700
RSp1459	RSPSS4_04970
RSp0126	RSPSS4_03914
RSp0126	RSPSS4_03723
RSp0126	RSPSS4_03698
RSp0126	RSPSS4_04874
RSp1457	RSPSS4_04968
RSp0127	RSPSS4_03748
RSp0127	RSPSS4_00214
RSp0127	RSPSS4_03699
RSp0127	RSPSS4_03356
RSp0127	RSPSS4_03378
RSp0127	RSPSS4_01031
RSp1458	RSPSS4_04371
RSp1458	RSPSS4_04969
RSc1919	RSPSS4_02072
RSc1919	RSPSS4_03058
RSc1918	RSPSS4_02071
RSc1918	RSPSS4_03057
RSc1917	RSPSS4_02070
RSc1917	RSPSS4_03056
RSc1901	RSPSS4_02059
RSc1901	RSPSS4_03041
RSc1900	RSPSS4_03040
RSc1900	RSPSS4_02058
RSc1904	RSPSS4_03044
RSc1904	RSPSS4_02062
RSc1903	RSPSS4_02061
RSc1903	RSPSS4_03043
RSc1902	RSPSS4_02060
RSc1902	RSPSS4_03042
RSp1400	RSPSS4_04913
RSp1401	RSPSS4_04914
RSp1401	RSPSS4_00767
RSp1404	RSPSS4_04917
RSp1405	RSPSS4_04918
RSp1402	RSPSS4_04915
RSp1403	RSPSS4_04916
RSp1408	RSPSS4_04921
RSc1909	RSPSS4_03050
RSp1409	RSPSS4_04922
RSc1908	RSPSS4_02064
RSp1406	RSPSS4_04919
RSc1907	RSPSS4_03048
RSc1907	RSPSS4_02063
RSp1407	RSPSS4_04920
RSp1422	RSPSS4_04933
RSp1423	RSPSS4_04935
RSp1421	RSPSS4_04932
RSp1426	RSPSS4_04938
RSp1427	RSPSS4_04939
RSp1424	RSPSS4_04936
RSp1425	RSPSS4_04937
RSp1428	RSPSS4_04940
RSp1429	RSPSS4_04941
RSp1411	RSPSS4_04924
RSp1412	RSPSS4_04925
RSp1410	RSPSS4_04923
RSp1415	RSPSS4_04927
RSp1416	RSPSS4_04928
RSp1413	RSPSS4_04926
RSp1419	RSPSS4_04931
RSp1417	RSPSS4_04929
RSp1418	RSPSS4_04930
RSc0459	RSPSS4_00470
RSc0457	RSPSS4_00468
RSc1789	RSPSS4_01650
RSc0458	RSPSS4_00469
RSc1788	RSPSS4_01651
RSc1783	RSPSS4_01656
RSc0451	RSPSS4_00462
RSc1782	RSPSS4_01657
RSc0452	RSPSS4_00463
RSc1781	RSPSS4_01658
RSc1780	RSPSS4_01659
RSc0450	RSPSS4_00461
RSc0455	RSPSS4_00466
RSc1787	RSPSS4_01652
RSc0456	RSPSS4_00467
RSc1786	RSPSS4_01653
RSc0453	RSPSS4_00464
RSc1785	RSPSS4_01654
RSc1784	RSPSS4_01655
RSc0454	RSPSS4_00465
RSp0872	RSPSS4_04173
RSp0873	RSPSS4_04172
RSp0870	RSPSS4_04175
RSp0871	RSPSS4_04174
RSc1790	RSPSS4_01649
RSp0876	RSPSS4_04169
RSp0877	RSPSS4_04168
RSp0874	RSPSS4_04171
RSp0875	RSPSS4_04170
RSp0878	RSPSS4_04167
RSp0879	RSPSS4_04166
RSc0448	RSPSS4_00459
RSc0449	RSPSS4_00460
RSc1779	RSPSS4_01660
RSc1779	RSPSS4_00912
RSc0446	RSPSS4_00457
RSc1778	RSPSS4_01661
RSc0447	RSPSS4_00458
RSc1777	RSPSS4_01662
RSc1772	RSPSS4_01667
RSc0440	RSPSS4_00451
RSc0441	RSPSS4_00452
RSc1771	RSPSS4_01668
RSc1770	RSPSS4_01669
RSc0444	RSPSS4_00455
RSc1775	RSPSS4_01664
RSc1775	RSPSS4_00909
RSc0445	RSPSS4_00456
RSc0442	RSPSS4_00453
RSc1774	RSPSS4_01665
RSc1773	RSPSS4_01666
RSc0443	RSPSS4_00454
RSp0861	RSPSS4_04184
RSp0862	RSPSS4_04183
RSp0860	RSPSS4_04185
RSp0865	RSPSS4_04180
RSp0866	RSPSS4_04179
RSp0863	RSPSS4_04182
RSp0864	RSPSS4_04181
RSp0869	RSPSS4_04176
RSp0867	RSPSS4_04178
RSp0868	RSPSS4_04177
RSc0437	RSPSS4_00448
RSc1769	RSPSS4_01670
RSc0438	RSPSS4_00449
RSc1768	RSPSS4_01671
RSc1767	RSPSS4_01672
RSc0435	RSPSS4_00446
RSc1766	RSPSS4_01673
RSc0436	RSPSS4_00447
RSc0439	RSPSS4_00450
RSc1761	RSPSS4_01678
RSc1760	RSPSS4_01679
RSc0430	RSPSS4_00441
RSc1765	RSPSS4_01674
RSc0433	RSPSS4_00444
RSp0890	RSPSS4_04154
RSc0434	RSPSS4_00445
RSc1764	RSPSS4_01675
RSp0891	RSPSS4_04153
RSc1763	RSPSS4_01676
RSc0431	RSPSS4_00442
RSc0432	RSPSS4_00443
RSc1762	RSPSS4_01677
RSp0894	RSPSS4_04150
RSp0895	RSPSS4_04149
RSp0892	RSPSS4_04152
RSp0893	RSPSS4_04151
RSp0898	RSPSS4_04146
RSp0898	RSPSS4_00292
RSp0899	RSPSS4_04145
RSp0896	RSPSS4_04148
RSp0897	RSPSS4_04147
RSc1758	RSPSS4_01682
RSc1758	RSPSS4_01681
RSc0426	RSPSS4_00437
RSc1757	RSPSS4_01682
RSc1757	RSPSS4_01681
RSc0427	RSPSS4_00438
RSc0424	RSPSS4_00435
RSc1756	RSPSS4_01683
RSc0425	RSPSS4_00436
RSc0428	RSPSS4_00439
RSc1759	RSPSS4_01680
RSc0429	RSPSS4_00440
RSc1750	RSPSS4_01688
RSc0422	RSPSS4_00431
RSc1754	RSPSS4_01684
RSc0423	RSPSS4_05130
RSc0423	RSPSS4_02558
RSc0423	RSPSS4_02812
RSc0423	RSPSS4_03747
RSc0423	RSPSS4_03832
RSc0423	RSPSS4_02007
RSc0423	RSPSS4_00851
RSc0423	RSPSS4_04532
RSc0423	RSPSS4_01528
RSc0423	RSPSS4_04484
RSc0423	RSPSS4_05133
RSp0880	RSPSS4_04165
RSc1753	RSPSS4_01685
RSc0420	RSPSS4_00429
RSc1752	RSPSS4_01686
RSc0421	RSPSS4_00430
RSc1751	RSPSS4_01687
RSp0883	RSPSS4_04162
RSp0884	RSPSS4_04161
RSp0881	RSPSS4_04164
RSp0882	RSPSS4_04163
RSp0887	RSPSS4_04158
RSp0888	RSPSS4_04157
RSp0885	RSPSS4_04160
RSp0886	RSPSS4_04159
RSp0886	RSPSS4_01340
RSp0889	RSPSS4_04155
RSc1747	RSPSS4_01691
RSc0415	RSPSS4_00424
RSc0416	RSPSS4_00425
RSc1746	RSPSS4_01692
RSc0413	RSPSS4_00422
RSc1745	RSPSS4_01693
RSc0414	RSPSS4_00423
RSc1744	RSPSS4_01694
RSc0419	RSPSS4_00428
RSc0417	RSPSS4_00426
RSc1749	RSPSS4_01689
RSc1748	RSPSS4_01690
RSc0418	RSPSS4_00427
RSc0411	RSPSS4_00420
RSc1743	RSPSS4_01695
RSc0412	RSPSS4_00421
RSc1742	RSPSS4_01696
RSc1741	RSPSS4_01697
