RSc1428	XOO3719
RSc0422	XOO1439
RSc2843	XOO3825
RSc0664	XOO3756
RSc0423	XOO0615
RSc0423	XOO3929
RSc0423	XOO0617
RSc0423	XOO3927
RSc0423	XOO1392
RSc0423	XOO4146
RSc0423	XOO0263
RSc0423	XOO1396
RSc0423	XOO0262
RSc0423	XOO1394
RSc0423	XOO0981
RSc0423	XOO2009
RSc0423	XOO0622
RSc0423	XOO2007
RSc0423	XOO2403
RSc0423	XOO2006
RSc0423	XOO3930
RSc0423	XOO4304
RSc0423	XOO0646
RSc0423	XOO1339
RSc0423	XOO0296
RSc0423	XOO4370
RSc0423	XOO0295
RSc0423	XOO1340
RSc0423	XOO1384
RSc0423	XOO3888
RSc0423	XOO2113
RSc0423	XOO3889
RSc0423	XOO3366
RSc0423	XOO1029
RSc0423	XOO1028
RSc0423	XOO1027
RSc0423	XOO0517
RSc0423	XOO0516
RSc0423	XOO1649
RSc0423	XOO0999
RSc0423	XOO0998
RSc0423	XOO3191
RSc0423	XOO4165
RSc0423	XOO3552
RSc0423	XOO4047
RSc0423	XOO0362
RSc0423	XOO0365
RSc0423	XOO0364
RSc0423	XOO2146
RSc0423	XOO2745
RSc0423	XOO0363
RSc0423	XOO1650
RSc0423	XOO0325
RSc0423	XOO4368
RSc0423	XOO4369
RSc0423	XOO4523
RSc0423	XOO4524
RSc0423	XOO0987
RSc0423	XOO1119
RSc0423	XOO0827
RSc0423	XOO2290
RSc0423	XOO3189
RSc0423	XOO1361
RSc0423	XOO3063
RSc0423	XOO2372
RSc0423	XOO3700
RSc0423	XOO3701
RSc0423	XOO1640
RSc0423	XOO3702
RSc0423	XOO0198
RSc0423	XOO0236
RSc0423	XOO0478
RSc0423	XOO1644
RSc0423	XOO3027
RSc0423	XOO1643
RSc2842	XOO3824
RSp0880	XOO2699
RSc1994	XOO2308
RSc0420	XOO1619
RSc1993	XOO2307
RSc2840	XOO3823
RSc0663	XOO3755
RSp0400	XOO1879
RSp0400	XOO2330
RSp0400	XOO2787
RSp0886	XOO4488
RSp0649	XOO1846
RSp0647	XOO1845
RSp0648	XOO1844
RSc1989	XOO0937
RSc1747	XOO0690
RSc1988	XOO0940
RSc2835	XOO3819
RSc2835	XOO2684
RSc0413	XOO1289
RSc0897	XOO2701
RSc1745	XOO4807
RSc2834	XOO3818
RSc0898	XOO2702
RSc2839	XOO3822
RSc0417	XOO2717
RSc2838	XOO0908
RSc2837	XOO3821
RSc1748	XOO2718
RSc1981	XOO3251
RSc1980	XOO3250
RSc1985	XOO3255
RSc0412	XOO1288
RSc1984	XOO3254
RSc1983	XOO3252
RSp0832	XOO3723
RSp0836	XOO3947
RSp0835	XOO3948
RSc2825	XOO1589
RSc1736	XOO3935
RSc0405	XOO1281
RSc1735	XOO0057
RSc1734	XOO2777
RSc1976	XOO3675
RSc2823	XOO1438
RSc0403	XOO1280
RSc2822	XOO1620
RSc0408	XOO1284
RSc2828	XOO1583
RSc0409	XOO1285
RSc2827	XOO1584
RSc0406	XOO1282
RSc1979	XOO3679
RSc0407	XOO1283
RSc2826	XOO1585
RSc0642	XOO4288
RSc2821	XOO1621
RSc0401	XOO3144
RSc2820	XOO1622
RSc1730	XOO1528
RSc0641	XOO4289
RSp0827	XOO3136
RSc2813	XOO3205
RSc1965	XOO0010
RSc1722	XOO0841
RSc1964	XOO0009
RSc2811	XOO1321
RSc2817	XOO0043
RSc2817	XOO4151
RSc0637	XOO3165
RSc0637	XOO2333
RSc0637	XOO1811
RSc0637	XOO3982
RSc0637	XOO1755
RSc2816	XOO0809
RSc0632	XOO0280
RSc1720	XOO2735
RSp0851	XOO3527
RSp0851	XOO2586
RSp0852	XOO1379
RSp0853	XOO0075
RSp0616	XOO1349
RSp0859	XOO0080
RSc2819	XOO2666
RSc1714	XOO1036
RSc0867	XOO2744
RSc0867	XOO0808
RSc1955	XOO2336
RSc1713	XOO1035
RSc1712	XOO1034
RSc0622	XOO1550
RSc0622	XOO2716
RSc1711	XOO1033
RSc1718	XOO3765
RSc2807	XOO1591
RSc1717	XOO3764
RSc1952	XOO4544
RSc1950	XOO1469
RSc1950	XOO2840
RSp0843	XOO4328
RSc1719	XOO2360
RSc2239	XOO2552
RSc3328	XOO0227
RSc1145	XOO2923
RSc1144	XOO2989
RSc3325	XOO0504
RSc3326	XOO0505
RSc0295	XOO2074
RSc3327	XOO4556
RSc0059	XOO3970
RSc2237	XOO2186
RSc3321	XOO0728
RSc1148	XOO2046
RSc3322	XOO0727
RSc2236	XOO0831
RSc3323	XOO0726
RSc1388	XOO3262
RSc2235	XOO4570
RSc1390	XOO1989
RSc0062	XOO3968
RSc1393	XOO1985
RSc0063	XOO3967
RSc1151	XOO1642
RSc3317	XOO0732
RSc3318	XOO0731
RSc3319	XOO0730
RSc1376	XOO1367
RSc2223	XOO3298
RSc2465	XOO2554
RSc1134	XOO3674
RSc2222	XOO3299
RSc0287	XOO0494
RSc0045	XOO4390
RSc2464	XOO2553
RSc2463	XOO0497
RSc2221	XOO2017
RSc0042	XOO3992
RSc3316	XOO0733
RSc0043	XOO3993
RSc1138	XOO0173
RSc2226	XOO2447
RSc0046	XOO2682
RSc1136	XOO1600
RSc2467	XOO0521
RSc2466	XOO1510
RSc2466	XOO1870
RSc0290	XOO4713
RSc2230	XOO4240
RSc0294	XOO2073
RSc0052	XOO3994
RSc2219	XOO4125
RSc1129	XOO2963
RSc2218	XOO2724
RSc2459	XOO1627
RSc2217	XOO4126
RSc2696	XOO1979
RSc2696	XOO1982
RSc2454	XOO1294
RSc3302	XOO0567
RSc2695	XOO1979
RSc2695	XOO1982
RSc3303	XOO1242
RSc0276	XOO1881
RSc2210	XOO2727
RSc0274	XOO2078
RSc0274	XOO2076
RSc0274	XOO1843
RSc1127	XOO2966
RSc2458	XOO1626
RSc0279	XOO4379
RSc1369	XOO0670
RSc2457	XOO1625
RSc1126	XOO2967
RSc2215	XOO0598
RSc1368	XOO0812
RSc0277	XOO2423
RSc3301	XOO4145
RSp0810	XOO0733
RSc2461	XOO0496
RSc0040	XOO2227
RSc1130	XOO2962
RSc1372	XOO4776
RSc1371	XOO0694
RSp0813	XOO2708
RSp0813	XOO2561
RSp0813	XOO4445
RSp0818	XOO2805
RSp0818	XOO3018
RSp0818	XOO3016
RSp0819	XOO2804
RSc2209	XOO2932
RSc1119	XOO1514
RSc2208	XOO2933
RSc1118	XOO0157
RSc1118	XOO2304
RSc2207	XOO0665
RSc2448	XOO3212
RSc2206	XOO3078
RSc1117	XOO2305
RSc1596	XOO2193
RSc1354	XOO1555
RSc0022	XOO1447
RSc2200	XOO2297
RSc2200	XOO1565
RSc2442	XOO1628
RSc2684	XOO1416
RSc0265	XOO4377
RSc1595	XOO0759
RSc1111	XOO2200
RSc0023	XOO1446
RSc2683	XOO1417
RSc1352	XOO2204
RSc1352	XOO2797
RSc1110	XOO2202
RSc1593	XOO4550
RSc2682	XOO1418
RSc2205	XOO1962
RSc0269	XOO4378
RSc1115	XOO2884
RSc2446	XOO4558
RSc1114	XOO2921
RSc0266	XOO0455
RSc2687	XOO1724
RSc2686	XOO0453
RSc0267	XOO2901
RSc1597	XOO2379
RSc2444	XOO0495
RSc2202	XOO0590
RSc2450	XOO4514
RSp0800	XOO3439
RSc2690	XOO3647
RSc0270	XOO0286
RSp0804	XOO3588
RSp0807	XOO2921
RSp0806	XOO4062
RSc1106	XOO4342
RSc0011	XOO2804
RSc2674	XOO4575
RSc2674	XOO2339
RSc0495	XOO0512
RSc2432	XOO2615
RSc1100	XOO1821
RSc0496	XOO0514
RSc1584	XOO3180
RSc1583	XOO3181
RSc0252	XOO2287
RSc0252	XOO2747
RSc0252	XOO2471
RSc0252	XOO3118
RSc0252	XOO0199
RSc0252	XOO1386
RSc0252	XOO0787
RSc0252	XOO0203
RSc0252	XOO2090
RSc0252	XOO3028
RSc0010	XOO2805
RSc0010	XOO3018
RSc0010	XOO3016
RSc1582	XOO3182
RSc0494	XOO0525
RSc1347	XOO3686
RSc0015	XOO0667
RSc2436	XOO2674
RSc2435	XOO1219
RSc1346	XOO3688
RSc1588	XOO2140
RSc1588	XOO2141
RSc0016	XOO4585
RSc1345	XOO3689
RSc0497	XOO0597
RSc1587	XOO0763
RSc0498	XOO4493
RSc2681	XOO1419
RSc2681	XOO0773
RSc0261	XOO2903
RSc0008	XOO4929
RSc1579	XOO3185
RSc2421	XOO3396
RSc1332	XOO1063
RSc2663	XOO3743
RSc2420	XOO3408
RSc2420	XOO3102
RSc1331	XOO1062
RSc0001	XOO4957
RSc1572	XOO2218
RSc2660	XOO4284
RSc1571	XOO0799
RSc1336	XOO3690
RSc1578	XOO3186
RSc1577	XOO3187
RSc0005	XOO4634
RSc1335	XOO1337
RSc1576	XOO1736
RSc2422	XOO3397
RSc1575	XOO1910
RSc1333	XOO2540
RSc0245	XOO4466
RSc1581	XOO3183
RSc0491	XOO4152
RSc1580	XOO3184
RSc0490	XOO4153
RSc2659	XOO3305
RSc2415	XOO0834
RSc1326	XOO1094
RSc2410	XOO3753
RSc0473	XOO2019
RSc1562	XOO1390
RSc2651	XOO2028
RSc0474	XOO2537
RSc1567	XOO0801
RSc2898	XOO3600
RSc1566	XOO3261
RSc1565	XOO2065
RSc1565	XOO3080
RSc0233	XOO3719
RSc0475	XOO2538
RSc2896	XOO0096
RSc2654	XOO0680
RSc1564	XOO0530
RSc2653	XOO3621
RSc1570	XOO0798
RSc2649	XOO2029
RSc2406	XOO4716
RSc2406	XOO4738
RSc2406	XOO4717
RSc2406	XOO4937
RSc2406	XOO3926
RSc2406	XOO0360
RSc2406	XOO4723
RSc2406	XOO0326
RSc2406	XOO2404
RSc2406	XOO3895
RSc2406	XOO4707
RSc2406	XOO4828
RSc2406	XOO4927
RSc2406	XOO2371
RSc2406	XOO4893
RSc2406	XOO1341
RSc2406	XOO4757
RSc2406	XOO4736
RSc2406	XOO4912
RSc2406	XOO4895
RSc2406	XOO4950
RSc2406	XOO1645
RSc2406	XOO3026
RSc2406	XOO4777
RSc2406	XOO4799
RSc1317	XOO2926
RSc2405	XOO0615
RSc2405	XOO3929
RSc2405	XOO0617
RSc2405	XOO3927
RSc2405	XOO1392
RSc2405	XOO4146
RSc2405	XOO0263
RSc2405	XOO1396
RSc2405	XOO0262
RSc2405	XOO1394
RSc2405	XOO0981
RSc2405	XOO2009
RSc2405	XOO0622
RSc2405	XOO2007
RSc2405	XOO2403
RSc2405	XOO2006
RSc2405	XOO3930
RSc2405	XOO4304
RSc2405	XOO0646
RSc2405	XOO1339
RSc2405	XOO0296
RSc2405	XOO4370
RSc2405	XOO0295
RSc2405	XOO1340
RSc2405	XOO1384
RSc2405	XOO3888
RSc2405	XOO2113
RSc2405	XOO3889
RSc2405	XOO3366
RSc2405	XOO1029
RSc2405	XOO1028
RSc2405	XOO1027
RSc2405	XOO0517
RSc2405	XOO0516
RSc2405	XOO1649
RSc2405	XOO0999
RSc2405	XOO0998
RSc2405	XOO3191
RSc2405	XOO4165
RSc2405	XOO3552
RSc2405	XOO4047
RSc2405	XOO0362
RSc2405	XOO0365
RSc2405	XOO0364
RSc2405	XOO2146
RSc2405	XOO2745
RSc2405	XOO0363
RSc2405	XOO1650
RSc2405	XOO0325
RSc2405	XOO4368
RSc2405	XOO4369
RSc2405	XOO4523
RSc2405	XOO4524
RSc2405	XOO0987
RSc2405	XOO1119
RSc2405	XOO0827
RSc2405	XOO2290
RSc2405	XOO3189
RSc2405	XOO1361
RSc2405	XOO3063
RSc2405	XOO2372
RSc2405	XOO3700
RSc2405	XOO3701
RSc2405	XOO1640
RSc2405	XOO3702
RSc2405	XOO0198
RSc2405	XOO0236
RSc2405	XOO0478
RSc2405	XOO1644
RSc2405	XOO3027
RSc2405	XOO1643
RSc2647	XOO2400
RSc1558	XOO3617
RSc1316	XOO2927
RSc2646	XOO2398
RSc1799	XOO0135
RSc1799	XOO0137
RSc2408	XOO2373
RSc1310	XOO2414
RSc2882	XOO4163
RSc2881	XOO4049
RSc0461	XOO0350
RSc2880	XOO0764
RSc1798	XOO4078
RSc1798	XOO4081
RSc0466	XOO1656
RSc1314	XOO3291
RSc2403	XOO1128
RSc2887	XOO4297
RSc2644	XOO2396
RSc1313	XOO2974
RSc1797	XOO4077
RSc2885	XOO4160
RSc2643	XOO4410
RSc0464	XOO1654
RSp1098	XOO2744
RSp1098	XOO0808
RSc2884	XOO4161
RSc1311	XOO1525
RSc2642	XOO1330
RSp1161	XOO4341
RSp0073	XOO0968
RSp0073	XOO0636
RSp0073	XOO2252
RSp0073	XOO3718
RSp0073	XOO1215
RSp0070	XOO2789
RSc2078	XOO3631
RSc2077	XOO0945
RSp0075	XOO4604
RSc2087	XOO2041
RSc2085	XOO3757
RSc2069	XOO3215
RSp1393	XOO2618
RSc2067	XOO3214
RSp1390	XOO2621
RSp0065	XOO4342
RSp1396	XOO4430
RSp1152	XOO3165
RSp1152	XOO2333
RSp1152	XOO1811
RSp1152	XOO3982
RSp1152	XOO1755
RSp1394	XOO2617
RSc3158	XOO3081
RSp0069	XOO3867
RSc2072	XOO0941
RSc2075	XOO0946
RSc2073	XOO0811
RSc2058	XOO3232
RSc2057	XOO3230
RSc2056	XOO3229
RSc2055	XOO3228
RSc3386	XOO0715
RSc3145	XOO1946
RSc3145	XOO2517
RSc3145	XOO1508
RSc3145	XOO2320
RSc3145	XOO0141
RSc3145	XOO0140
RSc3145	XOO1031
RSc3145	XOO0982
RSc3145	XOO1950
RSc3145	XOO0145
RSc3145	XOO0144
RSc3145	XOO0221
RSc3145	XOO0980
RSc3145	XOO0187
RSc3145	XOO0341
RSc3145	XOO3978
RSc3145	XOO0788
RSc3145	XOO3377
RSc3145	XOO0303
RSc3145	XOO0985
RSc3145	XOO1678
RSc3145	XOO3378
RSc3145	XOO0786
RSc3145	XOO1314
RSc3145	XOO2369
RSc3145	XOO3017
RSc3145	XOO1936
RSc3145	XOO0208
RSc3145	XOO0207
RSc3145	XOO1937
RSc3145	XOO2191
RSc3145	XOO2190
RSc3145	XOO3365
RSc3145	XOO1385
RSc3145	XOO1383
RSc3145	XOO4218
RSc3145	XOO4735
RSc3145	XOO2112
RSc3145	XOO4616
RSc3145	XOO4257
RSc3145	XOO0138
RSc3145	XOO4258
RSc3145	XOO4577
RSc3145	XOO1941
RSc3145	XOO4611
RSc3145	XOO1863
RSc3145	XOO4612
RSc3145	XOO0919
RSc3145	XOO0918
RSc3145	XOO3192
RSc3145	XOO3431
RSc3145	XOO2385
RSc3145	XOO1372
RSc3145	XOO2625
RSc3145	XOO3432
RSc3145	XOO4169
RSc3145	XOO0988
RSc3145	XOO1955
RSc3145	XOO0828
RSc3145	XOO2092
RSc3145	XOO2492
RSc3145	XOO4233
RSc3145	XOO4234
RSc3145	XOO2496
RSc3145	XOO0273
RSc3145	XOO2374
RSc3145	XOO4592
RSc3145	XOO2130
RSc3145	XOO4593
RSc3145	XOO0355
RSc3145	XOO0354
RSc3145	XOO1960
RSc3145	XOO0353
RSc3145	XOO0995
RSc3145	XOO3148
RSc3145	XOO0994
RSc3145	XOO3149
RSc3387	XOO2568
RSc2059	XOO3233
RSc3393	XOO3165
RSc3393	XOO2333
RSc3393	XOO1811
RSc3393	XOO3982
RSc3393	XOO1755
RSc2061	XOO3235
RSc2060	XOO3234
RSc2065	XOO3807
RSc2064	XOO3238
RSc2062	XOO3236
RSc3392	XOO1105
RSc2287	XOO3614
RSc3133	XOO0595
RSp1177	XOO2680
RSc2049	XOO3222
RSc3382	XOO3846
RSc2050	XOO3223
RSc2291	XOO2763
RSc3383	XOO3845
RSc3384	XOO3844
RSp1178	XOO2323
RSp1178	XOO0698
RSp1179	XOO0817
RSp1179	XOO3090
RSp1179	XOO4181
RSp1179	XOO2085
RSp1179	XOO3054
RSp1179	XOO2122
RSp1179	XOO0020
RSp1179	XOO2284
RSp1179	XOO0068
RSp1179	XOO1398
RSp1179	XOO2289
RSp1179	XOO2801
RSp1179	XOO3894
RSp1179	XOO0149
RSp1179	XOO3972
RSp1179	XOO0148
RSp1179	XOO3973
RSp1179	XOO0147
RSp1179	XOO1830
RSp1179	XOO2825
RSp1179	XOO4728
RSp1179	XOO2629
RSp1179	XOO4254
RSp1179	XOO3089
RSp1179	XOO0054
RSp1179	XOO2633
RSp1179	XOO0134
RSp1179	XOO2477
RSp1179	XOO2636
RSp1179	XOO2630
RSp1179	XOO2814
RSp1179	XOO3905
RSp1179	XOO1491
RSp1179	XOO2382
RSp1179	XOO3351
RSp1179	XOO3198
RSp1179	XOO3352
RSp1179	XOO1495
RSp1179	XOO1010
RSp1179	XOO1493
RSp1179	XOO3350
RSp1179	XOO1378
RSp1179	XOO1575
RSp1179	XOO1773
RSp1179	XOO3635
RSp1179	XOO1211
RSp1179	XOO1012
RSp1179	XOO1578
RSp1179	XOO0072
RSp1179	XOO2096
RSp1179	XOO0071
RSp1179	XOO2095
RSp1179	XOO2692
RSp1179	XOO2650
RSp1179	XOO2495
RSp1179	XOO0030
RSp1179	XOO1086
RSp1179	XOO1085
RSp1179	XOO3064
RSp1179	XOO0750
RSp1179	XOO2658
RSp1179	XOO4235
RSp1179	XOO2215
RSc3385	XOO3843
RSc3143	XOO0933
RSc3143	XOO1440
RSc2054	XOO3227
RSc2053	XOO3226
RSc2052	XOO3225
RSc2051	XOO3224
RSc3126	XOO2685
RSc1188	XOO4302
RSc1187	XOO4303
RSp0274	XOO2505
RSc3122	XOO4505
RSp1121	XOO3795
RSc3123	XOO1946
RSc3123	XOO2517
RSc3123	XOO1508
RSc3123	XOO2320
RSc3123	XOO0141
RSc3123	XOO0140
RSc3123	XOO1031
RSc3123	XOO0982
RSc3123	XOO1950
RSc3123	XOO0145
RSc3123	XOO0144
RSc3123	XOO0221
RSc3123	XOO0980
RSc3123	XOO0187
RSc3123	XOO0341
RSc3123	XOO3978
RSc3123	XOO0788
RSc3123	XOO3377
RSc3123	XOO0303
RSc3123	XOO0985
RSc3123	XOO1678
RSc3123	XOO3378
RSc3123	XOO0786
RSc3123	XOO1314
RSc3123	XOO2369
RSc3123	XOO3017
RSc3123	XOO1936
RSc3123	XOO0208
RSc3123	XOO0207
RSc3123	XOO1937
RSc3123	XOO2191
RSc3123	XOO2190
RSc3123	XOO3365
RSc3123	XOO1385
RSc3123	XOO1383
RSc3123	XOO4218
RSc3123	XOO4735
RSc3123	XOO2112
RSc3123	XOO4616
RSc3123	XOO4257
RSc3123	XOO0138
RSc3123	XOO4258
RSc3123	XOO4577
RSc3123	XOO1941
RSc3123	XOO4611
RSc3123	XOO1863
RSc3123	XOO4612
RSc3123	XOO0919
RSc3123	XOO0918
RSc3123	XOO3192
RSc3123	XOO3431
RSc3123	XOO2385
RSc3123	XOO1372
RSc3123	XOO2625
RSc3123	XOO3432
RSc3123	XOO4169
RSc3123	XOO0988
RSc3123	XOO1955
RSc3123	XOO0828
RSc3123	XOO2092
RSc3123	XOO2492
RSc3123	XOO4233
RSc3123	XOO4234
RSc3123	XOO2496
RSc3123	XOO0273
RSc3123	XOO2374
RSc3123	XOO4592
RSc3123	XOO2130
RSc3123	XOO4593
RSc3123	XOO0355
RSc3123	XOO0354
RSc3123	XOO1960
RSc3123	XOO0353
RSc3123	XOO0995
RSc3123	XOO3148
RSc3123	XOO0994
RSc3123	XOO3149
RSc3365	XOO3531
RSc3366	XOO3532
RSp1362	XOO0813
RSp1362	XOO0818
RSp1362	XOO0816
RSp1362	XOO0815
RSp1362	XOO4180
RSp1362	XOO3650
RSp1362	XOO1198
RSp1362	XOO0783
RSp1362	XOO3899
RSp1362	XOO3654
RSp1362	XOO3896
RSp1362	XOO0785
RSp1362	XOO0647
RSp1362	XOO0129
RSp1362	XOO3087
RSp1362	XOO4176
RSp1362	XOO4451
RSp1362	XOO4177
RSp1362	XOO0373
RSp1362	XOO0372
RSp1362	XOO1582
RSp1362	XOO3084
RSp1362	XOO4174
RSp1362	XOO2273
RSp1362	XOO2035
RSp1362	XOO4699
RSp1362	XOO1346
RSp1362	XOO2381
RSp1362	XOO3110
RSp1362	XOO2781
RSp1362	XOO1570
RSp1362	XOO0124
RSp1362	XOO0366
RSp1362	XOO3634
RSp1362	XOO1333
RSp1362	XOO1574
RSp1362	XOO0121
RSp1362	XOO1331
RSp1362	XOO0127
RSp1362	XOO1579
RSp1362	XOO0368
RSp1362	XOO3874
RSp1362	XOO4842
RSp1362	XOO0367
RSp1362	XOO0905
RSp1362	XOO2649
RSp1362	XOO0904
RSp1362	XOO0070
RSp1362	XOO2094
RSp1362	XOO3343
RSp1362	XOO2132
RSp1362	XOO2494
RSp1362	XOO0073
RSp1362	XOO2097
RSp1362	XOO2493
RSp1362	XOO1443
RSp1362	XOO0997
RSp1362	XOO0996
RSp1362	XOO2652
RSp1362	XOO4798
RSp1362	XOO2637
RSp1362	XOO2638
RSp1362	XOO0186
RSp1362	XOO2089
RSp1362	XOO0185
RSp1362	XOO2086
RSp1362	XOO0069
RSp1362	XOO1397
RSp1362	XOO4704
RSp1362	XOO0468
RSp1362	XOO4940
RSp1362	XOO0209
RSp1362	XOO0967
RSp1362	XOO1934
RSp1362	XOO2748
RSp1362	XOO2628
RSp1362	XOO4770
RSp1362	XOO2111
RSp1362	XOO1020
RSp1362	XOO2472
RSp1362	XOO0298
RSp1362	XOO2119
RSp1362	XOO2513
RSp1362	XOO1009
RSp1362	XOO1647
RSp1362	XOO3706
RSp1362	XOO3310
RSp1362	XOO3794
RSp1362	XOO4366
RSp1362	XOO1891
RSp1362	XOO0564
RSp1362	XOO4129
RSp1362	XOO4769
RSp1362	XOO2101
RSp1362	XOO1415
RSp1362	XOO2106
RSp1362	XOO2469
RSp1362	XOO0961
RSp1362	XOO0825
RSp1362	XOO0547
RSp1362	XOO0822
RSp1362	XOO2691
RSp1362	XOO3660
RSp1362	XOO2694
RSp1362	XOO1088
RSp1362	XOO4591
RSp1362	XOO0151
RSp1362	XOO0150
RSp1362	XOO2690
RSp1362	XOO0278
RSp1362	XOO0277
RSp1362	XOO1089
RSp1362	XOO3307
RSp1362	XOO1646
RSp1362	XOO2695
RSp1362	XOO2216
RSp1362	XOO2851
RSp1362	XOO0279
RSc3125	XOO2430
RSc1192	XOO1065
RSp1367	XOO4387
RSc1191	XOO1064
RSp0276	XOO0777
RSp1124	XOO0280
RSp0277	XOO4030
RSc2285	XOO0131
RSc1194	XOO1066
RSc3370	XOO3613
RSc2267	XOO2280
RSc2267	XOO1235
RSc2267	XOO2820
RSc2267	XOO2129
RSc3115	XOO0847
RSc3115	XOO4400
RSc1178	XOO4518
RSp1591	XOO2240
RSc3358	XOO1407
RSc0086	XOO3712
RSc2265	XOO2373
RSc3355	XOO0267
RSc1179	XOO1504
RSc0091	XOO3810
RSp1357	XOO4350
RSp0029	XOO2744
RSp0029	XOO0808
RSc1185	XOO1230
RSc0093	XOO3798
RSp1358	XOO3624
RSc1182	XOO1153
RSc1167	XOO2678
RSp1381	XOO1898
RSc2255	XOO0488
RSc2254	XOO0798
RSc1165	XOO0972
RSc0075	XOO0587
RSc2253	XOO0799
RSc1164	XOO0972
RSc2011	XOO2156
RSc2495	XOO1264
RSp1144	XOO1194
RSp1141	XOO3527
RSp1141	XOO2586
RSc1169	XOO1961
RSc3102	XOO0268
RSc3103	XOO4071
RSc3351	XOO0968
RSc3351	XOO0636
RSc3351	XOO2252
RSc3351	XOO3718
RSc3351	XOO1215
RSc2021	XOO0397
RSc0085	XOO3900
RSc2003	XOO2865
RSc1398	XOO2410
RSc3335	XOO0404
RSp0282	XOO0659
RSp1371	XOO0623
RSc1154	XOO4527
RSc2000	XOO0892
RSc2249	XOO0486
RSc0068	XOO0583
RSc3334	XOO0405
RSc1157	XOO2894
RSc1399	XOO1075
RSp1136	XOO0817
RSp1136	XOO3090
RSp1136	XOO4181
RSp1136	XOO2085
RSp1136	XOO3054
RSp1136	XOO2122
RSp1136	XOO0020
RSp1136	XOO2284
RSp1136	XOO0068
RSp1136	XOO1398
RSp1136	XOO2289
RSp1136	XOO2801
RSp1136	XOO3894
RSp1136	XOO0149
RSp1136	XOO3972
RSp1136	XOO0148
RSp1136	XOO3973
RSp1136	XOO0147
RSp1136	XOO1830
RSp1136	XOO2825
RSp1136	XOO4728
RSp1136	XOO2629
RSp1136	XOO4254
RSp1136	XOO3089
RSp1136	XOO0054
RSp1136	XOO2633
RSp1136	XOO0134
RSp1136	XOO2477
RSp1136	XOO2636
RSp1136	XOO2630
RSp1136	XOO2814
RSp1136	XOO3905
RSp1136	XOO1491
RSp1136	XOO2382
RSp1136	XOO3351
RSp1136	XOO3198
RSp1136	XOO3352
RSp1136	XOO1495
RSp1136	XOO1010
RSp1136	XOO1493
RSp1136	XOO3350
RSp1136	XOO1378
RSp1136	XOO1575
RSp1136	XOO1773
RSp1136	XOO3635
RSp1136	XOO1211
RSp1136	XOO1012
RSp1136	XOO1578
RSp1136	XOO0072
RSp1136	XOO2096
RSp1136	XOO0071
RSp1136	XOO2095
RSp1136	XOO2692
RSp1136	XOO2650
RSp1136	XOO2495
RSp1136	XOO0030
RSp1136	XOO1086
RSp1136	XOO1085
RSp1136	XOO3064
RSp1136	XOO0750
RSp1136	XOO2658
RSp1136	XOO4235
RSp1136	XOO2215
RSc0070	XOO0585
RSp0045	XOO1821
RSp0287	XOO3912
RSp1135	XOO0813
RSp1135	XOO0818
RSp1135	XOO0816
RSp1135	XOO0815
RSp1135	XOO4180
RSp1135	XOO3650
RSp1135	XOO1198
RSp1135	XOO0783
RSp1135	XOO3899
RSp1135	XOO3654
RSp1135	XOO3896
RSp1135	XOO0785
RSp1135	XOO0647
RSp1135	XOO0129
RSp1135	XOO3087
RSp1135	XOO4176
RSp1135	XOO4451
RSp1135	XOO4177
RSp1135	XOO0373
RSp1135	XOO0372
RSp1135	XOO1582
RSp1135	XOO3084
RSp1135	XOO4174
RSp1135	XOO2273
RSp1135	XOO2035
RSp1135	XOO4699
RSp1135	XOO1346
RSp1135	XOO2381
RSp1135	XOO3110
RSp1135	XOO2781
RSp1135	XOO1570
RSp1135	XOO0124
RSp1135	XOO0366
RSp1135	XOO3634
RSp1135	XOO1333
RSp1135	XOO1574
RSp1135	XOO0121
RSp1135	XOO1331
RSp1135	XOO0127
RSp1135	XOO1579
RSp1135	XOO0368
RSp1135	XOO3874
RSp1135	XOO4842
RSp1135	XOO0367
RSp1135	XOO0905
RSp1135	XOO2649
RSp1135	XOO0904
RSp1135	XOO0070
RSp1135	XOO2094
RSp1135	XOO3343
RSp1135	XOO2132
RSp1135	XOO2494
RSp1135	XOO0073
RSp1135	XOO2097
RSp1135	XOO2493
RSp1135	XOO1443
RSp1135	XOO0997
RSp1135	XOO0996
RSp1135	XOO2652
RSp1135	XOO4798
RSp1135	XOO2637
RSp1135	XOO2638
RSp1135	XOO0186
RSp1135	XOO2089
RSp1135	XOO0185
RSp1135	XOO2086
RSp1135	XOO0069
RSp1135	XOO1397
RSp1135	XOO4704
RSp1135	XOO0468
RSp1135	XOO4940
RSp1135	XOO0209
RSp1135	XOO0967
RSp1135	XOO1934
RSp1135	XOO2748
RSp1135	XOO2628
RSp1135	XOO4770
RSp1135	XOO2111
RSp1135	XOO1020
RSp1135	XOO2472
RSp1135	XOO0298
RSp1135	XOO2119
RSp1135	XOO2513
RSp1135	XOO1009
RSp1135	XOO1647
RSp1135	XOO3706
RSp1135	XOO3310
RSp1135	XOO3794
RSp1135	XOO4366
RSp1135	XOO1891
RSp1135	XOO0564
RSp1135	XOO4129
RSp1135	XOO4769
RSp1135	XOO2101
RSp1135	XOO1415
RSp1135	XOO2106
RSp1135	XOO2469
RSp1135	XOO0961
RSp1135	XOO0825
RSp1135	XOO0547
RSp1135	XOO0822
RSp1135	XOO2691
RSp1135	XOO3660
